y,rr,longstring,person_total,eta
0,-0.709521,-0.505868,-0.727209,-3.781862
1,-1.094163,0.000000,-1.088369,-4.702215
0,-0.980392,-0.505868,-0.834082,-4.660406
0,-2.684140,0.843113,-1.415683,-8.379828
0,0.729324,3.372454,0.674491,6.903912
0,-1.463626,-0.337245,-1.064057,-6.074791
0,-0.464690,0.843113,-0.335898,-0.887548
1,0.729324,-0.337245,0.050505,1.396633
0,-1.021168,0.000000,-0.685358,-3.926936
0,-2.484792,0.843113,-1.164374,-7.484792
0,-0.254779,1.180359,-1.138975,-1.062589
0,0.729324,3.372454,0.674491,6.903912
0,-2.205972,-0.337245,-0.931334,-7.870008
0,0.021757,-0.674491,-0.247522,-1.344450
1,-0.606594,-0.843113,-0.745770,-3.952209
1,0.462264,-1.011736,0.162213,0.004791
0,-1.154034,-0.505868,-1.086038,-5.487592
0,-2.712977,0.843113,-1.268191,-8.244727
0,-1.431697,0.168623,-1.014157,-5.289008
0,0.216013,1.854850,-0.240247,2.328475
0,-1.344933,0.000000,-1.117266,-5.414759
1,-0.402099,-0.843113,0.214863,-2.022614
0,-1.592881,-0.337245,-1.184557,-6.594036
1,-1.797867,0.337245,-0.796608,-5.746144
0,0.285891,-0.505868,-0.414194,-0.668080
0,0.403099,-1.011736,-0.054754,-0.465746
0,-2.119395,-0.337245,-1.168211,-7.979253
0,-2.856644,0.674491,-1.405762,-9.036614
0,-1.568941,0.337245,-1.494548,-6.138034
0,-1.975854,-0.843113,-0.483117,-7.237817
0,0.454359,-0.337245,-0.346821,0.089145
0,0.067609,-0.337245,-0.683556,-1.430238
0,0.487362,-1.011736,0.030719,-0.117288
0,-0.499514,-0.168623,-0.594686,-2.610228
1,-1.255953,-0.843113,-0.945850,-5.977571
0,-2.716570,0.674491,-1.533197,-8.845223
0,-0.853743,-0.674491,-0.403512,-3.911424
0,-1.185942,-0.505868,-1.276304,-5.846777
0,0.432339,-0.168623,-0.536035,-0.032556
1,0.729324,3.372454,0.674491,6.903912
1,-2.446624,-0.337245,-1.384566,-9.166143
1,-0.907974,-0.505868,-0.731260,-4.318672
0,-2.294283,-0.168623,-1.246945,-8.350976
1,-1.482209,0.168623,-0.195193,-4.245586
0,0.729324,3.372454,0.674491,6.903912
0,-2.574079,-0.168623,-0.872792,-8.561154
0,-2.505924,-0.168623,-1.091749,-8.693901
0,-2.482789,-0.168623,-1.210246,-8.802530
0,0.729324,3.372454,0.674491,6.903912
0,0.668435,-0.337245,-0.723192,0.120292
0,0.102717,-0.337245,-0.037135,-0.406039
0,-0.032564,-1.011736,0.497818,-0.836201
0,-2.638610,-0.505868,-1.270463,-9.725130
1,0.641180,-0.505868,-0.747031,-0.196451
0,-1.747512,-0.505868,-1.397411,-7.523599
0,0.539069,-0.168623,-0.733891,-0.031724
0,-2.601349,0.337245,-1.460355,-8.851139
1,-1.922734,-0.505868,-0.626240,-6.882629
0,-1.568803,-0.168623,-1.218635,-6.369142
0,-0.843142,1.011736,-0.755659,-2.294699
0,-2.170519,0.000000,-1.387762,-8.012969
0,-0.868829,1.011736,-0.865379,-2.521323
0,-1.612965,-0.337245,-1.138618,-6.581664
0,-1.328450,0.168623,-1.064167,-5.084731
0,-1.338314,0.505868,-1.038303,-4.654873
1,-1.450808,-0.168623,-0.132526,-4.490414
0,-2.745849,0.843113,-1.742181,-9.014799
0,0.334736,0.168623,-0.503149,0.172652
0,-0.254228,-0.674491,-0.596202,-2.584661
1,-2.796796,0.000000,-1.274320,-9.525383
0,-1.598672,-0.505868,-1.358665,-7.069603
0,-1.120595,-1.011736,-0.318808,-4.922544
0,-2.697710,-0.337245,-1.530886,-10.048519
0,-2.440320,-0.168623,-1.197809,-8.671000
0,-2.621549,-0.337245,-1.271037,-9.470792
1,0.729324,3.372454,0.674491,6.903912
1,-0.076679,-1.180359,0.568900,-1.061453
0,-1.258688,-0.505868,-0.591379,-5.055740
1,0.293126,-0.674491,-0.004458,-0.268582
0,-1.201103,-0.168623,-0.958369,-5.010775
1,-0.269582,-0.843113,0.810211,-0.811286
1,-1.758305,-0.505868,-0.447474,-6.185422
0,0.114005,1.348982,0.867317,3.020898
0,0.106891,2.023472,0.700156,3.599356
0,-0.002568,0.337245,-0.695809,-0.797582
1,0.060396,-0.505868,-0.562509,-1.484853
0,0.024489,-0.674491,-0.678111,-1.956802
0,0.540636,-0.337245,-0.032122,0.772871
0,-2.490877,0.337245,-0.764902,-7.554734
0,-1.132373,-1.180359,-0.205713,-5.000814
1,-2.028335,-0.843113,-1.170809,-8.367892
0,0.127038,-1.011736,0.691016,-0.131138
0,-1.801948,0.168623,-1.500016,-6.978852
0,-1.593098,-0.843113,-1.065876,-7.052362
0,-2.606374,0.337245,-1.607808,-9.076784
0,0.258428,-0.674491,0.274973,0.040708
0,-0.521314,-0.337245,-0.870024,-3.274307
0,0.504215,-0.337245,1.142131,2.365290
0,0.082089,-1.011736,0.274406,-0.850946
0,-2.646661,0.843113,-1.622042,-8.576518
1,-1.349760,-0.505868,-0.798728,-5.597808
0,-1.942149,-0.168623,-1.057783,-7.136583
0,0.012584,-0.843113,0.683910,-0.238084
0,0.300299,-1.180359,0.154956,-0.648520
0,-0.787972,-0.168623,0.004490,-2.519751
0,0.212990,-1.011736,0.056792,-0.813877
0,0.171353,-1.180359,0.268168,-0.830604
1,0.118070,-0.843113,-0.086867,-1.065072
0,-2.613182,-0.337245,-1.385943,-9.613767
1,-0.440754,0.168623,-1.135909,-2.812853
0,-2.003817,0.000000,-0.603520,-6.438338
0,0.395004,0.168623,-0.151592,0.839830
0,-0.390641,-0.505868,-0.900374,-3.177869
0,-1.357662,-0.168623,-1.184460,-5.755030
1,-2.830050,0.674491,-1.372031,-8.916916
0,-1.125956,0.505868,-0.480979,-3.284645
0,-0.828429,-0.843113,-0.366170,-3.999469
1,0.268746,1.011736,0.013139,1.786647
1,0.729324,3.372454,0.674491,6.903912
0,0.169049,-0.674491,-0.569360,-1.413513
1,0.729324,3.372454,0.674491,6.903912
1,-1.179119,1.348982,-0.463044,-2.353508
0,0.729324,3.372454,0.674491,6.903912
1,0.117195,2.192095,-0.000365,2.828321
0,0.000000,0.000000,-0.745241,-1.280877
1,0.729324,3.372454,0.674491,6.903912
1,-0.322825,-0.674491,0.585304,-1.067894
