y,rr,longstring,person_total,eta
0,1.546682,-1.348982,0.068019,2.351678
0,-0.754996,-0.674491,0.989585,-1.642411
0,-1.833042,0.674491,0.630526,-3.367443
1,0.670872,-0.674491,-0.340785,0.258108
0,0.551703,0.674491,-1.330105,0.191637
0,-0.655273,-0.674491,0.235500,-2.460797
0,0.452255,1.348982,-0.702992,1.666087
0,-1.442375,0.674491,1.436487,-1.162315
1,1.134645,0.000000,0.251152,3.188887
0,1.809823,0.674491,2.053887,8.427767
0,0.316277,0.000000,-0.733939,-0.418381
0,-0.347647,-0.674491,-0.736602,-3.036664
0,0.018297,1.348982,-0.434308,0.891653
1,0.170440,1.348982,-0.661034,0.972446
0,-1.040665,1.348982,2.852395,2.788188
0,0.795025,-0.674491,-1.552883,-1.154039
0,-1.829454,0.000000,0.272815,-4.710679
0,1.001860,2.697963,0.631165,6.732707
0,-1.773945,0.674491,0.397179,-3.545133
1,0.098207,0.000000,-1.014670,-1.405849
0,1.832943,0.000000,2.107297,7.728433
1,-0.012711,0.674491,-0.110146,0.437134
0,1.887424,0.000000,-0.426643,4.227610
0,0.300423,0.674491,0.231896,1.767187
1,0.565024,-1.348982,2.186987,2.774562
1,0.451227,-0.674491,0.150567,0.377530
0,-0.527427,0.000000,0.567818,-0.802438
0,1.384134,-0.674491,1.400805,4.672832
1,-0.171866,-0.674491,-1.193836,-3.224348
0,0.391659,2.023472,-0.828087,2.161987
0,-0.875395,-0.674491,4.813295,3.538151
0,-0.040326,0.000000,0.427459,0.298859
1,-0.877261,0.674491,-1.094137,-3.292116
1,-0.097457,-1.348982,-0.742444,-3.213716
0,0.409063,4.046945,1.066886,7.449774
0,-1.102662,-1.348982,1.288928,-2.979896
0,0.804275,-0.674491,-1.354539,-0.843852
0,-0.966467,0.000000,-0.110195,-2.952861
0,-0.169381,-0.674491,-0.526311,-2.257064
0,-0.077213,-0.674491,-1.180015,-2.951207
0,1.042284,0.674491,0.311043,3.866012
1,0.972359,0.000000,-0.924832,1.062317
1,0.614785,-0.674491,-1.283362,-1.248424
1,0.139145,-1.348982,0.903156,-0.212482
1,-1.892267,-0.674491,-0.640454,-7.031080
0,0.148057,0.000000,-1.302754,-1.687053
1,-0.428248,0.000000,-1.264511,-3.173980
1,-0.181308,0.674491,-0.612849,-0.737404
0,-0.356798,0.674491,0.487028,0.375888
0,-1.243617,-0.674491,0.352258,-3.866941
0,0.924057,0.000000,2.153489,5.363093
0,-1.765338,0.000000,0.432832,-4.308851
1,-0.584948,-1.348982,-0.601147,-4.314707
0,-0.120532,-0.674491,-0.280702,-1.772908
0,-0.915723,0.000000,2.823743,1.405139
0,0.791606,-0.674491,0.631055,1.979717
0,0.041593,0.000000,0.332365,0.381192
0,0.598952,1.348982,0.577080,3.900742
0,1.118784,0.000000,-0.996717,1.350642
0,0.347820,-0.674491,-0.600563,-0.980098
0,-1.876031,0.000000,-0.610697,-6.106764
1,-0.083086,-1.348982,-0.434533,-2.732150
0,1.501676,0.000000,2.025530,6.724426
0,0.183107,2.023472,0.733361,3.851064
0,-1.734155,0.674491,2.188544,-0.860716
0,0.953803,-0.674491,-0.846803,0.286906
0,0.765792,1.348982,-0.361135,2.996953
0,-1.154144,0.000000,1.690143,-0.864143
0,0.501541,-0.674491,1.320956,2.196455
0,0.181048,1.348982,-0.879373,0.686616
0,-0.676547,0.000000,-0.035131,-2.069125
1,-0.636718,-1.348982,0.935544,-2.241770
0,-0.337850,0.000000,-0.126533,-1.294446
0,2.281500,-0.674491,1.900797,7.793364
0,-1.321453,2.697963,1.654949,1.989777
0,0.221374,-1.348982,0.665744,-0.334130
0,1.182386,0.000000,0.546938,3.742289
0,-0.523132,1.348982,-0.388748,-0.491430
1,0.131693,0.000000,-0.054829,0.065052
0,-1.935017,-0.674491,-0.586873,-7.068356
0,-2.127437,0.000000,-0.007935,-5.911990
0,-0.788525,-1.348982,-0.287138,-4.407508
0,0.540170,1.348982,-0.218310,2.598819
1,-0.700308,0.674491,-1.203892,-2.976610
0,0.118062,0.000000,0.269357,0.495117
0,-0.492378,0.000000,-1.051626,-3.039202
0,-0.989966,1.348982,-0.844960,-2.397025
1,-0.859173,0.000000,1.154069,-0.846384
0,-1.645882,2.023472,0.973096,-0.697575
0,1.453155,0.674491,-0.994060,3.087165
0,-0.015036,-1.348982,0.891682,-0.641519
0,-2.055865,-0.674491,-0.516787,-7.290835
0,-0.017079,-0.674491,-1.521743,-3.282090
0,-0.472596,2.697963,0.284326,2.288515
0,0.169396,1.348982,-1.056950,0.399888
0,-0.306653,0.000000,0.269004,-0.641759
0,1.418385,-0.674491,-0.935064,1.402925
1,-2.283077,-0.674491,-0.374339,-7.693767
1,-1.336122,0.000000,0.588031,-2.937092
1,0.595115,0.000000,-0.835781,0.181117
1,-1.236740,0.674491,-0.364510,-3.203934
0,1.470793,0.674491,-0.862278,3.324003
0,0.538892,0.674491,0.043380,2.133942
1,2.201303,0.000000,-0.746042,4.607777
0,0.993157,1.348982,0.932514,5.466983
0,1.744438,-0.674491,-0.410746,3.029859
0,0.227221,0.000000,-0.176361,0.145752
0,-0.672587,0.000000,0.132948,-1.816647
0,-0.210665,0.674491,-0.703219,-0.946004
0,1.669484,0.000000,-0.025551,4.221702
0,-1.077671,0.674491,0.736618,-1.193694
0,0.064041,-0.674491,-1.058435,-2.398301
0,-0.042062,0.000000,-0.272187,-0.712645
0,-1.223486,-0.674491,0.250623,-3.959343
0,1.513312,0.674491,1.382569,6.668327
0,0.356581,-0.674491,2.553032,3.581682
1,0.172827,-0.674491,0.506925,0.145476
0,0.658228,-0.674491,0.294194,1.138075
0,-0.546387,-0.674491,2.986750,1.789866
0,-1.577097,0.674491,2.386389,-0.155774
0,1.028204,2.023472,2.235058,8.273299
0,0.622983,4.721435,0.098881,7.467137
0,1.037731,-0.674491,1.340580,3.659328
0,0.155760,-0.674491,-0.449098,-1.275999
1,-1.797189,-0.674491,2.124837,-2.797161
0,0.428378,0.000000,-1.317514,-0.958265
1,0.361557,-0.674491,-1.039927,-1.575633
1,1.051799,0.000000,-1.117526,0.997561
0,0.118931,-0.674491,0.092595,-0.594990
0,2.151236,-0.674491,0.917397,6.029618
0,-0.278313,0.000000,3.007231,3.374652
1,-1.251479,0.674491,-0.631514,-3.627615
0,0.647463,-0.674491,-0.750895,-0.394715
0,-0.254234,0.000000,0.722500,0.151122
0,-0.281810,-0.674491,-0.525308,-2.556437
1,0.313891,0.674491,-0.658468,0.521900
0,-1.454558,0.000000,-0.815638,-5.274000
1,0.823529,0.674491,-0.015117,2.811334
0,0.428164,0.000000,-0.494612,0.225400
0,0.437734,1.348982,-0.306359,2.198030
1,-0.163182,-1.348982,-0.066365,-2.416626
1,-1.950513,-0.674491,-0.618684,-7.155596
1,-0.438440,0.674491,3.104654,3.924472
0,-0.625175,2.023472,0.508954,1.365483
1,0.243474,0.674491,-1.093609,-0.292719
0,0.231816,1.348982,-0.696938,1.084993
0,-1.918294,-1.348982,-0.139889,-7.218411
0,-0.244463,1.348982,1.145557,2.462194
1,-0.407754,0.000000,-0.687428,-2.288663
0,-2.374678,-0.674491,0.333422,-6.920316
0,-0.199649,0.674491,0.551874,0.889677
0,-0.424499,0.674491,0.640312,0.415340
1,-0.489650,0.000000,-0.239200,-1.862740
0,-1.580477,1.348982,2.134606,0.310897
0,-0.044869,2.697963,-0.253449,2.659030
0,-1.105863,-1.348982,0.774668,-3.728530
0,-0.791668,-1.348982,1.419655,-1.959672
0,-0.525721,1.348982,0.299458,0.492040
1,-1.555184,-1.348982,-0.264154,-6.425704
1,-1.187986,-0.674491,0.648747,-3.291417
0,-1.037131,-0.674491,-0.210630,-4.124520
0,0.716074,-0.674491,-0.557096,0.067754
1,-0.969791,-0.674491,1.994284,-0.771253
1,0.166267,4.721435,0.926904,7.436753
0,-0.386596,-1.348982,-0.518598,-3.665199
0,0.768320,-0.674491,-0.244715,0.657092
0,-0.475215,-1.348982,1.721061,-0.679215
0,-1.662258,0.674491,0.751839,-2.735910
0,0.530882,0.000000,-1.008444,-0.239225
1,0.725681,-0.674491,-0.620204,0.002642
0,-0.497101,-0.674491,1.336605,-0.452990
0,-0.360209,0.674491,0.182558,-0.071401
1,-1.205815,-1.348982,0.747147,-4.035567
0,-1.736573,0.000000,-0.767999,-5.960002
1,-0.393302,-0.674491,0.115256,-1.932908
1,0.877834,0.000000,-0.735579,1.081762
0,0.687314,0.000000,-0.612441,0.749215
1,0.868891,-0.674491,-0.748540,0.201126
1,-0.952799,0.674491,1.035787,-0.429054
0,0.980853,-0.674491,-1.066965,0.042447
0,1.237916,-0.674491,-0.036260,2.213532
0,-1.237889,0.000000,1.218626,-1.766772
0,-1.590075,-0.674491,-0.397638,-5.873101
0,0.296240,0.000000,1.852882,3.250701
0,-1.021905,-0.674491,-0.113024,-3.943317
1,0.932997,0.000000,0.471764,2.966843
0,-1.383160,-0.674491,-0.197275,-5.031135
0,-0.350595,-0.674491,0.774208,-0.870344
0,-0.142355,0.000000,2.204596,2.583349
0,0.832238,0.674491,0.514934,3.597432
0,-0.662150,0.674491,-0.018063,-1.167988
0,-1.429402,0.000000,0.193918,-3.753840
0,-0.595384,0.000000,1.729013,0.686812
0,-1.578137,0.000000,0.562208,-3.621790
0,0.242115,0.674491,0.328773,1.750595
1,0.773650,0.000000,-0.352962,1.353629
0,0.625419,-0.674491,0.722206,1.666243
0,0.536102,0.000000,0.559258,2.030821
0,1.083142,-1.348982,-1.100406,-0.570050
0,1.450656,0.000000,-0.976624,2.267516
0,-0.419106,0.000000,-1.269838,-3.157185
0,-0.062519,-0.674491,0.944914,0.146095
0,0.860318,0.674491,-0.368665,2.400977
0,-0.834835,-0.674491,-0.444565,-3.919914
0,0.734581,0.674491,1.825093,5.221591
0,-0.635691,0.000000,1.466360,0.200984
0,-0.704777,0.674491,-0.413853,-1.851622
0,-0.151696,-0.674491,-0.875801,-2.712699
0,0.074399,-1.348982,-0.744946,-2.757501
1,0.482712,-0.674491,-0.877715,-1.018028
0,0.505249,-0.674491,0.342416,0.798159
0,0.630992,2.023472,-1.090550,2.424635
0,-0.133193,0.000000,-0.438174,-1.195349
1,0.855961,0.674491,0.211766,3.224615
0,-0.474430,0.674491,3.245312,4.030599
0,0.072308,-1.348982,-0.973687,-3.092276
0,-1.964563,0.000000,-0.681702,-6.445822
1,-0.515677,-0.674491,-1.284256,-4.274372
0,-0.313032,-1.348982,4.393607,3.600782
0,0.486597,0.000000,-1.116460,-0.513159
1,1.136418,-0.674491,-0.233538,1.658060
1,0.024676,-0.674491,0.773160,0.132223
0,0.747520,-0.674491,-0.258041,0.582264
1,1.923250,-0.674491,-0.724811,3.056317
1,-0.136723,-0.674491,0.213988,-1.104320
0,-0.381438,1.348982,-0.287164,0.033876
0,-0.660229,0.000000,0.114834,-1.809651
0,-0.922222,-0.674491,-0.650193,-4.449645
0,0.353366,2.023472,0.446580,3.893905
0,1.142309,-0.674491,0.496579,2.724533
0,-0.223029,0.674491,-0.547088,-0.754397
0,0.091229,-0.674491,1.419596,1.240580
1,-0.427887,0.674491,0.313123,-0.064585
1,0.757539,1.348982,-0.490301,2.788988
1,-0.236480,2.023472,-0.607088,0.799377
0,0.767929,-0.674491,-0.950190,-0.359202
0,0.368114,0.674491,1.001516,3.055862
0,0.132466,-1.348982,-0.334764,-2.011843
0,-0.303278,-0.674491,2.888342,2.298707
0,1.713489,0.000000,0.086368,4.500504
0,-1.175746,-0.674491,-0.191429,-4.467766
1,-1.261092,-0.674491,-0.830349,-5.615589
0,-0.132416,0.000000,-0.994455,-1.993811
1,0.553866,-0.674491,0.058461,0.519600
1,-1.054896,0.000000,-0.328990,-3.504331
1,0.829316,0.000000,-1.166527,0.331769
0,1.346510,-0.674491,-0.450802,1.907517
0,-0.291332,-0.674491,0.107721,-1.670920
0,-1.548583,-1.348982,-0.887376,-7.304922
0,-1.187795,-0.674491,0.303095,-3.788335
0,1.063819,0.000000,-0.139089,2.437792
0,0.828306,0.000000,0.191042,2.282743
0,-1.003985,0.000000,0.831495,-1.698057
0,0.299423,0.674491,-1.282400,-0.414710
0,-0.919629,-0.674491,0.033580,-3.458691
0,-2.044322,-0.674491,-0.059982,-6.602563
0,-1.567127,-0.674491,0.046403,-5.172680
0,-0.375270,0.000000,-1.424746,-3.262826
0,0.128548,0.674491,-0.346556,0.474868
0,-0.100818,-0.674491,-1.053831,-2.832770
1,-0.375791,-0.674491,2.063874,0.918199
1,-2.141604,0.000000,0.797705,-4.790497
0,0.398186,0.000000,-0.724194,-0.185199
0,1.475438,-0.674491,0.272687,3.293650
0,0.324588,0.000000,-1.562235,-1.588144
1,0.245205,1.348982,-1.222116,0.365033
1,0.903689,-1.348982,-0.851146,-0.691483
0,-0.733602,-0.674491,0.352957,-2.501341
1,-0.844311,0.000000,1.802059,0.125904
0,1.073090,-0.674491,0.079762,1.939492
0,-0.892250,0.000000,0.241610,-2.248004
0,0.839894,-0.674491,1.390749,3.202191
0,-0.928172,0.000000,1.354563,-0.742464
1,-0.039919,1.348982,2.553157,5.035151
0,-0.136921,0.000000,-0.381762,-1.124139
0,-1.027096,0.000000,-0.862089,-4.197130
0,0.280121,1.348982,-0.483424,1.521507
0,0.429078,-1.348982,2.428131,2.757856
0,1.080611,-1.348982,-0.414375,0.410447
0,-0.618507,0.674491,0.692344,-0.028870
0,-0.635812,2.697963,1.715124,3.910874
0,-2.335787,2.697963,0.056268,-3.024836
1,-0.230234,0.674491,0.253924,0.379063
1,0.602727,-0.674491,-1.497998,-1.589568
0,-2.153549,2.023472,-0.575725,-4.284797
0,0.537788,0.000000,-0.255805,0.862377
0,0.620380,-0.674491,-0.994175,-0.817282
0,1.489640,-0.674491,-0.367905,2.409773
0,1.331862,-0.674491,-0.504431,1.791147
1,0.210670,0.000000,-0.628828,-0.549677
0,0.414508,-0.674491,0.102017,0.209415
1,0.774650,0.674491,-0.822461,1.518705
0,-0.478940,1.348982,3.288736,4.919078
0,-1.089941,-0.674491,-1.017887,-5.427542
0,-0.922549,0.000000,-0.201242,-2.966381
1,0.246971,0.000000,-0.643574,-0.473773
0,0.392899,0.000000,-0.378901,0.297565
1,-1.501979,-0.674491,-0.312101,-5.514296
1,-0.679222,0.674491,-1.313603,-3.078079
1,0.269126,0.000000,-0.802745,-0.643555
0,-1.348936,0.000000,0.325531,-3.349142
0,1.293552,0.674491,1.748682,6.607209
1,0.491630,-0.674491,-0.840424,-0.940503
0,-0.789314,-0.674491,1.308295,-1.275576
1,1.062675,-0.674491,1.943639,4.593928
0,-0.129727,-0.674491,-0.815230,-2.566750
0,-0.745488,0.000000,-0.693209,-3.200625
0,1.810550,0.674491,0.557524,6.276296
0,1.022156,-0.674491,1.371938,3.662783
0,-1.516842,2.023472,-0.109591,-1.910410
1,0.392206,-0.674491,0.519926,0.751157
0,1.794391,1.348982,-0.458348,5.609173
1,-0.779646,0.000000,-1.714209,-4.761340
0,-1.288849,-0.674491,1.314797,-2.602775
0,0.399854,0.000000,-1.211079,-0.881415
0,0.846174,-1.348982,-0.692769,-0.617449
0,-1.603574,1.348982,0.102657,-2.675080
1,-0.552113,1.348982,-0.913255,-1.323790
1,-0.090470,-1.348982,-1.225846,-3.890684
0,-0.024381,0.674491,-0.160259,0.333790
1,1.032346,-0.674491,0.422952,2.324359
0,0.626627,-0.674491,0.373902,1.168231
0,-2.615718,0.000000,3.122868,-2.712895
1,0.755615,0.000000,-0.258760,1.440943
1,-0.807264,0.000000,2.512835,1.247905
0,-0.332484,0.000000,-0.470968,-1.775764
0,0.901319,0.000000,-0.684030,1.218782
0,0.929093,2.023472,0.749029,5.869574
1,0.279592,0.674491,-0.029757,1.334907
0,-0.331403,0.000000,-0.715084,-2.124179
1,0.012310,0.000000,-1.222494,-1.934754
0,-1.147927,-0.674491,-0.916886,-5.437339
0,-0.908693,0.000000,0.386945,-2.082846
0,0.948164,2.697963,0.656919,6.626100
0,-2.435713,2.023472,-0.180262,-4.470644
0,-1.050803,0.674491,-0.124250,-2.360681
0,1.750798,-0.674491,-0.629987,2.731366
0,0.237842,0.000000,2.761661,4.402277
1,-0.497547,-0.674491,-1.563401,-4.627582
1,-0.054021,0.000000,0.269224,0.034503
0,1.641828,0.000000,0.321473,4.647106
0,-0.512988,-0.674491,0.025587,-2.382183
1,-0.895435,-0.674491,-0.540068,-4.219493
0,0.110929,0.000000,-0.269080,-0.298831
0,-1.030363,1.348982,0.008393,-1.277053
0,-1.254242,0.000000,0.720623,-2.527200
1,0.059843,-0.674491,-0.790745,-2.024299
0,-0.681899,-0.674491,0.809286,-1.706300
0,0.790208,0.000000,-1.251140,0.105364
0,0.448189,-0.674491,0.383237,0.704235
1,0.361895,0.000000,-1.302614,-1.114706
0,1.231612,-0.674491,-0.581165,1.412492
0,0.567293,0.000000,1.875246,4.008117
1,0.576364,-0.674491,0.390364,1.057437
1,0.261684,-1.348982,-0.915359,-2.501639
1,0.429382,-1.348982,0.651371,0.201732
0,0.761678,2.697963,0.427287,5.796675
1,0.881386,0.674491,-0.983037,1.573201
0,-1.162662,0.000000,0.379440,-2.773165
0,-0.188827,-0.674491,-0.243982,-1.902794
0,0.506735,-1.348982,-1.431934,-2.589387
0,-0.452487,0.674491,0.486496,0.119097
0,-0.164624,0.000000,1.801995,1.944382
0,0.276548,0.674491,0.451749,2.019699
0,-0.595919,1.348982,-0.665320,-1.084192
1,0.181692,1.348982,-0.937322,0.604943
1,0.654278,0.000000,2.929993,5.758737
0,-0.638680,-0.674491,-0.873752,-4.012725
0,1.194058,0.674491,0.879645,5.090373
1,1.420956,2.023472,0.025978,6.145060
1,1.168141,-0.674491,-0.060333,1.992199
1,1.279269,0.000000,0.744436,4.285729
0,-0.175212,-0.674491,1.489312,0.628018
0,-0.273387,0.000000,1.032512,0.546015
0,-1.852896,2.697963,1.235462,-0.035837
0,-0.034768,-0.674491,3.271950,3.569183
0,-0.245072,0.000000,-0.435295,-1.490550
