"pct","mean","lo","hi","min"
10,0.989453201970443,0.988505747126437,0.990311986863711,0.988177339901478
20,0.989023316912972,0.98752052545156,0.990147783251232,0.986535303776683
50,0.986099835796387,0.978156814449918,0.989655172413793,0.969786535303777
