y,rr,eta,pt
1,0.035397,4.890565,-0.163823
0,0.417139,4.906610,0.301469
0,0.370376,0.840178,-0.053990
0,1.703200,5.035582,-0.292746
0,0.744263,3.725370,-0.549426
0,-0.185881,0.058854,-0.122778
1,-0.831014,-2.150955,0.174428
0,0.433225,13.065948,-0.005577
1,-0.893544,-3.399325,-1.161973
0,1.057378,0.802114,0.974355
1,1.809450,4.310931,-0.405198
0,0.186240,3.270091,-0.389230
0,-0.380850,0.703674,1.880774
0,0.520620,2.134283,0.554061
0,-0.362879,-2.405330,-0.897074
0,-0.547121,4.748886,-0.331988
0,0.875658,2.100031,1.627843
0,-1.108469,7.877332,-0.646737
0,0.293324,0.481460,-0.154812
0,-0.339257,5.655651,-0.102175
0,-1.796956,-4.113010,-1.112101
1,-0.095294,2.089028,-0.075710
1,-0.973884,4.824894,-0.055255
0,0.125600,-0.074562,-0.810922
0,0.211696,5.031179,-0.403766
0,0.498969,1.037926,-0.755352
0,0.674491,1.778599,0.605819
0,-0.001935,-1.577286,0.169863
0,0.332758,-0.804904,-1.120340
0,0.864919,2.029844,0.415400
0,1.076942,3.029781,0.109517
0,-1.087294,-1.161313,1.349440
0,0.254372,3.541507,3.221504
0,-1.668874,-2.559107,1.494738
0,1.372494,5.905143,3.310383
0,0.411930,0.840154,2.235344
0,0.586348,2.515744,1.284491
0,1.351771,6.062805,2.866910
0,0.210137,-0.397137,-0.603627
0,0.815379,3.656133,2.819888
1,0.336294,2.499243,2.935818
0,0.629680,-0.347599,-0.187468
0,1.285706,5.034416,0.505065
0,0.428199,0.089802,0.500601
0,-2.123123,12.695415,-0.109646
0,0.289248,-0.274419,-0.670043
0,0.191413,2.344041,1.921146
0,-1.274432,1.061843,-0.307540
1,1.483506,5.092507,1.943522
0,1.246230,3.073519,1.592584
0,-0.209671,-1.742370,-0.139201
1,0.417728,8.692348,2.327659
0,-1.136539,-5.505666,-1.562416
0,-0.546427,-4.361113,-0.714845
0,-0.859637,-2.658423,0.470250
0,0.393065,5.007131,3.970333
0,0.592631,2.914163,2.732576
0,1.060171,2.512590,0.968150
0,-0.715692,-2.349876,-0.183813
0,-0.273088,-2.621948,-1.218721
0,-0.484161,0.665577,0.867616
0,1.272750,8.998452,5.049376
0,0.466317,2.682107,0.444790
0,0.651880,2.997392,1.492411
0,-0.464192,-2.252739,-0.597690
0,-1.867198,7.429234,-0.689855
0,0.878026,-0.584257,-0.234069
0,0.344350,-0.248298,-0.757373
0,0.145429,0.947669,1.635105
0,-0.628559,1.698196,-0.510489
0,-0.956017,-4.817916,-0.839638
0,0.901423,4.005569,3.489296
0,-0.675978,-2.158588,-0.127420
0,0.939968,3.718621,0.255963
0,0.640892,2.885029,1.435680
0,0.976283,2.775559,1.902787
0,-1.116093,-4.864738,-1.158040
0,0.986628,1.938228,1.303611
0,-1.191804,-3.834188,-0.300129
0,-1.522032,-7.338744,-0.908983
0,0.887845,2.419969,0.049281
0,1.482772,5.045965,-0.456117
0,0.251597,0.911009,0.222232
0,-0.684227,-2.599311,-0.416596
0,-1.575627,-5.591508,-0.781890
0,0.125651,-1.389775,-1.128865
0,0.214606,-1.349096,1.690169
0,-0.439320,-1.488675,-0.708784
0,-1.268825,-2.293332,0.321183
0,-0.201141,-2.369947,-0.589768
0,1.300665,6.163151,3.034103
0,0.707250,4.930414,2.131831
0,0.468948,3.005902,3.032645
0,0.707447,-1.642530,-0.640038
0,0.047703,0.255842,0.158917
0,-0.202368,1.277485,1.344195
0,0.909293,-1.684836,-0.463210
0,-2.520728,-3.996197,-0.831200
0,-0.528859,-3.606491,-1.410711
0,-1.442063,-5.488928,-0.374192
0,-1.498170,1.338288,-0.872689
0,0.524052,7.998416,-0.132519
0,1.063188,3.496895,1.051254
0,1.276942,3.413736,-0.007383
0,-0.292335,-2.221653,-0.904922
0,-1.600368,-4.360448,-0.474946
0,-1.859784,-4.235411,-0.484404
0,0.318458,0.710966,-0.044084
0,0.601561,3.641033,3.218449
0,-0.701233,-4.538086,-0.541174
0,-0.936005,-4.297727,-1.110187
0,0.890918,-1.802682,-1.101813
0,0.389788,12.092534,1.772800
0,1.345813,5.179928,-0.101435
0,-1.733070,-6.201113,-0.902534
0,-1.414200,-5.832678,-1.257557
0,-0.952709,0.017387,-1.645667
0,0.067445,9.031682,0.271462
0,-1.269031,-5.907664,0.189494
0,-0.361598,3.874732,2.853728
0,1.028369,4.909229,2.687327
0,1.180849,6.372213,4.000166
0,-1.392453,-0.365766,0.114812
0,-0.236551,-1.237001,-0.330304
0,-0.198149,-4.032713,-1.153825
0,-0.083510,-1.096444,-0.525796
0,1.099026,5.527801,0.019140
0,0.576499,1.191956,-0.204868
0,-1.059066,-0.967019,1.429884
0,-1.398956,-4.051367,-0.646356
0,-0.243883,-0.726152,1.813830
0,-0.763066,-2.275136,1.142945
0,0.335963,-0.317173,-0.788985
0,1.056462,3.581758,0.530631
0,-0.278938,-3.291304,-0.486269
0,0.558888,0.653406,0.048381
0,0.406059,2.756524,-0.572869
0,-0.984650,-4.122340,0.288644
0,0.156142,-1.462908,0.538833
0,-0.633530,-3.559032,0.598979
0,-1.446880,-1.083198,0.906919
0,-1.033663,-3.187898,-0.747645
0,0.559237,-0.727481,-0.907785
0,0.282696,1.446319,1.717568
0,-0.069896,-1.867392,-1.085292
0,0.143826,-2.592709,-0.811578
0,-1.233832,1.262973,0.346176
0,-1.766799,8.381986,-0.814865
0,0.268371,0.089230,-0.378482
0,0.188466,-0.745226,-0.803030
0,0.745866,2.738579,1.133542
0,1.203810,8.376827,5.343329
0,-0.093725,-3.269895,-1.417957
0,-0.721466,0.302307,1.070190
0,-0.252197,-1.615969,0.621819
0,-0.313970,-2.006202,-0.714456
0,-0.752032,-3.198655,-0.701607
0,0.176140,1.890872,1.044584
0,1.010088,3.687961,1.877246
0,-0.978491,-3.651595,-0.581826
1,-1.794003,-5.661637,-0.412687
0,-0.770431,3.239628,-0.949146
0,-1.490916,-5.356047,-0.188797
0,-0.989501,-3.540346,-0.483788
0,1.229129,9.315392,1.206656
0,0.202184,1.215683,-0.656848
0,-0.475195,1.079359,0.544571
0,-0.249542,1.218219,0.209006
0,-1.768400,-5.403618,0.309082
0,-0.094017,-1.812499,-0.408959
0,1.409227,6.162542,-0.135034
0,-1.176153,-5.651652,-0.403234
0,0.574487,1.258102,-0.155250
0,0.920283,0.830192,0.071611
0,-2.557645,4.701141,1.112037
0,1.390937,3.450563,0.392251
0,-0.667785,-2.894567,-1.244560
0,0.607435,2.333592,-0.066304
0,-0.821501,-2.814899,-0.303182
0,-0.145854,-0.704528,0.456854
0,0.715567,0.278475,-1.102969
0,1.375477,4.848070,-0.387806
0,-0.326025,-1.194213,-0.129544
0,-1.660641,-6.880259,0.265615
0,1.271725,2.611710,0.632057
0,-0.171329,-2.069795,-1.031314
0,0.477459,0.863150,-0.242933
0,0.206440,-0.404149,-0.009197
0,1.230702,0.664926,-0.636539
0,-0.347509,-1.087289,-0.606671
0,0.752591,9.999428,4.960371
0,0.748760,0.490165,0.164434
0,-0.489141,-2.086155,-0.434697
0,-0.984214,-3.099321,-0.188736
1,0.399134,2.210562,0.839231
0,0.571190,1.600873,1.864864
0,-0.198396,-0.022708,-0.155276
0,1.119017,4.245793,2.054866
0,0.776029,0.348170,0.014019
0,1.332013,0.903145,-0.073291
0,1.417940,7.607060,2.032247
0,0.786249,0.336111,-0.013875
0,-0.860081,-3.783382,-0.899521
0,-0.153717,-0.545018,-0.602152
0,-0.140736,-3.462091,-1.461019
0,-0.066266,-3.835801,-0.677639
0,0.371049,2.096238,2.590478
0,0.283381,11.351489,-0.313047
0,0.225472,-0.986367,-1.040676
0,0.694799,-0.052976,-0.700379
0,0.730320,2.690223,1.129819
0,-0.754777,-3.706087,-1.047472
0,2.464812,10.749468,0.427450
0,0.013435,-1.520280,-1.004513
0,-0.641854,-1.973395,1.119868
0,-0.862567,4.829212,-0.265204
1,1.315105,6.930446,2.352988
0,1.025347,5.711217,2.655830
0,-0.321791,-0.778735,0.149845
0,1.422443,14.753108,7.560521
1,0.676288,6.479843,5.039808
0,-0.660605,-3.688647,-0.623335
1,0.346098,18.037475,1.232274
0,0.012789,-3.116472,-0.923335
0,-0.245619,-2.585882,-1.246310
0,1.099706,5.223994,2.176458
1,1.471352,4.419899,0.316943
0,1.427087,4.980071,1.381435
0,0.444289,10.244982,-0.794279
0,-0.579124,-3.527445,-1.259865
0,-1.349848,-1.806667,-0.963712
0,-0.457748,5.022375,-0.905917
0,-0.005056,-1.861114,-0.612769
0,-1.708003,2.599041,0.401069
1,-0.698668,2.498618,-0.414740
0,-1.769455,-3.923661,0.742941
0,-0.953911,-2.526170,0.149888
0,0.910440,4.088469,0.568361
0,0.943802,3.137182,1.622934
0,-0.024444,1.845356,1.396783
0,0.046346,-1.386612,-0.974977
0,-0.194888,-2.313231,-0.562485
0,-1.263555,-3.436066,0.112602
0,1.123378,8.426082,4.939057
0,-0.404301,9.059909,0.008971
0,0.212977,-0.745728,-0.258055
0,-1.094004,2.203420,-1.047188
0,-1.046282,-0.943297,1.421845
0,0.182044,-0.845724,-0.860286
1,0.659471,9.258014,1.072223
0,1.208633,5.109778,0.112433
0,-1.461160,2.545566,-0.700325
1,0.639037,6.668898,3.465251
0,-0.039835,-1.179882,-0.667076
0,-0.841600,-3.082129,-0.449644
0,0.285029,-2.946926,-0.734572
1,0.795713,4.727584,0.637844
1,0.248467,1.420346,-1.195976
0,0.070137,-1.859904,-1.347978
1,-0.193020,4.492707,3.551074
0,-0.484029,2.128894,1.879899
1,1.074134,7.381165,4.902440
0,-0.280338,-3.951680,0.243883
0,1.180715,10.807547,0.555127
0,1.020357,2.287297,-0.888210
0,-0.029475,0.651318,1.172407
0,-1.451448,-4.655006,-0.371421
0,1.351595,3.954252,1.408241
0,0.398827,1.064266,1.823272
1,1.078005,4.758423,1.895819
1,0.426901,6.001317,3.409112
