y,rr,eta,pt
1,0.662339,1.296805,-0.592625
0,-1.598785,-0.022754,0.746845
0,-0.076263,-1.134731,-0.862256
0,-1.259322,-4.694468,0.122073
1,1.886170,10.133965,2.885059
0,0.900143,-0.932069,-0.813148
0,0.441542,0.722997,0.321004
0,-0.485981,0.199240,1.732837
0,0.282101,-0.024163,0.109002
0,-1.691472,1.241633,-0.865910
0,0.604062,-0.573731,-1.183248
0,-1.108220,-3.270991,0.225792
0,1.012919,2.140917,-0.383060
0,0.022134,1.479705,0.166359
0,-0.507820,1.323807,-0.112192
0,-0.227728,-2.191390,-1.303672
0,2.026935,9.683924,3.192701
0,1.209898,6.455214,1.929297
0,0.840671,5.801447,0.110480
0,2.146868,11.130598,3.964303
0,1.967328,8.951243,3.391958
0,-2.523308,-6.985143,-0.821720
0,-1.258476,-3.449263,0.093755
0,0.194261,-2.128876,-1.179318
0,-1.720212,-2.868766,0.490360
1,-0.353759,-0.063501,-0.478520
1,2.140833,14.788264,2.953498
0,-0.260491,-0.310961,-0.532055
0,1.660648,3.922586,0.202939
0,0.355432,-0.966823,-0.979645
0,-0.847632,-3.266655,-0.861891
0,-1.103409,1.131387,0.893957
0,1.355216,7.346615,2.268122
0,0.770510,1.653711,0.335731
0,0.465715,40.595651,0.918941
0,-2.887495,-0.064886,0.517903
0,0.899625,1.406541,-0.674491
0,-1.024266,-1.376087,0.488053
0,0.333664,-1.806460,-1.222884
0,0.882863,0.103082,-0.952139
0,0.750588,-0.447073,-0.783684
0,0.822548,5.457157,1.091337
0,1.849584,9.395145,3.332135
0,-0.180381,2.381799,-0.302576
1,-0.016690,-0.003128,-0.785414
0,0.097037,-2.803767,-1.164223
0,-0.203892,-2.519266,-0.391721
0,-1.440866,-3.118669,-0.513021
0,-0.211281,1.259902,1.052974
0,-1.637259,-4.730150,0.820334
0,0.216786,2.569368,1.140211
0,0.794457,2.411199,-1.258671
0,0.424932,1.376320,-0.083474
0,0.297962,-1.495723,-1.235683
1,1.746469,80.861350,4.122825
1,-0.838394,-1.219899,0.240577
0,-1.103551,-1.942434,0.247836
0,0.857335,4.062266,-0.828710
0,0.100988,0.606997,0.892179
0,-0.377580,-2.285960,-0.194146
0,-0.061743,9.207665,0.936459
0,0.061186,1.532994,0.424636
0,0.419204,7.618642,-0.490844
0,0.315653,0.018336,-0.221876
1,-0.068164,5.625687,-0.937583
0,-0.026466,0.464745,-0.739076
1,-0.327166,3.429591,3.960375
0,1.027557,1.387438,-0.340218
0,0.100693,-0.769281,-0.059566
1,-1.299485,-4.143007,-0.603938
1,1.764277,15.766468,2.574040
0,0.046077,-2.208154,-1.246820
1,0.206545,1.110430,-0.738020
0,-0.340118,1.651119,-0.502609
0,0.221234,0.148540,-0.247274
0,0.304172,1.756056,-0.478030
0,-1.777347,-2.521995,0.247391
1,-0.788930,94.909286,2.703501
1,0.679981,-0.077685,-0.393025
1,0.452466,2.487115,0.040258
0,2.158885,10.676568,3.923258
0,0.878788,1.765775,-0.386060
1,0.345160,-0.824568,-0.565459
1,0.504332,2.328228,0.423314
0,-1.283017,-2.474833,1.407160
0,-2.048810,-7.431890,-0.261876
1,-0.942396,-1.494642,-0.046693
1,0.232398,-0.845690,-0.068268
0,-1.315364,-3.044279,0.186697
1,2.334822,9.589368,3.130533
1,1.005375,4.240888,1.676646
0,-0.250757,3.011649,0.267867
0,-1.110730,-2.635788,1.262328
0,-0.278009,9.994382,1.894517
0,-0.272195,-0.596811,0.476960
1,1.371115,5.131344,2.185386
0,1.022681,5.766679,0.626574
0,-0.294143,-3.515124,-0.612056
0,0.597411,1.862629,0.811409
1,-0.820351,1.322441,0.484700
0,-0.601053,-3.563049,-0.354240
0,-0.590422,2.525490,-0.010999
0,1.778084,7.169293,3.113156
0,0.502367,2.051562,-0.060472
0,2.185765,48.377427,2.717146
1,-1.227936,13.371109,1.902661
0,-0.676095,-2.252169,-1.080264
0,-1.779224,-4.794181,0.159274
1,2.299902,11.707633,2.886424
0,0.183821,-2.216279,-0.923719
0,-0.012730,-0.936982,-0.550850
0,-0.741991,-3.954976,-0.948044
0,-0.089439,-3.379261,-1.205726
1,-3.040596,-4.696859,0.270636
0,-1.563185,-4.650911,-0.450952
0,0.345595,-0.784039,-0.242144
0,-0.541280,0.692649,0.995611
1,-0.180167,-0.365630,0.164780
0,-0.120269,-0.234576,0.436991
0,1.294703,39.084324,3.617312
1,1.782754,32.048644,3.145306
1,0.467945,7.694504,0.356726
0,0.146406,0.499339,0.138597
0,-0.538427,-2.417758,-0.569871
0,0.367302,0.803025,-0.369923
1,1.970213,50.414598,3.354665
1,-1.167224,-1.210096,1.764687
0,0.356562,2.026729,0.793464
0,2.334822,115.048534,3.556878
0,0.958139,3.376485,-0.015536
1,0.965818,1.397663,-0.511148
1,0.458729,2.099904,1.240873
1,1.846437,8.444058,3.272264
1,0.255897,-1.705623,-1.596561
0,-0.902394,-2.847396,0.421280
0,-1.136162,-3.738415,-0.932505
1,1.015172,46.748906,2.348983
0,0.732840,0.980541,-0.354113
0,-1.147718,-6.106096,-1.660392
0,-0.360801,2.093108,0.138893
0,1.517699,18.604013,4.120828
0,-1.483893,-4.146286,0.634859
0,-2.745038,-8.001727,-0.508787
0,0.426870,-0.258909,-0.034251
0,-0.370963,-3.031342,-0.722566
0,0.029508,17.613588,2.136777
