experiment,size,rate,scenario,fold,calib_mode,mcc,f1,auc,sens,spec,thr,n_tr,n_te,rate_te
v3_calibration,50,0.2,B,3,blind95,0.5506629323567824,0.5294117647058825,0.8798762363215489,0.375,0.9943181818181818,0.7528615079365077,4800,1200,0.12
v3_calibration,50,0.2,B,3,rate_aware,0.5896464646464646,0.6388888888888888,0.8798762363215489,0.6388888888888888,0.9507575757575758,0.2756342385912701,4800,1200,0.12
v3_calibration,50,0.2,B,3,fixed05,0.6068326875542412,0.6271186440677965,0.8798762363215489,0.5138888888888888,0.9829545454545454,0.5,4800,1200,0.12
v3_calibration,50,0.2,B,4,oracle_clean,0.5285858712261974,0.5827338129496402,0.8443319917929293,0.5625,0.9498106060606061,0.2898452380952381,4800,1200,0.12
v3_calibration,50,0.2,B,4,blind95,0.5035977244630404,0.49019607843137253,0.8443319917929293,0.3472222222222222,0.990530303030303,0.6204517857142849,4800,1200,0.12
v3_calibration,50,0.2,B,4,rate_aware,0.5265151515151515,0.5833333333333334,0.8443319917929293,0.5833333333333334,0.9431818181818182,0.26353865947420635,4800,1200,0.12
v3_calibration,50,0.2,B,4,fixed05,0.4851576154699626,0.5045045045045045,0.8443319917929293,0.3888888888888889,0.9791666666666666,0.5,4800,1200,0.12
v3_calibration,50,0.4,B,0,oracle_clean,0.5157101889734944,0.592901878914405,0.8283053391249777,0.4879725085910653,0.9493949394939494,0.5031499999999999,4800,1200,0.2425
v3_calibration,50,0.4,B,0,blind95,0.3876274639729713,0.33048433048433046,0.8283053391249777,0.19931271477663232,0.9977997799779978,0.8929999999999997,4800,1200,0.2425
v3_calibration,50,0.4,B,0,rate_aware,0.4964444898098057,0.6185567010309279,0.8283053391249777,0.6185567010309279,0.8778877887788779,0.3355883705357142,4800,1200,0.2425
v3_calibration,50,0.4,B,0,fixed05,0.5167841733701958,0.5962732919254659,0.8283053391249777,0.4948453608247423,0.9471947194719472,0.5,4800,1200,0.2425
v3_calibration,50,0.4,B,1,oracle_clean,0.509824486485171,0.5870020964360586,0.8394085112978651,0.48109965635738833,0.9493949394939494,0.49506190476190454,4800,1200,0.2425
v3_calibration,50,0.4,B,1,blind95,0.3965486944441559,0.33618233618233617,0.8394085112978651,0.2027491408934708,0.9988998899889989,0.9565184523809522,4800,1200,0.2425
v3_calibration,50,0.4,B,1,rate_aware,0.4964444898098057,0.6185567010309279,0.8394085112978651,0.6185567010309279,0.8778877887788779,0.35006598958333324,4800,1200,0.2425
v3_calibration,50,0.4,B,1,fixed05,0.5117539540141337,0.5864978902953587,0.8394085112978651,0.47766323024054985,0.9515951595159516,0.5,4800,1200,0.2425
v3_calibration,50,0.4,B,2,oracle_clean,0.5389576665787388,0.6160164271047226,0.853150435318446,0.5154639175257731,0.9493949394939494,0.5078190476190476,4800,1200,0.2425
v3_calibration,50,0.4,B,2,blind95,0.3876274639729713,0.33048433048433046,0.853150435318446,0.19931271477663232,0.9977997799779978,0.9558583333333329,4800,1200,0.2425
v3_calibration,50,0.4,B,2,rate_aware,0.5463463872160412,0.6563573883161512,0.853150435318446,0.6563573883161512,0.88998899889989,0.35234760912698415,4800,1200,0.2425
v3_calibration,50,0.4,B,2,fixed05,0.539980605959786,0.6191446028513238,0.853150435318446,0.5223367697594502,0.9471947194719472,0.5,4800,1200,0.2425
v3_calibration,50,0.4,B,3,oracle_clean,0.5689603745786489,0.6451612903225807,0.8727832512315271,0.5517241379310345,0.9494505494505494,0.4646934523809524,4800,1200,0.24166666666666667
v3_calibration,50,0.4,B,3,blind95,0.40639176292436924,0.34285714285714286,0.8727832512315271,0.20689655172413793,1.0,0.9141874999999999,4800,1200,0.24166666666666667
v3_calibration,50,0.4,B,3,rate_aware,0.5662555761590291,0.6712564543889845,0.8727832512315271,0.6724137931034483,0.8945054945054945,0.36432670758928576,4800,1200,0.24166666666666667
v3_calibration,50,0.4,B,3,fixed05,0.5716817695620708,0.6404958677685949,0.8727832512315271,0.5344827586206896,0.9571428571428572,0.5,4800,1200,0.24166666666666667
v3_calibration,50,0.4,B,4,oracle_clean,0.5968736636740568,0.6719367588932806,0.8630920803334596,0.5862068965517241,0.9494505494505494,0.511004166666666,4800,1200,0.24166666666666667
v3_calibration,50,0.4,B,4,blind95,0.40639176292436924,0.34285714285714286,0.8630920803334596,0.20689655172413793,1.0,0.9532249999999998,4800,1200,0.24166666666666667
v3_calibration,50,0.4,B,4,rate_aware,0.5707974295872147,0.674698795180723,0.8630920803334596,0.6758620689655173,0.8956043956043956,0.38200015873015875,4800,1200,0.24166666666666667
v3_calibration,50,0.4,B,4,fixed05,0.6005856988800915,0.6771037181996086,0.8630920803334596,0.596551724137931,0.9472527472527472,0.5,4800,1200,0.24166666666666667
v3_calibration,50,0.6,B,0,oracle_clean,0.48129558768048386,0.5813253012048193,0.8202703028549383,0.44675925925925924,0.94921875,0.6179354166666667,4800,1200,0.36
v3_calibration,50,0.6,B,0,blind95,0.2979218210680212,0.23983739837398374,0.8202703028549383,0.13657407407407407,0.9986979166666666,0.997625,4800,1200,0.36
