"size","rate","rep","scenario","tau","n_pos","n_neg","tau_op","sens","spec","ppv","npv","bal_acc","youden_j","g_mean","f1","f2","mcc","kappa","auc","auprc"
30,0.6,3,"B",0.4,180,320,0.66,0.327777777777778,0.953125,0.797297297297297,0.715962441314554,0.640451388888889,0.280902777777778,0.558939347733226,0.464566929133858,0.371536523929471,0.379705262404362,0.322439218812276,0.751206597222222,0.682249912587313
30,0.6,4,"A",0.6,120,200,0.59525,0.516666666666667,0.95,0.861111111111111,0.766129032258065,0.733333333333333,0.466666666666667,0.70059498523279,0.645833333333333,0.561594202898551,0.541028711720196,0.507246376811594,0.838625,0.808633991097024
30,0.6,4,"B",0.4,180,320,0.60025,0.394444444444444,0.95,0.816091954022989,0.736077481840194,0.672222222222222,0.344444444444444,0.612145589073565,0.531835205992509,0.439900867410161,0.436109727677675,0.388334311998434,0.789670138888889,0.726787951745377
30,0.6,5,"A",0.6,120,200,0.635,0.458333333333333,0.955,0.859375,0.74609375,0.706666666666667,0.413333333333333,0.66159529421946,0.597826086956522,0.505514705882353,0.500260348885125,0.455882352941177,0.7819375,0.769447534415228
30,0.6,5,"B",0.4,180,320,0.625,0.372222222222222,0.953125,0.817073170731707,0.729665071770335,0.662673611111111,0.325347222222222,0.595629335707666,0.511450381679389,0.417705735660848,0.421757950109656,0.369333858888451,0.731701388888889,0.687714756275969
30,0.6,6,"A",0.6,120,200,0.629499999999999,0.6,0.95,0.878048780487805,0.798319327731092,0.775,0.55,0.754983443527075,0.712871287128713,0.640569395017794,0.609920043547016,0.587188612099644,0.91775,0.8687566394178
30,0.6,6,"B",0.4,180,320,0.6755,0.338888888888889,0.95,0.792207792207792,0.718676122931442,0.644444444444444,0.288888888888889,0.56740148435164,0.474708171206226,0.382685069008783,0.384172730156344,0.330224250843421,0.807361111111111,0.727805452660024
30,0.6,7,"A",0.6,120,200,0.57025,0.516666666666667,0.95,0.861111111111111,0.766129032258065,0.733333333333333,0.466666666666667,0.70059498523279,0.645833333333333,0.561594202898551,0.541028711720196,0.507246376811594,0.777604166666667,0.771395807981823
30,0.6,7,"B",0.4,180,320,0.6255,0.361111111111111,0.95,0.802469135802469,0.725536992840095,0.655555555555556,0.311111111111111,0.585709446360186,0.49808429118774,0.405742821473159,0.405300596293004,0.35366094335899,0.726284722222222,0.680861555723888
30,0.6,8,"A",0.6,120,200,0.60575,0.558333333333333,0.95,0.87012987012987,0.781893004115226,0.754166666666667,0.508333333333333,0.72829710054803,0.680203045685279,0.601436265709156,0.575712568105466,0.547576301615799,0.840479166666667,0.820895498975003
30,0.6,8,"B",0.4,180,320,0.605,0.405555555555556,0.953125,0.829545454545455,0.740291262135922,0.679340277777778,0.358680555555555,0.621727543936159,0.544776119402985,0.451732673267327,0.452094403985749,0.403831118060985,0.77453125,0.72246510956754
30,0.6,9,"A",0.6,120,200,0.616,0.516666666666667,0.95,0.861111111111111,0.766129032258065,0.733333333333333,0.466666666666667,0.70059498523279,0.645833333333333,0.561594202898551,0.541028711720196,0.507246376811594,0.887854166666667,0.854039631180503
