"nF","ipf","total_items","rep","alpha","beta","pattern","mcc_pattern_z15"
8,10,80,1,2.5,0.5,"mixed",0.1068
8,10,80,1,2.5,0.8,"clean",NA
8,10,80,1,2.5,0.8,"random",0.1389
8,10,80,1,2.5,0.8,"longstring",0.1732
8,10,80,1,2.5,0.8,"pure_straight",0.2441
8,10,80,1,2.5,0.8,"acquiescent",0.2441
8,10,80,1,2.5,0.8,"mixed",0.0994
8,10,80,1,2.5,1,"clean",NA
8,10,80,1,2.5,1,"random",0.1332
8,10,80,1,2.5,1,"longstring",0.1678
8,10,80,1,2.5,1,"pure_straight",0.2364
8,10,80,1,2.5,1,"acquiescent",0.2364
8,10,80,1,2.5,1,"mixed",0.0946
8,10,80,1,2.5,1.5,"clean",NA
8,10,80,1,2.5,1.5,"random",0.1141
8,10,80,1,2.5,1.5,"longstring",0.1489
8,10,80,1,2.5,1.5,"pure_straight",0.2115
8,10,80,1,2.5,1.5,"acquiescent",0.2115
8,10,80,1,2.5,1.5,"mixed",0.0787
8,10,80,1,3,0.3,"clean",NA
8,10,80,1,3,0.3,"random",0.1495
8,10,80,1,3,0.3,"longstring",0.132
8,10,80,1,3,0.3,"pure_straight",0.2582
8,10,80,1,3,0.3,"acquiescent",0.2582
8,10,80,1,3,0.3,"mixed",0.1081
8,10,80,1,3,0.5,"clean",NA
8,10,80,1,3,0.5,"random",0.1479
8,10,80,1,3,0.5,"longstring",0.1306
8,10,80,1,3,0.5,"pure_straight",0.2561
8,10,80,1,3,0.5,"acquiescent",0.2561
8,10,80,1,3,0.5,"mixed",0.1068
8,10,80,1,3,0.8,"clean",NA
8,10,80,1,3,0.8,"random",0.136
8,10,80,1,3,0.8,"longstring",0.1705
8,10,80,1,3,0.8,"pure_straight",0.2402
8,10,80,1,3,0.8,"acquiescent",0.2402
8,10,80,1,3,0.8,"mixed",0.097
8,10,80,1,3,1,"clean",NA
8,10,80,1,3,1,"random",0.1275
8,10,80,1,3,1,"longstring",0.1625
8,10,80,1,3,1,"pure_straight",0.229
8,10,80,1,3,1,"acquiescent",0.229
8,10,80,1,3,1,"mixed",0.0899
8,10,80,1,3,1.5,"clean",NA
8,10,80,1,3,1.5,"random",0.1561
8,10,80,1,3,1.5,"longstring",0.1442
8,10,80,1,3,1.5,"pure_straight",0.2049
8,10,80,1,3,1.5,"acquiescent",0.2049
8,10,80,1,3,1.5,"mixed",0.0743
8,10,80,2,0,0.3,"clean",NA
8,10,80,2,0,0.3,"random",0.0838
8,10,80,2,0,0.3,"longstring",0.0988
8,10,80,2,0,0.3,"pure_straight",0.1905
8,10,80,2,0,0.3,"acquiescent",0.1544
8,10,80,2,0,0.3,"mixed",0.1452
8,10,80,2,0,0.5,"clean",NA
8,10,80,2,0,0.5,"random",0.0838
8,10,80,2,0,0.5,"longstring",0.0988
8,10,80,2,0,0.5,"pure_straight",0.1905
8,10,80,2,0,0.5,"acquiescent",0.1544
8,10,80,2,0,0.5,"mixed",0.1452
8,10,80,2,0,0.8,"clean",NA
8,10,80,2,0,0.8,"random",0.0838
8,10,80,2,0,0.8,"longstring",0.0988
8,10,80,2,0,0.8,"pure_straight",0.1905
8,10,80,2,0,0.8,"acquiescent",0.1544
8,10,80,2,0,0.8,"mixed",0.1452
8,10,80,2,0,1,"clean",NA
8,10,80,2,0,1,"random",0.0838
8,10,80,2,0,1,"longstring",0.0988
8,10,80,2,0,1,"pure_straight",0.1905
8,10,80,2,0,1,"acquiescent",0.1544
8,10,80,2,0,1,"mixed",0.1452
8,10,80,2,0,1.5,"clean",NA
8,10,80,2,0,1.5,"random",0.0838
8,10,80,2,0,1.5,"longstring",0.0988
8,10,80,2,0,1.5,"pure_straight",0.1905
8,10,80,2,0,1.5,"acquiescent",0.1544
8,10,80,2,0,1.5,"mixed",0.1452
8,10,80,2,0.5,0.3,"clean",NA
8,10,80,2,0.5,0.3,"random",0.0838
8,10,80,2,0.5,0.3,"longstring",0.0988
8,10,80,2,0.5,0.3,"pure_straight",0.1905
8,10,80,2,0.5,0.3,"acquiescent",0.1544
8,10,80,2,0.5,0.3,"mixed",0.1452
8,10,80,2,0.5,0.5,"clean",NA
8,10,80,2,0.5,0.5,"random",0.0838
8,10,80,2,0.5,0.5,"longstring",0.0988
8,10,80,2,0.5,0.5,"pure_straight",0.1905
8,10,80,2,0.5,0.5,"acquiescent",0.1544
8,10,80,2,0.5,0.5,"mixed",0.1452
8,10,80,2,0.5,0.8,"clean",NA
8,10,80,2,0.5,0.8,"random",0.0827
8,10,80,2,0.5,0.8,"longstring",0.0976
8,10,80,2,0.5,0.8,"pure_straight",0.189
8,10,80,2,0.5,0.8,"acquiescent",0.1528
8,10,80,2,0.5,0.8,"mixed",0.144
8,10,80,2,0.5,1,"clean",NA
8,10,80,2,0.5,1,"random",0.0815
8,10,80,2,0.5,1,"longstring",0.0963
8,10,80,2,0.5,1,"pure_straight",0.1874
8,10,80,2,0.5,1,"acquiescent",0.1512
8,10,80,2,0.5,1,"mixed",0.1429
8,10,80,2,0.5,1.5,"clean",NA
8,10,80,2,0.5,1.5,"random",0.078
8,10,80,2,0.5,1.5,"longstring",0.0914
8,10,80,2,0.5,1.5,"pure_straight",0.1829
8,10,80,2,0.5,1.5,"acquiescent",0.1464
8,10,80,2,0.5,1.5,"mixed",0.1394
8,10,80,2,1,0.3,"clean",NA
8,10,80,2,1,0.3,"random",0.0838
8,10,80,2,1,0.3,"longstring",0.0988
8,10,80,2,1,0.3,"pure_straight",0.1905
8,10,80,2,1,0.3,"acquiescent",0.1544
8,10,80,2,1,0.3,"mixed",0.1452
8,10,80,2,1,0.5,"clean",NA
8,10,80,2,1,0.5,"random",0.0838
8,10,80,2,1,0.5,"longstring",0.0988
8,10,80,2,1,0.5,"pure_straight",0.1905
8,10,80,2,1,0.5,"acquiescent",0.1544
8,10,80,2,1,0.5,"mixed",0.1452
8,10,80,2,1,0.8,"clean",NA
8,10,80,2,1,0.8,"random",0.078
8,10,80,2,1,0.8,"longstring",0.0926
8,10,80,2,1,0.8,"pure_straight",0.1829
8,10,80,2,1,0.8,"acquiescent",0.1464
8,10,80,2,1,0.8,"mixed",0.1394
8,10,80,2,1,1,"clean",NA
8,10,80,2,1,1,"random",0.0769
8,10,80,2,1,1,"longstring",0.0902
8,10,80,2,1,1,"pure_straight",0.1814
8,10,80,2,1,1,"acquiescent",0.1449
8,10,80,2,1,1,"mixed",0.1382
8,10,80,2,1,1.5,"clean",NA
8,10,80,2,1,1.5,"random",0.0746
8,10,80,2,1,1.5,"longstring",0.0877
8,10,80,2,1,1.5,"pure_straight",0.1784
8,10,80,2,1,1.5,"acquiescent",0.1417
8,10,80,2,1,1.5,"mixed",0.136
8,10,80,2,1.5,0.3,"clean",NA
8,10,80,2,1.5,0.3,"random",0.0838
8,10,80,2,1.5,0.3,"longstring",0.0988
8,10,80,2,1.5,0.3,"pure_straight",0.1905
8,10,80,2,1.5,0.3,"acquiescent",0.1544
8,10,80,2,1.5,0.3,"mixed",0.1452
8,10,80,2,1.5,0.5,"clean",NA
8,10,80,2,1.5,0.5,"random",0.0827
8,10,80,2,1.5,0.5,"longstring",0.0976
8,10,80,2,1.5,0.5,"pure_straight",0.189
8,10,80,2,1.5,0.5,"acquiescent",0.1528
8,10,80,2,1.5,0.5,"mixed",0.144
8,10,80,2,1.5,0.8,"clean",NA
8,10,80,2,1.5,0.8,"random",0.0769
8,10,80,2,1.5,0.8,"longstring",0.0902
8,10,80,2,1.5,0.8,"pure_straight",0.1814
8,10,80,2,1.5,0.8,"acquiescent",0.1449
8,10,80,2,1.5,0.8,"mixed",0.1382
8,10,80,2,1.5,1,"clean",NA
8,10,80,2,1.5,1,"random",0.0758
8,10,80,2,1.5,1,"longstring",0.089
8,10,80,2,1.5,1,"pure_straight",0.1799
8,10,80,2,1.5,1,"acquiescent",0.1433
8,10,80,2,1.5,1,"mixed",0.1371
8,10,80,2,1.5,1.5,"clean",NA
8,10,80,2,1.5,1.5,"random",0.0701
8,10,80,2,1.5,1.5,"longstring",0.0829
8,10,80,2,1.5,1.5,"pure_straight",0.1725
8,10,80,2,1.5,1.5,"acquiescent",0.1355
8,10,80,2,1.5,1.5,"mixed",0.1315
8,10,80,2,2,0.3,"clean",NA
8,10,80,2,2,0.3,"random",0.0838
8,10,80,2,2,0.3,"longstring",0.0988
8,10,80,2,2,0.3,"pure_straight",0.1905
8,10,80,2,2,0.3,"acquiescent",0.1544
8,10,80,2,2,0.3,"mixed",0.1452
8,10,80,2,2,0.5,"clean",NA
8,10,80,2,2,0.5,"random",0.0827
8,10,80,2,2,0.5,"longstring",0.0976
8,10,80,2,2,0.5,"pure_straight",0.189
8,10,80,2,2,0.5,"acquiescent",0.1528
8,10,80,2,2,0.5,"mixed",0.144
8,10,80,2,2,0.8,"clean",NA
8,10,80,2,2,0.8,"random",0.0758
8,10,80,2,2,0.8,"longstring",0.089
8,10,80,2,2,0.8,"pure_straight",0.1799
8,10,80,2,2,0.8,"acquiescent",0.1433
8,10,80,2,2,0.8,"mixed",0.1371
8,10,80,2,2,1,"clean",NA
8,10,80,2,2,1,"random",0.0746
8,10,80,2,2,1,"longstring",0.0877
8,10,80,2,2,1,"pure_straight",0.1784
8,10,80,2,2,1,"acquiescent",0.1417
8,10,80,2,2,1,"mixed",0.136
8,10,80,2,2,1.5,"clean",NA
8,10,80,2,2,1.5,"random",0.0632
8,10,80,2,2,1.5,"longstring",0.1249
8,10,80,2,2,1.5,"pure_straight",0.1638
8,10,80,2,2,1.5,"acquiescent",0.1262
8,10,80,2,2,1.5,"mixed",0.1249
8,10,80,2,2.5,0.3,"clean",NA
8,10,80,2,2.5,0.3,"random",0.0838
8,10,80,2,2.5,0.3,"longstring",0.0988
8,10,80,2,2.5,0.3,"pure_straight",0.1905
8,10,80,2,2.5,0.3,"acquiescent",0.1544
8,10,80,2,2.5,0.3,"mixed",0.1452
8,10,80,2,2.5,0.5,"clean",NA
8,10,80,2,2.5,0.5,"random",0.0827
8,10,80,2,2.5,0.5,"longstring",0.0976
8,10,80,2,2.5,0.5,"pure_straight",0.189
8,10,80,2,2.5,0.5,"acquiescent",0.1528
8,10,80,2,2.5,0.5,"mixed",0.144
8,10,80,2,2.5,0.8,"clean",NA
8,10,80,2,2.5,0.8,"random",0.0758
8,10,80,2,2.5,0.8,"longstring",0.089
8,10,80,2,2.5,0.8,"pure_straight",0.1799
8,10,80,2,2.5,0.8,"acquiescent",0.1433
8,10,80,2,2.5,0.8,"mixed",0.1371
8,10,80,2,2.5,1,"clean",NA
8,10,80,2,2.5,1,"random",0.0723
8,10,80,2,2.5,1,"longstring",0.0853
8,10,80,2,2.5,1,"pure_straight",0.1754
8,10,80,2,2.5,1,"acquiescent",0.1386
8,10,80,2,2.5,1,"mixed",0.1337
8,10,80,2,2.5,1.5,"clean",NA
8,10,80,2,2.5,1.5,"random",0.0621
8,10,80,2,2.5,1.5,"longstring",0.1238
8,10,80,2,2.5,1.5,"pure_straight",0.1624
8,10,80,2,2.5,1.5,"acquiescent",0.1624
8,10,80,2,2.5,1.5,"mixed",0.1238
8,10,80,2,3,0.3,"clean",NA
8,10,80,2,3,0.3,"random",0.0838
8,10,80,2,3,0.3,"longstring",0.0988
8,10,80,2,3,0.3,"pure_straight",0.1905
8,10,80,2,3,0.3,"acquiescent",0.1544
8,10,80,2,3,0.3,"mixed",0.1452
8,10,80,2,3,0.5,"clean",NA
8,10,80,2,3,0.5,"random",0.0827
8,10,80,2,3,0.5,"longstring",0.0976
8,10,80,2,3,0.5,"pure_straight",0.189
8,10,80,2,3,0.5,"acquiescent",0.1528
8,10,80,2,3,0.5,"mixed",0.144
8,10,80,2,3,0.8,"clean",NA
8,10,80,2,3,0.8,"random",0.0746
8,10,80,2,3,0.8,"longstring",0.0877
8,10,80,2,3,0.8,"pure_straight",0.1784
8,10,80,2,3,0.8,"acquiescent",0.1417
8,10,80,2,3,0.8,"mixed",0.136
8,10,80,2,3,1,"clean",NA
8,10,80,2,3,1,"random",0.0655
8,10,80,2,3,1,"longstring",0.1271
8,10,80,2,3,1,"pure_straight",0.1667
8,10,80,2,3,1,"acquiescent",0.1667
8,10,80,2,3,1,"mixed",0.1271
8,10,80,2,3,1.5,"clean",NA
8,10,80,2,3,1.5,"random",0.0587
8,10,80,2,3,1.5,"longstring",0.1206
8,10,80,2,3,1.5,"pure_straight",0.1581
8,10,80,2,3,1.5,"acquiescent",0.1581
8,10,80,2,3,1.5,"mixed",0.1206
8,10,80,3,0,0.3,"clean",NA
8,10,80,3,0,0.3,"random",0.2434
8,10,80,3,0,0.3,"longstring",0.2228
8,10,80,3,0,0.3,"pure_straight",0.3162
8,10,80,3,0,0.3,"acquiescent",0.2794
8,10,80,3,0,0.3,"mixed",0.175
8,10,80,3,0,0.5,"clean",NA
8,10,80,3,0,0.5,"random",0.2434
8,10,80,3,0,0.5,"longstring",0.2228
8,10,80,3,0,0.5,"pure_straight",0.3162
8,10,80,3,0,0.5,"acquiescent",0.2794
8,10,80,3,0,0.5,"mixed",0.175
8,10,80,3,0,0.8,"clean",NA
8,10,80,3,0,0.8,"random",0.2434
8,10,80,3,0,0.8,"longstring",0.2228
8,10,80,3,0,0.8,"pure_straight",0.3162
8,10,80,3,0,0.8,"acquiescent",0.2794
8,10,80,3,0,0.8,"mixed",0.175
8,10,80,3,0,1,"clean",NA
8,10,80,3,0,1,"random",0.2434
8,10,80,3,0,1,"longstring",0.2228
8,10,80,3,0,1,"pure_straight",0.3162
8,10,80,3,0,1,"acquiescent",0.2794
8,10,80,3,0,1,"mixed",0.175
8,10,80,3,0,1.5,"clean",NA
8,10,80,3,0,1.5,"random",0.2434
8,10,80,3,0,1.5,"longstring",0.2228
8,10,80,3,0,1.5,"pure_straight",0.3162
8,10,80,3,0,1.5,"acquiescent",0.2794
8,10,80,3,0,1.5,"mixed",0.175
8,10,80,3,0.5,0.3,"clean",NA
8,10,80,3,0.5,0.3,"random",0.2434
8,10,80,3,0.5,0.3,"longstring",0.2228
8,10,80,3,0.5,0.3,"pure_straight",0.3162
8,10,80,3,0.5,0.3,"acquiescent",0.2794
8,10,80,3,0.5,0.3,"mixed",0.175
8,10,80,3,0.5,0.5,"clean",NA
8,10,80,3,0.5,0.5,"random",0.2434
8,10,80,3,0.5,0.5,"longstring",0.2228
8,10,80,3,0.5,0.5,"pure_straight",0.3162
8,10,80,3,0.5,0.5,"acquiescent",0.2794
8,10,80,3,0.5,0.5,"mixed",0.175
8,10,80,3,0.5,0.8,"clean",NA
8,10,80,3,0.5,0.8,"random",0.239
8,10,80,3,0.5,0.8,"longstring",0.2189
8,10,80,3,0.5,0.8,"pure_straight",0.3107
8,10,80,3,0.5,0.8,"acquiescent",0.274
8,10,80,3,0.5,0.8,"mixed",0.1712
8,10,80,3,0.5,1,"clean",NA
8,10,80,3,0.5,1,"random",0.2348
8,10,80,3,0.5,1,"longstring",0.2151
8,10,80,3,0.5,1,"pure_straight",0.3053
8,10,80,3,0.5,1,"acquiescent",0.2687
8,10,80,3,0.5,1,"mixed",0.1675
8,10,80,3,0.5,1.5,"clean",NA
8,10,80,3,0.5,1.5,"random",0.2308
8,10,80,3,0.5,1.5,"longstring",0.2114
8,10,80,3,0.5,1.5,"pure_straight",0.3
8,10,80,3,0.5,1.5,"acquiescent",0.2636
8,10,80,3,0.5,1.5,"mixed",0.1639
8,10,80,3,1,0.3,"clean",NA
8,10,80,3,1,0.3,"random",0.2434
8,10,80,3,1,0.3,"longstring",0.2228
8,10,80,3,1,0.3,"pure_straight",0.3162
8,10,80,3,1,0.3,"acquiescent",0.2794
8,10,80,3,1,0.3,"mixed",0.175
8,10,80,3,1,0.5,"clean",NA
8,10,80,3,1,0.5,"random",0.239
8,10,80,3,1,0.5,"longstring",0.2189
8,10,80,3,1,0.5,"pure_straight",0.3107
8,10,80,3,1,0.5,"acquiescent",0.274
8,10,80,3,1,0.5,"mixed",0.1712
8,10,80,3,1,0.8,"clean",NA
8,10,80,3,1,0.8,"random",0.2328
8,10,80,3,1,0.8,"longstring",0.2132
8,10,80,3,1,0.8,"pure_straight",0.3026
8,10,80,3,1,0.8,"acquiescent",0.2662
8,10,80,3,1,0.8,"mixed",0.1656
8,10,80,3,1,1,"clean",NA
8,10,80,3,1,1,"random",0.2308
8,10,80,3,1,1,"longstring",0.2114
8,10,80,3,1,1,"pure_straight",0.3
8,10,80,3,1,1,"acquiescent",0.3
8,10,80,3,1,1,"mixed",0.1639
8,10,80,3,1,1.5,"clean",NA
8,10,80,3,1,1.5,"random",0.2173
8,10,80,3,1,1.5,"longstring",0.1991
8,10,80,3,1,1.5,"pure_straight",0.2827
8,10,80,3,1,1.5,"acquiescent",0.2827
8,10,80,3,1,1.5,"mixed",0.1519
8,10,80,3,1.5,0.3,"clean",NA
8,10,80,3,1.5,0.3,"random",0.2434
8,10,80,3,1.5,0.3,"longstring",0.2228
8,10,80,3,1.5,0.3,"pure_straight",0.3162
8,10,80,3,1.5,0.3,"acquiescent",0.2794
8,10,80,3,1.5,0.3,"mixed",0.175
8,10,80,3,1.5,0.5,"clean",NA
8,10,80,3,1.5,0.5,"random",0.239
8,10,80,3,1.5,0.5,"longstring",0.2189
8,10,80,3,1.5,0.5,"pure_straight",0.3107
8,10,80,3,1.5,0.5,"acquiescent",0.274
8,10,80,3,1.5,0.5,"mixed",0.1712
8,10,80,3,1.5,0.8,"clean",NA
8,10,80,3,1.5,0.8,"random",0.2308
8,10,80,3,1.5,0.8,"longstring",0.2114
8,10,80,3,1.5,0.8,"pure_straight",0.3
8,10,80,3,1.5,0.8,"acquiescent",0.3
8,10,80,3,1.5,0.8,"mixed",0.1639
8,10,80,3,1.5,1,"clean",NA
8,10,80,3,1.5,1,"random",0.2248
8,10,80,3,1.5,1,"longstring",0.206
8,10,80,3,1.5,1,"pure_straight",0.2924
8,10,80,3,1.5,1,"acquiescent",0.2924
8,10,80,3,1.5,1,"mixed",0.1586
8,10,80,3,1.5,1.5,"clean",NA
8,10,80,3,1.5,1.5,"random",0.2137
8,10,80,3,1.5,1.5,"longstring",0.1958
8,10,80,3,1.5,1.5,"pure_straight",0.278
8,10,80,3,1.5,1.5,"acquiescent",0.278
8,10,80,3,1.5,1.5,"mixed",0.1471
8,10,80,3,2,0.3,"clean",NA
8,10,80,3,2,0.3,"random",0.2434
8,10,80,3,2,0.3,"longstring",0.2228
8,10,80,3,2,0.3,"pure_straight",0.3162
8,10,80,3,2,0.3,"acquiescent",0.2794
8,10,80,3,2,0.3,"mixed",0.175
8,10,80,3,2,0.5,"clean",NA
8,10,80,3,2,0.5,"random",0.239
8,10,80,3,2,0.5,"longstring",0.2189
8,10,80,3,2,0.5,"pure_straight",0.3107
8,10,80,3,2,0.5,"acquiescent",0.3107
8,10,80,3,2,0.5,"mixed",0.1712
8,10,80,3,2,0.8,"clean",NA
8,10,80,3,2,0.8,"random",0.2268
8,10,80,3,2,0.8,"longstring",0.2077
8,10,80,3,2,0.8,"pure_straight",0.2949
8,10,80,3,2,0.8,"acquiescent",0.2949
8,10,80,3,2,0.8,"mixed",0.1603
8,10,80,3,2,1,"clean",NA
8,10,80,3,2,1,"random",0.2173
8,10,80,3,2,1,"longstring",0.1991
8,10,80,3,2,1,"pure_straight",0.2827
8,10,80,3,2,1,"acquiescent",0.2827
8,10,80,3,2,1,"mixed",0.1519
8,10,80,3,2,1.5,"clean",NA
8,10,80,3,2,1.5,"random",0.2033
8,10,80,3,2,1.5,"longstring",0.1878
8,10,80,3,2,1.5,"pure_straight",0.2667
8,10,80,3,2,1.5,"acquiescent",0.2667
8,10,80,3,2,1.5,"mixed",0.1393
8,10,80,3,2.5,0.3,"clean",NA
8,10,80,3,2.5,0.3,"random",0.2434
8,10,80,3,2.5,0.3,"longstring",0.2228
8,10,80,3,2.5,0.3,"pure_straight",0.3162
8,10,80,3,2.5,0.3,"acquiescent",0.2794
8,10,80,3,2.5,0.3,"mixed",0.175
8,10,80,3,2.5,0.5,"clean",NA
8,10,80,3,2.5,0.5,"random",0.239
8,10,80,3,2.5,0.5,"longstring",0.2189
8,10,80,3,2.5,0.5,"pure_straight",0.3107
8,10,80,3,2.5,0.5,"acquiescent",0.3107
8,10,80,3,2.5,0.5,"mixed",0.1712
8,10,80,3,2.5,0.8,"clean",NA
8,10,80,3,2.5,0.8,"random",0.2248
8,10,80,3,2.5,0.8,"longstring",0.206
8,10,80,3,2.5,0.8,"pure_straight",0.2924
8,10,80,3,2.5,0.8,"acquiescent",0.2924
8,10,80,3,2.5,0.8,"mixed",0.1586
8,10,80,3,2.5,1,"clean",NA
8,10,80,3,2.5,1,"random",0.2173
8,10,80,3,2.5,1,"longstring",0.1991
8,10,80,3,2.5,1,"pure_straight",0.2827
8,10,80,3,2.5,1,"acquiescent",0.2827
8,10,80,3,2.5,1,"mixed",0.1503
8,10,80,3,2.5,1.5,"clean",NA
8,10,80,3,2.5,1.5,"random",0.1905
8,10,80,3,2.5,1.5,"longstring",0.176
8,10,80,3,2.5,1.5,"pure_straight",0.25
8,10,80,3,2.5,1.5,"acquiescent",0.25
8,10,80,3,2.5,1.5,"mixed",0.1277
8,10,80,3,3,0.3,"clean",NA
8,10,80,3,3,0.3,"random",0.2434
8,10,80,3,3,0.3,"longstring",0.2228
8,10,80,3,3,0.3,"pure_straight",0.3162
8,10,80,3,3,0.3,"acquiescent",0.2794
8,10,80,3,3,0.3,"mixed",0.175
8,10,80,3,3,0.5,"clean",NA
8,10,80,3,3,0.5,"random",0.2369
8,10,80,3,3,0.5,"longstring",0.217
8,10,80,3,3,0.5,"pure_straight",0.3079
8,10,80,3,3,0.5,"acquiescent",0.3079
8,10,80,3,3,0.5,"mixed",0.1693
8,10,80,3,3,0.8,"clean",NA
8,10,80,3,3,0.8,"random",0.2173
8,10,80,3,3,0.8,"longstring",0.1991
8,10,80,3,3,0.8,"pure_straight",0.2827
8,10,80,3,3,0.8,"acquiescent",0.2827
8,10,80,3,3,0.8,"mixed",0.1519
8,10,80,3,3,1,"clean",NA
8,10,80,3,3,1,"random",0.2137
8,10,80,3,3,1,"longstring",0.1958
8,10,80,3,3,1,"pure_straight",0.278
8,10,80,3,3,1,"acquiescent",0.278
8,10,80,3,3,1,"mixed",0.1471
8,10,80,3,3,1.5,"clean",NA
8,10,80,3,3,1.5,"random",0.1816
8,10,80,3,3,1.5,"longstring",0.1678
8,10,80,3,3,1.5,"pure_straight",0.2383
8,10,80,3,3,1.5,"acquiescent",0.2383
8,10,80,3,3,1.5,"mixed",0.1691
8,10,80,4,0,0.3,"clean",NA
8,10,80,4,0,0.3,"random",0.1455
8,10,80,4,0,0.3,"longstring",0.1958
8,10,80,4,0,0.3,"pure_straight",0.2757
8,10,80,4,0,0.3,"acquiescent",0.2398
8,10,80,4,0,0.3,"mixed",0.0904
8,10,80,4,0,0.5,"clean",NA
8,10,80,4,0,0.5,"random",0.1455
8,10,80,4,0,0.5,"longstring",0.1958
8,10,80,4,0,0.5,"pure_straight",0.2757
8,10,80,4,0,0.5,"acquiescent",0.2398
8,10,80,4,0,0.5,"mixed",0.0904
8,10,80,4,0,0.8,"clean",NA
8,10,80,4,0,0.8,"random",0.1455
8,10,80,4,0,0.8,"longstring",0.1958
8,10,80,4,0,0.8,"pure_straight",0.2757
8,10,80,4,0,0.8,"acquiescent",0.2398
8,10,80,4,0,0.8,"mixed",0.0904
8,10,80,4,0,1,"clean",NA
8,10,80,4,0,1,"random",0.1455
8,10,80,4,0,1,"longstring",0.1958
8,10,80,4,0,1,"pure_straight",0.2757
8,10,80,4,0,1,"acquiescent",0.2398
8,10,80,4,0,1,"mixed",0.0904
8,10,80,4,0,1.5,"clean",NA
8,10,80,4,0,1.5,"random",0.1455
8,10,80,4,0,1.5,"longstring",0.1958
8,10,80,4,0,1.5,"pure_straight",0.2757
8,10,80,4,0,1.5,"acquiescent",0.2398
8,10,80,4,0,1.5,"mixed",0.0904
8,10,80,4,0.5,0.3,"clean",NA
8,10,80,4,0.5,0.3,"random",0.1455
8,10,80,4,0.5,0.3,"longstring",0.1958
8,10,80,4,0.5,0.3,"pure_straight",0.2757
8,10,80,4,0.5,0.3,"acquiescent",0.2398
8,10,80,4,0.5,0.3,"mixed",0.0904
8,10,80,4,0.5,0.5,"clean",NA
8,10,80,4,0.5,0.5,"random",0.1455
8,10,80,4,0.5,0.5,"longstring",0.1958
8,10,80,4,0.5,0.5,"pure_straight",0.2757
8,10,80,4,0.5,0.5,"acquiescent",0.2398
8,10,80,4,0.5,0.5,"mixed",0.0904
8,10,80,4,0.5,0.8,"clean",NA
8,10,80,4,0.5,0.8,"random",0.1439
8,10,80,4,0.5,0.8,"longstring",0.1941
8,10,80,4,0.5,0.8,"pure_straight",0.2734
8,10,80,4,0.5,0.8,"acquiescent",0.2376
8,10,80,4,0.5,0.8,"mixed",0.089
8,10,80,4,0.5,1,"clean",NA
8,10,80,4,0.5,1,"random",0.1439
8,10,80,4,0.5,1,"longstring",0.1941
8,10,80,4,0.5,1,"pure_straight",0.2734
8,10,80,4,0.5,1,"acquiescent",0.2376
8,10,80,4,0.5,1,"mixed",0.089
8,10,80,4,0.5,1.5,"clean",NA
8,10,80,4,0.5,1.5,"random",0.1378
8,10,80,4,0.5,1.5,"longstring",0.1878
8,10,80,4,0.5,1.5,"pure_straight",0.2646
8,10,80,4,0.5,1.5,"acquiescent",0.2289
8,10,80,4,0.5,1.5,"mixed",0.0833
8,10,80,4,1,0.3,"clean",NA
8,10,80,4,1,0.3,"random",0.1455
8,10,80,4,1,0.3,"longstring",0.1958
8,10,80,4,1,0.3,"pure_straight",0.2757
8,10,80,4,1,0.3,"acquiescent",0.2398
8,10,80,4,1,0.3,"mixed",0.0904
8,10,80,4,1,0.5,"clean",NA
8,10,80,4,1,0.5,"random",0.1439
8,10,80,4,1,0.5,"longstring",0.1941
8,10,80,4,1,0.5,"pure_straight",0.2734
8,10,80,4,1,0.5,"acquiescent",0.2376
8,10,80,4,1,0.5,"mixed",0.089
8,10,80,4,1,0.8,"clean",NA
8,10,80,4,1,0.8,"random",0.1409
8,10,80,4,1,0.8,"longstring",0.191
8,10,80,4,1,0.8,"pure_straight",0.2689
8,10,80,4,1,0.8,"acquiescent",0.2332
8,10,80,4,1,0.8,"mixed",0.0861
8,10,80,4,1,1,"clean",NA
8,10,80,4,1,1,"random",0.1364
8,10,80,4,1,1,"longstring",0.1863
8,10,80,4,1,1,"pure_straight",0.2624
8,10,80,4,1,1,"acquiescent",0.2268
8,10,80,4,1,1,"mixed",0.0819
8,10,80,4,1,1.5,"clean",NA
8,10,80,4,1,1.5,"random",0.1306
8,10,80,4,1,1.5,"longstring",0.1803
8,10,80,4,1,1.5,"pure_straight",0.2541
8,10,80,4,1,1.5,"acquiescent",0.2185
8,10,80,4,1,1.5,"mixed",0.0765
8,10,80,4,1.5,0.3,"clean",NA
8,10,80,4,1.5,0.3,"random",0.1455
8,10,80,4,1.5,0.3,"longstring",0.1958
8,10,80,4,1.5,0.3,"pure_straight",0.2757
8,10,80,4,1.5,0.3,"acquiescent",0.2398
8,10,80,4,1.5,0.3,"mixed",0.0904
8,10,80,4,1.5,0.5,"clean",NA
8,10,80,4,1.5,0.5,"random",0.1439
8,10,80,4,1.5,0.5,"longstring",0.1941
8,10,80,4,1.5,0.5,"pure_straight",0.2734
8,10,80,4,1.5,0.5,"acquiescent",0.2376
8,10,80,4,1.5,0.5,"mixed",0.089
8,10,80,4,1.5,0.8,"clean",NA
8,10,80,4,1.5,0.8,"random",0.1378
8,10,80,4,1.5,0.8,"longstring",0.1878
8,10,80,4,1.5,0.8,"pure_straight",0.2646
8,10,80,4,1.5,0.8,"acquiescent",0.2289
8,10,80,4,1.5,0.8,"mixed",0.0833
