"dataset","J","n","npos","gt","AUC_rr","AUC_PT","AUC_ens","AUC_M0","AUC_M1","dAUC","delong_p","oMCC_M0","oMCC_M1","dMCC","dMCC_ci_lo","dMCC_ci_hi","P_dMCC_gt0"
"opsy HEXACO",240,22732,434,"self-report V1/V2",0.512,0.517,0.511,0.507,0.498,-0.009,0.181,0.009,0.005,-0.004,-0.011,0.006,0.21
