experiment,size,rate,scenario,split,features,mcc,f1,auc,sens,spec,thr,n_tr,n_te,rate_te,direction,size_test,split_name,test_patterns
A1_cross_rep,30.0,0.2,B,2.0,triad,0.29627582708572187,0.39183673469387753,0.7427891110900688,0.582995951417004,0.8037649743297205,0.12,4000,2000,0.1235,,,,
A1_cross_rep,30.0,0.2,B,2.0,norr,0.3061212888169015,0.39741935483870977,0.7651117459716251,0.6234817813765182,0.7866514546491729,0.125,4000,2000,0.1235,,,,
A1_cross_rep,30.0,0.4,A,0.0,full,0.4380600818553041,0.5620022753128554,0.853068423855165,0.7891373801916933,0.7341666666666666,0.16,3037,1513,0.20687376074025116,,,,
A1_cross_rep,30.0,0.4,A,0.0,triad,0.38063533623429036,0.5219298245614036,0.8109890841320554,0.7603833865814696,0.6991666666666667,0.17,3037,1513,0.20687376074025116,,,,
A1_cross_rep,30.0,0.4,A,0.0,norr,0.3965138564963369,0.5323110624315444,0.8237766240681575,0.7763578274760383,0.7025,0.17,3037,1513,0.20687376074025116,,,,
A1_cross_rep,30.0,0.4,A,1.0,full,0.4615432813496435,0.58006718924972,0.8834456635318705,0.8119122257053292,0.7375,0.16,3031,1519,0.21000658327847269,,,,
A1_cross_rep,30.0,0.4,A,1.0,triad,0.40735399033054365,0.5434298440979956,0.8302873563218391,0.7648902821316614,0.7208333333333333,0.165,3031,1519,0.21000658327847269,,,,
A1_cross_rep,30.0,0.4,A,1.0,norr,0.4334001572377626,0.5617214043035108,0.8449921630094044,0.7774294670846394,0.7366666666666667,0.165,3031,1519,0.21000658327847269,,,,
A1_cross_rep,30.0,0.4,A,2.0,full,0.4553660658945218,0.5811764705882353,0.8511679487179487,0.76,0.7683333333333333,0.16,3025,1525,0.21311475409836064,,,,
A1_cross_rep,30.0,0.4,A,2.0,triad,0.3898816507771559,0.5353418308227115,0.8131153846153847,0.7107692307692308,0.7441666666666666,0.165,3025,1525,0.21311475409836064,,,,
A1_cross_rep,30.0,0.4,A,2.0,norr,0.40375213361202594,0.5452322738386307,0.8159846153846154,0.6861538461538461,0.775,0.17,3025,1525,0.21311475409836064,,,,
A1_cross_rep,30.0,0.4,B,0.0,full,0.3585989630559845,0.5322812051649929,0.8069076398094349,0.7777777777777778,0.6414970453053185,0.18,4000,2000,0.2385,,,,
A1_cross_rep,30.0,0.4,B,0.0,triad,0.30879918517684035,0.5018504811250925,0.7537286416112963,0.710691823899371,0.6487196323046619,0.19,4000,2000,0.2385,,,,
A1_cross_rep,30.0,0.4,B,0.0,norr,0.31287830296438746,0.5044247787610621,0.7660835738797556,0.7169811320754716,0.6474064346684176,0.19375,4000,2000,0.2385,,,,
A1_cross_rep,30.0,0.4,B,1.0,full,0.32860369585360927,0.5123500352858151,0.7942733823293573,0.7658227848101266,0.6199213630406291,0.17950000000000044,4000,2000,0.237,,,,
A1_cross_rep,30.0,0.4,B,1.0,triad,0.33166534712851475,0.5148968678380444,0.7597978222760478,0.7109704641350211,0.6736566186107471,0.2,4000,2000,0.237,,,,
A1_cross_rep,30.0,0.4,B,1.0,norr,0.2935893166063015,0.4911242603550296,0.7514944893298163,0.70042194092827,0.6422018348623854,0.19,4000,2000,0.237,,,,
A1_cross_rep,30.0,0.4,B,2.0,full,0.36214190944780283,0.5355521936459909,0.8009459427836761,0.7421383647798742,0.6776099803020355,0.18,4000,2000,0.2385,,,,
A1_cross_rep,30.0,0.4,B,2.0,triad,0.3091353713069022,0.5011673151750973,0.7520720028741684,0.6750524109014675,0.6808929743926461,0.195,4000,2000,0.2385,,,,
A1_cross_rep,30.0,0.4,B,2.0,norr,0.3384651094402028,0.5202492211838006,0.772090695980982,0.70020964360587,0.6894287590282338,0.195,4000,2000,0.2385,,,,
A1_cross_rep,30.0,0.6,A,0.0,full,0.5201637207847511,0.7169811320754718,0.87573828125,0.8708333333333333,0.665,0.23,2560,1280,0.375,,,,
A1_cross_rep,30.0,0.6,A,0.0,triad,0.40924530170733847,0.6580756013745706,0.8211848958333334,0.7979166666666667,0.62375,0.245,2560,1280,0.375,,,,
