sens,spec,ppv,npv,bal_acc,youden_j,g_mean,f1,f2,mcc,kappa,auc,auprc,tau_op,size,rate,rep,scenario,tau,n_pos,n_neg
0.43859649122807015,0.9480812641083521,0.5208333333333334,0.9292035398230089,0.6933388776682111,0.38667775533642224,0.6448450324201905,0.4761904761904762,0.4528985507246377,0.41715614334529055,0.41524198349919195,0.7995524929705754,0.511350445149635,0.3419791666666666,30,0.2,12,B,0.4,57,443
0.38333333333333336,0.95,0.7076923076923077,0.8298850574712644,0.6666666666666666,0.33333333333333326,0.6034622330077224,0.49729729729729727,0.42201834862385323,0.42331129804734013,0.39531859557867366,0.7613706140350878,0.5872492142131889,0.5386384920634921,30,0.4,1,B,0.4,120,380
0.39316239316239315,0.9477806788511749,0.696969696969697,0.836405529953917,0.670471536006784,0.340943072013568,0.6104356803875454,0.5027322404371585,0.4307116104868914,0.4264394311074797,0.4017566003997055,0.7964673852402313,0.641631591015896,0.5137,30,0.4,2,B,0.4,117,383
0.4117647058823529,0.94750656167979,0.7101449275362319,0.8375870069605569,0.6796356337810714,0.3592712675621428,0.6246196928465177,0.5212765957446809,0.44954128440366975,0.4436038169255602,0.4199386423986182,0.7588830807913716,0.6432357404238523,0.46654166666666663,30,0.4,3,B,0.4,119,381
0.39344262295081966,0.9497354497354498,0.7164179104477612,0.8290993071593533,0.6715890363431347,0.34317807268626943,0.611282591321961,0.507936507936508,0.43243243243243246,0.43267718608170896,0.4050056300542533,0.7519190736403851,0.6185089097732137,0.4644303571428571,30,0.4,4,B,0.4,122,378
0.423728813559322,0.9476439790575916,0.7142857142857143,0.8418604651162791,0.6856863963084567,0.37137279261691347,0.6336750420544495,0.5319148936170213,0.4612546125461255,0.4544640357033165,0.4321115126484254,0.7459290975241814,0.6202624061539536,0.4757632936507937,30,0.4,5,B,0.4,118,382
0.45,0.95,0.7397260273972602,0.8454332552693209,0.7,0.3999999999999999,0.653834841531101,0.5595854922279792,0.488245931283906,0.4838013156933665,0.4618890858445176,0.7846929824561404,0.6593110446302722,0.4710761904761906,30,0.4,6,B,0.4,120,380
0.4297520661157025,0.9498680738786279,0.7323943661971831,0.8391608391608392,0.6898100699971652,0.3796201399943304,0.6389113923594437,0.5416666666666666,0.46846846846846846,0.4658045374108122,0.4417518840873912,0.7927669595935367,0.6551886281820987,0.5186291666666664,30,0.4,7,B,0.4,121,379
0.36752136752136755,0.9477806788511749,0.6825396825396826,0.8306636155606407,0.6576510231862712,0.31530204637254244,0.5901945875740593,0.47777777777777775,0.4048964218455744,0.40226117149952445,0.3754816763666321,0.7929526232398295,0.6253507312752868,0.5707374999999993,30,0.4,8,B,0.4,117,383
0.4166666666666667,0.95,0.7246376811594203,0.8375870069605569,0.6833333333333333,0.3666666666666667,0.6291528696058958,0.5291005291005292,0.4553734061930783,0.45403639976400384,0.4290479856299717,0.7744736842105263,0.634559034021447,0.5279104166666666,30,0.4,9,B,0.4,120,380
0.4789915966386555,0.94750656167979,0.7402597402597403,0.8534278959810875,0.7132490791592228,0.4264981583184455,0.6736821808572684,0.5816326530612246,0.515370705244123,0.503196466077758,0.4854030172954791,0.8293522133262755,0.7099068210941445,0.4795833333333334,30,0.4,10,B,0.4,119,381
0.4067796610169492,0.9476439790575916,0.7058823529411765,0.8379629629629629,0.6772118200372703,0.35442364007454064,0.6208722063080292,0.5161290322580646,0.4444444444444444,0.4390348921216099,0.4152198773261253,0.7515973023338361,0.6118767491423021,0.5186244047619045,30,0.4,11,B,0.4,118,382
0.425,0.95,0.7285714285714285,0.8395348837209302,0.6875,0.375,0.6354132513569417,0.5368421052631579,0.4636363636363636,0.46156241951618476,0.4373401534526854,0.7913267543859648,0.6421652406727705,0.4872315476190476,30,0.4,12,B,0.4,120,380
0.34444444444444444,0.95,0.7948717948717948,0.7203791469194313,0.6472222222222221,0.2944444444444443,0.5720334100576838,0.4806201550387597,0.38847117794486213,0.38950324428070476,0.33610780816488295,0.8112152777777778,0.7358603927092728,0.6854998015873016,30,0.6,1,B,0.4,180,320
