size,rate,condition,rep,full_sens,full_spec,full_f1,full_mcc,full_auc,norr_sens,norr_spec,norr_f1,norr_mcc,norr_auc
120,0.4,realistic,1,0.6388888888888888,0.8859649122807017,0.6388888888888888,0.5248538011695907,0.8578216374269005,0.5833333333333334,0.868421052631579,0.5833333333333334,0.4517543859649123,0.8154848927875243
120,0.4,realistic,2,0.6533333333333333,0.8844444444444445,0.6533333333333333,0.5377777777777778,0.8805333333333333,0.5733333333333334,0.8577777777777778,0.5733333333333334,0.4311111111111111,0.8166222222222222
120,0.4,realistic,3,0.6527777777777778,0.8903508771929824,0.6527777777777778,0.5431286549707602,0.8789595516569201,0.5833333333333334,0.8640350877192983,0.5793103448275863,0.44527123261428,0.8430190058479532
120,0.4,realistic,4,0.7432432432432432,0.915929203539823,0.7432432432432431,0.6591724467830663,0.9077373834011002,0.6621621621621622,0.8893805309734514,0.6621621621621622,0.5515426931356134,0.8265367137048555
200,0.2,clean,1,0.8055555555555556,0.9734848484848485,0.8055555555555556,0.7790404040404041,0.9811658249158249,0.5277777777777778,0.9356060606060606,0.5277777777777778,0.4633838383838384,0.8583754208754208
200,0.2,clean,2,0.8055555555555556,0.9734848484848485,0.8055555555555556,0.7790404040404041,0.9608585858585859,0.6666666666666666,0.9545454545454546,0.6666666666666666,0.6212121212121212,0.8840488215488216
200,0.2,clean,3,0.6388888888888888,0.9507575757575758,0.6388888888888888,0.5896464646464646,0.9593855218855218,0.5555555555555556,0.9393939393939394,0.5555555555555556,0.494949494949495,0.8643728956228957
200,0.2,clean,4,0.7222222222222222,0.9621212121212122,0.7222222222222222,0.6843434343434344,0.953388047138047,0.6666666666666666,0.9545454545454546,0.6666666666666666,0.6212121212121212,0.8453808922558923
200,0.2,realistic,1,0.8421052631578947,0.9770992366412213,0.8421052631578947,0.8192044997991161,0.9485235034150261,0.6052631578947368,0.9427480916030534,0.6052631578947368,0.5480112494977902,0.8785154680594616
200,0.2,realistic,2,0.7368421052631579,0.9618320610687023,0.7368421052631579,0.6986741663318602,0.9474186420249096,0.6052631578947368,0.9427480916030534,0.6052631578947368,0.5480112494977902,0.8681699477701889
200,0.2,realistic,3,0.7631578947368421,0.9656488549618321,0.7631578947368421,0.7288067496986742,0.9716753716351948,0.5263157894736842,0.9312977099236641,0.5263157894736842,0.45761349939734836,0.8607874648453194
200,0.2,realistic,4,0.625,0.9552238805970149,0.625,0.5802238805970149,0.8958722014925375,0.46875,0.9365671641791045,0.46875,0.40531716417910446,0.8029967350746269
200,0.4,clean,1,0.6666666666666666,0.8947368421052632,0.6666666666666666,0.5614035087719298,0.9265960038986355,0.6111111111111112,0.8771929824561403,0.6111111111111112,0.48830409356725146,0.8201754385964912
