size,rate,rep,scenario,pattern,corruption,rate_full,rate_norr,delta
80,0.4,6,B,acquiescent,0.4,0.6666666666666666,0.6666666666666666,0.0
80,0.4,6,B,acquiescent,0.5,0.6666666666666666,0.6666666666666666,0.0
80,0.4,6,B,acquiescent,0.6,0.5,0.5,0.0
80,0.4,6,B,acquiescent,0.7,1.0,0.6666666666666666,0.33333333333333337
80,0.4,6,B,acquiescent,0.8,0.6666666666666666,1.0,-0.33333333333333337
80,0.4,6,B,acquiescent,0.9,1.0,1.0,0.0
80,0.4,6,B,acquiescent,1.0,1.0,1.0,0.0
80,0.4,6,B,fatigue,0.1,0.0,0.0,0.0
80,0.4,6,B,fatigue,0.2,0.0,0.3333333333333333,-0.3333333333333333
80,0.4,6,B,fatigue,0.3,0.25,0.25,0.0
80,0.4,6,B,fatigue,0.4,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,6,B,fatigue,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,6,B,fatigue,0.6,0.0,0.0,0.0
80,0.4,6,B,fatigue,0.7,0.6666666666666666,0.6666666666666666,0.0
80,0.4,6,B,fatigue,0.8,0.75,0.5,0.25
80,0.4,6,B,fatigue,0.9,0.6666666666666666,0.6666666666666666,0.0
80,0.4,6,B,fatigue,1.0,1.0,1.0,0.0
80,0.4,6,B,longstring,0.1,0.0,0.0,0.0
80,0.4,6,B,longstring,0.2,0.0,0.0,0.0
80,0.4,6,B,longstring,0.3,0.3333333333333333,0.3333333333333333,0.0
80,0.4,6,B,longstring,0.4,0.3333333333333333,0.3333333333333333,0.0
80,0.4,6,B,longstring,0.5,0.5,0.5,0.0
80,0.4,6,B,longstring,0.6,0.6666666666666666,0.6666666666666666,0.0
80,0.4,6,B,longstring,0.7,1.0,1.0,0.0
80,0.4,6,B,longstring,0.8,1.0,1.0,0.0
80,0.4,6,B,longstring,0.9,1.0,1.0,0.0
80,0.4,6,B,longstring,1.0,0.25,0.25,0.0
80,0.4,6,B,mixed,0.1,0.3333333333333333,0.0,0.3333333333333333
80,0.4,6,B,mixed,0.2,0.3333333333333333,0.3333333333333333,0.0
80,0.4,6,B,mixed,0.3,0.0,0.0,0.0
80,0.4,6,B,mixed,0.4,0.3333333333333333,0.0,0.3333333333333333
80,0.4,6,B,mixed,0.5,0.5,0.5,0.0
80,0.4,6,B,mixed,0.6,0.3333333333333333,0.3333333333333333,0.0
80,0.4,6,B,mixed,0.7,0.0,0.0,0.0
80,0.4,6,B,mixed,0.8,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,6,B,mixed,0.9,0.5,0.75,-0.25
80,0.4,6,B,mixed,1.0,0.3333333333333333,0.3333333333333333,0.0
80,0.4,6,B,pure_straight,0.1,0.0,0.3333333333333333,-0.3333333333333333
80,0.4,6,B,pure_straight,0.2,0.0,0.0,0.0
80,0.4,6,B,pure_straight,0.3,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,6,B,pure_straight,0.4,0.5,0.75,-0.25
80,0.4,6,B,pure_straight,0.5,1.0,1.0,0.0
80,0.4,6,B,pure_straight,0.6,0.6666666666666666,0.6666666666666666,0.0
80,0.4,6,B,pure_straight,0.7,1.0,1.0,0.0
80,0.4,6,B,pure_straight,0.8,1.0,1.0,0.0
80,0.4,6,B,pure_straight,0.9,1.0,1.0,0.0
80,0.4,6,B,pure_straight,1.0,1.0,1.0,0.0
80,0.4,6,B,random,0.1,0.0,0.0,0.0
80,0.4,6,B,random,0.2,0.0,0.0,0.0
80,0.4,6,B,random,0.3,0.3333333333333333,0.3333333333333333,0.0
80,0.4,6,B,random,0.4,0.3333333333333333,0.3333333333333333,0.0
80,0.4,6,B,random,0.5,0.6666666666666666,0.6666666666666666,0.0
80,0.4,6,B,random,0.6,0.5,0.75,-0.25
80,0.4,6,B,random,0.7,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,6,B,random,0.8,1.0,0.3333333333333333,0.6666666666666667
80,0.4,6,B,random,0.9,0.5,0.5,0.0
80,0.4,6,B,random,1.0,0.0,0.0,0.0
80,0.4,7,B,acquiescent,0.1,0.25,0.5,-0.25
80,0.4,7,B,acquiescent,0.2,0.0,0.0,0.0
80,0.4,7,B,acquiescent,0.3,0.3333333333333333,0.6666666666666666,-0.3333333333333333
80,0.4,7,B,acquiescent,0.4,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,7,B,acquiescent,0.5,0.25,0.5,-0.25
80,0.4,7,B,acquiescent,0.6,1.0,1.0,0.0
80,0.4,7,B,acquiescent,0.7,1.0,1.0,0.0
80,0.4,7,B,acquiescent,0.8,1.0,1.0,0.0
80,0.4,7,B,acquiescent,0.9,1.0,1.0,0.0
80,0.4,7,B,acquiescent,1.0,1.0,1.0,0.0
80,0.4,7,B,fatigue,0.1,0.0,0.0,0.0
80,0.4,7,B,fatigue,0.2,0.25,0.25,0.0
80,0.4,7,B,fatigue,0.3,0.0,0.0,0.0
80,0.4,7,B,fatigue,0.4,0.0,0.3333333333333333,-0.3333333333333333
80,0.4,7,B,fatigue,0.5,0.3333333333333333,0.3333333333333333,0.0
80,0.4,7,B,fatigue,0.6,0.3333333333333333,0.0,0.3333333333333333
80,0.4,7,B,fatigue,0.7,1.0,0.6666666666666666,0.33333333333333337
80,0.4,7,B,fatigue,0.8,0.75,0.75,0.0
80,0.4,7,B,fatigue,0.9,0.6666666666666666,0.6666666666666666,0.0
80,0.4,7,B,fatigue,1.0,0.3333333333333333,0.0,0.3333333333333333
80,0.4,7,B,longstring,0.1,0.0,0.0,0.0
80,0.4,7,B,longstring,0.2,0.0,0.0,0.0
80,0.4,7,B,longstring,0.3,0.6666666666666666,0.6666666666666666,0.0
80,0.4,7,B,longstring,0.4,0.3333333333333333,0.3333333333333333,0.0
80,0.4,7,B,longstring,0.5,0.5,0.5,0.0
80,0.4,7,B,longstring,0.6,0.6666666666666666,0.6666666666666666,0.0
80,0.4,7,B,longstring,0.7,0.3333333333333333,0.3333333333333333,0.0
80,0.4,7,B,longstring,0.8,1.0,0.6666666666666666,0.33333333333333337
80,0.4,7,B,longstring,0.9,0.6666666666666666,0.6666666666666666,0.0
80,0.4,7,B,longstring,1.0,0.75,0.5,0.25
80,0.4,7,B,mixed,0.1,0.3333333333333333,0.3333333333333333,0.0
80,0.4,7,B,mixed,0.2,0.3333333333333333,0.3333333333333333,0.0
80,0.4,7,B,mixed,0.3,0.0,0.3333333333333333,-0.3333333333333333
80,0.4,7,B,mixed,0.4,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,7,B,mixed,0.5,0.0,0.0,0.0
80,0.4,7,B,mixed,0.6,0.25,0.0,0.25
80,0.4,7,B,mixed,0.7,0.25,0.25,0.0
80,0.4,7,B,mixed,0.8,0.3333333333333333,0.3333333333333333,0.0
80,0.4,7,B,mixed,0.9,0.5,0.5,0.0
80,0.4,7,B,mixed,1.0,1.0,0.6666666666666666,0.33333333333333337
80,0.4,7,B,pure_straight,0.1,0.5,0.5,0.0
80,0.4,7,B,pure_straight,0.2,0.3333333333333333,0.6666666666666666,-0.3333333333333333
80,0.4,7,B,pure_straight,0.3,1.0,0.3333333333333333,0.6666666666666667
80,0.4,7,B,pure_straight,0.4,1.0,1.0,0.0
80,0.4,7,B,pure_straight,0.5,1.0,0.6666666666666666,0.33333333333333337
80,0.4,7,B,pure_straight,0.6,1.0,1.0,0.0
80,0.4,7,B,pure_straight,0.7,1.0,1.0,0.0
80,0.4,7,B,pure_straight,0.8,1.0,1.0,0.0
80,0.4,7,B,pure_straight,0.9,1.0,1.0,0.0
80,0.4,7,B,pure_straight,1.0,1.0,1.0,0.0
80,0.4,7,B,random,0.1,0.0,0.0,0.0
80,0.4,7,B,random,0.2,0.0,0.0,0.0
80,0.4,7,B,random,0.3,0.0,0.0,0.0
80,0.4,7,B,random,0.4,0.0,0.0,0.0
80,0.4,7,B,random,0.5,0.0,0.25,-0.25
80,0.4,7,B,random,0.6,0.0,0.0,0.0
80,0.4,7,B,random,0.7,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,7,B,random,0.8,0.3333333333333333,0.3333333333333333,0.0
80,0.4,7,B,random,0.9,0.3333333333333333,0.0,0.3333333333333333
80,0.4,7,B,random,1.0,0.5,0.25,0.25
80,0.4,8,B,acquiescent,0.1,0.6666666666666666,0.6666666666666666,0.0
80,0.4,8,B,acquiescent,0.2,0.0,0.0,0.0
80,0.4,8,B,acquiescent,0.3,0.3333333333333333,0.3333333333333333,0.0
80,0.4,8,B,acquiescent,0.4,0.5,0.25,0.25
80,0.4,8,B,acquiescent,0.5,0.3333333333333333,0.6666666666666666,-0.3333333333333333
80,0.4,8,B,acquiescent,0.6,1.0,0.6666666666666666,0.33333333333333337
80,0.4,8,B,acquiescent,0.7,1.0,0.75,0.25
80,0.4,8,B,acquiescent,0.8,1.0,1.0,0.0
80,0.4,8,B,acquiescent,0.9,1.0,1.0,0.0
80,0.4,8,B,acquiescent,1.0,1.0,1.0,0.0
80,0.4,8,B,fatigue,0.1,0.3333333333333333,0.3333333333333333,0.0
80,0.4,8,B,fatigue,0.2,0.25,0.0,0.25
80,0.4,8,B,fatigue,0.3,0.0,0.0,0.0
80,0.4,8,B,fatigue,0.4,0.0,0.0,0.0
80,0.4,8,B,fatigue,0.5,0.3333333333333333,0.0,0.3333333333333333
80,0.4,8,B,fatigue,0.6,0.0,0.0,0.0
80,0.4,8,B,fatigue,0.7,0.5,0.75,-0.25
80,0.4,8,B,fatigue,0.8,1.0,0.75,0.25
80,0.4,8,B,fatigue,0.9,1.0,1.0,0.0
80,0.4,8,B,fatigue,1.0,1.0,1.0,0.0
80,0.4,8,B,longstring,0.1,0.0,0.3333333333333333,-0.3333333333333333
80,0.4,8,B,longstring,0.2,0.3333333333333333,0.0,0.3333333333333333
80,0.4,8,B,longstring,0.3,0.25,0.5,-0.25
80,0.4,8,B,longstring,0.4,0.75,0.75,0.0
80,0.4,8,B,longstring,0.5,0.6666666666666666,0.6666666666666666,0.0
80,0.4,8,B,longstring,0.6,1.0,1.0,0.0
80,0.4,8,B,longstring,0.7,1.0,1.0,0.0
80,0.4,8,B,longstring,0.8,1.0,0.75,0.25
80,0.4,8,B,longstring,0.9,0.6666666666666666,0.6666666666666666,0.0
80,0.4,8,B,longstring,1.0,1.0,0.6666666666666666,0.33333333333333337
80,0.4,8,B,mixed,0.1,0.0,0.0,0.0
80,0.4,8,B,mixed,0.2,0.3333333333333333,0.3333333333333333,0.0
80,0.4,8,B,mixed,0.3,0.3333333333333333,0.0,0.3333333333333333
80,0.4,8,B,mixed,0.4,0.3333333333333333,0.3333333333333333,0.0
80,0.4,8,B,mixed,0.5,0.25,0.25,0.0
80,0.4,8,B,mixed,0.6,0.3333333333333333,0.6666666666666666,-0.3333333333333333
80,0.4,8,B,mixed,0.7,0.0,0.0,0.0
80,0.4,8,B,mixed,0.8,0.75,0.75,0.0
80,0.4,8,B,mixed,0.9,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,8,B,mixed,1.0,0.25,0.25,0.0
80,0.4,8,B,pure_straight,0.1,0.0,0.25,-0.25
80,0.4,8,B,pure_straight,0.2,0.0,0.0,0.0
80,0.4,8,B,pure_straight,0.3,0.0,0.0,0.0
80,0.4,8,B,pure_straight,0.4,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,8,B,pure_straight,0.5,0.75,0.75,0.0
80,0.4,8,B,pure_straight,0.6,1.0,0.6666666666666666,0.33333333333333337
80,0.4,8,B,pure_straight,0.7,1.0,0.6666666666666666,0.33333333333333337
80,0.4,8,B,pure_straight,0.8,1.0,1.0,0.0
80,0.4,8,B,pure_straight,0.9,1.0,1.0,0.0
80,0.4,8,B,pure_straight,1.0,1.0,1.0,0.0
80,0.4,8,B,random,0.1,0.0,0.0,0.0
80,0.4,8,B,random,0.2,0.0,0.0,0.0
80,0.4,8,B,random,0.3,0.3333333333333333,0.3333333333333333,0.0
80,0.4,8,B,random,0.4,0.3333333333333333,0.0,0.3333333333333333
80,0.4,8,B,random,0.5,0.0,0.0,0.0
80,0.4,8,B,random,0.6,0.3333333333333333,0.6666666666666666,-0.3333333333333333
80,0.4,8,B,random,0.7,0.25,0.25,0.0
80,0.4,8,B,random,0.8,0.6666666666666666,0.0,0.6666666666666666
80,0.4,8,B,random,0.9,0.25,0.25,0.0
80,0.4,8,B,random,1.0,1.0,1.0,0.0
80,0.4,9,B,acquiescent,0.1,0.3333333333333333,0.0,0.3333333333333333
80,0.4,9,B,acquiescent,0.2,0.3333333333333333,0.3333333333333333,0.0
80,0.4,9,B,acquiescent,0.3,0.0,0.25,-0.25
80,0.4,9,B,acquiescent,0.4,0.3333333333333333,0.0,0.3333333333333333
80,0.4,9,B,acquiescent,0.5,0.75,0.75,0.0
80,0.4,9,B,acquiescent,0.6,1.0,0.75,0.25
80,0.4,9,B,acquiescent,0.7,1.0,1.0,0.0
80,0.4,9,B,acquiescent,0.8,1.0,1.0,0.0
80,0.4,9,B,acquiescent,0.9,1.0,1.0,0.0
80,0.4,9,B,acquiescent,1.0,1.0,1.0,0.0
80,0.4,9,B,fatigue,0.1,0.0,0.25,-0.25
80,0.4,9,B,fatigue,0.2,0.5,0.5,0.0
80,0.4,9,B,fatigue,0.3,0.3333333333333333,0.3333333333333333,0.0
80,0.4,9,B,fatigue,0.4,0.3333333333333333,0.3333333333333333,0.0
80,0.4,9,B,fatigue,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,9,B,fatigue,0.6,1.0,1.0,0.0
80,0.4,9,B,fatigue,0.7,0.0,0.0,0.0
80,0.4,9,B,fatigue,0.8,1.0,1.0,0.0
80,0.4,9,B,fatigue,0.9,0.3333333333333333,0.6666666666666666,-0.3333333333333333
80,0.4,9,B,fatigue,1.0,1.0,1.0,0.0
80,0.4,9,B,longstring,0.1,0.3333333333333333,0.3333333333333333,0.0
80,0.4,9,B,longstring,0.2,0.0,0.0,0.0
80,0.4,9,B,longstring,0.3,0.0,0.0,0.0
80,0.4,9,B,longstring,0.4,0.25,0.25,0.0
80,0.4,9,B,longstring,0.5,0.5,0.5,0.0
80,0.4,9,B,longstring,0.6,1.0,1.0,0.0
80,0.4,9,B,longstring,0.7,0.0,0.3333333333333333,-0.3333333333333333
80,0.4,9,B,longstring,0.8,0.6666666666666666,0.6666666666666666,0.0
80,0.4,9,B,longstring,0.9,0.5,0.5,0.0
80,0.4,9,B,longstring,1.0,1.0,1.0,0.0
80,0.4,9,B,mixed,0.1,0.0,0.0,0.0
80,0.4,9,B,mixed,0.2,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,9,B,mixed,0.3,0.3333333333333333,0.3333333333333333,0.0
80,0.4,9,B,mixed,0.4,0.5,0.25,0.25
80,0.4,9,B,mixed,0.5,0.3333333333333333,0.3333333333333333,0.0
80,0.4,9,B,mixed,0.6,0.3333333333333333,0.0,0.3333333333333333
80,0.4,9,B,mixed,0.7,0.25,0.25,0.0
80,0.4,9,B,mixed,0.8,0.5,0.25,0.25
80,0.4,9,B,mixed,0.9,0.3333333333333333,0.3333333333333333,0.0
80,0.4,9,B,mixed,1.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333
80,0.4,9,B,pure_straight,0.1,0.3333333333333333,0.3333333333333333,0.0
80,0.4,9,B,pure_straight,0.2,0.3333333333333333,0.3333333333333333,0.0
80,0.4,9,B,pure_straight,0.3,0.5,0.75,-0.25
80,0.4,9,B,pure_straight,0.4,0.0,0.0,0.0
80,0.4,9,B,pure_straight,0.5,1.0,1.0,0.0
80,0.4,9,B,pure_straight,0.6,1.0,1.0,0.0
80,0.4,9,B,pure_straight,0.7,1.0,1.0,0.0
80,0.4,9,B,pure_straight,0.8,1.0,1.0,0.0
80,0.4,9,B,pure_straight,0.9,1.0,1.0,0.0
80,0.4,9,B,pure_straight,1.0,1.0,1.0,0.0
80,0.4,9,B,random,0.1,0.3333333333333333,0.0,0.3333333333333333
80,0.4,9,B,random,0.2,0.0,0.0,0.0
80,0.4,9,B,random,0.3,0.25,0.25,0.0
80,0.4,9,B,random,0.4,1.0,1.0,0.0
80,0.4,9,B,random,0.5,0.0,0.0,0.0
80,0.4,9,B,random,0.6,0.3333333333333333,0.3333333333333333,0.0
80,0.4,9,B,random,0.7,0.5,0.5,0.0
80,0.4,9,B,random,0.8,0.3333333333333333,0.3333333333333333,0.0
80,0.4,9,B,random,0.9,0.0,0.0,0.0
80,0.4,9,B,random,1.0,0.5,1.0,-0.5
80,0.4,10,B,acquiescent,0.1,0.0,0.0,0.0
80,0.4,10,B,acquiescent,0.2,0.3333333333333333,0.3333333333333333,0.0
80,0.4,10,B,acquiescent,0.3,0.5,0.75,-0.25
80,0.4,10,B,acquiescent,0.4,0.0,0.3333333333333333,-0.3333333333333333
80,0.4,10,B,acquiescent,0.5,0.75,0.75,0.0
80,0.4,10,B,acquiescent,0.6,1.0,0.6666666666666666,0.33333333333333337
80,0.4,10,B,acquiescent,0.7,0.75,0.75,0.0
80,0.4,10,B,acquiescent,0.8,1.0,1.0,0.0
80,0.4,10,B,acquiescent,0.9,1.0,1.0,0.0
80,0.4,10,B,acquiescent,1.0,1.0,1.0,0.0
80,0.4,10,B,fatigue,0.1,0.0,0.0,0.0
80,0.4,10,B,fatigue,0.2,0.0,0.0,0.0
80,0.4,10,B,fatigue,0.3,0.0,0.3333333333333333,-0.3333333333333333
80,0.4,10,B,fatigue,0.4,0.3333333333333333,0.0,0.3333333333333333
80,0.4,10,B,fatigue,0.5,0.3333333333333333,0.6666666666666666,-0.3333333333333333
80,0.4,10,B,fatigue,0.6,1.0,0.6666666666666666,0.33333333333333337
80,0.4,10,B,fatigue,0.7,0.3333333333333333,0.0,0.3333333333333333
80,0.4,10,B,fatigue,0.8,0.6666666666666666,0.6666666666666666,0.0
80,0.4,10,B,fatigue,0.9,0.6666666666666666,0.6666666666666666,0.0
80,0.4,10,B,fatigue,1.0,1.0,0.75,0.25
80,0.4,10,B,longstring,0.1,0.0,0.6666666666666666,-0.6666666666666666
80,0.4,10,B,longstring,0.2,0.0,0.3333333333333333,-0.3333333333333333
80,0.4,10,B,longstring,0.3,0.0,0.0,0.0
80,0.4,10,B,longstring,0.4,0.25,0.25,0.0
80,0.4,10,B,longstring,0.5,0.6666666666666666,0.6666666666666666,0.0
80,0.4,10,B,longstring,0.6,0.3333333333333333,0.3333333333333333,0.0
80,0.4,10,B,longstring,0.7,0.6666666666666666,0.6666666666666666,0.0
80,0.4,10,B,longstring,0.8,0.5,0.5,0.0
80,0.4,10,B,longstring,0.9,1.0,1.0,0.0
80,0.4,10,B,longstring,1.0,0.75,1.0,-0.25
80,0.4,10,B,mixed,0.1,0.0,0.0,0.0
80,0.4,10,B,mixed,0.2,0.0,0.0,0.0
80,0.4,10,B,mixed,0.3,0.0,0.0,0.0
80,0.4,10,B,mixed,0.4,0.3333333333333333,0.6666666666666666,-0.3333333333333333
80,0.4,10,B,mixed,0.5,0.5,0.25,0.25
80,0.4,10,B,mixed,0.6,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,10,B,mixed,0.7,1.0,1.0,0.0
80,0.4,10,B,mixed,0.8,1.0,0.3333333333333333,0.6666666666666667
80,0.4,10,B,mixed,0.9,0.6666666666666666,0.6666666666666666,0.0
80,0.4,10,B,mixed,1.0,0.25,0.25,0.0
80,0.4,10,B,pure_straight,0.1,0.0,0.0,0.0
80,0.4,10,B,pure_straight,0.2,0.3333333333333333,0.3333333333333333,0.0
80,0.4,10,B,pure_straight,0.3,0.6666666666666666,0.6666666666666666,0.0
80,0.4,10,B,pure_straight,0.4,0.25,0.5,-0.25
80,0.4,10,B,pure_straight,0.5,0.75,0.75,0.0
80,0.4,10,B,pure_straight,0.6,1.0,1.0,0.0
80,0.4,10,B,pure_straight,0.7,1.0,1.0,0.0
80,0.4,10,B,pure_straight,0.8,1.0,1.0,0.0
80,0.4,10,B,pure_straight,0.9,1.0,1.0,0.0
80,0.4,10,B,pure_straight,1.0,1.0,1.0,0.0
80,0.4,10,B,random,0.1,0.0,0.0,0.0
80,0.4,10,B,random,0.2,0.3333333333333333,0.3333333333333333,0.0
80,0.4,10,B,random,0.3,0.0,0.0,0.0
80,0.4,10,B,random,0.4,0.25,0.25,0.0
80,0.4,10,B,random,0.5,0.3333333333333333,0.3333333333333333,0.0
80,0.4,10,B,random,0.6,0.5,0.25,0.25
80,0.4,10,B,random,0.7,0.3333333333333333,0.0,0.3333333333333333
80,0.4,10,B,random,0.8,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,10,B,random,0.9,0.75,0.5,0.25
80,0.4,10,B,random,1.0,0.5,1.0,-0.5
80,0.4,11,B,acquiescent,0.1,0.0,0.0,0.0
80,0.4,11,B,acquiescent,0.2,0.3333333333333333,0.3333333333333333,0.0
80,0.4,11,B,acquiescent,0.3,0.75,0.75,0.0
80,0.4,11,B,acquiescent,0.4,0.0,0.0,0.0
80,0.4,11,B,acquiescent,0.5,0.6666666666666666,0.6666666666666666,0.0
80,0.4,11,B,acquiescent,0.6,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,11,B,acquiescent,0.7,0.6666666666666666,0.6666666666666666,0.0
80,0.4,11,B,acquiescent,0.8,1.0,0.75,0.25
80,0.4,11,B,acquiescent,0.9,1.0,1.0,0.0
80,0.4,11,B,acquiescent,1.0,1.0,1.0,0.0
80,0.4,11,B,fatigue,0.1,0.0,0.0,0.0
80,0.4,11,B,fatigue,0.2,0.6666666666666666,0.6666666666666666,0.0
80,0.4,11,B,fatigue,0.3,0.0,0.0,0.0
80,0.4,11,B,fatigue,0.4,0.3333333333333333,0.3333333333333333,0.0
80,0.4,11,B,fatigue,0.5,0.6666666666666666,1.0,-0.33333333333333337
80,0.4,11,B,fatigue,0.6,0.25,0.0,0.25
80,0.4,11,B,fatigue,0.7,0.25,0.5,-0.25
80,0.4,11,B,fatigue,0.8,0.75,1.0,-0.25
80,0.4,11,B,fatigue,0.9,1.0,1.0,0.0
80,0.4,11,B,fatigue,1.0,1.0,1.0,0.0
80,0.4,11,B,longstring,0.1,0.3333333333333333,0.3333333333333333,0.0
80,0.4,11,B,longstring,0.2,0.3333333333333333,0.0,0.3333333333333333
80,0.4,11,B,longstring,0.3,0.75,0.75,0.0
80,0.4,11,B,longstring,0.4,0.3333333333333333,0.3333333333333333,0.0
80,0.4,11,B,longstring,0.5,0.0,0.0,0.0
80,0.4,11,B,longstring,0.6,0.6666666666666666,0.6666666666666666,0.0
80,0.4,11,B,longstring,0.7,0.25,0.0,0.25
80,0.4,11,B,longstring,0.8,0.5,0.5,0.0
80,0.4,11,B,longstring,0.9,0.6666666666666666,0.6666666666666666,0.0
80,0.4,11,B,longstring,1.0,0.5,0.75,-0.25
80,0.4,11,B,mixed,0.1,0.5,0.25,0.25
80,0.4,11,B,mixed,0.2,0.0,0.0,0.0
80,0.4,11,B,mixed,0.3,0.6666666666666666,0.6666666666666666,0.0
80,0.4,11,B,mixed,0.4,0.3333333333333333,0.3333333333333333,0.0
80,0.4,11,B,mixed,0.5,0.3333333333333333,0.3333333333333333,0.0
80,0.4,11,B,mixed,0.6,0.5,0.75,-0.25
80,0.4,11,B,mixed,0.7,0.0,0.0,0.0
80,0.4,11,B,mixed,0.8,0.0,0.0,0.0
80,0.4,11,B,mixed,0.9,0.6666666666666666,0.3333333333333333,0.3333333333333333
80,0.4,11,B,mixed,1.0,0.6666666666666666,0.6666666666666666,0.0
80,0.4,11,B,pure_straight,0.1,0.0,0.0,0.0
80,0.4,11,B,pure_straight,0.2,0.75,0.75,0.0
80,0.4,11,B,pure_straight,0.3,0.3333333333333333,0.6666666666666666,-0.3333333333333333
80,0.4,11,B,pure_straight,0.4,0.6666666666666666,0.6666666666666666,0.0
80,0.4,11,B,pure_straight,0.5,0.6666666666666666,0.6666666666666666,0.0
80,0.4,11,B,pure_straight,0.6,0.6666666666666666,1.0,-0.33333333333333337
80,0.4,11,B,pure_straight,0.7,1.0,1.0,0.0
80,0.4,11,B,pure_straight,0.8,1.0,1.0,0.0
80,0.4,11,B,pure_straight,0.9,1.0,1.0,0.0
80,0.4,11,B,pure_straight,1.0,1.0,1.0,0.0
80,0.4,11,B,random,0.1,0.0,0.25,-0.25
80,0.4,11,B,random,0.2,0.25,0.25,0.0
80,0.4,11,B,random,0.3,0.0,0.0,0.0
80,0.4,11,B,random,0.4,0.3333333333333333,0.0,0.3333333333333333
80,0.4,11,B,random,0.5,0.5,0.25,0.25
80,0.4,11,B,random,0.6,0.3333333333333333,0.3333333333333333,0.0
80,0.4,11,B,random,0.7,0.3333333333333333,0.3333333333333333,0.0
80,0.4,11,B,random,0.8,0.6666666666666666,0.6666666666666666,0.0
80,0.4,11,B,random,0.9,0.0,0.3333333333333333,-0.3333333333333333
80,0.4,11,B,random,1.0,0.25,0.25,0.0
80,0.4,12,B,acquiescent,0.1,0.0,0.0,0.0
80,0.4,12,B,acquiescent,0.2,0.0,0.0,0.0
80,0.4,12,B,acquiescent,0.3,0.25,0.5,-0.25
80,0.4,12,B,acquiescent,0.4,0.3333333333333333,0.3333333333333333,0.0
80,0.4,12,B,acquiescent,0.5,0.3333333333333333,0.3333333333333333,0.0
80,0.4,12,B,acquiescent,0.6,0.3333333333333333,0.3333333333333333,0.0
80,0.4,12,B,acquiescent,0.7,1.0,1.0,0.0
80,0.4,12,B,acquiescent,0.8,1.0,1.0,0.0
80,0.4,12,B,acquiescent,0.9,1.0,1.0,0.0
80,0.4,12,B,acquiescent,1.0,1.0,1.0,0.0
80,0.4,12,B,fatigue,0.1,0.3333333333333333,0.0,0.3333333333333333
80,0.4,12,B,fatigue,0.2,0.0,0.0,0.0
80,0.4,12,B,fatigue,0.3,0.3333333333333333,0.0,0.3333333333333333
80,0.4,12,B,fatigue,0.4,0.3333333333333333,0.0,0.3333333333333333
80,0.4,12,B,fatigue,0.5,0.3333333333333333,0.3333333333333333,0.0
80,0.4,12,B,fatigue,0.6,0.6666666666666666,0.6666666666666666,0.0
80,0.4,12,B,fatigue,0.7,0.5,0.75,-0.25
80,0.4,12,B,fatigue,0.8,0.6666666666666666,0.6666666666666666,0.0
80,0.4,12,B,fatigue,0.9,0.5,1.0,-0.5
80,0.4,12,B,fatigue,1.0,0.6666666666666666,0.6666666666666666,0.0
80,0.4,12,B,longstring,0.1,0.25,0.25,0.0
80,0.4,12,B,longstring,0.2,0.25,0.25,0.0
80,0.4,12,B,longstring,0.3,0.0,0.0,0.0
80,0.4,12,B,longstring,0.4,0.0,0.0,0.0
80,0.4,12,B,longstring,0.5,0.6666666666666666,0.6666666666666666,0.0
80,0.4,12,B,longstring,0.6,0.6666666666666666,0.6666666666666666,0.0
80,0.4,12,B,longstring,0.7,0.3333333333333333,0.0,0.3333333333333333
80,0.4,12,B,longstring,0.8,1.0,1.0,0.0
80,0.4,12,B,longstring,0.9,0.5,0.75,-0.25
80,0.4,12,B,longstring,1.0,1.0,1.0,0.0
80,0.4,12,B,mixed,0.1,0.3333333333333333,0.6666666666666666,-0.3333333333333333
80,0.4,12,B,mixed,0.2,0.0,0.0,0.0
80,0.4,12,B,mixed,0.3,0.0,0.0,0.0
80,0.4,12,B,mixed,0.4,0.6666666666666666,0.6666666666666666,0.0
80,0.4,12,B,mixed,0.5,0.5,0.5,0.0
80,0.4,12,B,mixed,0.6,0.25,0.5,-0.25
80,0.4,12,B,mixed,0.7,0.3333333333333333,0.3333333333333333,0.0
80,0.4,12,B,mixed,0.8,0.0,0.0,0.0
80,0.4,12,B,mixed,0.9,0.0,0.3333333333333333,-0.3333333333333333
80,0.4,12,B,mixed,1.0,0.3333333333333333,0.3333333333333333,0.0
