"nF","ipf","total_items","rep","z_threshold","n_true_careless","n_noise","n_clean","mcc_std","mcc_f","sens_std","spec_std","sens_f","spec_f","noise_flagged_std","noise_flagged_f","mode_std","mode_f","n_pairs_std","n_pairs_f"
4,3,12,1,2.3,22,23,255,0.0162687186397353,0.0385540422581805,1,0.00359712230215827,0.954545454545455,0.0863309352517986,1,0.869565217391304,"weighted","efa_d",66,21
4,3,12,1,2.5,22,23,255,0,0.00986394050030015,1,0,0.954545454545455,0.0539568345323741,1,0.91304347826087,"weighted","efa_d",66,21
4,3,12,1,2.7,22,23,255,0,-0.0254858242669388,1,0,0.954545454545455,0.0287769784172662,1,0.956521739130435,"weighted","efa_d",66,21
4,3,12,1,2.9,22,23,255,0,-0.0412226860926696,1,0,0.954545454545455,0.0215827338129496,1,1,"weighted","efa_d",66,21
8,3,24,1,0.1,22,23,255,0.200292066481522,0.211949998390659,0.5,0.81294964028777,0.636363636363636,0.733812949640288,0.521739130434783,0.521739130434783,"weighted","efa_d",276,63
8,3,24,1,0.3,22,23,255,0.18926654653174,0.159694925336383,0.590909090909091,0.737410071942446,0.636363636363636,0.658273381294964,0.521739130434783,0.565217391304348,"weighted","efa_d",276,63
8,3,24,1,0.5,22,23,255,0.177160012737398,0.17097740494302,0.681818181818182,0.647482014388489,0.727272727272727,0.597122302158273,0.652173913043478,0.565217391304348,"weighted","efa_d",276,63
8,3,24,1,0.7,22,23,255,0.182784090022266,0.173425448947477,0.818181818181818,0.532374100719424,0.818181818181818,0.514388489208633,0.652173913043478,0.608695652173913,"weighted","efa_d",276,63
8,3,24,1,0.9,22,23,255,0.144548388054761,0.144548388054761,0.818181818181818,0.456834532374101,0.818181818181818,0.456834532374101,0.695652173913043,0.608695652173913,"weighted","efa_d",276,63
8,3,24,1,1.1,22,23,255,0.119236849276842,0.109646674903334,0.863636363636364,0.352517985611511,0.818181818181818,0.384892086330935,0.695652173913043,0.739130434782609,"weighted","efa_d",276,63
8,3,24,1,1.3,22,23,255,0.0738253703431308,0.0689024729750553,0.863636363636364,0.258992805755396,0.818181818181818,0.302158273381295,0.782608695652174,0.91304347826087,"weighted","efa_d",276,63
8,3,24,1,1.5,22,23,255,0.059231400714665,0.0644960767470796,0.909090909090909,0.176258992805755,0.863636363636364,0.241007194244604,0.91304347826087,0.956521739130435,"weighted","efa_d",276,63
8,3,24,1,1.7,22,23,255,0.0686892235710211,0.0710564400353651,0.954545454545455,0.133093525179856,0.909090909090909,0.197841726618705,0.91304347826087,1,"weighted","efa_d",276,63
8,3,24,1,1.9,22,23,255,0.043787523806311,0.0823642987626659,0.954545454545455,0.0935251798561151,0.954545454545455,0.158273381294964,0.91304347826087,1,"weighted","efa_d",276,63
8,3,24,1,2.1,22,23,255,0.020649916910064,0.0645324495537322,0.954545454545455,0.0647482014388489,0.954545454545455,0.12589928057554,1,1,"weighted","efa_d",276,63
8,3,24,1,2.3,22,23,255,-0.0078303629989854,0.0511477169287564,0.954545454545455,0.039568345323741,0.954545454545455,0.10431654676259,1,1,"weighted","efa_d",276,63
8,3,24,1,2.5,22,23,255,0.0401874918725943,0.0385540422581805,1,0.0215827338129496,0.954545454545455,0.0863309352517986,1,1,"weighted","efa_d",276,63
8,3,24,1,2.7,22,23,255,0.0327019072605787,0.0710723443150359,1,0.0143884892086331,1,0.0647482014388489,1,1,"weighted","efa_d",276,63
8,3,24,1,2.9,22,23,255,0.0230460133033402,0.0622400515561235,1,0.00719424460431655,1,0.0503597122302158,1,1,"weighted","efa_d",276,63
12,3,36,1,0.1,21,24,255,0.0972601995669621,0.0792233209931848,0.333333333333333,0.817204301075269,0.428571428571429,0.71326164874552,0.208333333333333,0.333333333333333,"weighted","efa_d",630,99
12,3,36,1,0.3,21,24,255,0.061684897588347,0.0563502395766712,0.380952380952381,0.727598566308244,0.476190476190476,0.630824372759857,0.291666666666667,0.458333333333333,"weighted","efa_d",630,99
