"nF","ipf","total_items","rep","z_threshold","n_true_careless","n_noise","n_clean","mcc_std","mcc_f","sens_std","spec_std","sens_f","spec_f","noise_flagged_std","noise_flagged_f","mode_std","mode_f","n_pairs_std","n_pairs_f"
12,3,36,2,2.7,21,24,255,-0.102275215235764,0.0455368605823842,0.857142857142857,0.0501792114695341,0.952380952380952,0.100358422939068,1,0.958333333333333,"weighted","efa_d",630,103
12,3,36,2,2.9,21,24,255,-0.0773358081187903,0.0380768841558612,0.904761904761905,0.03584229390681,0.952380952380952,0.0896057347670251,1,0.958333333333333,"weighted","efa_d",630,103
20,3,60,2,0.1,22,23,255,0.160858106620279,0.187171790011809,0.181818181818182,0.956834532374101,0.318181818181818,0.906474820143885,0.130434782608696,0.304347826086957,"weighted","efa_d",1770,190
20,3,60,2,0.3,22,23,255,0.140589304495577,0.181308481639881,0.227272727272727,0.924460431654676,0.363636363636364,0.877697841726619,0.217391304347826,0.391304347826087,"weighted","efa_d",1770,190
20,3,60,2,0.5,22,23,255,0.152971111619446,0.153693171035307,0.318181818181818,0.881294964028777,0.409090909090909,0.823741007194245,0.304347826086957,0.478260869565217,"weighted","efa_d",1770,190
20,3,60,2,0.7,22,23,255,0.115082363089702,0.159547446139522,0.363636363636364,0.81294964028777,0.5,0.766187050359712,0.434782608695652,0.478260869565217,"weighted","efa_d",1770,190
20,3,60,2,0.9,22,23,255,0.0881341815788201,0.158498085105445,0.409090909090909,0.741007194244604,0.590909090909091,0.694244604316547,0.434782608695652,0.608695652173913,"weighted","efa_d",1770,190
20,3,60,2,1.1,22,23,255,0.126584141188868,0.146402316449962,0.545454545454545,0.683453237410072,0.636363636363636,0.636690647482014,0.434782608695652,0.695652173913043,"weighted","efa_d",1770,190
20,3,60,2,1.3,22,23,255,0.0954105669563368,0.13306123050909,0.590909090909091,0.589928057553957,0.681818181818182,0.571942446043165,0.565217391304348,0.739130434782609,"weighted","efa_d",1770,190
20,3,60,2,1.5,22,23,255,0.0417938607566047,0.138637133711102,0.590909090909091,0.489208633093525,0.772727272727273,0.492805755395683,0.608695652173913,0.782608695652174,"weighted","efa_d",1770,190
20,3,60,2,1.7,22,23,255,0.0246430628792933,0.151387017980384,0.636363636363636,0.410071942446043,0.863636363636364,0.420863309352518,0.782608695652174,0.826086956521739,"weighted","efa_d",1770,190
20,3,60,2,1.9,22,23,255,-0.0160545833368214,0.107327636922365,0.636363636363636,0.334532374100719,0.863636363636364,0.327338129496403,0.91304347826087,0.826086956521739,"weighted","efa_d",1770,190
20,3,60,2,2.1,22,23,255,-0.0350320175437479,0.116812096538441,0.681818181818182,0.258992805755396,0.909090909090909,0.29136690647482,0.956521739130435,0.826086956521739,"weighted","efa_d",1770,190
20,3,60,2,2.3,22,23,255,-0.0119296215145734,0.0964704752744333,0.772727272727273,0.20863309352518,0.909090909090909,0.248201438848921,0.956521739130435,0.91304347826087,"weighted","efa_d",1770,190
20,3,60,2,2.5,22,23,255,-0.0194654819113452,0.0691344342533096,0.818181818181818,0.154676258992806,0.909090909090909,0.194244604316547,0.956521739130435,0.956521739130435,"weighted","efa_d",1770,190
20,3,60,2,2.7,22,23,255,-0.0607749233256261,0.0397994227989983,0.818181818181818,0.107913669064748,0.909090909090909,0.143884892086331,0.956521739130435,1,"weighted","efa_d",1770,190
20,3,60,2,2.9,22,23,255,-0.0584452256354542,0.0143600917509809,0.863636363636364,0.0755395683453237,0.909090909090909,0.107913669064748,0.956521739130435,1,"weighted","efa_d",1770,190
30,3,90,2,0.1,24,21,255,0.352121027956072,0.216730361715753,0.5,0.916666666666667,0.25,0.949275362318841,0.238095238095238,0.142857142857143,"coupled","efa_d",121,194
30,3,90,2,0.3,24,21,255,0.340513168396454,0.222277112237194,0.583333333333333,0.876811594202899,0.291666666666667,0.934782608695652,0.333333333333333,0.285714285714286,"coupled","efa_d",121,194
30,3,90,2,0.5,24,21,255,0.384313183682844,0.270310252950645,0.666666666666667,0.869565217391304,0.375,0.923913043478261,0.428571428571429,0.380952380952381,"coupled","efa_d",121,194
30,3,90,2,0.7,24,21,255,0.389619700840612,0.330998982332739,0.708333333333333,0.855072463768116,0.5,0.905797101449275,0.428571428571429,0.476190476190476,"coupled","efa_d",121,194
30,3,90,2,0.9,24,21,255,0.422765091271286,0.370274855880289,0.833333333333333,0.822463768115942,0.583333333333333,0.894927536231884,0.428571428571429,0.476190476190476,"coupled","efa_d",121,194
30,3,90,2,1.1,24,21,255,0.441462194079983,0.394799410052475,0.916666666666667,0.797101449275362,0.708333333333333,0.858695652173913,0.523809523809524,0.523809523809524,"coupled","efa_d",121,194
30,3,90,2,1.3,24,21,255,0.390100573155301,0.323365536756617,0.916666666666667,0.746376811594203,0.708333333333333,0.800724637681159,0.619047619047619,0.571428571428571,"coupled","efa_d",121,194
30,3,90,2,1.5,24,21,255,0.361920433146634,0.291146964016524,0.916666666666667,0.713768115942029,0.708333333333333,0.768115942028985,0.666666666666667,0.571428571428571,"coupled","efa_d",121,194
30,3,90,2,1.7,24,21,255,0.331246080587508,0.239976018697559,0.916666666666667,0.673913043478261,0.708333333333333,0.706521739130435,0.666666666666667,0.619047619047619,"coupled","efa_d",121,194
30,3,90,2,1.9,24,21,255,0.306162922023308,0.245238952049041,0.916666666666667,0.63768115942029,0.791666666666667,0.648550724637681,0.714285714285714,0.619047619047619,"coupled","efa_d",121,194
30,3,90,2,2.1,24,21,255,0.29272323450706,0.258416348233706,0.958333333333333,0.579710144927536,0.875,0.597826086956522,0.80952380952381,0.666666666666667,"coupled","efa_d",121,194
30,3,90,2,2.3,24,21,255,0.274266418768951,0.207627891919988,0.958333333333333,0.547101449275362,0.875,0.507246376811594,0.857142857142857,0.80952380952381,"coupled","efa_d",121,194
30,3,90,2,2.5,24,21,255,0.268533585088075,0.202920694272717,1,0.492753623188406,0.916666666666667,0.452898550724638,0.857142857142857,0.80952380952381,"coupled","efa_d",121,194
30,3,90,2,2.7,24,21,255,0.245819880017744,0.168265232084943,1,0.445652173913043,0.916666666666667,0.380434782608696,0.857142857142857,0.857142857142857,"coupled","efa_d",121,194
30,3,90,2,2.9,24,21,255,0.221162934232346,0.159765243851967,1,0.391304347826087,0.958333333333333,0.307971014492754,0.904761904761905,0.904761904761905,"coupled","efa_d",121,194
4,6,24,2,0.1,24,21,255,0.0892911376198232,0.122407742894965,0.333333333333333,0.800724637681159,0.458333333333333,0.742753623188406,0.285714285714286,0.333333333333333,"weighted","efa_d",276,97
4,6,24,2,0.3,24,21,255,0.119750867712504,0.0827864867995945,0.458333333333333,0.739130434782609,0.458333333333333,0.684782608695652,0.380952380952381,0.476190476190476,"weighted","efa_d",276,97
4,6,24,2,0.5,24,21,255,0.14425708913821,0.049700085879794,0.583333333333333,0.670289855072464,0.458333333333333,0.630434782608696,0.428571428571429,0.476190476190476,"weighted","efa_d",276,97
4,6,24,2,0.7,24,21,255,0.097585942992026,0.111974859840359,0.583333333333333,0.594202898550725,0.625,0.579710144927536,0.523809523809524,0.571428571428571,"weighted","efa_d",276,97
4,6,24,2,0.9,24,21,255,0.161379024999422,0.16227633034381,0.75,0.547101449275362,0.791666666666667,0.507246376811594,0.666666666666667,0.761904761904762,"weighted","efa_d",276,97
4,6,24,2,1.1,24,21,255,0.114761183228928,0.130173676715789,0.75,0.460144927536232,0.791666666666667,0.445652173913043,0.80952380952381,0.857142857142857,"weighted","efa_d",276,97
4,6,24,2,1.3,24,21,255,0.0931751250701086,0.133216220866146,0.791666666666667,0.373188405797101,0.833333333333333,0.405797101449275,0.857142857142857,0.904761904761905,"weighted","efa_d",276,97
4,6,24,2,1.5,24,21,255,0.0876679996705033,0.135594056775282,0.833333333333333,0.315217391304348,0.875,0.36231884057971,0.952380952380952,0.904761904761905,"weighted","efa_d",276,97
4,6,24,2,1.7,24,21,255,0.111731873349117,0.119729726559907,0.916666666666667,0.260869565217391,0.875,0.329710144927536,1,0.904761904761905,"weighted","efa_d",276,97
4,6,24,2,1.9,24,21,255,0.0917044116095481,0.123986539809318,0.916666666666667,0.221014492753623,0.916666666666667,0.286231884057971,1,0.952380952380952,"weighted","efa_d",276,97
4,6,24,2,2.1,24,21,255,0.0801789738064283,0.100953431733553,0.916666666666667,0.199275362318841,0.916666666666667,0.239130434782609,1,1,"weighted","efa_d",276,97
4,6,24,2,2.3,24,21,255,0.0594928221676726,0.0935771250603561,0.916666666666667,0.16304347826087,0.916666666666667,0.22463768115942,1,1,"weighted","efa_d",276,97
4,6,24,2,2.5,24,21,255,0.0688932446001011,0.109736577235033,0.958333333333333,0.123188405797101,0.958333333333333,0.199275362318841,1,1,"weighted","efa_d",276,97
4,6,24,2,2.7,24,21,255,0.0869565217391304,0.0989070710093681,1,0.0869565217391304,0.958333333333333,0.177536231884058,1,1,"weighted","efa_d",276,97
4,6,24,2,2.9,24,21,255,0.0829545138051608,0.0913903020527318,1,0.0797101449275362,0.958333333333333,0.16304347826087,1,1,"weighted","efa_d",276,97
8,6,48,2,0.1,24,21,255,0.116575344410256,0.168845660905127,0.208333333333333,0.916666666666667,0.375,0.855072463768116,0.19047619047619,0.238095238095238,"weighted","efa_d",1128,279
8,6,48,2,0.3,24,21,255,0.113214851796668,0.183279422677888,0.291666666666667,0.858695652173913,0.458333333333333,0.815217391304348,0.285714285714286,0.285714285714286,"weighted","efa_d",1128,279
8,6,48,2,0.5,24,21,255,0.0892911376198232,0.163168918732138,0.333333333333333,0.800724637681159,0.458333333333333,0.793478260869565,0.428571428571429,0.333333333333333,"weighted","efa_d",1128,279
8,6,48,2,0.7,24,21,255,0.0948384314321348,0.123638433021899,0.416666666666667,0.739130434782609,0.5,0.710144927536232,0.523809523809524,0.476190476190476,"weighted","efa_d",1128,279
8,6,48,2,0.9,24,21,255,0.0837924721966357,0.0927367001602779,0.5,0.648550724637681,0.5,0.66304347826087,0.619047619047619,0.523809523809524,"weighted","efa_d",1128,279
8,6,48,2,1.1,24,21,255,0.1263687459238,0.0913305348894909,0.666666666666667,0.565217391304348,0.583333333333333,0.583333333333333,0.666666666666667,0.571428571428571,"weighted","efa_d",1128,279
8,6,48,2,1.3,24,21,255,0.115045638191228,0.0550560092676889,0.708333333333333,0.503623188405797,0.583333333333333,0.518115942028985,0.714285714285714,0.666666666666667,"weighted","efa_d",1128,279
8,6,48,2,1.5,24,21,255,0.0976792222507397,0.0691528793626824,0.708333333333333,0.471014492753623,0.666666666666667,0.460144927536232,0.714285714285714,0.666666666666667,"weighted","efa_d",1128,279
8,6,48,2,1.7,24,21,255,0.136830620020647,0.0381761310339923,0.833333333333333,0.41304347826087,0.666666666666667,0.402173913043478,0.761904761904762,0.80952380952381,"weighted","efa_d",1128,279
8,6,48,2,1.9,24,21,255,0.104257207028537,0.083840599990823,0.833333333333333,0.347826086956522,0.791666666666667,0.355072463768116,0.80952380952381,0.80952380952381,"weighted","efa_d",1128,279
8,6,48,2,2.1,24,21,255,0.105423324174427,0.0913887818249013,0.875,0.300724637681159,0.833333333333333,0.322463768115942,0.80952380952381,0.80952380952381,"weighted","efa_d",1128,279
8,6,48,2,2.3,24,21,255,0.079402925395753,0.0627458956052767,0.875,0.25,0.833333333333333,0.268115942028986,0.857142857142857,0.857142857142857,"weighted","efa_d",1128,279
8,6,48,2,2.5,24,21,255,0.0656134938644558,0.0443786559898036,0.875,0.22463768115942,0.833333333333333,0.235507246376812,0.904761904761905,0.904761904761905,"weighted","efa_d",1128,279
8,6,48,2,2.7,24,21,255,0.0466695788240945,0.0552907335580864,0.875,0.192028985507246,0.875,0.206521739130435,0.904761904761905,0.952380952380952,"weighted","efa_d",1128,279
8,6,48,2,2.9,24,21,255,0.0329690236697894,0.068036140009568,0.875,0.170289855072464,0.916666666666667,0.177536231884058,0.904761904761905,0.952380952380952,"weighted","efa_d",1128,279
12,6,72,2,0.1,23,22,255,0.33502487345555,0.267478592176655,0.695652173913043,0.823104693140794,0.347826086956522,0.935018050541516,0.363636363636364,0.363636363636364,"coupled","efa_d",77,270
12,6,72,2,0.3,23,22,255,0.314756899112169,0.379188214443843,0.739130434782609,0.779783393501805,0.521739130434783,0.924187725631769,0.454545454545455,0.363636363636364,"coupled","efa_d",77,270
12,6,72,2,0.5,23,22,255,0.288318814702084,0.366096681220582,0.739130434782609,0.750902527075812,0.565217391304348,0.902527075812274,0.5,0.363636363636364,"coupled","efa_d",77,270
12,6,72,2,0.7,23,22,255,0.273171750934545,0.421024405148383,0.739130434782609,0.732851985559567,0.695652173913043,0.884476534296029,0.5,0.363636363636364,"coupled","efa_d",77,270
12,6,72,2,0.9,23,22,255,0.250721426217967,0.40509676908246,0.739130434782609,0.703971119133574,0.782608695652174,0.837545126353791,0.545454545454545,0.409090909090909,"coupled","efa_d",77,270
12,6,72,2,1.1,23,22,255,0.27724593257003,0.366098850963981,0.826086956521739,0.675090252707581,0.782608695652174,0.805054151624549,0.545454545454545,0.5,"coupled","efa_d",77,270
12,6,72,2,1.3,23,22,255,0.304158005508039,0.329278050338424,0.91304347826087,0.646209386281588,0.782608695652174,0.768953068592058,0.590909090909091,0.545454545454545,"coupled","efa_d",77,270
12,6,72,2,1.5,23,22,255,0.302028950811372,0.309718117714177,0.956521739130435,0.606498194945848,0.826086956521739,0.71841155234657,0.590909090909091,0.545454545454545,"coupled","efa_d",77,270
12,6,72,2,1.7,23,22,255,0.276845541200008,0.311197654457583,0.956521739130435,0.563176895306859,0.869565217391304,0.689530685920578,0.590909090909091,0.545454545454545,"coupled","efa_d",77,270
12,6,72,2,1.9,23,22,255,0.251772110117127,0.304158005508039,0.956521739130435,0.516245487364621,0.91304347826087,0.646209386281588,0.636363636363636,0.590909090909091,"coupled","efa_d",77,270
12,6,72,2,2.1,23,22,255,0.246889626339718,0.266095786583303,1,0.458483754512635,0.91304347826087,0.584837545126354,0.636363636363636,0.636363636363636,"coupled","efa_d",77,270
12,6,72,2,2.3,23,22,255,0.22399712899402,0.255503521506202,1,0.407942238267148,0.956521739130435,0.523465703971119,0.772727272727273,0.727272727272727,"coupled","efa_d",77,270
12,6,72,2,2.5,23,22,255,0.211446926751245,0.211375046607044,1,0.379061371841155,0.956521739130435,0.433212996389892,0.772727272727273,0.727272727272727,"coupled","efa_d",77,270
12,6,72,2,2.7,23,22,255,0.199187408653885,0.186788485466118,1,0.350180505415162,0.956521739130435,0.379061371841155,0.818181818181818,0.727272727272727,"coupled","efa_d",77,270
12,6,72,2,2.9,23,22,255,0.190139166846027,0.166054741043617,1,0.328519855595668,0.956521739130435,0.332129963898917,0.818181818181818,0.772727272727273,"coupled","efa_d",77,270
20,6,120,2,0.1,26,19,255,0.44034482383796,0.341767942707863,0.538461538461538,0.937956204379562,0.269230769230769,0.978102189781022,0.210526315789474,0.157894736842105,"coupled","efa_d",215,643
20,6,120,2,0.3,26,19,255,0.424929749125454,0.401434767157186,0.576923076923077,0.91970802919708,0.346153846153846,0.974452554744526,0.210526315789474,0.157894736842105,"coupled","efa_d",215,643
20,6,120,2,0.5,26,19,255,0.401973546715849,0.312008879442469,0.576923076923077,0.908759124087591,0.346153846153846,0.948905109489051,0.263157894736842,0.210526315789474,"coupled","efa_d",215,643
20,6,120,2,0.7,26,19,255,0.388748916218522,0.392510260235903,0.615384615384615,0.886861313868613,0.5,0.930656934306569,0.315789473684211,0.263157894736842,"coupled","efa_d",215,643
20,6,120,2,0.9,26,19,255,0.396784938829449,0.332267151331597,0.653846153846154,0.875912408759124,0.5,0.901459854014598,0.315789473684211,0.263157894736842,"coupled","efa_d",215,643
20,6,120,2,1.1,26,19,255,0.389214665884921,0.350322226550705,0.692307692307692,0.854014598540146,0.576923076923077,0.87956204379562,0.421052631578947,0.263157894736842,"coupled","efa_d",215,643
20,6,120,2,1.3,26,19,255,0.384407460492966,0.329212404957133,0.730769230769231,0.832116788321168,0.615384615384615,0.846715328467153,0.421052631578947,0.263157894736842,"coupled","efa_d",215,643
20,6,120,2,1.5,26,19,255,0.373423925913762,0.379819692537235,0.769230769230769,0.802919708029197,0.730769230769231,0.828467153284672,0.421052631578947,0.263157894736842,"coupled","efa_d",215,643
20,6,120,2,1.7,26,19,255,0.400053502171071,0.365397196860125,0.884615384615385,0.762773722627737,0.769230769230769,0.795620437956204,0.473684210526316,0.315789473684211,"coupled","efa_d",215,643
20,6,120,2,1.9,26,19,255,0.410505638549951,0.335644775882366,0.961538461538462,0.726277372262774,0.769230769230769,0.766423357664234,0.578947368421053,0.315789473684211,"coupled","efa_d",215,643
20,6,120,2,2.1,26,19,255,0.380261959766135,0.321985819613837,0.961538461538462,0.68978102189781,0.769230769230769,0.751824817518248,0.578947368421053,0.315789473684211,"coupled","efa_d",215,643
20,6,120,2,2.3,26,19,255,0.360960461319428,0.309973645435677,0.961538461538462,0.664233576642336,0.807692307692308,0.711678832116788,0.578947368421053,0.368421052631579,"coupled","efa_d",215,643
20,6,120,2,2.5,26,19,255,0.345437324876507,0.268863132345214,0.961538461538462,0.642335766423358,0.807692307692308,0.656934306569343,0.578947368421053,0.473684210526316,"coupled","efa_d",215,643
20,6,120,2,2.7,26,19,255,0.330730640560486,0.249781442443384,0.961538461538462,0.62043795620438,0.846153846153846,0.594890510948905,0.578947368421053,0.578947368421053,"coupled","efa_d",215,643
20,6,120,2,2.9,26,19,255,0.312219246030345,0.227884179567298,0.961538461538462,0.591240875912409,0.846153846153846,0.558394160583942,0.631578947368421,0.631578947368421,"coupled","efa_d",215,643
30,6,180,2,0.1,23,22,255,0.435049631414141,0.492465411423939,0.304347826086957,0.989169675090253,0.391304347826087,0.985559566787004,0.0909090909090909,0.181818181818182,"coupled","efa_d",484,757
30,6,180,2,0.3,23,22,255,0.530224432233277,0.530224432233277,0.434782608695652,0.985559566787004,0.434782608695652,0.985559566787004,0.0909090909090909,0.181818181818182,"coupled","efa_d",484,757
30,6,180,2,0.5,23,22,255,0.48917349897099,0.471251339977093,0.434782608695652,0.978339350180505,0.434782608695652,0.974729241877256,0.136363636363636,0.272727272727273,"coupled","efa_d",484,757
30,6,180,2,0.7,23,22,255,0.525438922189867,0.490893843027423,0.478260869565217,0.978339350180505,0.478260869565217,0.971119133574007,0.136363636363636,0.318181818181818,"coupled","efa_d",484,757
30,6,180,2,0.9,23,22,255,0.469192431826827,0.525692561733635,0.521739130434783,0.956678700361011,0.521739130434783,0.971119133574007,0.318181818181818,0.318181818181818,"coupled","efa_d",484,757
30,6,180,2,1.1,23,22,255,0.456896948670709,0.482027939099043,0.565217391304348,0.942238267148014,0.521739130434783,0.96028880866426,0.363636363636364,0.318181818181818,"coupled","efa_d",484,757
30,6,180,2,1.3,23,22,255,0.410763675707478,0.499293819874301,0.565217391304348,0.924187725631769,0.608695652173913,0.945848375451264,0.454545454545455,0.409090909090909,"coupled","efa_d",484,757
30,6,180,2,1.5,23,22,255,0.417614912496911,0.501538867453958,0.608695652173913,0.913357400722022,0.695652173913043,0.924187725631769,0.5,0.545454545454545,"coupled","efa_d",484,757
30,6,180,2,1.7,23,22,255,0.461438479682506,0.489939985252702,0.695652173913043,0.906137184115523,0.739130434782609,0.906137184115523,0.5,0.636363636363636,"coupled","efa_d",484,757
30,6,180,2,1.9,23,22,255,0.442627391837675,0.503257484434149,0.739130434782609,0.88086642599278,0.782608695652174,0.898916967509025,0.590909090909091,0.681818181818182,"coupled","efa_d",484,757
30,6,180,2,2.1,23,22,255,0.457814932155932,0.457814932155932,0.782608695652174,0.873646209386282,0.782608695652174,0.873646209386282,0.590909090909091,0.681818181818182,"coupled","efa_d",484,757
30,6,180,2,2.3,23,22,255,0.435855825201098,0.440804878186916,0.826086956521739,0.84115523465704,0.826086956521739,0.844765342960289,0.590909090909091,0.681818181818182,"coupled","efa_d",484,757
30,6,180,2,2.5,23,22,255,0.40815429567786,0.399598136573218,0.826086956521739,0.819494584837545,0.826086956521739,0.812274368231047,0.636363636363636,0.681818181818182,"coupled","efa_d",484,757
30,6,180,2,2.7,23,22,255,0.412297238304915,0.36093037255677,0.869565217391304,0.8014440433213,0.826086956521739,0.776173285198556,0.727272727272727,0.681818181818182,"coupled","efa_d",484,757
30,6,180,2,2.9,23,22,255,0.385500825012031,0.345544218452399,0.869565217391304,0.776173285198556,0.869565217391304,0.732851985559567,0.772727272727273,0.772727272727273,"coupled","efa_d",484,757
4,10,40,2,0.1,22,23,255,0.181786938797006,0.238492246944387,0.318181818181818,0.902877697841727,0.5,0.848920863309353,0.130434782608696,0.217391304347826,"weighted","efa_d",780,255
4,10,40,2,0.3,22,23,255,0.222295835339995,0.221476111029392,0.5,0.834532374100719,0.590909090909091,0.776978417266187,0.173913043478261,0.391304347826087,"weighted","efa_d",780,255
4,10,40,2,0.5,22,23,255,0.180485960923149,0.203798090482789,0.5,0.79136690647482,0.636363636363636,0.723021582733813,0.304347826086957,0.434782608695652,"weighted","efa_d",780,255
4,10,40,2,0.7,22,23,255,0.132712797568072,0.178404302473218,0.5,0.73021582733813,0.636363636363636,0.68705035971223,0.434782608695652,0.478260869565217,"weighted","efa_d",780,255
4,10,40,2,0.9,22,23,255,0.225301768428983,0.155471042762806,0.772727272727273,0.647482014388489,0.681818181818182,0.611510791366906,0.478260869565217,0.608695652173913,"weighted","efa_d",780,255
4,10,40,2,1.1,22,23,255,0.192671794856795,0.125201717895775,0.772727272727273,0.593525179856115,0.681818181818182,0.557553956834532,0.521739130434783,0.608695652173913,"weighted","efa_d",780,255
4,10,40,2,1.3,22,23,255,0.204590867715026,0.149705625969729,0.863636363636364,0.528776978417266,0.772727272727273,0.514388489208633,0.652173913043478,0.652173913043478,"weighted","efa_d",780,255
4,10,40,2,1.5,22,23,255,0.242677607015899,0.124144756299718,1,0.460431654676259,0.772727272727273,0.464028776978417,0.652173913043478,0.695652173913043,"weighted","efa_d",780,255
4,10,40,2,1.7,22,23,255,0.209460519723162,0.10629123470345,1,0.384892086330935,0.772727272727273,0.428057553956835,0.739130434782609,0.739130434782609,"weighted","efa_d",780,255
4,10,40,2,1.9,22,23,255,0.192978743904128,0.12768958691764,1,0.345323741007194,0.863636363636364,0.370503597122302,0.782608695652174,0.739130434782609,"weighted","efa_d",780,255
4,10,40,2,2.1,22,23,255,0.182701754578847,0.131628723539676,1,0.320143884892086,0.909090909090909,0.323741007194245,0.782608695652174,0.739130434782609,"weighted","efa_d",780,255
4,10,40,2,2.3,22,23,255,0.166747663253392,0.113479959287762,1,0.280575539568345,0.909090909090909,0.284172661870504,0.826086956521739,0.826086956521739,"weighted","efa_d",780,255
4,10,40,2,2.5,22,23,255,0.139189484689537,0.101645766890177,1,0.212230215827338,0.909090909090909,0.258992805755396,0.91304347826087,0.91304347826087,"weighted","efa_d",780,255
4,10,40,2,2.7,22,23,255,0.110339818217305,0.118532882083695,1,0.143884892086331,0.954545454545455,0.233812949640288,0.91304347826087,0.956521739130435,"weighted","efa_d",780,255
4,10,40,2,2.9,22,23,255,0.0902575428274047,0.103651137299294,1,0.100719424460432,0.954545454545455,0.201438848920863,1,0.956521739130435,"weighted","efa_d",780,255
8,10,80,2,0.1,22,23,255,0.283209888199892,0.273632961031403,0.590909090909091,0.838129496402878,0.318181818181818,0.949640287769784,0.260869565217391,0.130434782608696,"coupled","efa_d",95,533
8,10,80,2,0.3,22,23,255,0.321706442662701,0.340692450892203,0.681818181818182,0.823741007194245,0.454545454545455,0.931654676258993,0.260869565217391,0.173913043478261,"coupled","efa_d",95,533
8,10,80,2,0.5,22,23,255,0.33241017045442,0.317026640963963,0.727272727272727,0.809352517985611,0.454545454545455,0.920863309352518,0.260869565217391,0.217391304347826,"coupled","efa_d",95,533
8,10,80,2,0.7,22,23,255,0.357982745585954,0.392656307876136,0.818181818181818,0.784172661870504,0.590909090909091,0.910071942446043,0.304347826086957,0.260869565217391,"coupled","efa_d",95,533
8,10,80,2,0.9,22,23,255,0.318098386039558,0.378666194336662,0.818181818181818,0.741007194244604,0.590909090909091,0.902877697841727,0.391304347826087,0.260869565217391,"coupled","efa_d",95,533
8,10,80,2,1.1,22,23,255,0.308258334078897,0.429148629243198,0.863636363636364,0.697841726618705,0.727272727272727,0.881294964028777,0.391304347826087,0.260869565217391,"coupled","efa_d",95,533
8,10,80,2,1.3,22,23,255,0.290112847865458,0.393268177815317,0.863636363636364,0.672661870503597,0.772727272727273,0.838129496402878,0.434782608695652,0.347826086956522,"coupled","efa_d",95,533
8,10,80,2,1.5,22,23,255,0.299388520785927,0.362795012360674,0.909090909090909,0.651079136690647,0.772727272727273,0.81294964028777,0.434782608695652,0.347826086956522,"coupled","efa_d",95,533
8,10,80,2,1.7,22,23,255,0.278766056180915,0.350841784549443,0.909090909090909,0.618705035971223,0.818181818181818,0.776978417266187,0.652173913043478,0.391304347826087,"coupled","efa_d",95,533
8,10,80,2,1.9,22,23,255,0.263746113526444,0.370693705982798,0.909090909090909,0.593525179856115,0.909090909090909,0.744604316546763,0.695652173913043,0.478260869565217,"coupled","efa_d",95,533
8,10,80,2,2.1,22,23,255,0.247489355261427,0.337955224155982,0.909090909090909,0.564748201438849,0.909090909090909,0.705035971223022,0.695652173913043,0.565217391304348,"coupled","efa_d",95,533
8,10,80,2,2.3,22,23,255,0.230164726179404,0.309106397596434,0.909090909090909,0.532374100719424,0.909090909090909,0.665467625899281,0.695652173913043,0.695652173913043,"coupled","efa_d",95,533
8,10,80,2,2.5,22,23,255,0.217273527846792,0.280980118782924,0.909090909090909,0.507194244604317,0.909090909090909,0.622302158273381,0.695652173913043,0.695652173913043,"coupled","efa_d",95,533
8,10,80,2,2.7,22,23,255,0.199568464561649,0.255506515485248,0.909090909090909,0.471223021582734,0.909090909090909,0.579136690647482,0.695652173913043,0.695652173913043,"coupled","efa_d",95,533
8,10,80,2,2.9,22,23,255,0.18587915550255,0.230164726179404,0.909090909090909,0.442446043165468,0.909090909090909,0.532374100719424,0.739130434782609,0.739130434782609,"coupled","efa_d",95,533
12,10,120,2,0.1,22,23,255,0.534619996549723,0.517635146267791,0.681818181818182,0.942446043165468,0.363636363636364,0.992805755395683,0.173913043478261,0.0869565217391304,"coupled","efa_d",215,779
12,10,120,2,0.3,22,23,255,0.507992690737925,0.595107587922891,0.727272727272727,0.920863309352518,0.454545454545455,0.992805755395683,0.217391304347826,0.0869565217391304,"coupled","efa_d",215,779
12,10,120,2,0.5,22,23,255,0.461684656041711,0.594720551153534,0.727272727272727,0.899280575539568,0.545454545454545,0.982014388489209,0.260869565217391,0.173913043478261,"coupled","efa_d",215,779
12,10,120,2,0.7,22,23,255,0.498328956364616,0.524212595675546,0.818181818181818,0.888489208633094,0.545454545454545,0.967625899280576,0.260869565217391,0.217391304347826,"coupled","efa_d",215,779
12,10,120,2,0.9,22,23,255,0.473184711135209,0.543718734072628,0.818181818181818,0.87410071942446,0.590909090909091,0.964028776978417,0.304347826086957,0.260869565217391,"coupled","efa_d",215,779
12,10,120,2,1.1,22,23,255,0.420048252276295,0.525134794632173,0.818181818181818,0.838129496402878,0.636363636363636,0.949640287769784,0.434782608695652,0.260869565217391,"coupled","efa_d",215,779
12,10,120,2,1.3,22,23,255,0.445047785101803,0.534619996549723,0.909090909090909,0.816546762589928,0.681818181818182,0.942446043165468,0.434782608695652,0.260869565217391,"coupled","efa_d",215,779
12,10,120,2,1.5,22,23,255,0.432291140898692,0.584883612645784,0.909090909090909,0.805755395683453,0.818181818181818,0.928057553956835,0.434782608695652,0.304347826086957,"coupled","efa_d",215,779
12,10,120,2,1.7,22,23,255,0.42415316148148,0.511965626656224,0.909090909090909,0.798561151079137,0.818181818181818,0.89568345323741,0.434782608695652,0.347826086956522,"coupled","efa_d",215,779
12,10,120,2,1.9,22,23,255,0.429989045165818,0.473184711135209,0.954545454545455,0.780575539568345,0.818181818181818,0.87410071942446,0.434782608695652,0.391304347826087,"coupled","efa_d",215,779
