"nF","ipf","total_items","rep","method","z_threshold","mcc","sens","spec","noise_flagged","oracle_mcc"
12,3,36,3,"iterative",2.1,0.0818765097120453,0.884615384615385,0.237226277372263,0.894736842105263,0.294502681094538
12,3,36,3,"iterative",2.3,0.0908034215373865,0.923076923076923,0.204379562043796,0.894736842105263,0.294502681094538
12,3,36,3,"iterative",2.5,0.0675801637473228,0.923076923076923,0.164233576642336,0.894736842105263,0.294502681094538
12,3,36,3,"iterative",2.7,0.0353814891581317,0.923076923076923,0.116788321167883,0.947368421052632,0.294502681094538
12,3,36,3,"iterative",2.9,0.0106681639528355,0.923076923076923,0.0875912408759124,0.947368421052632,0.294502681094538
12,3,36,3,"pf_mean",0.1,0.129036239989197,0.423076923076923,0.773722627737226,0.315789473684211,0.211763575480215
12,3,36,3,"pf_mean",0.3,0.0674862812142237,0.538461538461538,0.58029197080292,0.473684210526316,0.211763575480215
12,3,36,3,"pf_mean",0.5,0.0960765943724184,0.730769230769231,0.437956204379562,0.684210526315789,0.211763575480215
12,3,36,3,"pf_mean",0.7,0.0878986622460448,0.884615384615385,0.248175182481752,0.842105263157895,0.211763575480215
12,3,36,3,"pf_mean",0.9,0.1101311141401,1,0.124087591240876,0.947368421052632,0.211763575480215
12,3,36,3,"pf_mean",1.1,0.077825709919012,1,0.0656934306569343,1,0.211763575480215
12,3,36,3,"pf_mean",1.3,0.0509876458173684,1,0.0291970802919708,1,0.211763575480215
12,3,36,3,"pf_mean",1.5,0.0252358686549755,1,0.0072992700729927,1,0.211763575480215
12,3,36,3,"pf_mean",1.7,0.0178145886393985,1,0.00364963503649635,1,0.211763575480215
12,3,36,3,"pf_mean",1.9,0,1,0,1,0.211763575480215
12,3,36,3,"pf_mean",2.1,0,1,0,1,0.211763575480215
12,3,36,3,"pf_mean",2.3,0,1,0,1,0.211763575480215
12,3,36,3,"pf_mean",2.5,0,1,0,1,0.211763575480215
12,3,36,3,"pf_mean",2.7,0,1,0,1,0.211763575480215
12,3,36,3,"pf_mean",2.9,0,1,0,1,0.211763575480215
12,3,36,3,"pf_comb_l0.5",0.1,0.115332604914005,0.961538461538462,0.197080291970803,0.894736842105263,0.169631975507783
12,3,36,3,"pf_comb_l0.5",0.3,0.0948905109489051,1,0.0948905109489051,1,0.169631975507783
12,3,36,3,"pf_comb_l0.5",0.5,0.0628790210605868,1,0.0437956204379562,1,0.169631975507783
12,3,36,3,"pf_comb_l0.5",0.7,0.0358092753628474,1,0.0145985401459854,1,0.169631975507783
12,3,36,3,"pf_comb_l0.5",0.9,0.030959489814674,1,0.0109489051094891,1,0.169631975507783
12,3,36,3,"pf_comb_l0.5",1.1,0,1,0,1,0.169631975507783
12,3,36,3,"pf_comb_l0.5",1.3,0,1,0,1,0.169631975507783
12,3,36,3,"pf_comb_l0.5",1.5,0,1,0,1,0.169631975507783
12,3,36,3,"pf_comb_l0.5",1.7,0,1,0,1,0.169631975507783
12,3,36,3,"pf_comb_l0.5",1.9,0,1,0,1,0.169631975507783
12,3,36,3,"pf_comb_l0.5",2.1,0,1,0,1,0.169631975507783
12,3,36,3,"pf_comb_l0.5",2.3,0,1,0,1,0.169631975507783
12,3,36,3,"pf_comb_l0.5",2.5,0,1,0,1,0.169631975507783
12,3,36,3,"pf_comb_l0.5",2.7,0,1,0,1,0.169631975507783
12,3,36,3,"pf_comb_l0.5",2.9,0,1,0,1,0.169631975507783
12,3,36,3,"pf_comb_l1.0",0.1,0.0509876458173684,1,0.0291970802919708,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",0.3,0.0178145886393985,1,0.00364963503649635,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",0.5,0,1,0,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",0.7,0,1,0,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",0.9,0,1,0,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",1.1,0,1,0,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",1.3,0,1,0,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",1.5,0,1,0,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",1.7,0,1,0,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",1.9,0,1,0,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",2.1,0,1,0,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",2.3,0,1,0,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",2.5,0,1,0,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",2.7,0,1,0,1,0.119075782029464
12,3,36,3,"pf_comb_l1.0",2.9,0,1,0,1,0.119075782029464
12,3,36,3,"pf_comb_l1.5",0.1,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",0.3,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",0.5,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",0.7,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",0.9,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",1.1,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",1.3,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",1.5,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",1.7,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",1.9,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",2.1,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",2.3,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",2.5,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",2.7,0,1,0,1,0.117314729948197
12,3,36,3,"pf_comb_l1.5",2.9,0,1,0,1,0.117314729948197
12,3,36,3,"proplow_fz0.5",0.1,0,1,0,1,0.144990615131443
12,3,36,3,"proplow_fz0.5",0.2,0.0178145886393985,1,0.00364963503649635,1,0.144990615131443
12,3,36,3,"proplow_fz0.5",0.3,0.0845121087361797,1,0.0766423357664234,1,0.144990615131443
12,3,36,3,"proplow_fz0.5",0.4,0.0845121087361797,1,0.0766423357664234,1,0.144990615131443
12,3,36,3,"proplow_fz0.5",0.5,0.0818765097120453,0.884615384615385,0.237226277372263,0.894736842105263,0.144990615131443
12,3,36,3,"proplow_fz0.5",0.6,0.104541202344884,0.615384615384615,0.569343065693431,0.631578947368421,0.144990615131443
12,3,36,3,"proplow_fz0.5",0.7,0.104541202344884,0.615384615384615,0.569343065693431,0.631578947368421,0.144990615131443
12,3,36,3,"proplow_fz0.5",0.8,0.136040058162616,0.307692307692308,0.864963503649635,0.210526315789474,0.144990615131443
12,3,36,3,"proplow_fz1.0",0.1,0,1,0,1,0.149383222456387
12,3,36,3,"proplow_fz1.0",0.2,0.0178145886393985,1,0.00364963503649635,1,0.149383222456387
12,3,36,3,"proplow_fz1.0",0.3,0.047613115777075,1,0.0255474452554745,1,0.149383222456387
12,3,36,3,"proplow_fz1.0",0.4,0.047613115777075,1,0.0255474452554745,1,0.149383222456387
12,3,36,3,"proplow_fz1.0",0.5,0.0754992496658802,1,0.062043795620438,1,0.149383222456387
12,3,36,3,"proplow_fz1.0",0.6,0.0159815871390114,0.769230769230769,0.255474452554745,0.894736842105263,0.149383222456387
12,3,36,3,"proplow_fz1.0",0.7,0.0159815871390114,0.769230769230769,0.255474452554745,0.894736842105263,0.149383222456387
12,3,36,3,"proplow_fz1.0",0.8,0.149383222456387,0.615384615384615,0.642335766423358,0.421052631578947,0.149383222456387
12,3,36,3,"proplow_fz1.5",0.1,0,1,0,1,0.158545908423169
12,3,36,3,"proplow_fz1.5",0.2,0,1,0,1,0.158545908423169
12,3,36,3,"proplow_fz1.5",0.3,0,1,0,1,0.158545908423169
12,3,36,3,"proplow_fz1.5",0.4,0,1,0,1,0.158545908423169
12,3,36,3,"proplow_fz1.5",0.5,0.0358092753628474,1,0.0145985401459854,1,0.158545908423169
12,3,36,3,"proplow_fz1.5",0.6,0.0928784694440219,1,0.0912408759124088,0.947368421052632,0.158545908423169
12,3,36,3,"proplow_fz1.5",0.7,0.0928784694440219,1,0.0912408759124088,0.947368421052632,0.158545908423169
12,3,36,3,"proplow_fz1.5",0.8,0.158545908423169,0.846153846153846,0.430656934306569,0.684210526315789,0.158545908423169
12,3,36,3,"proplow_fz2.0",0.1,0,1,0,1,0.122653573970173
12,3,36,3,"proplow_fz2.0",0.2,0,1,0,1,0.122653573970173
12,3,36,3,"proplow_fz2.0",0.3,0,1,0,1,0.122653573970173
12,3,36,3,"proplow_fz2.0",0.4,0,1,0,1,0.122653573970173
12,3,36,3,"proplow_fz2.0",0.5,0,1,0,1,0.122653573970173
12,3,36,3,"proplow_fz2.0",0.6,0.0509876458173684,1,0.0291970802919708,1,0.122653573970173
12,3,36,3,"proplow_fz2.0",0.7,0.0509876458173684,1,0.0291970802919708,1,0.122653573970173
12,3,36,3,"proplow_fz2.0",0.8,0.0736521475800679,0.884615384615385,0.222627737226277,0.842105263157895,0.122653573970173
20,3,60,3,"std",0.1,0.241849026861936,0.272727272727273,0.953237410071942,0.0434782608695652,0.289837062596287
20,3,60,3,"std",0.3,0.289837062596287,0.409090909090909,0.924460431654676,0.0434782608695652,0.289837062596287
20,3,60,3,"std",0.5,0.199683844611571,0.409090909090909,0.866906474820144,0.0434782608695652,0.289837062596287
20,3,60,3,"std",0.7,0.186875201075607,0.5,0.798561151079137,0.217391304347826,0.289837062596287
20,3,60,3,"std",0.9,0.138358063779936,0.545454545454545,0.701438848920863,0.260869565217391,0.289837062596287
20,3,60,3,"std",1.1,0.133629824010947,0.636363636363636,0.615107913669065,0.347826086956522,0.289837062596287
20,3,60,3,"std",1.3,0.141150987847052,0.727272727272727,0.543165467625899,0.391304347826087,0.289837062596287
20,3,60,3,"std",1.5,0.142783562259946,0.818181818181818,0.453237410071942,0.434782608695652,0.289837062596287
20,3,60,3,"std",1.7,0.0991921457653167,0.818181818181818,0.363309352517986,0.521739130434783,0.289837062596287
20,3,60,3,"std",1.9,0.0689024729750553,0.818181818181818,0.302158273381295,0.652173913043478,0.289837062596287
20,3,60,3,"std",2.1,0.0363017796770736,0.818181818181818,0.241007194244604,0.695652173913043,0.289837062596287
20,3,60,3,"std",2.3,0.0447542523126619,0.863636363636364,0.205035971223022,0.739130434782609,0.289837062596287
20,3,60,3,"std",2.5,0.046553734083246,0.909090909090909,0.154676258992806,0.739130434782609,0.289837062596287
20,3,60,3,"std",2.7,0.0351081239782335,0.909090909090909,0.136690647482014,0.782608695652174,0.289837062596287
20,3,60,3,"std",2.9,0.0198997536552935,0.909090909090909,0.115107913669065,0.782608695652174,0.289837062596287
20,3,60,3,"std_cf",0.1,0.231487561712545,0.318181818181818,0.931654676258993,0.0434782608695652,0.325319050936807
20,3,60,3,"std_cf",0.3,0.228038993071156,0.363636363636364,0.910071942446043,0.0434782608695652,0.325319050936807
20,3,60,3,"std_cf",0.5,0.208673753722402,0.409090909090909,0.87410071942446,0.130434782608696,0.325319050936807
20,3,60,3,"std_cf",0.7,0.266950775947442,0.590909090909091,0.823741007194245,0.130434782608696,0.325319050936807
20,3,60,3,"std_cf",0.9,0.206264126081266,0.590909090909091,0.758992805755396,0.260869565217391,0.325319050936807
20,3,60,3,"std_cf",1.1,0.146678543356121,0.590909090909091,0.676258992805755,0.391304347826087,0.325319050936807
20,3,60,3,"std_cf",1.3,0.141063278377296,0.681818181818182,0.586330935251799,0.434782608695652,0.325319050936807
20,3,60,3,"std_cf",1.5,0.135419115052998,0.727272727272727,0.532374100719424,0.478260869565217,0.325319050936807
20,3,60,3,"std_cf",1.7,0.0966096694309617,0.727272727272727,0.456834532374101,0.521739130434783,0.325319050936807
20,3,60,3,"std_cf",1.9,0.0974081504160751,0.772727272727273,0.410071942446043,0.565217391304348,0.325319050936807
20,3,60,3,"std_cf",2.1,0.0939364361072537,0.818181818181818,0.352517985611511,0.565217391304348,0.325319050936807
20,3,60,3,"std_cf",2.3,0.0652253238047629,0.818181818181818,0.294964028776978,0.652173913043478,0.325319050936807
20,3,60,3,"std_cf",2.5,0.0383233807762161,0.818181818181818,0.244604316546763,0.695652173913043,0.325319050936807
20,3,60,3,"std_cf",2.7,0.0384617427714361,0.863636363636364,0.194244604316547,0.782608695652174,0.325319050936807
20,3,60,3,"std_cf",2.9,0.0487379999881323,0.909090909090909,0.158273381294964,0.782608695652174,0.325319050936807
20,3,60,3,"efa_d",0.1,0.27201974182879,0.545454545454545,0.852517985611511,0.217391304347826,0.428803472406423
20,3,60,3,"efa_d",0.3,0.185990757759746,0.545454545454545,0.766187050359712,0.391304347826087,0.428803472406423
20,3,60,3,"efa_d",0.5,0.17340975095536,0.590909090909091,0.715827338129496,0.391304347826087,0.428803472406423
20,3,60,3,"efa_d",0.7,0.20585013876916,0.727272727272727,0.654676258992806,0.434782608695652,0.428803472406423
20,3,60,3,"efa_d",0.9,0.194744836652098,0.772727272727273,0.597122302158273,0.608695652173913,0.428803472406423
20,3,60,3,"efa_d",1.1,0.186585027541536,0.818181818181818,0.539568345323741,0.652173913043478,0.428803472406423
20,3,60,3,"efa_d",1.3,0.166070025604814,0.818181818181818,0.5,0.695652173913043,0.428803472406423
20,3,60,3,"efa_d",1.5,0.13926385402617,0.818181818181818,0.446043165467626,0.695652173913043,0.428803472406423
20,3,60,3,"efa_d",1.7,0.116595856813443,0.818181818181818,0.399280575539568,0.739130434782609,0.428803472406423
20,3,60,3,"efa_d",1.9,0.112446912474072,0.863636363636364,0.338129496402878,0.739130434782609,0.428803472406423
20,3,60,3,"efa_d",2.1,0.0774798854466097,0.863636363636364,0.266187050359712,0.826086956521739,0.428803472406423
20,3,60,3,"efa_d",2.3,0.0804220791892136,0.909090909090909,0.215827338129496,0.826086956521739,0.428803472406423
20,3,60,3,"efa_d",2.5,0.084226834930947,0.954545454545455,0.161870503597122,0.91304347826087,0.428803472406423
20,3,60,3,"efa_d",2.7,0.108742920415208,1,0.140287769784173,0.91304347826087,0.428803472406423
20,3,60,3,"efa_d",2.9,0.097206774929717,1,0.115107913669065,0.956521739130435,0.428803472406423
20,3,60,3,"efa_d_cf",0.1,0.256197811439652,0.5,0.863309352517986,0.130434782608696,0.379743999255487
20,3,60,3,"efa_d_cf",0.3,0.235371425480473,0.545454545454545,0.820143884892086,0.130434782608696,0.379743999255487
20,3,60,3,"efa_d_cf",0.5,0.209224369971224,0.590909090909091,0.762589928057554,0.130434782608696,0.379743999255487
20,3,60,3,"efa_d_cf",0.7,0.209201906928383,0.636363636363636,0.73021582733813,0.173913043478261,0.379743999255487
20,3,60,3,"efa_d_cf",0.9,0.227610535762224,0.772727272727273,0.651079136690647,0.260869565217391,0.379743999255487
20,3,60,3,"efa_d_cf",1.1,0.263746113526444,0.909090909090909,0.593525179856115,0.478260869565217,0.379743999255487
20,3,60,3,"efa_d_cf",1.3,0.208327448629855,0.909090909090909,0.489208633093525,0.565217391304348,0.379743999255487
20,3,60,3,"efa_d_cf",1.5,0.177488227977002,0.909090909090909,0.424460431654676,0.652173913043478,0.379743999255487
20,3,60,3,"efa_d_cf",1.7,0.154440198702062,0.909090909090909,0.37410071942446,0.695652173913043,0.379743999255487
20,3,60,3,"efa_d_cf",1.9,0.154708635899759,0.954545454545455,0.316546762589928,0.739130434782609,0.379743999255487
20,3,60,3,"efa_d_cf",2.1,0.134458904240432,0.954545454545455,0.26978417266187,0.739130434782609,0.379743999255487
20,3,60,3,"efa_d_cf",2.3,0.118532882083695,0.954545454545455,0.233812949640288,0.739130434782609,0.379743999255487
20,3,60,3,"efa_d_cf",2.5,0.101951412538108,0.954545454545455,0.197841726618705,0.782608695652174,0.379743999255487
20,3,60,3,"efa_d_cf",2.7,0.0878956066688252,0.954545454545455,0.169064748201439,0.782608695652174,0.379743999255487
20,3,60,3,"efa_d_cf",2.9,0.066627059145124,0.954545454545455,0.129496402877698,0.869565217391304,0.379743999255487
20,3,60,3,"iterative",0.1,0.383173042069794,0.636363636363636,0.888489208633094,0.130434782608696,0.393265008033692
20,3,60,3,"iterative",0.3,0.357486283449075,0.681818181818182,0.852517985611511,0.173913043478261,0.393265008033692
20,3,60,3,"iterative",0.5,0.291018172769391,0.681818181818182,0.794964028776978,0.217391304347826,0.393265008033692
20,3,60,3,"iterative",0.7,0.226159155098094,0.681818181818182,0.719424460431655,0.347826086956522,0.393265008033692
20,3,60,3,"iterative",0.9,0.157576768270411,0.681818181818182,0.615107913669065,0.478260869565217,0.393265008033692
20,3,60,3,"iterative",1.1,0.119389274898369,0.681818181818182,0.546762589928058,0.565217391304348,0.393265008033692
20,3,60,3,"iterative",1.3,0.081886334774792,0.681818181818182,0.474820143884892,0.695652173913043,0.393265008033692
20,3,60,3,"iterative",1.5,0.104513978579679,0.772727272727273,0.424460431654676,0.739130434782609,0.393265008033692
20,3,60,3,"iterative",1.7,0.106167880440059,0.818181818181818,0.377697841726619,0.739130434782609,0.393265008033692
20,3,60,3,"iterative",1.9,0.125072967248198,0.909090909090909,0.309352517985612,0.826086956521739,0.393265008033692
20,3,60,3,"iterative",2.1,0.128143804470473,0.954545454545455,0.255395683453237,0.869565217391304,0.393265008033692
20,3,60,3,"iterative",2.3,0.100240509871269,0.954545454545455,0.194244604316547,0.869565217391304,0.393265008033692
20,3,60,3,"iterative",2.5,0.116625977830996,1,0.158273381294964,0.869565217391304,0.393265008033692
20,3,60,3,"iterative",2.7,0.102235100361343,1,0.12589928057554,0.869565217391304,0.393265008033692
20,3,60,3,"iterative",2.9,0.0920244638735079,1,0.10431654676259,0.91304347826087,0.393265008033692
20,3,60,3,"pf_mean",0.1,0.294626046108404,0.681818181818182,0.798561151079137,0.217391304347826,0.325153343332809
20,3,60,3,"pf_mean",0.3,0.203170239735345,0.772727272727273,0.611510791366906,0.391304347826087,0.325153343332809
20,3,60,3,"pf_mean",0.5,0.154800085129082,0.863636363636364,0.428057553956835,0.739130434782609,0.325153343332809
20,3,60,3,"pf_mean",0.7,0.103355518480383,0.909090909090909,0.262589928057554,0.826086956521739,0.325153343332809
20,3,60,3,"pf_mean",0.9,0.0645324495537322,0.954545454545455,0.12589928057554,0.869565217391304,0.325153343332809
20,3,60,3,"pf_mean",1.1,0.0136420709192069,0.954545454545455,0.0575539568345324,0.956521739130435,0.325153343332809
20,3,60,3,"pf_mean",1.3,0.0282729643226657,1,0.0107913669064748,0.956521739130435,0.325153343332809
20,3,60,3,"pf_mean",1.5,0.0162687186397353,1,0.00359712230215827,1,0.325153343332809
20,3,60,3,"pf_mean",1.7,0,1,0,1,0.325153343332809
20,3,60,3,"pf_mean",1.9,0,1,0,1,0.325153343332809
20,3,60,3,"pf_mean",2.1,0,1,0,1,0.325153343332809
20,3,60,3,"pf_mean",2.3,0,1,0,1,0.325153343332809
20,3,60,3,"pf_mean",2.5,0,1,0,1,0.325153343332809
20,3,60,3,"pf_mean",2.7,0,1,0,1,0.325153343332809
20,3,60,3,"pf_mean",2.9,0,1,0,1,0.325153343332809
20,3,60,3,"pf_comb_l0.5",0.1,0.115068541540694,1,0.154676258992806,0.91304347826087,0.270912971000357
20,3,60,3,"pf_comb_l0.5",0.3,0.0667712895404933,1,0.0575539568345324,0.91304347826087,0.270912971000357
20,3,60,3,"pf_comb_l0.5",0.5,0.0366237606136064,1,0.0179856115107914,0.956521739130435,0.270912971000357
20,3,60,3,"pf_comb_l0.5",0.7,0,1,0,1,0.270912971000357
20,3,60,3,"pf_comb_l0.5",0.9,0,1,0,1,0.270912971000357
20,3,60,3,"pf_comb_l0.5",1.1,0,1,0,1,0.270912971000357
20,3,60,3,"pf_comb_l0.5",1.3,0,1,0,1,0.270912971000357
20,3,60,3,"pf_comb_l0.5",1.5,0,1,0,1,0.270912971000357
20,3,60,3,"pf_comb_l0.5",1.7,0,1,0,1,0.270912971000357
20,3,60,3,"pf_comb_l0.5",1.9,0,1,0,1,0.270912971000357
20,3,60,3,"pf_comb_l0.5",2.1,0,1,0,1,0.270912971000357
20,3,60,3,"pf_comb_l0.5",2.3,0,1,0,1,0.270912971000357
20,3,60,3,"pf_comb_l0.5",2.5,0,1,0,1,0.270912971000357
20,3,60,3,"pf_comb_l0.5",2.7,0,1,0,1,0.270912971000357
20,3,60,3,"pf_comb_l0.5",2.9,0,1,0,1,0.270912971000357
20,3,60,3,"pf_comb_l1.0",0.1,0.0162687186397353,1,0.00359712230215827,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",0.3,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",0.5,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",0.7,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",0.9,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",1.1,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",1.3,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",1.5,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",1.7,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",1.9,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",2.1,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",2.3,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",2.5,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",2.7,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.0",2.9,0,1,0,1,0.143040043819087
20,3,60,3,"pf_comb_l1.5",0.1,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",0.3,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",0.5,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",0.7,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",0.9,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",1.1,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",1.3,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",1.5,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",1.7,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",1.9,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",2.1,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",2.3,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",2.5,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",2.7,0,1,0,1,0.0954978621390547
20,3,60,3,"pf_comb_l1.5",2.9,0,1,0,1,0.0954978621390547
20,3,60,3,"proplow_fz0.5",0.1,0,1,0,1,0.325319050936807
20,3,60,3,"proplow_fz0.5",0.2,0,1,0,1,0.325319050936807
20,3,60,3,"proplow_fz0.5",0.3,0.0465631668906864,1,0.0287769784172662,0.956521739130435,0.325319050936807
20,3,60,3,"proplow_fz0.5",0.4,0.0465631668906864,1,0.0287769784172662,0.956521739130435,0.325319050936807
20,3,60,3,"proplow_fz0.5",0.5,0.0988986314036196,1,0.118705035971223,0.956521739130435,0.325319050936807
20,3,60,3,"proplow_fz0.5",0.6,0.0899928654534835,0.863636363636364,0.29136690647482,0.826086956521739,0.325319050936807
20,3,60,3,"proplow_fz0.5",0.7,0.298294354955243,0.681818181818182,0.802158273381295,0.304347826086957,0.325319050936807
20,3,60,3,"proplow_fz0.5",0.8,0.298294354955243,0.681818181818182,0.802158273381295,0.304347826086957,0.325319050936807
20,3,60,3,"proplow_fz1.0",0.1,0,1,0,1,0.239125742329908
20,3,60,3,"proplow_fz1.0",0.2,0,1,0,1,0.239125742329908
20,3,60,3,"proplow_fz1.0",0.3,0.0162687186397353,1,0.00359712230215827,1,0.239125742329908
20,3,60,3,"proplow_fz1.0",0.4,0.0162687186397353,1,0.00359712230215827,1,0.239125742329908
20,3,60,3,"proplow_fz1.0",0.5,0.0282729643226657,1,0.0107913669064748,1,0.239125742329908
20,3,60,3,"proplow_fz1.0",0.6,0.0358212673249558,0.954545454545455,0.0827338129496403,0.956521739130435,0.239125742329908
20,3,60,3,"proplow_fz1.0",0.7,0.177145529574324,0.818181818181818,0.52158273381295,0.695652173913043,0.239125742329908
20,3,60,3,"proplow_fz1.0",0.8,0.177145529574324,0.818181818181818,0.52158273381295,0.695652173913043,0.239125742329908
20,3,60,3,"proplow_fz1.5",0.1,0,1,0,1,0.200429003106487
20,3,60,3,"proplow_fz1.5",0.2,0,1,0,1,0.200429003106487
20,3,60,3,"proplow_fz1.5",0.3,0,1,0,1,0.200429003106487
20,3,60,3,"proplow_fz1.5",0.4,0,1,0,1,0.200429003106487
20,3,60,3,"proplow_fz1.5",0.5,0.0162687186397353,1,0.00359712230215827,1,0.200429003106487
20,3,60,3,"proplow_fz1.5",0.6,0.0401874918725943,1,0.0215827338129496,1,0.200429003106487
20,3,60,3,"proplow_fz1.5",0.7,0.118471620343826,0.909090909090909,0.294964028776978,0.782608695652174,0.200429003106487
20,3,60,3,"proplow_fz1.5",0.8,0.118471620343826,0.909090909090909,0.294964028776978,0.782608695652174,0.200429003106487
20,3,60,3,"proplow_fz2.0",0.1,0,1,0,1,0.260946302321604
20,3,60,3,"proplow_fz2.0",0.2,0,1,0,1,0.260946302321604
20,3,60,3,"proplow_fz2.0",0.3,0,1,0,1,0.260946302321604
20,3,60,3,"proplow_fz2.0",0.4,0,1,0,1,0.260946302321604
20,3,60,3,"proplow_fz2.0",0.5,0,1,0,1,0.260946302321604
20,3,60,3,"proplow_fz2.0",0.6,0.0162687186397353,1,0.00359712230215827,1,0.260946302321604
20,3,60,3,"proplow_fz2.0",0.7,0.0902575428274047,1,0.100719424460432,0.956521739130435,0.260946302321604
20,3,60,3,"proplow_fz2.0",0.8,0.0902575428274047,1,0.100719424460432,0.956521739130435,0.260946302321604
30,3,90,3,"std",0.1,0.294417797671306,0.608695652173913,0.833935018050541,0.409090909090909,0.300624201449817
30,3,90,3,"std",0.3,0.300624201449817,0.652173913043478,0.815884476534296,0.409090909090909,0.300624201449817
30,3,90,3,"std",0.5,0.300128703001428,0.695652173913043,0.790613718411552,0.454545454545455,0.300624201449817
30,3,90,3,"std",0.7,0.297422462308881,0.782608695652174,0.732851985559567,0.590909090909091,0.300624201449817
30,3,90,3,"std",0.9,0.295683148968651,0.826086956521739,0.700361010830325,0.590909090909091,0.300624201449817
30,3,90,3,"std",1.1,0.269248474017192,0.869565217391304,0.628158844765343,0.636363636363636,0.300624201449817
30,3,90,3,"std",1.3,0.245117908228546,0.869565217391304,0.588447653429603,0.636363636363636,0.300624201449817
30,3,90,3,"std",1.5,0.205372026115842,0.869565217391304,0.516245487364621,0.681818181818182,0.300624201449817
30,3,90,3,"std",1.7,0.177916691682306,0.869565217391304,0.462093862815884,0.681818181818182,0.300624201449817
30,3,90,3,"std",1.9,0.160297709529224,0.869565217391304,0.425992779783394,0.772727272727273,0.300624201449817
30,3,90,3,"std",2.1,0.139534673861584,0.869565217391304,0.382671480144404,0.772727272727273,0.300624201449817
30,3,90,3,"std",2.3,0.135632000048313,0.91304347826087,0.32129963898917,0.818181818181818,0.300624201449817
30,3,90,3,"std",2.5,0.166365552298474,1,0.270758122743682,0.863636363636364,0.300624201449817
30,3,90,3,"std",2.7,0.157486230790363,1,0.249097472924188,0.863636363636364,0.300624201449817
30,3,90,3,"std",2.9,0.141068597060395,1,0.209386281588448,0.863636363636364,0.300624201449817
30,3,90,3,"std_cf",0.1,0.290218301350357,0.608695652173913,0.830324909747292,0.318181818181818,0.292855779950014
