"size","rate","rep","scenario","tau","mcc_full","f1_full","mcc_norr","f1_norr","mcc_triad","f1_triad","delta_mcc","delta_f1"
200,0.2,2,"B",0.4,0.721486459952098,0.753846153846154,0.525258490527144,0.578947368421053,0.663224228104651,0.704,0.196227969424954,0.174898785425101
200,0.2,3,"A",0.6,0.790798361893669,0.8,0.708980466215788,0.73469387755102,0.790798361893669,0.8,0.0818178956778811,0.0653061224489796
200,0.2,3,"B",0.4,0.735058787295176,0.768115942028986,0.635353913449326,0.682170542635659,0.745739156460743,0.776978417266187,0.0997048738458499,0.0859453993933267
200,0.2,4,"A",0.6,0.787458266495248,0.796116504854369,0.647951595291863,0.680851063829787,0.772568957429182,0.784313725490196,0.139506671203385,0.115265441024582
200,0.2,4,"B",0.4,0.787782232911901,0.811188811188811,0.669364437338289,0.712121212121212,0.798134184122736,0.819444444444445,0.118417795573612,0.099067599067599
200,0.2,5,"A",0.6,0.78071670476659,0.787234042553192,0.697320865849345,0.719101123595506,0.756426754724839,0.765957446808511,0.0833958389172444,0.0681329189576859
200,0.2,5,"B",0.4,0.721486459952098,0.753846153846154,0.577232022752604,0.627118644067797,0.663224228104651,0.704,0.144254437199494,0.126727509778357
200,0.4,1,"A",0.6,0.842310425421791,0.875739644970414,0.744418011778883,0.79746835443038,0.833550589156076,0.869047619047619,0.0978924136429078,0.0782712905400345
200,0.4,1,"B",0.4,0.696377728438454,0.762331838565022,0.542501472932655,0.62,0.696377728438454,0.762331838565022,0.153876255505799,0.142331838565022
200,0.4,2,"A",0.6,0.860994900255575,0.890173410404624,0.737960831879423,0.792452830188679,0.858831278123821,0.888888888888889,0.123034068376152,0.0977205802159451
200,0.4,2,"B",0.4,0.722893779490959,0.786324786324786,0.522313348070467,0.597014925373134,0.698375334072682,0.765217391304348,0.200580431420491,0.189309860951652
200,0.4,3,"A",0.6,0.873832043145441,0.898203592814371,0.755194805194805,0.805194805194805,0.837848625754035,0.871165644171779,0.118637237950636,0.0930087876195662
200,0.4,3,"B",0.4,0.765894145455734,0.820512820512821,0.645687290259661,0.716279069767442,0.676929688295276,0.743119266055046,0.120206855196073,0.104233750745379
200,0.4,4,"A",0.6,0.883799543155138,0.905882352941177,0.739161208148828,0.792207792207792,0.857210376026721,0.88622754491018,0.144638335006311,0.113674560733384
200,0.4,4,"B",0.4,0.770913105260728,0.824034334763948,0.599374282453911,0.673076923076923,0.722362828943539,0.784140969162996,0.171538822806817,0.150957411687025
200,0.4,5,"A",0.6,0.851047360136557,0.882352941176471,0.789365855876574,0.834355828220859,0.864154378902869,0.892857142857143,0.0616815042599833,0.0479971129556117
200,0.4,5,"B",0.4,0.79171882852385,0.841666666666667,0.694649087159263,0.761061946902655,0.762533248218278,0.818565400843882,0.0970697413645867,0.080604719764012
