"pattern","corruption","n","rate_full","rate_norr","delta","size","rate_sample","rep","scenario","tau"
"fatigue",0.9,3,0.333333333333333,0.333333333333333,0,50,0.4,10,"B",0.4
"fatigue",1,3,0.666666666666667,1,-0.333333333333333,50,0.4,10,"B",0.4
"longstring",0.5,4,0.5,0,0.5,50,0.4,10,"B",0.4
"longstring",0.6,4,0,0.25,-0.25,50,0.4,10,"B",0.4
"longstring",0.7,4,0.25,0.5,-0.25,50,0.4,10,"B",0.4
"longstring",0.8,3,0,0,0,50,0.4,10,"B",0.4
"longstring",0.9,3,0.666666666666667,0.666666666666667,0,50,0.4,10,"B",0.4
"longstring",1,3,1,1,0,50,0.4,10,"B",0.4
"mixed",0.5,3,0,0.333333333333333,-0.333333333333333,50,0.4,10,"B",0.4
"mixed",0.6,4,0.25,0.25,0,50,0.4,10,"B",0.4
"mixed",0.7,4,0.25,0,0.25,50,0.4,10,"B",0.4
"mixed",0.8,4,0.5,0.75,-0.25,50,0.4,10,"B",0.4
"mixed",0.9,3,0.333333333333333,0.333333333333333,0,50,0.4,10,"B",0.4
"mixed",1,3,0.333333333333333,0.333333333333333,0,50,0.4,10,"B",0.4
"pure_straight",0.5,4,0.5,0.75,-0.25,50,0.4,10,"B",0.4
"pure_straight",0.6,3,1,1,0,50,0.4,10,"B",0.4
"pure_straight",0.7,3,1,1,0,50,0.4,10,"B",0.4
"pure_straight",0.8,3,1,1,0,50,0.4,10,"B",0.4
"pure_straight",0.9,3,1,1,0,50,0.4,10,"B",0.4
"pure_straight",1,3,1,1,0,50,0.4,10,"B",0.4
"random",0.5,3,0,0.666666666666667,-0.666666666666667,50,0.4,10,"B",0.4
"random",0.6,4,0.25,0.5,-0.25,50,0.4,10,"B",0.4
"random",0.7,3,0.333333333333333,0.333333333333333,0,50,0.4,10,"B",0.4
"random",0.8,4,0.25,0.25,0,50,0.4,10,"B",0.4
"random",0.9,4,0.5,0.5,0,50,0.4,10,"B",0.4
"random",1,3,0,0,0,50,0.4,10,"B",0.4
"acquiescent",0.7,4,0.75,0.75,0,50,0.4,11,"A",0.6
"acquiescent",0.8,3,0.666666666666667,0.666666666666667,0,50,0.4,11,"A",0.6
"acquiescent",0.9,3,1,1,0,50,0.4,11,"A",0.6
"acquiescent",1,3,1,1,0,50,0.4,11,"A",0.6
"fatigue",0.7,3,0.666666666666667,0.666666666666667,0,50,0.4,11,"A",0.6
"fatigue",0.8,3,0.666666666666667,1,-0.333333333333333,50,0.4,11,"A",0.6
"fatigue",0.9,4,0.75,0.5,0.25,50,0.4,11,"A",0.6
"fatigue",1,4,0.5,0.5,0,50,0.4,11,"A",0.6
"longstring",0.7,3,0.666666666666667,0.666666666666667,0,50,0.4,11,"A",0.6
"longstring",0.8,4,0.5,0.5,0,50,0.4,11,"A",0.6
"longstring",0.9,4,0.75,0.5,0.25,50,0.4,11,"A",0.6
"longstring",1,4,0.75,0.75,0,50,0.4,11,"A",0.6
"mixed",0.7,3,0,0,0,50,0.4,11,"A",0.6
"mixed",0.8,3,0.333333333333333,0.333333333333333,0,50,0.4,11,"A",0.6
"mixed",0.9,3,0.333333333333333,0.333333333333333,0,50,0.4,11,"A",0.6
"mixed",1,4,0.5,0.5,0,50,0.4,11,"A",0.6
"pure_straight",0.7,3,0.666666666666667,0.666666666666667,0,50,0.4,11,"A",0.6
"pure_straight",0.8,3,1,1,0,50,0.4,11,"A",0.6
"pure_straight",0.9,3,1,1,0,50,0.4,11,"A",0.6
"pure_straight",1,4,1,1,0,50,0.4,11,"A",0.6
"random",0.7,3,0,0,0,50,0.4,11,"A",0.6
"random",0.8,4,0.5,0,0.5,50,0.4,11,"A",0.6
"random",0.9,3,0.333333333333333,0,0.333333333333333,50,0.4,11,"A",0.6
"random",1,4,0,0,0,50,0.4,11,"A",0.6
"acquiescent",0.5,4,0.5,0.75,-0.25,50,0.4,11,"B",0.4
"acquiescent",0.6,3,0.333333333333333,0.333333333333333,0,50,0.4,11,"B",0.4
"acquiescent",0.7,4,0.75,0.75,0,50,0.4,11,"B",0.4
"acquiescent",0.8,3,0.666666666666667,0.666666666666667,0,50,0.4,11,"B",0.4
"acquiescent",0.9,3,1,1,0,50,0.4,11,"B",0.4
"acquiescent",1,3,1,1,0,50,0.4,11,"B",0.4
"fatigue",0.5,3,0,0,0,50,0.4,11,"B",0.4
"fatigue",0.6,3,1,0.666666666666667,0.333333333333333,50,0.4,11,"B",0.4
"fatigue",0.7,3,0.666666666666667,0.666666666666667,0,50,0.4,11,"B",0.4
"fatigue",0.8,3,1,1,0,50,0.4,11,"B",0.4
"fatigue",0.9,4,0.5,0.5,0,50,0.4,11,"B",0.4
"fatigue",1,4,0.5,0.5,0,50,0.4,11,"B",0.4
"longstring",0.5,3,0.333333333333333,0.333333333333333,0,50,0.4,11,"B",0.4
"longstring",0.6,4,0.25,0.5,-0.25,50,0.4,11,"B",0.4
"longstring",0.7,3,1,0.333333333333333,0.666666666666667,50,0.4,11,"B",0.4
"longstring",0.8,4,0.5,1,-0.5,50,0.4,11,"B",0.4
"longstring",0.9,4,0.75,0.5,0.25,50,0.4,11,"B",0.4
"longstring",1,4,1,0.75,0.25,50,0.4,11,"B",0.4
"mixed",0.5,3,0,0.666666666666667,-0.666666666666667,50,0.4,11,"B",0.4
"mixed",0.6,3,0.333333333333333,0.666666666666667,-0.333333333333333,50,0.4,11,"B",0.4
"mixed",0.7,3,0,0,0,50,0.4,11,"B",0.4
"mixed",0.8,3,0.333333333333333,0.333333333333333,0,50,0.4,11,"B",0.4
"mixed",0.9,3,0.333333333333333,0.333333333333333,0,50,0.4,11,"B",0.4
"mixed",1,4,0.5,0.5,0,50,0.4,11,"B",0.4
"pure_straight",0.5,3,0.333333333333333,0.666666666666667,-0.333333333333333,50,0.4,11,"B",0.4
"pure_straight",0.6,3,1,1,0,50,0.4,11,"B",0.4
"pure_straight",0.7,3,0.666666666666667,0.666666666666667,0,50,0.4,11,"B",0.4
"pure_straight",0.8,3,1,1,0,50,0.4,11,"B",0.4
"pure_straight",0.9,3,1,1,0,50,0.4,11,"B",0.4
"pure_straight",1,4,1,1,0,50,0.4,11,"B",0.4
"random",0.5,3,0,0.333333333333333,-0.333333333333333,50,0.4,11,"B",0.4
"random",0.6,4,0,0,0,50,0.4,11,"B",0.4
"random",0.7,3,0.333333333333333,0,0.333333333333333,50,0.4,11,"B",0.4
"random",0.8,4,0.5,0,0.5,50,0.4,11,"B",0.4
"random",0.9,3,0.333333333333333,0.333333333333333,0,50,0.4,11,"B",0.4
"random",1,4,0.25,0.25,0,50,0.4,11,"B",0.4
"acquiescent",0.7,4,0.75,0.75,0,50,0.4,12,"A",0.6
"acquiescent",0.8,3,1,1,0,50,0.4,12,"A",0.6
"acquiescent",0.9,3,1,1,0,50,0.4,12,"A",0.6
"acquiescent",1,4,1,1,0,50,0.4,12,"A",0.6
"fatigue",0.7,3,0.333333333333333,0.333333333333333,0,50,0.4,12,"A",0.6
"fatigue",0.8,4,0.75,0.75,0,50,0.4,12,"A",0.6
"fatigue",0.9,3,0,0,0,50,0.4,12,"A",0.6
"fatigue",1,3,1,1,0,50,0.4,12,"A",0.6
"longstring",0.7,4,1,0.75,0.25,50,0.4,12,"A",0.6
"longstring",0.8,3,0.333333333333333,0.333333333333333,0,50,0.4,12,"A",0.6
"longstring",0.9,3,0.666666666666667,0.666666666666667,0,50,0.4,12,"A",0.6
"longstring",1,4,0.75,0.75,0,50,0.4,12,"A",0.6
"mixed",0.7,3,0.666666666666667,0.666666666666667,0,50,0.4,12,"A",0.6
"mixed",0.8,3,0.333333333333333,0.666666666666667,-0.333333333333333,50,0.4,12,"A",0.6
"mixed",0.9,3,1,0.333333333333333,0.666666666666667,50,0.4,12,"A",0.6
"mixed",1,4,0.25,0.25,0,50,0.4,12,"A",0.6
"pure_straight",0.7,4,0.25,0.75,-0.5,50,0.4,12,"A",0.6
"pure_straight",0.8,3,1,1,0,50,0.4,12,"A",0.6
"pure_straight",0.9,3,1,1,0,50,0.4,12,"A",0.6
"pure_straight",1,3,1,1,0,50,0.4,12,"A",0.6
"random",0.7,4,0.75,0.75,0,50,0.4,12,"A",0.6
"random",0.8,4,0.5,0.5,0,50,0.4,12,"A",0.6
"random",0.9,4,0.5,0.5,0,50,0.4,12,"A",0.6
"random",1,3,0.333333333333333,0,0.333333333333333,50,0.4,12,"A",0.6
"acquiescent",0.5,3,0.666666666666667,1,-0.333333333333333,50,0.4,12,"B",0.4
"acquiescent",0.6,3,0.333333333333333,0.333333333333333,0,50,0.4,12,"B",0.4
"acquiescent",0.7,4,0.75,0.75,0,50,0.4,12,"B",0.4
"acquiescent",0.8,3,0.666666666666667,1,-0.333333333333333,50,0.4,12,"B",0.4
"acquiescent",0.9,3,1,1,0,50,0.4,12,"B",0.4
"acquiescent",1,4,1,1,0,50,0.4,12,"B",0.4
"fatigue",0.5,3,0,0,0,50,0.4,12,"B",0.4
"fatigue",0.6,3,0.333333333333333,0.333333333333333,0,50,0.4,12,"B",0.4
"fatigue",0.7,3,0.333333333333333,0.333333333333333,0,50,0.4,12,"B",0.4
"fatigue",0.8,4,0.75,0.75,0,50,0.4,12,"B",0.4
"fatigue",0.9,3,0,0,0,50,0.4,12,"B",0.4
"fatigue",1,3,0.666666666666667,0.666666666666667,0,50,0.4,12,"B",0.4
"longstring",0.5,3,0,0,0,50,0.4,12,"B",0.4
"longstring",0.6,4,0.25,0,0.25,50,0.4,12,"B",0.4
"longstring",0.7,4,0.75,0.75,0,50,0.4,12,"B",0.4
"longstring",0.8,3,0.333333333333333,0.333333333333333,0,50,0.4,12,"B",0.4
"longstring",0.9,3,0.666666666666667,0.666666666666667,0,50,0.4,12,"B",0.4
"longstring",1,4,0.75,0.75,0,50,0.4,12,"B",0.4
"mixed",0.5,3,0,0,0,50,0.4,12,"B",0.4
"mixed",0.6,3,0.333333333333333,0,0.333333333333333,50,0.4,12,"B",0.4
"mixed",0.7,3,1,0.333333333333333,0.666666666666667,50,0.4,12,"B",0.4
"mixed",0.8,3,0.333333333333333,0.666666666666667,-0.333333333333333,50,0.4,12,"B",0.4
"mixed",0.9,3,0,0,0,50,0.4,12,"B",0.4
"mixed",1,4,0.25,0.25,0,50,0.4,12,"B",0.4
"pure_straight",0.5,3,0.666666666666667,0.333333333333333,0.333333333333333,50,0.4,12,"B",0.4
"pure_straight",0.6,4,1,1,0,50,0.4,12,"B",0.4
"pure_straight",0.7,4,0.5,0.25,0.25,50,0.4,12,"B",0.4
"pure_straight",0.8,3,1,1,0,50,0.4,12,"B",0.4
"pure_straight",0.9,3,1,1,0,50,0.4,12,"B",0.4
"pure_straight",1,3,1,1,0,50,0.4,12,"B",0.4
"random",0.5,3,0.333333333333333,0.333333333333333,0,50,0.4,12,"B",0.4
"random",0.6,3,0,0,0,50,0.4,12,"B",0.4
"random",0.7,4,0.25,0.5,-0.25,50,0.4,12,"B",0.4
"random",0.8,4,0.25,0.5,-0.25,50,0.4,12,"B",0.4
"random",0.9,4,0.25,0.25,0,50,0.4,12,"B",0.4
"random",1,3,0.333333333333333,0,0.333333333333333,50,0.4,12,"B",0.4
"acquiescent",0.7,5,0.6,0.6,0,50,0.6,1,"A",0.6
"acquiescent",0.8,5,1,0.8,0.2,50,0.6,1,"A",0.6
"acquiescent",0.9,5,1,1,0,50,0.6,1,"A",0.6
"acquiescent",1,5,1,1,0,50,0.6,1,"A",0.6
"fatigue",0.7,5,0.6,0.6,0,50,0.6,1,"A",0.6
"fatigue",0.8,5,0.8,0.8,0,50,0.6,1,"A",0.6
"fatigue",0.9,5,1,0.6,0.4,50,0.6,1,"A",0.6
"fatigue",1,5,1,1,0,50,0.6,1,"A",0.6
"longstring",0.7,5,0.2,0,0.2,50,0.6,1,"A",0.6
"longstring",0.8,5,0.6,0.6,0,50,0.6,1,"A",0.6
"longstring",0.9,5,0.8,0.8,0,50,0.6,1,"A",0.6
"longstring",1,5,0.8,0.8,0,50,0.6,1,"A",0.6
"mixed",0.7,5,0.4,0.2,0.2,50,0.6,1,"A",0.6
"mixed",0.8,5,0.2,0.2,0,50,0.6,1,"A",0.6
"mixed",0.9,5,0.2,0.2,0,50,0.6,1,"A",0.6
"mixed",1,5,0.4,0.6,-0.2,50,0.6,1,"A",0.6
"pure_straight",0.7,5,0.6,0.8,-0.2,50,0.6,1,"A",0.6
"pure_straight",0.8,5,1,1,0,50,0.6,1,"A",0.6
"pure_straight",0.9,5,1,1,0,50,0.6,1,"A",0.6
"pure_straight",1,5,1,1,0,50,0.6,1,"A",0.6
"random",0.7,5,0.4,0.2,0.2,50,0.6,1,"A",0.6
"random",0.8,5,0,0,0,50,0.6,1,"A",0.6
"random",0.9,5,0.2,0,0.2,50,0.6,1,"A",0.6
"random",1,5,0.2,0.2,0,50,0.6,1,"A",0.6
"acquiescent",0.5,5,0.4,0.4,0,50,0.6,1,"B",0.4
"acquiescent",0.6,5,0.6,0.6,0,50,0.6,1,"B",0.4
"acquiescent",0.7,5,0.6,0.6,0,50,0.6,1,"B",0.4
"acquiescent",0.8,5,1,1,0,50,0.6,1,"B",0.4
"acquiescent",0.9,5,1,1,0,50,0.6,1,"B",0.4
"acquiescent",1,5,1,1,0,50,0.6,1,"B",0.4
"fatigue",0.5,5,0.6,0.4,0.2,50,0.6,1,"B",0.4
"fatigue",0.6,5,0.4,0.2,0.2,50,0.6,1,"B",0.4
"fatigue",0.7,5,0.4,0.4,0,50,0.6,1,"B",0.4
"fatigue",0.8,5,0.8,0.8,0,50,0.6,1,"B",0.4
"fatigue",0.9,5,0.4,0.4,0,50,0.6,1,"B",0.4
"fatigue",1,5,0.8,0.8,0,50,0.6,1,"B",0.4
"longstring",0.5,5,0,0,0,50,0.6,1,"B",0.4
"longstring",0.6,5,0.4,0.2,0.2,50,0.6,1,"B",0.4
"longstring",0.7,5,0.4,0.2,0.2,50,0.6,1,"B",0.4
"longstring",0.8,5,0.8,0.6,0.2,50,0.6,1,"B",0.4
"longstring",0.9,5,0.6,0.4,0.2,50,0.6,1,"B",0.4
"longstring",1,5,0.6,0.6,0,50,0.6,1,"B",0.4
"mixed",0.5,5,0,0,0,50,0.6,1,"B",0.4
"mixed",0.6,5,0.2,0,0.2,50,0.6,1,"B",0.4
"mixed",0.7,5,0.2,0,0.2,50,0.6,1,"B",0.4
"mixed",0.8,5,0.2,0,0.2,50,0.6,1,"B",0.4
"mixed",0.9,5,0,0,0,50,0.6,1,"B",0.4
"mixed",1,5,0.2,0,0.2,50,0.6,1,"B",0.4
"pure_straight",0.5,5,0.8,0.6,0.2,50,0.6,1,"B",0.4
"pure_straight",0.6,5,0.8,0.6,0.2,50,0.6,1,"B",0.4
"pure_straight",0.7,5,0.6,0.6,0,50,0.6,1,"B",0.4
"pure_straight",0.8,5,1,1,0,50,0.6,1,"B",0.4
"pure_straight",0.9,5,1,1,0,50,0.6,1,"B",0.4
"pure_straight",1,5,1,1,0,50,0.6,1,"B",0.4
"random",0.5,5,0,0,0,50,0.6,1,"B",0.4
"random",0.6,5,0.2,0,0.2,50,0.6,1,"B",0.4
"random",0.7,5,0,0,0,50,0.6,1,"B",0.4
"random",0.8,5,0,0,0,50,0.6,1,"B",0.4
"random",0.9,5,0.2,0,0.2,50,0.6,1,"B",0.4
"random",1,5,0,0,0,50,0.6,1,"B",0.4
"acquiescent",0.7,5,1,0.8,0.2,50,0.6,2,"A",0.6
"acquiescent",0.8,5,1,1,0,50,0.6,2,"A",0.6
"acquiescent",0.9,5,1,1,0,50,0.6,2,"A",0.6
"acquiescent",1,5,1,1,0,50,0.6,2,"A",0.6
"fatigue",0.7,5,0.2,0.2,0,50,0.6,2,"A",0.6
"fatigue",0.8,5,0.6,0.6,0,50,0.6,2,"A",0.6
"fatigue",0.9,5,0.8,0.8,0,50,0.6,2,"A",0.6
"fatigue",1,5,0.4,0.6,-0.2,50,0.6,2,"A",0.6
"longstring",0.7,5,1,0.8,0.2,50,0.6,2,"A",0.6
"longstring",0.8,5,0.6,0.6,0,50,0.6,2,"A",0.6
"longstring",0.9,5,0.6,0.6,0,50,0.6,2,"A",0.6
"longstring",1,5,1,1,0,50,0.6,2,"A",0.6
"mixed",0.7,5,0.2,0.4,-0.2,50,0.6,2,"A",0.6
"mixed",0.8,5,0.6,0.6,0,50,0.6,2,"A",0.6
"mixed",0.9,5,0.2,0.4,-0.2,50,0.6,2,"A",0.6
"mixed",1,5,0.2,0,0.2,50,0.6,2,"A",0.6
"pure_straight",0.7,5,0.8,0.4,0.4,50,0.6,2,"A",0.6
"pure_straight",0.8,5,1,1,0,50,0.6,2,"A",0.6
"pure_straight",0.9,5,1,1,0,50,0.6,2,"A",0.6
"pure_straight",1,5,1,1,0,50,0.6,2,"A",0.6
"random",0.7,5,0.2,0.2,0,50,0.6,2,"A",0.6
"random",0.8,5,0.4,0,0.4,50,0.6,2,"A",0.6
"random",0.9,5,0.6,0.2,0.4,50,0.6,2,"A",0.6
"random",1,5,0,0,0,50,0.6,2,"A",0.6
"acquiescent",0.5,5,0.6,0.2,0.4,50,0.6,2,"B",0.4
"acquiescent",0.6,5,0.8,0.2,0.6,50,0.6,2,"B",0.4
"acquiescent",0.7,5,1,0.8,0.2,50,0.6,2,"B",0.4
"acquiescent",0.8,5,1,1,0,50,0.6,2,"B",0.4
"acquiescent",0.9,5,1,1,0,50,0.6,2,"B",0.4
"acquiescent",1,5,1,1,0,50,0.6,2,"B",0.4
"fatigue",0.5,5,0.2,0.2,0,50,0.6,2,"B",0.4
"fatigue",0.6,5,0,0.2,-0.2,50,0.6,2,"B",0.4
"fatigue",0.7,5,0.2,0.2,0,50,0.6,2,"B",0.4
"fatigue",0.8,5,0.6,0.8,-0.2,50,0.6,2,"B",0.4
"fatigue",0.9,5,0.8,0.4,0.4,50,0.6,2,"B",0.4
"fatigue",1,5,0.2,0.4,-0.2,50,0.6,2,"B",0.4
"longstring",0.5,5,0.6,0.2,0.4,50,0.6,2,"B",0.4
"longstring",0.6,5,0.6,0.4,0.2,50,0.6,2,"B",0.4
"longstring",0.7,5,0.8,0.6,0.2,50,0.6,2,"B",0.4
"longstring",0.8,5,0.8,0.6,0.2,50,0.6,2,"B",0.4
"longstring",0.9,5,0.8,0.6,0.2,50,0.6,2,"B",0.4
"longstring",1,5,0.8,0.8,0,50,0.6,2,"B",0.4
"mixed",0.5,5,0,0,0,50,0.6,2,"B",0.4
"mixed",0.6,5,0.2,0.2,0,50,0.6,2,"B",0.4
"mixed",0.7,5,0,0.2,-0.2,50,0.6,2,"B",0.4
"mixed",0.8,5,0.2,0.2,0,50,0.6,2,"B",0.4
"mixed",0.9,5,0.2,0.2,0,50,0.6,2,"B",0.4
"mixed",1,5,0,0,0,50,0.6,2,"B",0.4
"pure_straight",0.5,5,0.8,0.8,0,50,0.6,2,"B",0.4
"pure_straight",0.6,5,0.8,1,-0.2,50,0.6,2,"B",0.4
"pure_straight",0.7,5,1,0.4,0.6,50,0.6,2,"B",0.4
"pure_straight",0.8,5,1,1,0,50,0.6,2,"B",0.4
"pure_straight",0.9,5,1,1,0,50,0.6,2,"B",0.4
"pure_straight",1,5,1,1,0,50,0.6,2,"B",0.4
"random",0.5,5,0,0,0,50,0.6,2,"B",0.4
"random",0.6,5,0.2,0,0.2,50,0.6,2,"B",0.4
"random",0.7,5,0,0,0,50,0.6,2,"B",0.4
"random",0.8,5,0,0,0,50,0.6,2,"B",0.4
"random",0.9,5,0.2,0,0.2,50,0.6,2,"B",0.4
"random",1,5,0,0,0,50,0.6,2,"B",0.4
"acquiescent",0.7,5,0.4,0.8,-0.4,50,0.6,3,"A",0.6
"acquiescent",0.8,5,1,1,0,50,0.6,3,"A",0.6
"acquiescent",0.9,5,1,1,0,50,0.6,3,"A",0.6
"acquiescent",1,5,1,1,0,50,0.6,3,"A",0.6
"fatigue",0.7,5,1,0.8,0.2,50,0.6,3,"A",0.6
"fatigue",0.8,5,0.2,0.2,0,50,0.6,3,"A",0.6
"fatigue",0.9,5,0.4,0.4,0,50,0.6,3,"A",0.6
"fatigue",1,5,0.8,0.8,0,50,0.6,3,"A",0.6
"longstring",0.7,5,0.4,0.4,0,50,0.6,3,"A",0.6
"longstring",0.8,5,0.4,0.4,0,50,0.6,3,"A",0.6
"longstring",0.9,5,1,1,0,50,0.6,3,"A",0.6
"longstring",1,5,0.8,0.6,0.2,50,0.6,3,"A",0.6
"mixed",0.7,5,0.4,0.2,0.2,50,0.6,3,"A",0.6
"mixed",0.8,5,0.4,0.2,0.2,50,0.6,3,"A",0.6
"mixed",0.9,5,0.2,0,0.2,50,0.6,3,"A",0.6
"mixed",1,5,0,0.2,-0.2,50,0.6,3,"A",0.6
"pure_straight",0.7,5,0.8,0.8,0,50,0.6,3,"A",0.6
"pure_straight",0.8,5,1,0.8,0.2,50,0.6,3,"A",0.6
"pure_straight",0.9,5,1,1,0,50,0.6,3,"A",0.6
"pure_straight",1,5,1,1,0,50,0.6,3,"A",0.6
"random",0.7,5,0.4,0,0.4,50,0.6,3,"A",0.6
"random",0.8,5,0.4,0.4,0,50,0.6,3,"A",0.6
"random",0.9,5,0.4,0,0.4,50,0.6,3,"A",0.6
"random",1,5,0.4,0.4,0,50,0.6,3,"A",0.6
"acquiescent",0.5,5,0.2,0.2,0,50,0.6,3,"B",0.4
"acquiescent",0.6,5,0.6,0.2,0.4,50,0.6,3,"B",0.4
"acquiescent",0.7,5,0.6,0.4,0.2,50,0.6,3,"B",0.4
"acquiescent",0.8,5,1,1,0,50,0.6,3,"B",0.4
"acquiescent",0.9,5,1,1,0,50,0.6,3,"B",0.4
"acquiescent",1,5,1,1,0,50,0.6,3,"B",0.4
"fatigue",0.5,5,0,0,0,50,0.6,3,"B",0.4
"fatigue",0.6,5,0.6,0.4,0.2,50,0.6,3,"B",0.4
"fatigue",0.7,5,0.6,0.8,-0.2,50,0.6,3,"B",0.4
"fatigue",0.8,5,0,0,0,50,0.6,3,"B",0.4
"fatigue",0.9,5,0.4,0.2,0.2,50,0.6,3,"B",0.4
"fatigue",1,5,0.6,0.6,0,50,0.6,3,"B",0.4
"longstring",0.5,5,0.2,0.2,0,50,0.6,3,"B",0.4
"longstring",0.6,5,0,0,0,50,0.6,3,"B",0.4
"longstring",0.7,5,0.4,0.4,0,50,0.6,3,"B",0.4
"longstring",0.8,5,0.4,0.4,0,50,0.6,3,"B",0.4
"longstring",0.9,5,0.6,0.2,0.4,50,0.6,3,"B",0.4
"longstring",1,5,0.4,0.4,0,50,0.6,3,"B",0.4
"mixed",0.5,5,0.2,0.2,0,50,0.6,3,"B",0.4
"mixed",0.6,5,0,0,0,50,0.6,3,"B",0.4
"mixed",0.7,5,0.2,0,0.2,50,0.6,3,"B",0.4
"mixed",0.8,5,0,0,0,50,0.6,3,"B",0.4
"mixed",0.9,5,0,0,0,50,0.6,3,"B",0.4
"mixed",1,5,0.2,0,0.2,50,0.6,3,"B",0.4
"pure_straight",0.5,5,0.8,0.8,0,50,0.6,3,"B",0.4
"pure_straight",0.6,5,0.6,0.6,0,50,0.6,3,"B",0.4
"pure_straight",0.7,5,0.8,0.8,0,50,0.6,3,"B",0.4
"pure_straight",0.8,5,0.8,0.8,0,50,0.6,3,"B",0.4
"pure_straight",0.9,5,1,1,0,50,0.6,3,"B",0.4
"pure_straight",1,5,1,1,0,50,0.6,3,"B",0.4
"random",0.5,5,0.2,0,0.2,50,0.6,3,"B",0.4
"random",0.6,5,0.2,0,0.2,50,0.6,3,"B",0.4
"random",0.7,5,0,0,0,50,0.6,3,"B",0.4
"random",0.8,5,0.4,0.4,0,50,0.6,3,"B",0.4
"random",0.9,5,0.2,0.2,0,50,0.6,3,"B",0.4
"random",1,5,0.2,0.2,0,50,0.6,3,"B",0.4
"acquiescent",0.7,5,0.6,0.6,0,50,0.6,4,"A",0.6
"acquiescent",0.8,5,1,1,0,50,0.6,4,"A",0.6
"acquiescent",0.9,5,1,1,0,50,0.6,4,"A",0.6
"acquiescent",1,5,1,1,0,50,0.6,4,"A",0.6
"fatigue",0.7,5,0.8,0.8,0,50,0.6,4,"A",0.6
"fatigue",0.8,5,0.8,0.8,0,50,0.6,4,"A",0.6
"fatigue",0.9,5,0.6,0.6,0,50,0.6,4,"A",0.6
"fatigue",1,5,1,1,0,50,0.6,4,"A",0.6
"longstring",0.7,5,0.6,0.4,0.2,50,0.6,4,"A",0.6
"longstring",0.8,5,0.6,0.8,-0.2,50,0.6,4,"A",0.6
"longstring",0.9,5,1,1,0,50,0.6,4,"A",0.6
"longstring",1,5,1,0.8,0.2,50,0.6,4,"A",0.6
"mixed",0.7,5,0.6,0.2,0.4,50,0.6,4,"A",0.6
"mixed",0.8,5,0.4,0.4,0,50,0.6,4,"A",0.6
"mixed",0.9,5,0.8,0.6,0.2,50,0.6,4,"A",0.6
"mixed",1,5,0.2,0.2,0,50,0.6,4,"A",0.6
"pure_straight",0.7,5,1,1,0,50,0.6,4,"A",0.6
"pure_straight",0.8,5,1,0.8,0.2,50,0.6,4,"A",0.6
"pure_straight",0.9,5,1,1,0,50,0.6,4,"A",0.6
"pure_straight",1,5,1,1,0,50,0.6,4,"A",0.6
"random",0.7,5,0.2,0.2,0,50,0.6,4,"A",0.6
"random",0.8,5,0.6,0.4,0.2,50,0.6,4,"A",0.6
"random",0.9,5,0.6,0.4,0.2,50,0.6,4,"A",0.6
"random",1,5,0.4,0.4,0,50,0.6,4,"A",0.6
"acquiescent",0.5,5,0.4,0.6,-0.2,50,0.6,4,"B",0.4
"acquiescent",0.6,5,0.2,0.2,0,50,0.6,4,"B",0.4
"acquiescent",0.7,5,0.6,0.2,0.4,50,0.6,4,"B",0.4
"acquiescent",0.8,5,1,1,0,50,0.6,4,"B",0.4
"acquiescent",0.9,5,1,1,0,50,0.6,4,"B",0.4
"acquiescent",1,5,1,1,0,50,0.6,4,"B",0.4
"fatigue",0.5,5,0.2,0,0.2,50,0.6,4,"B",0.4
"fatigue",0.6,5,0.2,0.2,0,50,0.6,4,"B",0.4
"fatigue",0.7,5,0.8,0.8,0,50,0.6,4,"B",0.4
"fatigue",0.8,5,0.4,0.8,-0.4,50,0.6,4,"B",0.4
"fatigue",0.9,5,0.6,0.6,0,50,0.6,4,"B",0.4
"fatigue",1,5,0.8,0.8,0,50,0.6,4,"B",0.4
"longstring",0.5,5,0.2,0.2,0,50,0.6,4,"B",0.4
"longstring",0.6,5,0.6,0.6,0,50,0.6,4,"B",0.4
"longstring",0.7,5,0,0,0,50,0.6,4,"B",0.4
"longstring",0.8,5,0.6,0.8,-0.2,50,0.6,4,"B",0.4
"longstring",0.9,5,1,1,0,50,0.6,4,"B",0.4
"longstring",1,5,0.8,0.8,0,50,0.6,4,"B",0.4
"mixed",0.5,5,0.2,0.2,0,50,0.6,4,"B",0.4
"mixed",0.6,5,0,0,0,50,0.6,4,"B",0.4
"mixed",0.7,5,0.2,0,0.2,50,0.6,4,"B",0.4
"mixed",0.8,5,0.2,0.2,0,50,0.6,4,"B",0.4
"mixed",0.9,5,0.6,0.4,0.2,50,0.6,4,"B",0.4
"mixed",1,5,0.2,0.2,0,50,0.6,4,"B",0.4
"pure_straight",0.5,5,0.6,0.4,0.2,50,0.6,4,"B",0.4
"pure_straight",0.6,5,0.8,0.4,0.4,50,0.6,4,"B",0.4
"pure_straight",0.7,5,1,1,0,50,0.6,4,"B",0.4
"pure_straight",0.8,5,0.8,0.8,0,50,0.6,4,"B",0.4
"pure_straight",0.9,5,1,1,0,50,0.6,4,"B",0.4
"pure_straight",1,5,1,1,0,50,0.6,4,"B",0.4
"random",0.5,5,0,0,0,50,0.6,4,"B",0.4
"random",0.6,5,0,0,0,50,0.6,4,"B",0.4
"random",0.7,5,0,0,0,50,0.6,4,"B",0.4
