size,rate,rep,scenario,tau,mcc_full,f1_full,mcc_norr,f1_norr,delta_mcc,delta_f1
30,0.6,4,B,0.4,0.4806963076905793,0.5797101449275363,0.43104158939647214,0.5263157894736842,0.04965471829410717,0.05339435545385207
30,0.6,5,B,0.4,0.4105050699039556,0.5038167938931297,0.39480068985997485,0.4864864864864865,0.015704380043980726,0.01733030740664321
30,0.6,6,B,0.4,0.36249715832237034,0.450592885375494,0.4105050699039556,0.5038167938931297,-0.04800791158158524,-0.0532239085176357
30,0.6,7,B,0.4,0.45614227260576157,0.5535055350553505,0.4361097276776753,0.5318352059925093,0.02003254492808626,0.021670329062841165
30,0.6,8,B,0.4,0.44617249738347897,0.5427509293680298,0.4855487527132736,0.5848375451263538,-0.03937625532979461,-0.04208661575832395
30,0.6,9,B,0.4,0.45614227260576157,0.5535055350553505,0.420827817635731,0.5151515151515151,0.03531445497003055,0.03835401990383536
30,0.6,10,B,0.4,0.39480068985997485,0.4864864864864865,0.38417273015634357,0.47470817120622577,0.010627959703631285,0.011778315280260743
30,0.6,11,B,0.4,0.4105050699039556,0.5038167938931297,0.36797147802845437,0.4566929133858268,0.04253359187550121,0.04712388050730293
30,0.6,12,B,0.4,0.3345113534066912,0.41935483870967744,0.35142993148340873,0.4382470119521912,-0.01691857807671754,-0.018892173242513743
50,0.1,1,B,0.4,0.4281657081150288,0.4657534246575343,0.4735650806092763,0.5066666666666667,-0.045399372494247525,-0.04091324200913243
50,0.1,2,B,0.4,0.4699742031035358,0.5,0.4699742031035358,0.5,0.0,0.0
50,0.1,3,B,0.4,0.4699742031035358,0.5,0.34680699725666414,0.3880597014925374,0.12316720584687169,0.11194029850746262
50,0.1,4,B,0.4,0.33918654611144194,0.38235294117647056,0.33918654611144194,0.38235294117647056,0.0,0.0
50,0.1,5,B,0.4,0.4907060839923518,0.5142857142857143,0.4907060839923518,0.5142857142857143,0.0,0.0
50,0.1,6,B,0.4,0.5498323973297269,0.5675675675675675,0.5498323973297269,0.5675675675675675,0.0,0.0
50,0.1,7,B,0.4,0.5285398029928463,0.5569620253164557,0.48611647911100464,0.5194805194805195,0.04242332388184167,0.037481505835936124
50,0.1,8,B,0.4,0.3547799037191331,0.393939393939394,0.27285725063047184,0.31746031746031744,0.08192265308866126,0.07647907647907654
50,0.1,9,B,0.4,0.4281657081150288,0.4657534246575343,0.38101167839094224,0.4225352112676056,0.047154029724086555,0.04321821338992865
50,0.1,10,B,0.4,0.43145721685738775,0.463768115942029,0.43145721685738775,0.463768115942029,0.0,0.0
50,0.1,11,B,0.4,0.3975679692791144,0.4347826086956522,0.42217299051361706,0.4571428571428572,-0.024605021234502644,-0.022360248447204967
50,0.1,12,B,0.4,0.42217299051361706,0.4571428571428572,0.42217299051361706,0.4571428571428572,0.0,0.0
50,0.2,1,B,0.4,0.5392677706701345,0.5932203389830507,0.5264352922572346,0.5811965811965811,0.012832478412899917,0.01202375778646958
50,0.2,2,B,0.4,0.5453325244369324,0.5982905982905983,0.46528151877426216,0.5225225225225224,0.0800510056626702,0.07576807576807587
50,0.2,3,B,0.4,0.5060394810436336,0.5614035087719299,0.5060394810436336,0.5614035087719299,0.0,0.0
50,0.2,4,B,0.4,0.6304616847349724,0.6771653543307087,0.5828639656656244,0.6341463414634146,0.047597719069348066,0.04301901286729404
50,0.2,5,B,0.4,0.4643401490099472,0.5225225225225225,0.5054448922424538,0.5614035087719298,-0.041104743232506624,-0.03888098624940728
50,0.2,6,B,0.4,0.5645116857605751,0.6166666666666666,0.5264352922572346,0.5811965811965811,0.03807639350334047,0.035470085470085455
50,0.2,7,B,0.4,0.4069129440006726,0.4672897196261682,0.4360295272532355,0.4954128440366973,-0.02911658325256289,-0.028123124410529055
50,0.2,8,B,0.4,0.4557370667833162,0.5137614678899083,0.4699237269326849,0.5272727272727272,-0.014186660149368702,-0.013511259382818941
50,0.2,9,B,0.4,0.47821530449294086,0.5357142857142858,0.4502810278350041,0.5090909090909091,0.02793427665793674,0.02662337662337666
