size,rate,condition,rep,pattern,n,detection,detection_norr,mean_corruption
120,0.4,realistic,4,longstring,14,0.42857142857142855,0.42857142857142855,0.5214285714285715
120,0.4,realistic,4,mixed,13,0.6923076923076923,0.6923076923076923,0.5846153846153845
120,0.4,realistic,4,positional_fatigue,13,0.3076923076923077,0.3076923076923077,0.46538461538461545
120,0.4,realistic,4,pure_straight,14,0.7857142857142857,0.6428571428571429,0.5428571428571428
120,0.4,realistic,4,random,14,0.7142857142857143,0.6428571428571429,0.5857142857142856
200,0.2,clean,1,acquiescent,10,0.6,0.4,0.5499999999999999
200,0.2,clean,1,fatigue,10,0.4,0.3,0.55
200,0.2,clean,1,longstring,10,0.6,0.7,0.55
200,0.2,clean,1,mixed,10,0.5,0.4,0.55
200,0.2,clean,1,pure_straight,10,0.6,0.5,0.5499999999999999
200,0.2,clean,1,random,10,0.3,0.1,0.55
200,0.2,clean,2,acquiescent,10,0.7,0.7,0.55
200,0.2,clean,2,fatigue,10,0.6,0.5,0.55
200,0.2,clean,2,longstring,10,0.5,0.5,0.55
200,0.2,clean,2,mixed,10,0.2,0.3,0.55
200,0.2,clean,2,pure_straight,10,0.8,0.8,0.55
200,0.2,clean,2,random,10,0.5,0.2,0.55
200,0.2,clean,3,acquiescent,10,0.6,0.8,0.55
200,0.2,clean,3,fatigue,10,0.4,0.5,0.55
200,0.2,clean,3,longstring,10,0.4,0.2,0.55
200,0.2,clean,3,mixed,10,0.2,0.2,0.55
200,0.2,clean,3,pure_straight,10,0.7,0.9,0.55
200,0.2,clean,3,random,10,0.6,0.4,0.5499999999999999
200,0.2,clean,4,acquiescent,10,0.8,0.7,0.55
200,0.2,clean,4,fatigue,10,0.4,0.3,0.55
200,0.2,clean,4,longstring,10,0.5,0.6,0.5499999999999999
200,0.2,clean,4,mixed,10,0.3,0.3,0.55
200,0.2,clean,4,pure_straight,10,0.9,0.9,0.55
200,0.2,clean,4,random,10,0.4,0.2,0.55
200,0.2,realistic,1,acquiescent,7,0.8571428571428571,0.42857142857142855,0.6142857142857142
200,0.2,realistic,1,anchor_noise,6,0.8333333333333334,0.3333333333333333,0.6833333333333332
200,0.2,realistic,1,fatigue,7,0.2857142857142857,0.2857142857142857,0.5285714285714286
200,0.2,realistic,1,language_barrier,6,0.6666666666666666,0.6666666666666666,0.6083333333333333
200,0.2,realistic,1,longstring,7,0.7142857142857143,0.5714285714285714,0.5857142857142856
200,0.2,realistic,1,mixed,7,0.2857142857142857,0.2857142857142857,0.5571428571428572
200,0.2,realistic,1,positional_fatigue,6,0.5,0.16666666666666666,0.5316666666666667
200,0.2,realistic,1,pure_straight,7,0.42857142857142855,0.5714285714285714,0.4857142857142857
200,0.2,realistic,1,random,7,0.7142857142857143,0.42857142857142855,0.5857142857142856
200,0.2,realistic,2,acquiescent,7,0.5714285714285714,0.7142857142857143,0.557142857142857
200,0.2,realistic,2,anchor_noise,6,0.5,0.5,0.7000000000000001
200,0.2,realistic,2,fatigue,7,0.14285714285714285,0.2857142857142857,0.4142857142857143
200,0.2,realistic,2,language_barrier,6,0.5,0.3333333333333333,0.5408333333333334
200,0.2,realistic,2,longstring,7,0.5714285714285714,0.2857142857142857,0.5857142857142856
200,0.2,realistic,2,mixed,7,0.7142857142857143,0.2857142857142857,0.557142857142857
200,0.2,realistic,2,positional_fatigue,6,0.5,0.3333333333333333,0.49416666666666664
200,0.2,realistic,2,pure_straight,7,0.5714285714285714,0.42857142857142855,0.5000000000000001
200,0.2,realistic,2,random,7,0.5714285714285714,0.7142857142857143,0.6000000000000002
200,0.2,realistic,3,acquiescent,7,0.42857142857142855,0.5714285714285714,0.5999999999999999
200,0.2,realistic,3,anchor_noise,6,0.5,0.16666666666666666,0.4833333333333334
200,0.2,realistic,3,fatigue,7,0.42857142857142855,0.14285714285714285,0.4428571428571429
200,0.2,realistic,3,language_barrier,6,0.5,0.3333333333333333,0.5766666666666668
200,0.2,realistic,3,longstring,7,0.7142857142857143,0.2857142857142857,0.7000000000000001
200,0.2,realistic,3,mixed,7,0.7142857142857143,0.42857142857142855,0.5428571428571429
200,0.2,realistic,3,positional_fatigue,6,0.8333333333333334,0.3333333333333333,0.5391666666666666
200,0.2,realistic,3,pure_straight,7,0.5714285714285714,0.5714285714285714,0.5571428571428572
200,0.2,realistic,3,random,7,0.2857142857142857,0.42857142857142855,0.6142857142857142
200,0.2,realistic,4,acquiescent,7,0.5714285714285714,0.2857142857142857,0.5142857142857142
200,0.2,realistic,4,anchor_noise,6,0.3333333333333333,0.3333333333333333,0.6166666666666667
200,0.2,realistic,4,fatigue,7,0.14285714285714285,0.14285714285714285,0.5285714285714286
200,0.2,realistic,4,language_barrier,6,0.6666666666666666,0.6666666666666666,0.615
200,0.2,realistic,4,longstring,7,0.42857142857142855,0.2857142857142857,0.4428571428571429
200,0.2,realistic,4,mixed,7,0.5714285714285714,0.2857142857142857,0.5142857142857143
200,0.2,realistic,4,positional_fatigue,6,0.3333333333333333,0.3333333333333333,0.3825
200,0.2,realistic,4,pure_straight,7,0.42857142857142855,0.2857142857142857,0.45714285714285713
200,0.2,realistic,4,random,7,0.42857142857142855,0.14285714285714285,0.5571428571428572
200,0.4,clean,1,acquiescent,20,0.55,0.55,0.55
200,0.4,clean,1,fatigue,20,0.45,0.5,0.5499999999999999
200,0.4,clean,1,longstring,20,0.7,0.65,0.55
200,0.4,clean,1,mixed,20,0.3,0.15,0.55
200,0.4,clean,1,pure_straight,20,0.75,0.8,0.55
200,0.4,clean,1,random,20,0.25,0.3,0.5499999999999999
200,0.4,clean,2,acquiescent,20,0.65,0.75,0.55
200,0.4,clean,2,fatigue,20,0.55,0.55,0.5499999999999999
200,0.4,clean,2,longstring,20,0.4,0.4,0.55
200,0.4,clean,2,mixed,20,0.5,0.3,0.55
200,0.4,clean,2,pure_straight,20,0.7,0.7,0.5499999999999999
200,0.4,clean,2,random,20,0.55,0.5,0.5500000000000002
200,0.4,clean,3,acquiescent,20,0.7,0.7,0.55
200,0.4,clean,3,fatigue,20,0.5,0.55,0.55
200,0.4,clean,3,longstring,20,0.55,0.4,0.5499999999999999
200,0.4,clean,3,mixed,20,0.4,0.2,0.55
200,0.4,clean,3,pure_straight,20,0.55,0.65,0.55
200,0.4,clean,3,random,20,0.55,0.3,0.55
200,0.4,clean,4,acquiescent,20,0.55,0.65,0.55
200,0.4,clean,4,fatigue,20,0.6,0.65,0.55
200,0.4,clean,4,longstring,20,0.6,0.6,0.55
200,0.4,clean,4,mixed,20,0.35,0.2,0.55
200,0.4,clean,4,pure_straight,20,0.8,0.7,0.55
200,0.4,clean,4,random,20,0.4,0.25,0.55
200,0.4,realistic,1,acquiescent,13,0.5384615384615384,0.38461538461538464,0.5615384615384615
200,0.4,realistic,1,anchor_noise,13,0.5384615384615384,0.5384615384615384,0.5153846153846153
200,0.4,realistic,1,fatigue,13,0.3076923076923077,0.5384615384615384,0.5307692307692308
200,0.4,realistic,1,language_barrier,13,0.6153846153846154,0.6153846153846154,0.6303846153846154
200,0.4,realistic,1,longstring,14,0.7857142857142857,0.6428571428571429,0.6357142857142858
200,0.4,realistic,1,mixed,13,0.5384615384615384,0.15384615384615385,0.5230769230769231
200,0.4,realistic,1,positional_fatigue,13,0.38461538461538464,0.3076923076923077,0.4857692307692308
200,0.4,realistic,1,pure_straight,14,0.5714285714285714,0.5,0.5071428571428572
200,0.4,realistic,1,random,14,0.6428571428571429,0.7142857142857143,0.5428571428571428
200,0.4,realistic,2,acquiescent,13,0.7692307692307693,0.5384615384615384,0.6076923076923076
200,0.4,realistic,2,anchor_noise,13,0.5384615384615384,0.5384615384615384,0.5538461538461539
200,0.4,realistic,2,fatigue,13,0.23076923076923078,0.3076923076923077,0.5769230769230769
200,0.4,realistic,2,language_barrier,13,0.6153846153846154,0.46153846153846156,0.525
200,0.4,realistic,2,longstring,14,0.5714285714285714,0.5,0.5714285714285714
200,0.4,realistic,2,mixed,13,0.6923076923076923,0.3076923076923077,0.5000000000000001
200,0.4,realistic,2,positional_fatigue,13,0.38461538461538464,0.38461538461538464,0.44884615384615384
200,0.4,realistic,2,pure_straight,14,0.5714285714285714,0.5714285714285714,0.5857142857142856
200,0.4,realistic,2,random,14,0.6428571428571429,0.42857142857142855,0.5
200,0.4,realistic,3,acquiescent,13,0.6153846153846154,0.46153846153846156,0.6153846153846154
200,0.4,realistic,3,anchor_noise,13,0.6923076923076923,0.38461538461538464,0.5153846153846153
200,0.4,realistic,3,fatigue,13,0.15384615384615385,0.3076923076923077,0.5846153846153846
200,0.4,realistic,3,language_barrier,13,0.46153846153846156,0.46153846153846156,0.5553846153846155
200,0.4,realistic,3,longstring,14,0.5714285714285714,0.35714285714285715,0.5071428571428572
200,0.4,realistic,3,mixed,13,0.6923076923076923,0.5384615384615384,0.6307692307692309
200,0.4,realistic,3,positional_fatigue,13,0.46153846153846156,0.46153846153846156,0.4711538461538461
200,0.4,realistic,3,pure_straight,14,0.6428571428571429,0.5714285714285714,0.5428571428571429
200,0.4,realistic,3,random,14,0.7142857142857143,0.42857142857142855,0.5357142857142857
200,0.4,realistic,4,acquiescent,13,0.6923076923076923,0.5384615384615384,0.5307692307692309
200,0.4,realistic,4,anchor_noise,13,0.6153846153846154,0.6153846153846154,0.523076923076923
200,0.4,realistic,4,fatigue,13,0.5384615384615384,0.46153846153846156,0.5769230769230769
200,0.4,realistic,4,language_barrier,13,0.6923076923076923,0.46153846153846156,0.5242307692307693
200,0.4,realistic,4,longstring,14,0.42857142857142855,0.35714285714285715,0.5642857142857143
200,0.4,realistic,4,mixed,13,0.46153846153846156,0.38461538461538464,0.5307692307692308
200,0.4,realistic,4,positional_fatigue,13,0.38461538461538464,0.3076923076923077,0.47692307692307695
200,0.4,realistic,4,pure_straight,14,0.7142857142857143,0.7857142857142857,0.5999999999999999
200,0.4,realistic,4,random,14,0.42857142857142855,0.6428571428571429,0.5571428571428572
