"nFactors","items_per_factor","total_items","n_respondents","pct_careless","corProp","z_threshold","is_auto_z","auto_z_value","rep_id","mcc","sensitivity","specificity","tp","tn","fp","fn","mean_z_good","mean_z_careless"
20,6,120,300,0.05,0.1,0.7,TRUE,0.687615839338061,1,0.205070200710566,0.470588235294118,0.905263157894737,8,516,54,9,2.92930001546627,0.923453536652228
30,6,180,300,0.05,0.03,1.3,TRUE,1.25333805539459,1,0.463540313844724,0.666666666666667,0.96140350877193,12,548,22,6,4.34646899074694,0.93343335697794
30,6,180,300,0.05,0.05,1.3,TRUE,1.25333805539459,1,0.38113818212473,0.444444444444444,0.975438596491228,8,556,14,10,4.1375553508368,1.43342047458566
30,6,180,300,0.05,0.1,1.3,TRUE,1.25333805539459,1,0.173051598012064,0.222222222222222,0.968421052631579,4,552,18,14,3.91437938839476,2.12450516656395
8,10,80,300,0.05,0.03,0.9,TRUE,0.890196788843219,1,0.235117954593455,0.944444444444444,0.694736842105263,17,396,174,1,2.18798533111059,-0.302783352557386
8,10,80,300,0.05,0.05,0.9,TRUE,0.890196788843219,1,0.224700661298568,0.888888888888889,0.712280701754386,16,406,164,2,2.44881466109461,-0.369088489228528
8,10,80,300,0.05,0.1,0.9,TRUE,0.890196788843219,1,0.222704890993084,0.888888888888889,0.708771929824561,16,404,166,2,2.41384227323523,-0.358911865029736
20,10,200,300,0.05,0.03,0.7,TRUE,0.687615839338061,1,0.500539224617658,0.411764705882353,0.992982456140351,7,566,4,10,5.942963351427,1.22320093265963
20,10,200,300,0.05,0.05,0.7,TRUE,0.687615839338061,1,0.372477403392876,0.352941176470588,0.985964912280702,6,562,8,11,5.60839344901474,1.58113780646921
20,10,200,300,0.05,0.1,0.7,TRUE,0.687615839338061,1,0.226484758954363,0.176470588235294,0.989473684210526,3,564,6,14,5.12895307490111,2.07504363703014
30,10,300,300,0.05,0.03,1.3,TRUE,1.25333805539459,1,0.536706032830047,0.294117647058824,1,5,570,0,12,7.24779381850741,1.57939339706556
