"nFactors","items_per_factor","total_items","n_respondents","pct_careless","corProp","z_threshold","is_auto_z","auto_z_value","rep_id","mcc","sensitivity","specificity","tp","tn","fp","fn","mean_z_good","mean_z_careless"
8,10,80,500,0.05,0.03,0.9,TRUE,0.890196788843219,3,0.156487846264706,0.857142857142857,0.604210526315789,24,574,376,4,1.93963891501889,-0.0515058238790796
8,10,80,500,0.05,0.05,0.9,TRUE,0.890196788843219,3,0.151174233292103,0.821428571428571,0.621052631578947,23,590,360,5,1.94066278873111,0.123352850598134
8,10,80,500,0.05,0.1,0.9,TRUE,0.890196788843219,3,0.126716421358651,0.785714285714286,0.589473684210526,22,560,390,6,1.71018844121532,-0.0932907111342976
20,10,200,500,0.05,0.03,0.7,TRUE,0.687615839338061,3,0.651101179952875,0.758620689655172,0.983157894736842,22,934,16,7,6.88529282913315,0.220035572868684
20,10,200,500,0.05,0.05,0.7,TRUE,0.687615839338061,3,0.44223397395576,0.482758620689655,0.981052631578947,14,932,18,15,6.14687010896363,0.866543122632035
20,10,200,500,0.05,0.1,0.7,TRUE,0.687615839338061,3,0.458326716126113,0.482758620689655,0.983157894736842,14,934,16,15,5.33207273448261,1.33210771157089
30,10,300,500,0.05,0.03,1.3,TRUE,1.25333805539459,3,0.760201275721573,0.7,0.995789473684211,21,946,4,9,7.14254634762136,1.00503964898803
30,10,300,500,0.05,0.05,1.3,TRUE,1.25333805539459,3,0.681521649845844,0.533333333333333,0.997894736842105,16,948,2,14,6.43186713143275,1.4694653035051
30,10,300,500,0.05,0.1,1.3,TRUE,1.25333805539459,3,0.487109981756493,0.3,0.997894736842105,9,948,2,21,5.84124460568759,2.36597014624491
8,3,24,100,0.1,0.03,0.9,TRUE,0.890196788843219,3,0.0553918796122581,0.818181818181818,0.288888888888889,9,52,128,2,0.254425456756007,-0.124561682895493
8,3,24,100,0.1,0.05,0.9,TRUE,0.890196788843219,3,0.044965779667101,0.818181818181818,0.266666666666667,9,48,132,2,0.269779448769386,-0.148308220949836
8,3,24,100,0.1,0.1,0.9,TRUE,0.890196788843219,3,0.0947452454672265,0.818181818181818,0.377777777777778,9,68,112,2,0.363805938637096,-0.209638823136071
20,3,60,100,0.1,0.03,0.7,TRUE,0.687615839338061,3,0.0918149801434979,0.545454545454545,0.644444444444444,6,116,64,5,1.33549836522487,0.597976084604494
20,3,60,100,0.1,0.05,0.7,TRUE,0.687615839338061,3,0.116598962351406,0.545454545454545,0.688888888888889,6,124,56,5,1.69098451835993,1.05722396639371
20,3,60,100,0.1,0.1,0.7,TRUE,0.687615839338061,3,0.151690865630203,0.363636363636364,0.866666666666667,4,156,24,7,1.8707443478778,1.66477653746943
30,3,90,100,0.1,0.03,1.3,TRUE,1.25333805539459,3,0.203862523391744,0.538461538461538,0.8,7,144,36,6,2.44456691395323,1.45704199053271
30,3,90,100,0.1,0.05,1.3,TRUE,1.25333805539459,3,0.16859202959476,0.461538461538462,0.811111111111111,6,146,34,7,2.63294287973116,1.92543531024677
30,3,90,100,0.1,0.1,1.3,TRUE,1.25333805539459,3,0.0150587318225353,0.153846153846154,0.866666666666667,2,156,24,11,2.89843945375242,2.54956179756939
8,6,48,100,0.1,0.03,0.9,TRUE,0.890196788843219,3,0.135931811956759,0.833333333333333,0.444444444444444,10,80,100,2,0.887246475468397,-0.196080740652565
8,6,48,100,0.1,0.05,0.9,TRUE,0.890196788843219,3,0.0753734662881432,0.666666666666667,0.488888888888889,8,88,92,4,1.05910557754064,0.349457900777436
8,6,48,100,0.1,0.1,0.9,TRUE,0.890196788843219,3,0.234617286407144,0.916666666666667,0.566666666666667,11,102,78,1,1.36031103602402,0.0222292520687742
20,6,120,100,0.1,0.03,0.7,TRUE,0.687615839338061,3,0.358617089490132,0.416666666666667,0.955555555555556,5,172,8,7,3.43543701559182,1.37051171182974
20,6,120,100,0.1,0.05,0.7,TRUE,0.687615839338061,3,0.592220092263982,0.5,0.988888888888889,6,178,2,6,3.57279911948813,1.40653942571063
20,6,120,100,0.1,0.1,0.7,TRUE,0.687615839338061,3,0.200953521496073,0.166666666666667,0.977777777777778,2,176,4,10,3.79308087428907,2.16184763106389
30,6,180,100,0.1,0.03,1.3,TRUE,1.25333805539459,3,0.293469592826711,0.0909090909090909,1,1,180,0,10,4.87408178968447,2.44271860715165
30,6,180,100,0.1,0.05,1.3,TRUE,1.25333805539459,3,0,0,1,0,180,0,11,5.2125339982116,3.12618955533525
30,6,180,100,0.1,0.1,1.3,TRUE,1.25333805539459,3,0,0,1,0,180,0,11,5.83548577598277,4.61530945103918
8,10,80,100,0.1,0.03,0.9,TRUE,0.890196788843219,3,0.172447469503411,0.727272727272727,0.633333333333333,8,114,66,3,1.807787801299,0.476350140519748
8,10,80,100,0.1,0.05,0.9,TRUE,0.890196788843219,3,0.272482246452466,0.818181818181818,0.722222222222222,9,130,50,2,2.11471784669808,0.351691037003312
8,10,80,100,0.1,0.1,0.9,TRUE,0.890196788843219,3,0.176110180377191,0.545454545454545,0.777777777777778,6,140,40,5,2.25381519424878,1.0946990540529
20,10,200,100,0.1,0.03,0.7,TRUE,0.687615839338061,3,0.564932682866032,0.333333333333333,1,4,180,0,8,5.39002345002936,1.68875590804471
20,10,200,100,0.1,0.05,0.7,TRUE,0.687615839338061,3,0.397359707119513,0.166666666666667,1,2,180,0,10,5.62781479285019,2.47359358398935
20,10,200,100,0.1,0.1,0.7,TRUE,0.687615839338061,3,0.280239239603615,0.0833333333333333,1,1,180,0,11,6.22979774396384,3.7570144863972
30,10,300,100,0.1,0.03,1.3,TRUE,1.25333805539459,3,0,0,1,0,180,0,11,7.31532468672911,4.33243584404007
30,10,300,100,0.1,0.05,1.3,TRUE,1.25333805539459,3,0,0,1,0,180,0,11,8.21801278301335,4.92668885102953
30,10,300,100,0.1,0.1,1.3,TRUE,1.25333805539459,3,0,0,1,0,180,0,11,9.36512017193741,6.10343423815571
8,3,24,300,0.1,0.03,0.9,TRUE,0.890196788843219,3,0.0450200147768238,0.694444444444444,0.396296296296296,25,214,326,11,0.633012394763956,0.229667329348484
8,3,24,300,0.1,0.05,0.9,TRUE,0.890196788843219,3,0.0450200147768238,0.694444444444444,0.396296296296296,25,214,326,11,0.634169631237449,0.264053130512968
8,3,24,300,0.1,0.1,0.9,TRUE,0.890196788843219,3,0.0578869696791389,0.805555555555556,0.303703703703704,29,164,376,7,0.347611729051763,0.426319087365486
20,3,60,300,0.1,0.03,0.7,TRUE,0.687615839338061,3,0.16961590734766,0.805555555555556,0.544444444444444,29,294,246,7,1.06351771811451,-0.106139006376622
20,3,60,300,0.1,0.05,0.7,TRUE,0.687615839338061,3,0.155890970389557,0.75,0.57037037037037,27,308,232,9,1.09998100623482,-0.0180857317392918
20,3,60,300,0.1,0.1,0.7,TRUE,0.687615839338061,3,0.156033863613787,0.722222222222222,0.596296296296296,26,322,218,10,1.28032901590591,0.10977976417084
30,3,90,300,0.1,0.03,1.3,TRUE,1.25333805539459,3,0.248242921044615,0.878787878787879,0.640740740740741,29,346,194,4,1.98284681604711,0.172844774365104
30,3,90,300,0.1,0.05,1.3,TRUE,1.25333805539459,3,0.20395489051989,0.757575757575758,0.662962962962963,25,358,182,8,2.08461357340765,0.485504365030383
30,3,90,300,0.1,0.1,1.3,TRUE,1.25333805539459,3,0.224900685132151,0.757575757575758,0.696296296296296,25,376,164,8,2.07258546574398,0.787322980025395
8,6,48,300,0.1,0.03,0.9,TRUE,0.890196788843219,3,0.198802511649477,0.852941176470588,0.566666666666667,29,306,234,5,1.4099085580402,-0.0650532000683093
8,6,48,300,0.1,0.05,0.9,TRUE,0.890196788843219,3,0.19058105910939,0.823529411764706,0.577777777777778,28,312,228,6,1.6217839197821,0.0658806784881138
8,6,48,300,0.1,0.1,0.9,TRUE,0.890196788843219,3,0.211935594846668,0.911764705882353,0.537037037037037,31,290,250,3,1.41379049773924,-0.264638757591168
20,6,120,300,0.1,0.03,0.7,TRUE,0.687615839338061,3,0.430161676643044,0.742857142857143,0.892592592592593,26,482,58,9,3.02910148641602,0.147361992145386
20,6,120,300,0.1,0.05,0.7,TRUE,0.687615839338061,3,0.410827002863358,0.742857142857143,0.881481481481482,26,476,64,9,3.09612889478417,0.293594507765703
20,6,120,300,0.1,0.1,0.7,TRUE,0.687615839338061,3,0.219363253085598,0.371428571428571,0.911111111111111,13,492,48,22,2.96096207958211,0.982161791993651
30,6,180,300,0.1,0.03,1.3,TRUE,1.25333805539459,3,0.704934954591784,0.764705882352941,0.977777777777778,26,528,12,8,5.03533431266174,0.546978094548447
30,6,180,300,0.1,0.05,1.3,TRUE,1.25333805539459,3,0.588446234398495,0.5,0.988888888888889,17,534,6,17,4.58570421801124,1.27798497221524
30,6,180,300,0.1,0.1,1.3,TRUE,1.25333805539459,3,0.513185953974089,0.441176470588235,0.985185185185185,15,532,8,19,4.26774742448309,1.88251551606292
8,10,80,300,0.1,0.03,0.9,TRUE,0.890196788843219,3,0.340196081953338,0.885714285714286,0.755555555555556,31,408,132,4,2.657875993304,-0.179560689026809
8,10,80,300,0.1,0.05,0.9,TRUE,0.890196788843219,3,0.345132992505027,0.914285714285714,0.744444444444444,32,402,138,3,2.71701534459086,-0.0143637798987528
8,10,80,300,0.1,0.1,0.9,TRUE,0.890196788843219,3,0.332123907342568,0.857142857142857,0.762962962962963,30,412,128,5,2.5628242484208,-0.111888646967241
20,10,200,300,0.1,0.03,0.7,TRUE,0.687615839338061,3,0.576082947999864,0.4,0.996296296296296,14,538,2,21,6.0107159176555,1.23988123088615
20,10,200,300,0.1,0.05,0.7,TRUE,0.687615839338061,3,0.46031746031746,0.314285714285714,0.992592592592593,11,536,4,24,5.68394077910668,1.70354458228188
20,10,200,300,0.1,0.1,0.7,TRUE,0.687615839338061,3,0.299989854833064,0.171428571428571,0.992592592592593,6,536,4,29,5.21000795907226,2.06557331045599
30,10,300,300,0.1,0.03,1.3,TRUE,1.25333805539459,3,0.734553160311588,0.555555555555556,1,20,540,0,16,7.79897743931524,1.5289636639282
30,10,300,300,0.1,0.05,1.3,TRUE,1.25333805539459,3,0.588522550277153,0.361111111111111,1,13,540,0,23,7.2481954051027,2.31896317187501
30,10,300,300,0.1,0.1,1.3,TRUE,1.25333805539459,3,0.459638559776922,0.222222222222222,1,8,540,0,28,6.98080315289145,2.98458707841607
8,3,24,500,0.1,0.03,0.9,TRUE,0.890196788843219,3,0.132479423110599,0.896551724137931,0.368888888888889,52,332,568,6,0.592247095882143,-0.201732377114405
8,3,24,500,0.1,0.05,0.9,TRUE,0.890196788843219,3,0.127565114094064,0.879310344827586,0.377777777777778,51,340,560,7,0.597123324658609,-0.216145918590573
8,3,24,500,0.1,0.1,0.9,TRUE,0.890196788843219,3,0.0822058485285819,0.810344827586207,0.353333333333333,47,318,582,11,0.594395227596835,-0.00602447156476149
20,3,60,500,0.1,0.03,0.7,TRUE,0.687615839338061,3,0.137172357601008,0.758620689655172,0.528888888888889,44,476,424,14,1.04484816805655,0.147959035461329
20,3,60,500,0.1,0.05,0.7,TRUE,0.687615839338061,3,0.115182196859778,0.741379310344828,0.5,43,450,450,15,0.995679866155852,0.179534698915633
20,3,60,500,0.1,0.1,0.7,TRUE,0.687615839338061,3,0.133689857306836,0.793103448275862,0.486666666666667,46,438,462,12,0.873204799920386,0.0552303671473045
30,3,90,500,0.1,0.03,1.3,TRUE,1.25333805539459,3,0.212434935311998,0.864406779661017,0.575555555555556,51,518,382,8,1.61647073484408,0.0479106734339495
30,3,90,500,0.1,0.05,1.3,TRUE,1.25333805539459,3,0.179466665336316,0.864406779661017,0.508888888888889,51,458,442,8,1.55208335109388,0.22810825678191
30,3,90,500,0.1,0.1,1.3,TRUE,1.25333805539459,3,0.158615582196591,0.796610169491525,0.533333333333333,47,480,420,12,1.5466288815806,0.333808269614819
8,6,48,500,0.1,0.03,0.9,TRUE,0.890196788843219,3,0.224347860829522,0.915254237288136,0.551111111111111,54,496,404,5,1.37830504461707,-0.0517641046133025
8,6,48,500,0.1,0.05,0.9,TRUE,0.890196788843219,3,0.185206846237498,0.847457627118644,0.537777777777778,50,484,416,9,1.44875712392921,-0.00094836517970405
8,6,48,500,0.1,0.1,0.9,TRUE,0.890196788843219,3,0.185206846237498,0.847457627118644,0.537777777777778,50,484,416,9,1.57939439956386,-0.274556255952724
20,6,120,500,0.1,0.03,0.7,TRUE,0.687615839338061,3,0.475819574798233,0.758620689655172,0.911111111111111,44,820,80,14,3.60884124843625,0.114146667106206
20,6,120,500,0.1,0.05,0.7,TRUE,0.687615839338061,3,0.496386867309888,0.775862068965517,0.915555555555556,45,824,76,13,3.44135742262671,0.132701196122337
20,6,120,500,0.1,0.1,0.7,TRUE,0.687615839338061,3,0.4546515098391,0.775862068965517,0.895555555555556,45,806,94,13,3.10384196469788,0.177542792468984
30,6,180,500,0.1,0.03,1.3,TRUE,1.25333805539459,3,0.49750764180187,0.701754385964912,0.935555555555556,40,842,58,17,4.22223401817243,0.758693622842535
30,6,180,500,0.1,0.05,1.3,TRUE,1.25333805539459,3,0.421329089850714,0.596491228070175,0.933333333333333,34,840,60,23,3.98773092647594,0.897891595339472
30,6,180,500,0.1,0.1,1.3,TRUE,1.25333805539459,3,0.359023870299778,0.543859649122807,0.922222222222222,31,830,70,26,3.56976400605809,1.3391567584475
8,10,80,500,0.1,0.03,0.9,TRUE,0.890196788843219,3,0.287046083291266,0.775862068965517,0.76,45,684,216,13,2.9113153132379,0.182415218933534
8,10,80,500,0.1,0.05,0.9,TRUE,0.890196788843219,3,0.351463142663454,0.827586206896552,0.8,48,720,180,10,3.38231397893456,0.102118345180752
8,10,80,500,0.1,0.1,0.9,TRUE,0.890196788843219,3,0.348060944913866,0.879310344827586,0.768888888888889,51,692,208,7,3.38478323916874,0.145740130552549
20,10,200,500,0.1,0.03,0.7,TRUE,0.687615839338061,3,0.58373652141686,0.603448275862069,0.975555555555556,35,878,22,23,5.62971722583043,0.600016719422123
20,10,200,500,0.1,0.05,0.7,TRUE,0.687615839338061,3,0.546731519595966,0.568965517241379,0.973333333333333,33,876,24,25,5.20843948078028,0.81166360439576
20,10,200,500,0.1,0.1,0.7,TRUE,0.687615839338061,3,0.462952230400272,0.5,0.966666666666667,29,870,30,29,4.44379770086294,1.10612912521777
30,10,300,500,0.1,0.03,1.3,TRUE,1.25333805539459,3,0.739074042953264,0.56140350877193,1,32,900,0,25,8.05381177859635,1.40223997763089
30,10,300,500,0.1,0.05,1.3,TRUE,1.25333805539459,3,0.54007515086949,0.368421052631579,0.995555555555556,21,896,4,36,7.33373738620382,1.85306375877843
30,10,300,500,0.1,0.1,1.3,TRUE,1.25333805539459,3,0.313739160088769,0.157894736842105,0.995555555555556,9,896,4,48,6.49376575968477,2.40020479421056
8,3,24,100,0.25,0.03,0.9,TRUE,0.890196788843219,3,0.0490260638932841,0.678571428571429,0.386666666666667,19,58,92,9,0.554550046393941,0.0819317826695936
8,3,24,100,0.25,0.05,0.9,TRUE,0.890196788843219,3,0.0490260638932841,0.678571428571429,0.386666666666667,19,58,92,9,0.574102466815521,0.0485596991845061
8,3,24,100,0.25,0.1,0.9,TRUE,0.890196788843219,3,0.0664784309968492,0.714285714285714,0.373333333333333,20,56,94,8,0.63817049634855,0.183060722429271
20,3,60,100,0.25,0.03,0.7,TRUE,0.687615839338061,3,0.0621428811492286,0.428571428571429,0.653333333333333,12,98,52,16,1.3257951579019,0.932569362351427
20,3,60,100,0.25,0.05,0.7,TRUE,0.687615839338061,3,0.141959081965125,0.428571428571429,0.746666666666667,12,112,38,16,1.56899201590038,0.9277618680972
20,3,60,100,0.25,0.1,0.7,TRUE,0.687615839338061,3,0.151239097677711,0.321428571428571,0.84,9,126,24,19,1.94719808234832,1.44731200276934
30,3,90,100,0.25,0.03,1.3,TRUE,1.25333805539459,3,0.113731318933425,0.392857142857143,0.746666666666667,11,112,38,17,2.30278123501966,1.44033138755831
30,3,90,100,0.25,0.05,1.3,TRUE,1.25333805539459,3,0.118413462145708,0.25,0.866666666666667,7,130,20,21,2.66815024210613,1.98005219418149
30,3,90,100,0.25,0.1,1.3,TRUE,1.25333805539459,3,0.122106363411553,0.178571428571429,0.92,5,138,12,23,2.91745267915283,2.29856606292952
8,6,48,100,0.25,0.03,0.9,TRUE,0.890196788843219,3,0.204349670242534,0.766666666666667,0.506666666666667,23,76,74,7,1.21125958085448,-0.00518366223216128
8,6,48,100,0.25,0.05,0.9,TRUE,0.890196788843219,3,0.358568582800318,0.866666666666667,0.613333333333333,26,92,58,4,1.38638601899264,-0.0190748021361376
8,6,48,100,0.25,0.1,0.9,TRUE,0.890196788843219,3,0.224733287487747,0.7,0.6,21,90,60,9,1.51446022758825,0.191252663543817
20,6,120,100,0.25,0.03,0.7,TRUE,0.687615839338061,3,0.111573191511051,0.107142857142857,0.96,3,144,6,25,3.47599558028986,2.1892899415648
20,6,120,100,0.25,0.05,0.7,TRUE,0.687615839338061,3,0.0199365909218017,0.0357142857142857,0.973333333333333,1,146,4,27,3.76897320335006,2.58186809208214
20,6,120,100,0.25,0.1,0.7,TRUE,0.687615839338061,3,0.303045763365663,0.107142857142857,1,3,150,0,25,3.81211288390169,3.0681379446465
30,6,180,100,0.25,0.03,1.3,TRUE,1.25333805539459,3,0.309519311065569,0.178571428571429,0.986666666666667,5,148,2,23,4.75710663418794,2.82574899366674
30,6,180,100,0.25,0.05,1.3,TRUE,1.25333805539459,3,0.303045763365663,0.107142857142857,1,3,150,0,25,4.90546608328486,3.28785141693173
30,6,180,100,0.25,0.1,1.3,TRUE,1.25333805539459,3,0.173972250159805,0.0357142857142857,1,1,150,0,27,5.32157841757829,3.83148770069079
8,10,80,100,0.25,0.03,0.9,TRUE,0.890196788843219,3,0.330159720827606,0.689655172413793,0.733333333333333,20,110,40,9,2.3496381039207,0.497352382114804
8,10,80,100,0.25,0.05,0.9,TRUE,0.890196788843219,3,0.241973195863808,0.482758620689655,0.8,14,120,30,15,2.32176327253088,1.19258194026169
8,10,80,100,0.25,0.1,0.9,TRUE,0.890196788843219,3,0.111417202906231,0.275862068965517,0.84,8,126,24,21,2.36340443054154,1.85561057096972
20,10,200,100,0.25,0.03,0.7,TRUE,0.687615839338061,3,0.377964473009227,0.166666666666667,1,5,150,0,25,5.34611655018083,2.4544996880357
20,10,200,100,0.25,0.05,0.7,TRUE,0.687615839338061,3,0.237022731569989,0.0666666666666667,1,2,150,0,28,5.72259036137984,3.19165805539489
20,10,200,100,0.25,0.1,0.7,TRUE,0.687615839338061,3,0,0,1,0,150,0,30,6.45411031690364,3.87660001224168
30,10,300,100,0.25,0.03,1.3,TRUE,1.25333805539459,3,0,0,1,0,150,0,31,7.51632899595299,4.62952626621026
30,10,300,100,0.25,0.05,1.3,TRUE,1.25333805539459,3,0,0,1,0,150,0,31,8.22800979908099,5.72781772833124
30,10,300,100,0.25,0.1,1.3,TRUE,1.25333805539459,3,0,0,1,0,150,0,31,9.35340271461583,6.93471004037637
8,3,24,300,0.25,0.03,0.9,TRUE,0.890196788843219,3,0.0846989486570617,0.781609195402299,0.324444444444444,68,146,304,19,0.37575460208805,-0.0230835228302851
8,3,24,300,0.25,0.05,0.9,TRUE,0.890196788843219,3,0.0846989486570617,0.781609195402299,0.324444444444444,68,146,304,19,0.366308814127161,-0.0261505584548003
8,3,24,300,0.25,0.1,0.9,TRUE,0.890196788843219,3,0.113396649138891,0.862068965517241,0.271111111111111,75,122,328,12,0.346851139846352,-0.233897670715346
20,3,60,300,0.25,0.03,0.7,TRUE,0.687615839338061,3,0.209498192547983,0.784090909090909,0.497777777777778,69,224,226,19,0.947458068312457,0.0572555986140866
20,3,60,300,0.25,0.05,0.7,TRUE,0.687615839338061,3,0.169054896474959,0.681818181818182,0.546666666666667,60,246,204,28,1.04282304097359,0.287337141474677
20,3,60,300,0.25,0.1,0.7,TRUE,0.687615839338061,3,0.11429463834138,0.647727272727273,0.506666666666667,57,228,222,31,1.05026064456076,0.549453133406688
30,3,90,300,0.25,0.03,1.3,TRUE,1.25333805539459,3,0.30081999630584,0.758620689655172,0.644444444444444,66,290,160,21,1.93823282047409,0.396152873775307
30,3,90,300,0.25,0.05,1.3,TRUE,1.25333805539459,3,0.329992485988445,0.701149425287356,0.724444444444444,61,326,124,26,2.10895878787135,0.630025443773294
30,3,90,300,0.25,0.1,1.3,TRUE,1.25333805539459,3,0.231342122909747,0.574712643678161,0.72,50,324,126,37,2.22499032051121,0.974402576200765
8,6,48,300,0.25,0.03,0.9,TRUE,0.890196788843219,3,0.221243997148936,0.735632183908046,0.564444444444444,64,254,196,23,1.32867389059435,0.187604519393964
8,6,48,300,0.25,0.05,0.9,TRUE,0.890196788843219,3,0.292183933982321,0.827586206896552,0.568888888888889,72,256,194,15,1.37843089244574,-0.0487311264708478
8,6,48,300,0.25,0.1,0.9,TRUE,0.890196788843219,3,0.272690751694252,0.827586206896552,0.542222222222222,72,244,206,15,1.21574700435271,-0.133974847532087
20,6,120,300,0.25,0.03,0.7,TRUE,0.687615839338061,3,0.484091839090901,0.632183908045977,0.888888888888889,55,400,50,32,3.15106484499086,0.557205128073273
20,6,120,300,0.25,0.05,0.7,TRUE,0.687615839338061,3,0.486960027505298,0.655172413793103,0.88,57,396,54,30,3.09742257935138,0.677819759180987
20,6,120,300,0.25,0.1,0.7,TRUE,0.687615839338061,3,0.293941081588152,0.402298850574713,0.888888888888889,35,400,50,52,3.07728752038248,1.28427056270614
30,6,180,300,0.25,0.03,1.3,TRUE,1.25333805539459,3,0.69514767284628,0.620689655172414,0.982222222222222,54,442,8,33,5.36533222332887,1.14120096635828
30,6,180,300,0.25,0.05,1.3,TRUE,1.25333805539459,3,0.605728820312434,0.459770114942529,0.991111111111111,40,446,4,47,5.00050316891011,1.68187607482497
30,6,180,300,0.25,0.1,1.3,TRUE,1.25333805539459,3,0.444403574900982,0.298850574712644,0.986666666666667,26,444,6,61,4.60964201703504,2.15083061091144
8,10,80,300,0.25,0.03,0.9,TRUE,0.890196788843219,3,0.296133628971112,0.693181818181818,0.693333333333333,61,312,138,27,2.32026525118843,0.326295473772266
8,10,80,300,0.25,0.05,0.9,TRUE,0.890196788843219,3,0.342298172588639,0.761363636363636,0.688888888888889,67,310,140,21,2.45953097606167,0.220787169660397
8,10,80,300,0.25,0.1,0.9,TRUE,0.890196788843219,3,0.333682498494341,0.738636363636364,0.697777777777778,65,314,136,23,2.45858849906774,0.258031643715501
20,10,200,300,0.25,0.03,0.7,TRUE,0.687615839338061,3,0.578767573658123,0.402298850574713,0.995555555555556,35,448,2,52,5.93405462691954,1.19641748032352
20,10,200,300,0.25,0.05,0.7,TRUE,0.687615839338061,3,0.435570592953518,0.218390804597701,1,19,450,0,68,5.55789276087759,1.86193899558015
20,10,200,300,0.25,0.1,0.7,TRUE,0.687615839338061,3,0.458808470399168,0.241379310344828,1,21,450,0,66,5.06276598414468,2.34362993725722
30,10,300,300,0.25,0.03,1.3,TRUE,1.25333805539459,3,0.523291191784836,0.310344827586207,1,27,450,0,60,7.32603393895236,2.29852710716625
30,10,300,300,0.25,0.05,1.3,TRUE,1.25333805539459,3,0.423544653784288,0.206896551724138,1,18,450,0,69,7.11645691764946,2.90070589428751
30,10,300,300,0.25,0.1,1.3,TRUE,1.25333805539459,3,0.261371190367639,0.0804597701149425,1,7,450,0,80,6.95345583290681,3.64823430317527
8,3,24,500,0.25,0.03,0.9,TRUE,0.890196788843219,3,0.0737934935931553,0.83448275862069,0.250666666666667,121,188,562,24,0.206837940289687,-0.0670514785433365
8,3,24,500,0.25,0.05,0.9,TRUE,0.890196788843219,3,0.0860384906543268,0.83448275862069,0.266666666666667,121,200,550,24,0.232822410694811,-0.0715514597185441
8,3,24,500,0.25,0.1,0.9,TRUE,0.890196788843219,3,0.0920880590086455,0.848275862068966,0.258666666666667,123,194,556,22,0.232875259587549,-0.0547531847727272
20,3,60,500,0.25,0.03,0.7,TRUE,0.687615839338061,3,0.191715876287198,0.724137931034483,0.536,105,402,348,40,1.02726322858595,0.13965518668945
20,3,60,500,0.25,0.05,0.7,TRUE,0.687615839338061,3,0.227957658824136,0.786206896551724,0.522666666666667,114,392,358,31,0.926828105543852,-0.0251180175649211
20,3,60,500,0.25,0.1,0.7,TRUE,0.687615839338061,3,0.18576364413835,0.744827586206897,0.506666666666667,108,380,370,37,0.942779904230586,0.0369239008953333
30,3,90,500,0.25,0.03,1.3,TRUE,1.25333805539459,3,0.38187238782676,0.849315068493151,0.661333333333333,124,496,254,22,2.16706978762472,0.0784341108471603
30,3,90,500,0.25,0.05,1.3,TRUE,1.25333805539459,3,0.382831983706442,0.821917808219178,0.685333333333333,120,514,236,26,2.15003789335757,0.18909564218885
30,3,90,500,0.25,0.1,1.3,TRUE,1.25333805539459,3,0.311038470205147,0.73972602739726,0.672,108,504,246,38,2.05881431794514,0.559824912303618
8,6,48,500,0.25,0.03,0.9,TRUE,0.890196788843219,3,0.234439686697779,0.821917808219178,0.493333333333333,120,370,380,26,1.18272850862731,-0.0491725506543191
8,6,48,500,0.25,0.05,0.9,TRUE,0.890196788843219,3,0.265317627365209,0.835616438356164,0.522666666666667,122,392,358,24,1.38893122494163,-0.0548217584055282
8,6,48,500,0.25,0.1,0.9,TRUE,0.890196788843219,3,0.330880570058014,0.89041095890411,0.557333333333333,130,418,332,16,1.47612660029639,-0.202853933745931
20,6,120,500,0.25,0.03,0.7,TRUE,0.687615839338061,3,0.582945487059501,0.712328767123288,0.909333333333333,104,682,68,42,3.74854681430811,0.297468164156564
20,6,120,500,0.25,0.05,0.7,TRUE,0.687615839338061,3,0.562426855646792,0.691780821917808,0.906666666666667,101,680,70,45,3.68045524634161,0.335640912716839
20,6,120,500,0.25,0.1,0.7,TRUE,0.687615839338061,3,0.531050289320688,0.650684931506849,0.906666666666667,95,680,70,51,3.46389597032463,0.562742606920349
30,6,180,500,0.25,0.03,1.3,TRUE,1.25333805539459,3,0.661359578539911,0.719178082191781,0.944,105,708,42,41,4.79337770213279,0.820005860480492
30,6,180,500,0.25,0.05,1.3,TRUE,1.25333805539459,3,0.557167902215573,0.582191780821918,0.944,85,708,42,61,4.55301362363018,1.24679515466275
30,6,180,500,0.25,0.1,1.3,TRUE,1.25333805539459,3,0.486248914873291,0.417808219178082,0.968,61,726,24,85,4.14910253848385,1.79827428592764
8,10,80,500,0.25,0.03,0.9,TRUE,0.890196788843219,3,0.385444728554088,0.828767123287671,0.682666666666667,121,512,238,25,2.58909625372533,-0.0575358857804481
8,10,80,500,0.25,0.05,0.9,TRUE,0.890196788843219,3,0.432271970311042,0.849315068493151,0.717333333333333,124,538,212,22,2.93077266971784,-0.0921204207342947
8,10,80,500,0.25,0.1,0.9,TRUE,0.890196788843219,3,0.452925459187244,0.773972602739726,0.789333333333333,113,592,158,33,3.01869834616836,0.135531197214861
20,10,200,500,0.25,0.03,0.7,TRUE,0.687615839338061,3,0.661544957810625,0.579310344827586,0.981333333333333,84,736,14,61,6.3342238677078,0.648180658629935
20,10,200,500,0.25,0.05,0.7,TRUE,0.687615839338061,3,0.605779613540503,0.468965517241379,0.989333333333333,68,742,8,77,5.81979381997511,0.975340849437058
20,10,200,500,0.25,0.1,0.7,TRUE,0.687615839338061,3,0.432987275692097,0.262068965517241,0.992,38,744,6,107,5.15563194971859,1.58092772241786
30,10,300,500,0.25,0.03,1.3,TRUE,1.25333805539459,3,0.728980367365116,0.575342465753425,1,84,750,0,62,8.9804529821055,1.4204994457343
30,10,300,500,0.25,0.05,1.3,TRUE,1.25333805539459,3,0.601751914433415,0.404109589041096,1,59,750,0,87,8.01024742627581,2.09650434959637
30,10,300,500,0.25,0.1,1.3,TRUE,1.25333805539459,3,0.376011893527851,0.164383561643836,1,24,750,0,122,6.99719097894448,2.77329812040587
