;Careless;HE01_01_r;HE01_09_r;HE01_10_r;HE01_12_r;HE01_14_r;HE01_15_r;HE01_19_r;HE01_20_r;HE01_21_r;HE01_24_r;HE01_26_r;HE01_28_r;HE01_30_r;HE01_31_r;HE01_32_r;HE01_35_r;HE01_41_r;HE01_42_r;HE01_44_r;HE01_46_r;HE01_48_r;HE01_49_r;HE01_52_r;HE01_53_r;HE01_55_r;HE01_56_r;HE01_57_r;HE01_59_r;HE01_60_r;HE01_02;HE01_03;HE01_04;HE01_05;HE01_06;HE01_07;HE01_08;HE01_11;HE01_13;HE01_16;HE01_17;HE01_18;HE01_22;HE01_23;HE01_25;HE01_27;HE01_29;HE01_33;HE01_34;HE01_36;HE01_37;HE01_38;HE01_39;HE01_40;HE01_43;HE01_45;HE01_47;HE01_50;HE01_51;HE01_54;HE01_58
325;1;5;2;4;5;5;4;3;4;5;5;5;5;5;5;5;3;1;5;5;5;5;2;5;1;3;2;2;3;5;4;4;5;1;2;5;2;2;5;3;2;5;5;1;2;2;1;4;4;4;2;4;3;1;5;4;4;1;2;4;4
326;0;3;1;5;1;1;1;3;1;5;5;5;4;5;3;4;4;2;1;2;3;4;4;3;3;4;3;4;5;1;5;1;4;4;3;5;5;5;1;2;5;5;5;4;1;3;4;5;5;3;3;5;2;3;3;4;4;4;3;2;4
327;0;4;3;3;2;5;2;2;4;4;3;3;2;4;4;3;5;3;4;4;1;5;5;1;3;3;3;2;4;5;4;1;2;4;4;3;3;5;5;3;4;3;3;4;2;2;4;2;3;4;5;5;2;2;3;1;5;4;3;5;2
328;0;4;2;3;4;5;3;2;4;4;4;4;2;4;4;4;5;3;4;4;2;3;3;2;4;4;5;4;4;4;3;2;3;4;4;4;5;4;4;2;3;3;2;4;4;2;3;2;3;5;4;5;2;2;4;3;4;4;2;4;3
329;1;2;4;5;1;3;4;5;5;4;2;3;1;5;4;5;5;5;5;5;5;4;5;5;5;4;5;4;5;1;5;2;3;3;1;1;2;5;4;2;1;1;2;1;4;2;5;1;2;5;2;2;1;1;2;1;2;5;2;2;2
330;0;1;5;3;5;3;2;4;3;5;5;5;2;5;3;5;4;1;5;4;3;5;1;1;2;3;4;5;4;5;5;5;3;1;5;3;3;4;1;1;1;5;3;5;1;4;3;5;4;5;3;3;5;1;4;5;4;3;5;5;3
331;1;4;2;3;5;2;3;4;3;2;2;4;5;3;5;2;1;2;2;2;4;4;2;4;2;4;4;2;2;4;3;3;3;2;2;3;2;4;3;2;5;2;4;4;3;2;4;3;2;4;3;4;2;4;5;2;3;3;1;3;3
332;0;2;2;3;5;5;5;3;2;5;2;3;5;2;5;5;2;1;5;5;3;3;1;4;1;3;5;5;3;5;4;3;2;1;3;3;5;1;1;3;1;1;5;1;1;3;3;4;4;5;4;5;4;4;5;4;1;2;4;4;2
333;1;4;4;4;5;4;4;2;4;5;4;3;5;4;5;5;3;3;5;4;4;5;3;5;2;4;3;4;4;5;3;4;5;1;1;5;5;4;4;4;3;5;5;1;3;4;1;4;4;5;5;3;2;4;5;4;1;2;2;5;4
334;0;4;2;2;5;4;4;4;4;4;5;3;2;5;3;3;4;4;4;4;2;5;2;2;5;3;4;4;4;5;4;2;3;3;5;4;3;5;5;2;4;3;3;4;5;1;5;3;1;5;2;4;2;1;4;3;5;2;2;5;1
335;0;3;3;2;3;3;3;3;4;4;3;5;1;4;3;2;4;4;4;4;2;3;3;2;3;5;1;2;3;2;3;3;3;4;2;3;3;4;2;4;3;3;4;3;2;4;3;4;3;1;3;4;3;3;1;4;4;3;4;2;3
336;0;4;1;3;5;5;1;1;3;5;5;5;5;5;1;5;1;1;3;5;5;1;2;5;3;3;1;3;3;5;5;3;5;1;5;5;5;3;3;1;1;3;5;4;5;3;5;3;4;5;5;5;5;4;5;3;5;4;3;5;3
337;0;1;2;3;5;4;4;2;4;3;4;4;4;4;3;5;2;2;2;5;1;3;1;4;3;2;4;4;4;4;4;3;5;3;3;3;5;4;2;3;4;2;5;3;4;3;4;2;3;5;1;4;3;2;4;4;4;4;2;4;2
338;0;3;4;3;5;2;3;4;3;5;4;3;4;4;5;4;2;2;4;4;3;5;5;5;2;3;3;4;3;5;2;4;4;3;4;5;3;2;4;3;5;4;5;3;1;4;2;2;4;5;4;3;3;3;2;4;4;2;2;2;1
339;0;1;3;1;5;3;3;2;3;5;4;4;4;5;4;3;4;4;4;4;2;4;4;4;3;3;3;4;5;5;3;4;4;2;5;3;5;5;1;2;3;4;3;4;1;3;5;4;3;5;3;5;4;3;3;3;4;3;4;3;1
340;0;3;4;4;4;5;1;2;3;5;5;5;3;4;5;5;4;2;3;5;1;5;4;3;2;1;5;3;4;5;5;2;3;2;4;5;5;4;3;5;3;3;3;4;5;2;3;3;3;4;5;5;1;3;5;3;4;3;2;5;1
341;1;1;2;3;2;3;4;4;3;4;4;4;4;4;2;3;2;2;3;4;3;4;4;4;2;1;2;3;4;3;4;4;4;1;5;4;3;2;2;3;3;2;4;2;2;3;3;2;3;3;4;3;2;4;3;3;4;3;3;4;2
342;1;4;3;4;5;4;4;4;4;5;2;4;4;4;4;4;3;2;3;4;2;3;4;5;2;4;3;4;3;5;4;4;5;1;5;4;4;2;3;4;2;4;4;2;4;3;3;4;4;5;4;4;4;3;4;5;3;4;4;5;4
343;1;1;2;3;5;4;3;3;3;5;5;3;3;4;3;3;3;3;5;4;3;4;3;3;4;2;3;4;4;5;3;4;4;3;4;3;4;3;4;2;3;4;3;2;3;3;4;3;3;5;3;4;2;3;3;3;4;4;3;5;2
344;1;5;2;3;5;4;1;3;2;3;4;4;2;4;5;5;4;4;4;4;3;4;5;5;2;5;4;2;5;5;4;2;4;2;4;4;4;4;5;3;4;3;4;4;3;3;4;3;3;5;4;5;3;3;5;2;4;4;2;4;1
345;0;3;4;4;5;4;3;2;4;5;4;4;5;4;4;5;2;2;5;4;3;4;2;5;2;5;4;3;3;4;4;5;4;3;4;3;4;3;2;2;2;3;4;2;4;3;2;4;3;4;4;5;3;2;4;3;2;3;3;3;2
346;0;5;2;3;4;5;3;3;3;4;4;4;4;4;4;4;5;3;4;5;5;3;5;5;2;5;2;4;5;5;5;2;4;2;4;5;4;4;5;4;4;4;4;4;4;3;3;2;4;4;5;4;3;4;4;3;4;5;3;4;3
347;1;4;2;4;2;4;4;4;3;4;4;4;3;4;4;4;3;4;2;4;3;4;2;4;4;4;4;2;4;4;4;4;4;3;2;4;4;4;4;4;4;2;4;3;4;2;4;4;4;2;2;4;2;3;4;4;4;1;2;4;2
348;1;4;4;5;3;3;4;4;4;4;3;5;5;4;4;4;2;1;3;2;4;5;4;5;3;5;4;1;5;3;4;4;4;1;5;4;4;1;4;4;2;2;5;4;4;5;3;4;3;5;4;3;4;3;4;4;4;1;4;3;3
349;0;2;4;3;2;4;4;3;3;4;3;3;3;3;3;4;3;3;2;4;3;3;1;3;2;3;3;4;3;5;5;3;3;3;3;3;4;4;4;4;4;3;4;3;1;3;2;4;4;3;3;4;3;4;3;3;4;3;3;3;3
350;1;2;2;4;4;4;2;4;2;4;3;2;4;4;4;4;4;2;4;4;2;3;2;4;2;4;3;4;3;4;3;2;4;2;3;4;4;4;3;3;4;3;3;2;4;2;2;4;3;4;4;4;2;3;3;4;3;3;2;3;3
351;0;2;3;2;2;4;3;2;4;3;4;4;4;3;2;4;2;2;4;4;3;4;3;4;2;3;4;3;3;4;4;2;4;2;2;4;4;4;3;3;4;3;4;2;3;3;4;4;4;4;4;4;3;3;4;3;3;2;3;3;2
352;1;2;3;3;4;4;3;4;4;5;3;5;3;5;3;5;2;2;4;5;3;4;3;3;1;4;4;4;4;5;4;4;4;2;3;2;5;4;4;4;2;3;5;2;2;4;2;5;4;1;4;4;4;3;4;3;4;4;4;5;2
353;1;4;2;5;5;5;2;3;3;2;3;4;3;4;5;5;4;3;1;4;2;2;1;2;2;5;3;3;3;5;5;2;3;3;2;4;4;3;3;1;3;1;3;3;2;2;4;3;4;4;3;4;1;1;3;2;3;3;2;3;4
354;0;4;2;2;5;4;4;5;4;5;3;4;5;4;5;5;3;5;5;5;3;4;4;5;2;5;4;4;4;5;4;3;4;2;5;4;5;4;4;3;5;5;5;4;5;4;2;4;3;5;4;4;3;4;4;4;3;2;4;5;2
355;1;3;3;4;1;2;2;1;2;2;3;2;4;2;4;2;2;2;4;3;2;4;2;3;3;3;3;2;4;2;4;2;4;2;4;4;4;4;4;3;3;2;3;4;4;3;4;4;2;4;4;2;4;4;3;2;3;2;4;3;3
356;0;5;2;4;4;4;2;4;4;3;3;5;4;4;5;4;4;2;3;5;4;3;5;5;4;5;3;5;4;5;4;2;4;1;4;4;4;4;5;3;3;3;4;2;1;2;3;3;3;5;5;5;2;4;5;3;5;4;2;3;3
357;0;3;3;3;3;5;2;2;3;4;3;5;5;5;3;3;2;2;3;5;3;4;3;5;2;5;3;5;4;5;4;4;5;1;5;3;4;3;3;3;2;3;4;3;3;3;1;3;3;2;4;4;2;1;4;3;3;4;2;5;1
358;0;4;4;5;2;4;5;1;2;5;5;5;3;4;2;5;1;2;5;5;2;5;4;4;1;4;4;4;5;2;4;4;3;1;1;5;2;1;5;2;1;2;4;3;5;4;1;4;4;2;3;4;2;1;5;5;4;1;1;4;2
359;1;1;2;5;4;5;2;3;5;5;5;5;5;5;1;3;5;1;4;4;3;4;5;5;1;1;4;5;2;5;5;4;5;1;3;3;5;5;3;3;1;3;5;2;3;5;1;4;5;3;5;5;5;4;5;3;3;4;4;5;4
360;0;3;3;5;5;3;4;1;2;5;3;4;4;5;1;5;2;1;5;2;4;5;1;4;1;3;3;4;3;5;4;5;4;2;5;4;3;3;3;3;2;3;4;2;4;4;2;4;3;5;4;3;1;3;3;4;3;1;3;5;1
361;1;4;4;4;2;4;4;3;2;5;3;5;4;4;4;5;4;4;3;3;3;3;2;3;4;3;3;2;3;2;5;3;4;2;1;5;4;4;4;2;4;2;4;4;2;1;5;3;4;3;4;4;3;2;4;4;4;4;2;4;3
362;0;5;4;2;5;4;2;1;3;4;4;3;4;5;3;4;2;2;5;4;3;4;2;5;2;1;4;4;5;5;5;2;4;1;3;5;3;4;2;2;2;3;5;3;5;3;4;4;3;5;4;4;2;3;5;3;4;4;2;4;3
363;1;3;3;1;3;1;4;5;4;5;5;1;5;5;3;1;5;2;5;3;5;5;1;5;3;4;1;2;2;3;5;3;3;5;3;5;1;2;3;5;1;5;3;1;1;3;5;3;1;4;3;1;3;1;5;4;4;1;3;3;1
364;1;5;2;4;1;4;2;1;1;4;3;3;3;5;4;1;2;1;5;4;3;5;5;3;2;4;4;3;3;5;3;3;2;1;5;4;4;4;5;4;1;5;3;3;3;3;2;4;4;2;5;5;3;4;5;3;2;3;2;5;4
365;1;1;3;3;5;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;5;3;3;3;3;3;3;3;5;1;3;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3
366;1;4;4;3;4;3;5;2;3;3;4;3;3;4;3;3;4;4;2;3;3;2;3;4;3;2;4;3;2;3;1;3;1;3;1;4;3;3;3;2;3;4;3;4;2;4;3;4;3;3;4;3;2;3;2;3;2;3;4;3;2
367;0;3;3;3;4;4;3;1;3;3;3;4;3;3;4;4;4;3;4;4;4;4;2;2;3;3;4;3;3;4;5;3;3;1;3;4;4;3;1;3;4;3;5;3;1;2;3;4;3;3;3;4;2;3;3;3;4;3;3;3;2
368;0;5;5;5;2;4;5;3;2;5;4;4;5;5;5;5;5;2;2;5;4;5;5;2;3;5;2;5;3;2;5;3;4;1;5;4;4;4;4;1;1;1;4;4;5;4;3;1;1;4;4;3;4;1;4;5;4;1;2;4;1
369;1;2;3;4;1;4;3;3;4;3;5;4;4;5;5;5;5;3;3;4;3;2;5;3;2;5;3;2;3;2;2;3;3;1;5;4;4;4;5;3;2;2;2;2;5;1;1;3;3;2;4;4;2;2;4;2;3;4;3;4;3
370;0;5;2;5;5;5;3;3;4;5;4;5;3;5;5;4;3;3;4;5;3;5;4;4;4;5;5;4;5;5;5;3;4;2;3;5;4;4;3;4;4;3;4;4;5;2;3;3;5;5;5;5;1;4;4;3;4;3;2;5;4
371;0;3;3;2;4;5;3;3;3;4;4;5;4;4;4;3;5;3;5;5;1;5;5;3;3;5;3;4;5;3;5;2;2;3;4;3;3;4;5;2;2;3;2;4;4;4;4;3;4;5;3;4;4;1;3;2;4;5;4;4;1
372;0;3;4;3;2;4;5;4;4;5;3;4;4;4;5;5;4;1;4;5;4;5;2;5;3;2;3;4;2;5;4;2;3;2;5;5;4;2;4;3;1;3;4;1;5;2;4;2;3;4;4;4;4;3;3;4;2;3;2;3;1
373;0;5;4;4;4;4;3;4;3;5;5;4;5;5;5;4;4;3;4;4;4;3;4;5;3;5;4;4;5;4;5;5;4;2;3;5;3;2;4;4;5;3;4;4;5;2;2;4;4;4;4;4;5;4;4;4;4;1;3;5;3
374;1;5;4;2;2;2;4;1;4;5;3;2;5;3;3;3;4;3;4;4;2;4;4;4;3;1;4;4;2;4;4;3;4;4;4;5;2;3;3;1;3;2;3;3;2;4;5;3;2;2;4;3;3;2;4;4;3;2;3;3;2
375;1;3;2;5;5;2;5;3;2;5;3;4;5;4;5;4;4;3;4;4;4;3;4;4;4;2;3;3;3;5;4;2;3;1;3;3;4;4;4;3;3;2;5;3;1;2;2;2;3;2;4;4;4;4;3;2;4;2;3;3;3
376;0;2;2;2;3;4;4;3;5;3;3;5;3;5;4;3;5;2;3;5;3;5;5;5;2;5;4;3;3;4;5;3;3;1;5;4;4;1;3;4;3;3;3;3;3;3;2;4;4;1;5;4;1;3;4;3;4;3;1;2;2
377;1;1;4;5;5;2;3;5;3;5;4;5;5;3;5;2;2;4;3;4;4;2;5;5;3;5;4;3;5;4;4;4;5;1;3;4;5;4;5;3;5;4;5;4;4;3;5;4;4;4;5;4;2;3;3;4;5;2;4;3;4
378;1;3;3;4;1;5;4;4;3;4;4;5;1;5;5;5;5;3;3;5;4;3;5;2;3;5;3;4;3;1;2;2;3;2;1;4;4;3;5;3;5;2;3;4;3;1;2;4;5;3;4;5;1;3;5;3;5;3;3;5;4
379;0;4;3;5;2;3;1;3;2;3;4;4;5;5;2;5;3;4;3;4;4;4;4;5;3;2;3;2;4;5;4;2;5;3;2;4;4;2;3;2;2;1;4;2;5;3;2;2;2;3;4;4;3;3;3;2;2;3;1;4;4
380;1;1;4;2;5;3;4;1;2;5;4;4;4;4;1;4;3;3;3;2;2;4;2;5;4;1;3;3;5;5;4;2;4;3;3;3;3;5;3;2;5;3;4;5;1;3;5;4;4;5;3;4;3;2;3;3;5;3;2;4;1
381;0;5;3;4;5;4;2;5;2;5;5;5;5;5;5;4;2;2;4;4;3;5;3;5;2;5;2;5;3;5;3;4;4;2;2;5;4;2;4;5;3;4;5;4;4;4;4;4;3;5;5;3;2;4;5;4;4;4;3;5;3
382;1;4;4;2;4;4;4;4;2;4;4;3;2;4;4;3;2;3;4;4;2;4;2;2;4;2;4;4;4;4;3;4;4;1;4;4;3;4;4;2;4;2;3;2;3;2;2;4;2;2;2;2;2;3;4;2;2;2;3;4;2
383;1;5;2;3;5;4;4;3;4;4;4;4;3;4;5;4;4;3;4;4;3;4;3;4;3;5;4;4;4;5;4;3;3;2;5;5;4;3;3;4;2;3;3;2;4;3;3;3;3;4;4;4;2;3;4;4;4;2;3;5;2
384;1;4;3;4;1;4;4;4;3;5;3;4;3;3;3;4;3;2;3;4;2;3;3;3;3;3;3;4;3;3;4;3;3;3;3;4;4;4;3;3;3;3;4;3;3;2;3;4;3;3;4;4;4;3;3;4;3;3;3;3;3
385;1;2;4;2;5;4;2;4;4;4;4;5;3;2;2;4;4;3;4;4;2;5;1;4;3;2;3;4;4;4;4;3;4;2;2;1;3;4;1;2;2;2;3;4;1;3;2;2;2;5;2;4;3;2;2;4;2;4;4;4;2
386;0;2;4;3;5;4;4;2;4;5;5;5;4;4;2;4;2;2;5;5;1;5;2;4;2;2;4;4;2;5;5;4;4;2;5;3;4;2;2;1;2;4;4;4;2;4;4;4;4;4;2;5;2;2;4;5;3;4;4;4;4
387;0;3;3;4;2;5;3;3;4;4;4;5;5;5;4;5;4;3;2;5;4;2;3;5;2;2;4;3;3;2;5;1;4;2;3;4;3;4;3;3;3;2;4;3;3;2;2;3;3;3;3;4;3;4;4;2;4;4;2;5;4
388;0;4;2;4;5;5;2;4;4;4;4;2;4;5;5;4;4;2;5;4;4;2;5;4;3;5;4;4;4;5;3;2;4;1;2;5;2;4;5;5;4;3;4;5;4;2;1;3;4;5;5;2;1;2;4;2;4;2;4;5;4
389;0;5;5;4;4;2;5;4;4;5;4;4;4;4;2;4;3;2;5;4;2;4;4;5;2;1;4;4;3;4;5;4;4;1;2;4;3;3;1;1;4;4;5;4;2;2;5;4;3;4;2;4;3;2;3;4;2;1;4;4;2
390;1;2;1;4;3;5;3;2;5;4;4;5;4;4;3;5;5;1;2;5;3;3;3;4;5;5;3;3;4;5;5;2;3;3;2;4;4;5;3;4;2;1;3;3;3;2;5;2;4;3;4;5;3;1;4;2;4;5;1;3;4
391;0;2;4;5;4;5;2;4;5;2;4;2;3;4;5;3;5;4;3;4;2;4;4;1;4;2;2;3;3;4;3;1;2;3;2;3;4;5;3;3;5;3;2;4;1;2;3;3;4;4;3;4;2;3;4;2;5;4;4;4;4
392;0;2;2;3;4;4;2;2;3;5;3;5;4;3;4;4;2;2;3;5;3;4;3;5;1;4;4;4;2;4;5;3;4;2;4;5;3;2;3;3;2;3;4;1;4;4;1;3;3;4;3;4;4;3;3;4;2;3;3;2;3
393;0;5;2;4;4;3;4;3;4;4;4;2;4;4;5;4;2;3;5;4;4;5;4;5;4;4;4;3;4;4;4;3;4;3;4;5;3;2;4;3;2;4;4;2;4;3;2;3;2;5;3;3;2;2;4;3;2;1;2;4;2
394;1;5;2;5;1;3;2;4;2;2;3;2;2;4;5;3;2;3;4;4;4;4;5;3;2;5;3;2;4;2;3;2;3;1;4;4;3;4;4;3;2;4;4;2;4;3;2;4;2;2;4;4;4;2;5;2;3;2;3;4;3
395;0;5;3;2;5;4;3;2;3;4;5;3;3;4;4;3;3;3;4;4;2;4;4;4;3;5;2;3;5;5;3;2;4;1;5;4;4;2;5;1;2;3;4;4;4;2;3;2;4;4;5;4;1;2;5;2;4;4;3;5;3
396;0;4;2;4;2;4;1;1;3;4;3;3;3;2;5;4;3;3;3;3;3;4;4;5;3;3;3;3;4;5;4;2;3;2;1;4;4;4;4;5;5;3;4;3;3;1;4;3;3;2;3;4;4;3;4;3;4;1;3;1;2
397;1;5;1;5;5;2;4;4;3;4;3;4;2;5;5;5;1;2;5;3;5;4;3;4;4;3;4;4;4;4;4;1;4;1;3;3;4;3;4;3;1;5;3;5;2;3;3;4;3;4;3;5;3;4;2;1;2;3;3;3;1
398;1;1;2;4;4;4;4;3;3;4;4;4;4;2;3;4;3;4;2;4;2;4;2;2;4;4;4;2;4;4;2;2;2;2;3;4;4;4;2;4;4;2;2;4;3;2;2;2;4;4;4;4;2;4;4;2;4;2;2;3;4
399;1;2;2;5;1;4;3;2;4;4;4;5;4;3;2;5;4;3;1;4;4;3;5;4;4;4;4;3;4;1;4;3;4;2;3;4;5;4;1;3;3;3;4;3;3;3;2;3;4;3;2;4;4;3;4;4;4;3;2;3;4
400;0;5;2;5;1;4;4;4;3;5;2;2;4;5;4;4;4;3;3;4;3;2;5;2;2;5;2;4;5;1;4;2;2;1;2;5;3;4;5;3;3;2;3;4;2;3;2;5;4;4;5;4;1;5;5;4;5;4;3;5;4
401;1;2;4;3;3;2;2;1;2;3;1;2;3;2;2;3;2;2;3;2;3;2;2;2;2;2;3;3;2;1;4;3;3;4;3;3;4;4;3;4;3;3;3;3;4;3;4;3;4;3;4;4;3;4;3;5;3;4;4;3;4
402;0;3;2;4;5;4;4;3;4;5;5;5;3;4;1;4;3;4;2;4;4;3;2;5;2;5;3;4;4;5;5;4;3;4;1;5;4;4;4;4;3;2;4;3;4;2;4;4;5;5;3;5;4;3;4;3;4;5;2;5;4
403;0;3;3;3;5;4;2;2;5;5;4;3;3;5;4;5;1;2;2;4;3;5;3;2;3;4;3;3;4;5;4;4;5;2;5;4;5;3;4;3;2;5;5;4;4;4;3;4;3;5;4;5;4;4;4;5;4;2;3;5;3
404;0;5;1;5;5;3;3;3;3;5;1;4;5;5;5;3;3;1;1;3;3;1;5;5;2;5;3;3;3;5;5;2;5;1;5;5;5;1;5;3;3;3;4;1;5;1;1;1;1;3;5;5;5;4;5;5;5;4;3;5;5
405;0;5;4;3;5;5;3;4;5;5;4;5;4;4;4;5;5;3;5;5;3;5;5;4;3;2;3;3;5;5;5;3;4;1;2;3;3;5;5;3;3;3;4;4;4;1;3;3;5;5;4;4;2;4;4;1;4;5;3;4;1
406;0;5;4;4;4;4;4;4;3;4;4;2;4;4;4;4;3;2;4;4;4;4;4;4;2;5;3;4;4;5;4;4;4;2;3;5;3;4;5;3;4;3;5;4;5;3;2;4;4;5;3;4;2;3;4;3;3;3;2;4;3
407;0;5;5;4;4;4;5;4;3;5;4;2;4;5;5;5;3;3;5;4;3;4;5;5;2;5;3;4;4;4;3;2;4;2;4;5;4;1;5;5;3;4;4;4;4;4;2;5;4;4;4;4;2;3;5;4;3;3;4;4;2
408;0;4;2;3;2;4;5;4;3;5;5;3;4;5;5;2;4;4;4;4;2;5;5;3;3;4;3;5;5;1;3;2;3;2;4;3;2;4;5;1;2;2;2;4;3;2;3;3;2;2;5;3;3;2;5;3;4;3;2;4;1
409;0;1;3;3;5;4;2;3;4;5;4;4;3;4;3;5;4;2;3;4;3;4;1;4;3;1;3;4;4;5;4;4;4;1;2;3;4;3;1;3;3;2;4;3;1;4;4;3;3;4;4;4;3;3;4;3;4;3;4;3;3
410;0;1;3;2;5;3;4;3;4;4;4;5;3;5;2;3;3;3;5;4;2;5;1;4;3;1;4;4;3;5;4;3;4;4;5;2;2;4;1;3;2;3;4;4;1;2;3;2;3;4;3;3;3;1;3;3;3;3;3;5;3
411;1;4;2;3;5;2;3;2;3;5;4;3;4;4;3;4;3;3;3;4;4;4;4;4;3;5;3;3;4;5;3;4;5;3;4;5;4;4;3;4;4;3;4;3;3;3;3;4;4;1;3;5;3;3;4;3;4;4;3;2;4
412;1;4;3;2;5;2;2;2;3;5;4;3;3;4;5;4;5;4;3;2;3;4;4;3;3;4;3;5;3;5;4;2;4;1;3;3;4;5;5;2;4;4;2;3;3;2;3;3;1;5;5;4;4;2;4;3;4;2;4;4;1
413;1;4;2;4;5;4;3;2;4;4;4;3;4;4;4;5;4;2;5;4;3;4;4;5;4;3;3;3;4;5;4;2;4;2;2;4;3;4;3;5;4;3;4;4;4;4;3;3;4;4;4;4;2;3;4;3;4;3;2;4;4
414;0;2;3;3;4;4;3;4;3;2;4;1;4;4;2;2;4;4;3;2;2;3;1;2;2;4;2;4;4;2;2;1;2;2;5;3;4;4;4;2;4;2;2;4;1;2;3;3;4;2;2;4;2;3;4;1;4;3;4;5;2
415;1;1;3;3;1;5;2;3;5;5;5;5;2;5;5;5;4;1;3;5;3;5;4;3;3;1;4;4;1;2;5;2;4;3;1;4;4;4;2;1;1;1;4;1;4;1;2;1;3;1;3;4;1;3;5;3;3;3;1;5;2
416;1;4;2;4;5;4;2;2;3;5;3;5;5;2;4;4;2;1;4;5;3;4;3;5;2;5;2;4;3;5;4;4;5;1;2;3;4;3;4;2;2;3;5;2;3;2;3;3;4;5;5;5;3;4;4;4;3;4;2;3;3
417;1;3;3;3;3;2;3;2;4;3;4;2;3;3;2;3;3;2;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;4;3;3;4;3;3;4;4;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3
418;0;3;1;4;3;2;2;1;2;5;4;2;3;2;4;2;1;5;3;5;2;2;1;2;5;4;2;4;4;2;4;3;4;5;4;4;4;5;5;4;5;3;3;4;4;2;5;3;2;3;4;5;4;2;4;2;5;5;2;4;3
419;0;3;4;3;3;3;4;3;3;5;4;4;4;2;2;4;3;3;3;3;3;3;4;4;4;3;3;3;4;3;4;2;4;3;3;4;3;4;3;3;4;3;4;3;4;3;2;4;3;3;2;3;3;3;3;2;4;2;2;3;2
420;0;5;3;4;5;4;3;2;4;4;4;4;4;4;3;5;2;2;4;4;2;5;1;3;2;4;3;4;3;5;5;4;4;4;3;5;4;3;3;4;3;3;4;4;4;3;3;4;2;5;2;4;3;2;4;4;3;4;3;4;2
421;0;4;2;3;4;4;2;3;4;4;4;4;4;3;4;3;4;3;4;4;2;4;2;4;4;4;4;4;3;4;4;2;3;2;3;4;4;5;3;2;3;4;3;4;4;3;4;2;2;4;2;4;3;2;3;4;4;4;2;2;2
422;0;5;2;4;4;2;1;4;3;2;4;2;4;2;4;3;4;4;4;2;4;4;4;3;3;3;1;2;5;4;5;1;3;1;5;5;4;4;4;4;5;3;4;4;4;4;3;4;5;4;5;2;2;4;5;2;5;2;3;5;4
423;0;5;4;5;1;4;5;2;5;5;5;5;4;4;2;4;3;2;5;3;4;5;2;3;2;4;4;4;5;3;5;2;4;1;4;1;3;4;5;4;5;4;2;4;3;2;3;4;3;2;3;4;4;4;5;3;5;2;4;4;3
424;0;5;4;3;5;5;2;3;3;5;5;5;5;5;5;5;4;2;4;3;2;5;3;5;3;5;5;3;4;5;5;2;5;5;5;5;5;3;4;2;3;3;3;4;3;3;3;3;2;5;3;5;3;1;3;2;4;5;3;5;1
425;1;2;3;5;5;4;2;4;4;5;5;3;4;5;4;4;3;2;5;4;4;5;3;5;3;4;3;3;5;5;3;1;4;1;5;5;4;1;4;4;3;2;4;4;2;2;2;2;3;5;4;4;2;2;4;3;3;3;2;5;4
426;0;4;4;4;2;4;4;4;3;5;5;2;4;4;3;2;3;2;2;3;3;4;4;3;4;5;2;4;4;2;4;4;4;3;4;4;3;2;4;3;2;3;5;3;2;4;2;4;3;3;5;4;2;3;5;3;4;2;3;5;4
427;0;2;4;2;2;3;2;4;2;4;3;2;4;4;5;3;3;2;4;3;2;5;2;4;2;4;3;4;3;3;4;4;4;2;2;4;3;4;2;4;2;4;3;4;4;2;2;4;2;3;2;4;4;2;2;4;2;2;4;3;2
428;1;5;3;3;1;1;2;2;2;5;4;1;1;1;2;5;5;1;1;1;1;1;2;1;5;5;5;4;5;5;3;3;3;3;3;3;3;5;5;5;5;1;5;5;5;5;5;4;1;2;5;5;5;5;5;2;4;2;5;4;4
429;0;4;2;4;5;1;2;3;5;4;4;5;4;4;5;4;3;2;2;5;3;2;1;4;3;3;5;4;4;5;5;3;4;2;4;5;4;2;4;3;4;3;4;3;4;4;4;5;4;5;3;5;4;3;5;4;4;4;3;4;3
430;1;3;3;4;5;5;4;3;4;5;2;4;3;3;5;4;5;3;5;3;3;4;2;1;3;3;3;2;3;5;3;3;3;2;5;4;3;4;4;3;3;5;3;4;4;2;3;4;4;1;5;4;3;4;4;4;5;3;3;5;3
431;0;4;2;3;4;4;2;2;4;5;5;3;5;5;5;4;2;2;5;5;5;5;5;5;2;1;5;5;2;5;4;3;5;1;5;4;4;1;4;4;5;4;5;2;4;3;2;5;4;5;4;5;3;2;5;4;2;2;2;5;3
432;1;5;3;3;3;3;3;3;4;4;3;3;5;3;3;3;3;2;3;3;3;3;4;3;3;3;3;3;3;1;3;1;5;3;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;4;3;3;3;3
433;0;1;5;2;2;3;2;3;1;5;5;4;4;5;1;3;4;2;3;4;2;5;1;2;3;1;2;5;3;5;4;2;4;2;5;1;3;4;4;2;2;3;3;3;1;4;2;5;3;4;3;4;3;2;3;5;4;1;5;5;1
