"";"CASE";"IN01_CP";"IN01";"IN02";"IN05";"IN05_01";"IN06";"IN06_01";"IN06_02";"IN06_03";"IN06_04";"IN08";"IN08_01";"IN08_02";"IN08_03";"IN08_04";"sex";"age";"SO04";"SO06";"HE01_01";"HE01_02";"HE01_03";"HE01_04";"HE01_05";"HE01_06";"HE01_07";"HE01_08";"HE01_09";"HE01_10";"HE01_11";"HE01_12";"HE01_13";"HE01_14";"HE01_15";"HE01_16";"HE01_17";"HE01_18";"HE01_19";"HE01_20";"HE01_21";"HE01_22";"HE01_23";"HE01_24";"HE01_25";"HE01_26";"HE01_27";"HE01_28";"HE01_29";"HE01_30";"HE01_31";"HE01_32";"HE01_33";"HE01_34";"HE01_35";"HE01_36";"HE01_37";"HE01_38";"HE01_39";"HE01_40";"HE01_41";"HE01_42";"HE01_43";"HE01_44";"HE01_45";"HE01_46";"HE01_47";"HE01_48";"HE01_49";"HE01_50";"HE01_51";"HE01_52";"HE01_53";"HE01_54";"HE01_55";"HE01_56";"HE01_57";"HE01_58";"HE01_59";"HE01_60";"HE04_01";"HE04_02";"HE04_03";"HE04_04";"HE04_05";"HE04_06";"HE04_07";"HE04_08";"HE04_09";"HE04_10";"HE04_11";"HE04_12";"HE04_13";"HE04_14";"HE04_15";"HE04_16";"HE04_17";"HE04_18";"HE04_19";"HE04_20";"HE04_21";"HE04_22";"HE04_23";"HE04_24";"HE04_25";"HE04_26";"HE04_27";"HE04_28";"HE04_29";"HE04_30";"HE04_31";"HE04_32";"HE04_33";"HE04_34";"HE04_35";"HE04_36";"HE04_37";"HE04_38";"HE04_39";"HE04_40";"HE04_41";"HE04_42";"HE04_43";"HE04_44";"HE04_45";"HE04_46";"HE04_47";"HE04_48";"HE04_49";"HE04_50";"HE04_51";"HE04_52";"HE04_53";"HE04_54";"HE04_55";"HE04_56";"HE04_57";"HE04_58";"HE04_59";"HE04_60";"TIME001";"TIME002";"TIME003";"TIME004";"TIME005";"TIME006";"TIME007";"TIME008";"TIME009";"TIME010";"TIME011";"TIME012";"LASTPAGE"
"5102";"317";"94";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";57;"1";"5";"3";"4";"3";"3";"3";"4";"3";"4";"3";"1";"5";"2";"3";"2";"2";"4";"4";"3";"4";"2";"1";"3";"4";"3";"2";"2";"4";"2";"3";"2";"4";"2";"4";"3";"2";"4";"4";"5";"3";"3";"3";"3";"4";"2";"5";"3";"5";"1";"2";"3";"4";"3";"3";"4";"3";"5";"1";"3";"2";"3";"7825";"8109";"12167";"3592";"9020";"8989";"5899";"8179";"7080";"9820";"12123";"7375";"10384";"8602";"6753";"8876";"11117";"5817";"23000";"9582";"6750";"6624";"8247";"5624";"9712";"-6";"11464";"15199";"15617";"-6";"8654";"-6";"7905";"7621";"5771";"7195";"7021";"8093";"8852";"8512";"55215";"6113";"4461";"4986";"5552";"6894";"23177";"14027";"7767";"8671";"10834";"4619";"4765";"12119";"3820";"9601";"8092";"8097";"11539";"14573";"9";"9";"23";"59";"84";"105";"113";"80";"138";"90";"13";"8";"12"
"5103";"768";"231";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";70;NA;NA;"4";"4";"3";"4";"2";"3";"4";"2";"2";"3";"4";"2";"3";"3";"2";"4";"2";"3";"3";"3";"1";"3";"3";"3";"2";"1";"3";"4";"3";"3";"5";"3";"4";"2";"3";"3";"3";"3";"3";"3";"3";"2";"3";"1";"3";"2";"4";"2";"3";"3";"3";"1";"3";"4";"4";"2";"3";"1";"1";"2";"4097";"4004";"4905";"4796";"5632";"5203";"3465";"4053";"4565";"3484";"5816";"4313";"5598";"3738";"2733";"4293";"5488";"6121";"-6";"3904";"2440";"3293";"3348";"2911";"4168";"3893";"27589";"3251";"2839";"4879";"7766";"3921";"2556";"2867";"3428";"5150";"4038";"2007";"3924";"2528";"7253";"3212";"2729";"3050";"3061";"3548";"4539";"4557";"3238";"1842";"8776";"1854";"3081";"5075";"2650";"4069";"3436";"4165";"5397";"4131";"11";"6";"7";"33";"45";"52";"60";"39";"39";"43";"12";"4";"12"
"5104";"190";"53";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";73;"1";"3";"1";"1";"4";"5";"1";"4";"5";"2";"5";"5";"1";"5";"1";"5";"5";"5";"1";"4";"1";"5";"1";"5";"5";"1";"1";"1";"1";"1";"1";"1";"5";"5";"5";"1";"5";"1";"5";"5";"5";"5";"5";"1";"5";"5";"5";"1";"5";"1";"1";"1";"5";"1";"5";"5";"5";"5";"1";"1";"5";"5";"11361";"6988";"10926";"22247";"11576";"18841";"11217";"19449";"10215";"8916";"130416";"12573";"7323";"11969";"8673";"11335";"15116";"2574";"16000";"5573";"123016";"4861";"7322";"9145";"5902";"12361";"8487";"-6";"5130";"10048";"12548";"3708";"5189";"7674";"3675";"8254";"12943";"4912";"5920";"6144";"694275";"8137";"6425";"6779";"8120";"15417";"8846";"6555";"6844";"7107";"33856";"7751";"5851";"14071";"8980";"13133";"12194";"16116";"7153";"15425";"24";"9";"22";"215";"140";"228";"205";"74";"772";"142";"43";"46";"12"
"5106";"710";"214";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";61;"1";"5";"1";"5";"5";"5";"1";"5";"5";"5";"4";"1";"1";"1";"5";"1";"1";"4";"4";"3";"3";"2";"1";"5";"3";"1";"5";"1";"4";"3";"2";"1";"1";"1";"4";"5";"3";"5";"5";"5";"1";"4";"4";"3";"4";"1";"5";"2";"3";"4";"4";"4";"3";"1";"5";"5";"1";"2";"3";"4";"3";"1";"7592";"9458";"7131";"3227";"17083";"8644";"3278";"2927";"3835";"6437";"14020";"3886";"4702";"7209";"3208";"9528";"7955";"4163";"6849";"6001";"4632";"1284";"7172";"5133";"3466";"4292";"4787";"4612";"7703";"4555";"6096";"2198";"4048";"-6";"5844";"4754";"4207";"3396";"7375";"5119";"22768";"4445";"3636";"3134";"7524";"6660";"7478";"10971";"2117";"2450";"10113";"4547";"-6";"10473";"3859";"7686";"8860";"6166";"4468";"4975";"3";"25";"11";"104";"74";"69";"49";"52";"73";"66";"11";"18";"12"
"5110";"475";"140";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";50;"1";"3";"4";"5";"5";"5";"2";"4";"3";"2";"1";"2";"2";"3";"1";"1";"1";"5";"3";"5";"5";"1";"1";"4";"1";"1";"4";"1";"5";"2";"4";"2";"2";"4";"5";"5";"4";"3";"3";"4";"5";"3";"4";"1";"4";"1";"5";"5";"3";"1";"2";"3";"5";"1";"4";"4";"3";"1";"1";"3";"3";"3";"6113";"3760";"4823";"2640";"4057";"8298";"3034";"5527";"3317";"7777";"6639";"5129";"5979";"4335";"2509";"5483";"8950";"3476";"3963";"5493";"2719";"2420";"3846";"3298";"3948";"4512";"4377";"6263";"4762";"4623";"5354";"3516";"3392";"2967";"3723";"4550";"5009";"2892";"4439";"4919";"5680";"2303";"2698";"5116";"4662";"4687";"6425";"4256";"2869";"2677";"5580";"3092";"3490";"6762";"5104";"2524";"3618";"4694";"4172";"5009";"8";"3";"8";"30";"51";"53";"43";"42";"44";"46";"48";"15";"12"
"5111";"339";"101";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";70;"1";"5";"5";"4";"2";"3";"2";"4";"2";"4";"2";"2";"3";"1";"1";"2";"4";"2";"3";"4";"4";"3";"1";"3";"3";"3";"1";"1";"2";"2";"2";"2";"3";"2";"3";"3";"3";"4";"3";"5";"3";"2";"4";"1";"3";"1";"3";"3";"4";"1";"3";"2";"3";"2";"3";"5";"4";"3";"1";"2";"2";"1";"6374";"7823";"6419";"6503";"6734";"9328";"7912";"11529";"11095";"5864";"14841";"5296";"5471";"8824";"5400";"12969";"5128";"18359";"10353";"4332";"-6";"11575";"5293";"10015";"5708";"7610";"7305";"4145";"4981";"3929";"26547";"4478";"4594";"5152";"2944";"8183";"8279";"11752";"7937";"7904";"30215";"19121";"4518";"5944";"7401";"4944";"4952";"4687";"8116";"6333";"18712";"4610";"5186";"-6";"3839";"4544";"7224";"7433";"5231";"4640";"29";"18";"10";"37";"82";"94";"68";"91";"98";"81";"28";"24";"12"
"5119";"82";"24";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";30;"1";"3";"2";"5";"1";"4";"4";"4";"4";"2";"4";"3";"5";"5";"4";"1";"4";"2";"2";"3";"2";"2";"1";"3";"5";"1";"2";"1";"2";"3";"4";"2";"3";"1";"3";"2";"2";"3";"2";"4";"2";"2";"2";"2";"3";"3";"2";"4";"4";"1";"4";"4";"2";"4";"2";"5";"2";"2";"2";"1";"1";"2";"11602";"7486";"6218";"4186";"8659";"9395";"6308";"10835";"5198";"3774";"6977";"13839";"-6";"821";"4832";"6723";"5837";"-6";"71638";"13405";"4943";"2390";"-6";"-6";"5955";"-6";"10440";"15481";"5454";"6448";"8553";"24539";"-6";"4629";"5426";"-6";"5824";"3767";"5821";"3811";"36963";"9742";"-6";"7166";"3583";"20324";"5180";"4211";"4243";"2379";"6425";"2921";"3177";"-6";"8546";"4349";"30891";"7288";"4822";"5762";"313";"18";"16";"66";"75";"158";"113";"89";"145";"82";"29";"11";"12"
"5124";"718";"216";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";68;"1";"5";"2";"4";"3";"4";"2";"3";"4";"4";"3";"3";"4";"2";"3";"2";"4";"2";"4";"3";"3";"2";"1";"4";"3";"3";"2";"2";"3";"2";"3";"2";"3";"2";"4";"3";"3";"3";"3";"4";"4";"3";"3";"2";"4";"2";"3";"3";"3";"2";"3";"3";"4";"1";"3";"4";"3";"3";"3";"2";"3";"2";"12404";"7216";"6600";"4168";"6528";"10152";"5304";"5728";"5824";"4368";"9521";"11903";"5768";"6568";"5185";"7327";"9392";"5336";"7056";"6328";"7027";"5792";"4232";"6128";"7280";"6232";"5160";"7880";"2960";"6120";"7033";"5672";"4832";"5780";"4533";"7223";"7016";"4960";"7032";"5680";"23570";"4864";"2832";"6224";"4280";"3895";"6305";"5264";"6512";"4186";"8789";"3824";"4216";"11568";"3408";"14416";"5704";"6456";"6296";"6224";"10";"7";"9";"131";"70";"76";"60";"62";"69";"72";"52";"12";"12"
"5142";"122";"34";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";62;"1";"3";"1";"4";"3";"4";"2";"4";"5";"4";"3";"2";"3";"2";"4";"1";"4";"4";"3";"4";"3";"2";"2";"4";"3";"2";"4";"2";"3";"1";"3";"1";"1";"2";"3";"3";"3";"5";"4";"4";"4";"3";"4";"3";"4";"1";"3";"3";"3";"2";"2";"3";"2";"1";"4";"5";"3";"3";"3";"4";"3";"1";"8869";"7182";"5960";"5195";"4984";"10621";"5764";"6516";"6248";"5791";"8971";"8180";"6308";"5671";"6185";"7101";"8299";"4492";"8372";"6479";"42259";"4818";"5796";"5317";"6961";"5869";"6611";"3848";"6661";"6748";"8066";"5346";"4674";"5523";"5813";"7930";"5615";"4966";"9219";"5363";"6648";"4672";"4179";"6432";"6371";"6682";"5667";"5581";"6375";"3704";"9713";"4102";"5794";"9238";"5822";"8368";"5834";"6107";"6670";"6606";"9";"6";"17";"27";"70";"72";"97";"65";"57";"70";"31";"10";"12"
"5143";"327";"97";"2";NA;"1";"2";"1";"1";"2";"1";"1";NA;NA;NA;NA;NA;"2";69;"1";"5";"5";"5";"4";"2";"4";"4";"4";"3";"2";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4992";"4724";"3473";"3087";"4346";"7230";"5505";"3702";"-6";"2804";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"6";"8";"64";"48";NA;NA;NA;NA;NA;NA;NA;"5"
"5158";"144";"40";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";49;"1";"4";"1";"5";"2";"4";"1";"3";"5";"2";"2";"2";"2";"5";"5";"3";"2";"2";"3";"2";"2";"3";"2";"4";"1";"3";"3";"2";"2";"3";"4";"3";"2";"2";"3";"2";"4";"2";"4";"2";"3";"3";"3";"4";"4";"2";"4";"3";"5";"3";"5";"2";"3";"2";"4";"4";"2";"4";"2";"2";"2";"4";"4365";"3858";"3802";"2375";"3351";"6145";"3239";"3518";"3739";"4264";"5099";"5518";"4111";"5901";"2236";"3549";"4344";"2042";"4043";"2022";"2245";"2913";"3693";"4620";"3350";"2377";"3718";"1943";"2255";"4929";"2799";"2922";"1691";"2279";"3615";"2765";"3240";"2098";"3781";"3542";"6694";"2486";"1590";"2552";"3331";"3103";"3782";"3890";"3020";"1947";"4000";"1555";"3081";"4320";"2048";"4563";"3731";"5012";"2998";"3217";"2";"4";"5";"15";"40";"40";"33";"30";"33";"36";"7";"3";"12"
"5164";"162";"45";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";52;"1";"6";"4";"4";"3";"3";"2";"3";"4";"4";"4";"2";"4";"2";"4";"3";"4";"5";"2";"3";"2";"2";"1";"4";"4";"2";"1";"2";"3";"2";"3";"2";"4";"2";"3";"4";"2";"4";"3";"4";"2";"4";"3";"2";"4";"2";"3";"3";"3";"1";"3";"4";"3";"2";"3";"4";"4";"2";"3";"3";"2";"1";"7449";"7676";"7330";"4500";"7043";"8899";"4360";"3780";"5177";"4384";"5700";"20287";"13001";"5583";"3486";"8335";"5634";"4552";"8526";"6514";"4806";"2907";"5539";"5038";"4763";"4319";"7500";"4829";"6237";"6407";"5384";"4849";"-6";"4835";"4347";"5068";"5772";"8994";"12170";"7174";"7503";"4435";"4623";"9441";"6774";"5443";"-6";"4774";"-6";"7432";"6041";"4022";"4640";"14907";"-6";"41779";"29847";"-6";"6584";"6982";"9";"7";"15";"19";"62";"84";"53";"67";"70";"151";"9";"16";"12"
"5180";"69";"16";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";43;"2";"3";"2";"4";"2";"4";"3";"4";"5";"4";"2";"1";"4";"1";"4";"2";"3";"4";"4";"3";"4";"4";"1";"4";"3";"3";"4";"2";"4";"2";"4";"2";"2";"1";"2";"4";"4";"2";"4";"4";"4";"4";"4";"4";"4";"1";"3";"2";"4";"2";"1";"4";"4";"2";"2";"1";"2";"2";"1";"4";"1";"1";"5595";"4877";"6442";"2931";"5327";"6825";"3730";"4695";"4858";"2701";"68868";"5081";"3792";"5830";"-6";"2117";"4459";"61340";"4440";"2799";"5004";"2394";"5022";"5581";"7890";"3572";"4915";"4398";"-6";"-6";"8644";"33660";"4169";"3713";"2418";"3017";"3514";"2233";"1782";"2640";"4713";"12313";"10862";"3616";"-6";"4415";"4028";"-6";"3388";"3237";"12011";"3384";"-6";"-6";"2084";"6265";"6656";"4316";"2234";"3589";"12";"3";"9";"46";"49";"167";"51";"67";"58";"53";"25";"18";"12"
"5206";"364";"108";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";49;"1";"3";"5";"4";"2";"3";"2";"5";"4";"4";"3";"4";"5";"1";"4";"2";"2";"2";"3";"4";"5";"3";"2";"2";"4";"2";"5";"4";"3";"5";"5";"3";"2";"2";"5";"4";"4";"5";"5";"4";"2";"2";"1";"2";"4";"2";"4";"4";"2";"1";"4";"3";"3";"5";"3";"4";"5";"5";"3";"2";"1";"1";"14199";"6572";"6564";"3289";"-6";"9349";"4719";"3453";"6844";"4722";"4354";"4713";"6956";"6102";"12298";"10777";"7847";"4610";"7688";"5166";"3159";"2984";"4299";"-6";"4302";"-6";"7690";"-6";"9135";"5758";"5596";"4450";"6904";"3839";"7851";"5511";"6687";"4505";"6117";"4519";"5118";"7053";"4268";"3549";"5090";"3476";"8557";"3584";"7336";"2758";"4419";"2444";"6121";"6467";"3151";"6081";"-6";"5250";"4852";"7618";"9";"11";"11";"22";"72";"71";"64";"57";"53";"57";"26";"12";"12"
"5225";"230";"66";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";65;"1";"5";"4";"5";"3";"4";"2";"4";"4";"3";"3";"1";"4";"3";"3";"2";"3";"4";"2";"3";"2";"2";"2";"2";"2";"3";"2";"2";"3";"2";"4";"2";"4";"3";"2";"3";"2";"4";"3";"4";"2";"2";"4";"3";"3";"4";"3";"4";"3";"3";"2";"4";"2";"1";"3";"4";"2";"2";"3";"4";"3";"2";"6649";"6595";"5224";"4209";"4031";"6166";"5206";"4656";"4976";"3337";"7765";"4571";"4961";"4177";"4150";"4529";"4903";"3444";"5772";"4016";"5282";"3346";"4432";"3380";"3976";"5313";"5219";"3549";"4531";"5248";"7825";"4027";"3719";"5217";"2923";"6408";"3875";"3496";"6092";"4424";"7175";"3655";"3692";"5326";"3178";"4508";"5528";"3464";"3261";"3148";"6862";"3512";"5585";"4351";"3352";"4432";"6236";"5316";"5752";"5780";"4";"7";"16";"56";"54";"50";"47";"51";"44";"53";"13";"13";"12"
"5263";"374";"112";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";78;"1";"5";"4";"5";"3";"4";"3";"3";"4";"4";"4";"2";"2";"3";"5";"1";"2";"3";"2";"2";"3";"3";"1";"5";"1";"3";"2";"1";"2";"1";"1";"3";"4";"2";"4";"4";"5";"3";"5";"5";"5";"3";"5";"3";"5";"1";"5";"2";"4";"3";"1";"4";"5";"1";"5";"5";"2";"2";"2";"4";"4";"2";"17311";"9264";"9864";"7224";"11327";"7153";"7848";"6023";"24408";"6321";"18209";"3503";"12553";"13463";"14032";"12464";"11336";"8040";"14479";"6273";"11627";"6913";"6487";"6248";"10600";"13296";"10215";"14624";"10424";"10016";"9271";"14663";"6400";"8127";"5169";"14679";"7216";"4672";"13224";"8289";"12419";"12056";"4232";"-6";"6216";"11416";"15448";"6040";"9752";"6904";"35741";"5519";"6432";"16888";"6863";"13664";"7385";"10600";"19223";"11288";"29";"14";"20";"74";"116";"116";"103";"95";"100";"136";"35";"18";"12"
"5273";"299";"88";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";71;"1";"5";"3";"4";"2";"5";"1";"3";"2";"3";"2";"3";"2";"3";"4";"2";"2";"4";"1";"3";"3";"2";"1";"4";"2";"2";"3";"2";"1";"2";"3";"2";"1";"2";"3";"3";"3";"3";"2";"4";"2";"2";"5";"2";"4";"1";"4";"3";"3";"1";"2";"4";"2";"1";"3";"5";"3";"2";"2";"3";"3";"2";"7633";"6036";"6226";"3639";"5148";"11357";"-6";"5760";"5413";"4412";"9399";"5163";"7485";"5602";"5451";"6488";"6771";"3613";"-6";"4512";"3426";"3076";"4712";"3637";"9212";"4940";"7101";"3951";"4944";"4577";"5280";"4264";"8036";"13048";"7077";"9888";"4372";"4041";"6272";"4000";"8835";"5022";"3677";"3251";"4513";"10213";"12136";"7149";"4488";"6700";"7719";"3464";"3936";"10676";"3636";"9576";"6561";"8076";"5048";"10213";"116";"28";"9";"60";"68";"71";"50";"69";"67";"70";"28";"17";"12"
"5296";"690";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1"
"5308";"434";"128";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";77;"1";"3";"1";"4";"4";"4";"2";"3";"5";"5";"3";"2";"3";"1";"1";"2";"1";"3";"4";"1";"4";"2";"1";"5";"3";"3";"1";"1";"1";"1";"3";"3";"1";"1";"3";"4";"2";"3";"4";"5";"4";"3";"5";"5";"4";"1";"3";"3";"4";"3";"4";"4";"2";"1";"4";"4";"4";"2";"2";"3";"2";"1";"5333";"3135";"-6";"4901";"5888";"-6";"7025";"3712";"6347";"3361";"7852";"4371";"4573";"5424";"3558";"7944";"-6";"4049";"4943";"4840";"3459";"2511";"-6";"3670";"4426";"3785";"5318";"2773";"4944";"4448";"6475";"2393";"4659";"6072";"4544";"5228";"6155";"3719";"6058";"6220";"18361";"2733";"2803";"4137";"4515";"4382";"4993";"6617";"2676";"5724";"7599";"2753";"4060";"4918";"3885";"8008";"13557";"5476";"6540";"6048";"4";"7";"9";"35";"64";"57";"43";"55";"58";"64";"19";"10";"12"
"5310";"247";"72";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";70;"1";"5";"2";"4";"3";"4";"1";"2";"4";"4";"2";"2";"4";"3";"4";"3";"2";"4";"2";"3";"2";"4";"2";"4";"3";"2";"2";"2";"3";"3";"3";"2";"2";"2";"3";"3";"4";"3";"4";"4";"3";"4";"4";"3";"4";"2";"3";"3";"2";"1";"4";"2";"3";"3";"3";"2";"2";"3";"2";"2";"3";"4";"13409";"9886";"8120";"5163";"17302";"23992";"6651";"12176";"7555";"8884";"17091";"11990";"10409";"-6";"6702";"18506";"7330";"6575";"-6";"10764";"7699";"5705";"27247";"234598";"8780";"8106";"10842";"8323";"8020";"14570";"10841";"5914";"8146";"21380";"5481";"8616";"6650";"8330";"16280";"5800";"21099";"6117";"6464";"4702";"5722";"9540";"11414";"17207";"8993";"6650";"21424";"7031";"-6";"6202";"10488";"9153";"589407";"8427";"6943";"12132";"10";"23";"22";"88";"115";"130";"335";"103";"100";"688";"53";"18";"12"
"5325";"430";"127";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";42;"1";"3";"2";"4";"3";"4";"3";"4";"5";"2";"2";"1";"4";"3";"5";"2";"2";"4";"2";"4";"2";"3";"1";"4";"2";"2";"4";"2";"3";"3";"4";"2";"1";"4";"4";"3";"2";"3";"5";"4";"3";"3";"4";"2";"5";"2";"2";"2";"3";"2";"2";"2";"3";"4";"4";"3";"1";"3";"3";"4";"3";"2";"5175";"5128";"8136";"4536";"-6";"7047";"6361";"5792";"3712";"4647";"5759";"7375";"4464";"5080";"3344";"6785";"4552";"3647";"5106";"3903";"3089";"2671";"4104";"3215";"4593";"3463";"4880";"3288";"-6";"5980";"6111";"-6";"5453";"3533";"4512";"3632";"4841";"3119";"5816";"2824";"5390";"3251";"3060";"3465";"2609";"3142";"7376";"4840";"3608";"2264";"7541";"3078";"2680";"4745";"3327";"-6";"5839";"-6";"4448";"8304";"6";"310";"11";"57";"59";"52";"42";"47";"40";"53";"12";"14";"12"
"5332";"709";"213";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";59;"1";"2";"4";"2";"5";"4";"2";"4";"4";"5";"2";"4";"2";"1";"2";"4";"1";"2";"2";"4";"5";"4";"1";"4";"2";"2";"5";"4";"4";"2";"2";"2";"2";"1";"4";"2";"2";"5";"3";"2";"4";"3";"4";"1";"4";"2";"4";"4";"2";"1";"5";"4";"4";"2";"4";"5";"2";"4";"2";"2";"2";"1";"26627";"8503";"7831";"5668";"7761";"13918";"6218";"7113";"7811";"9323";"9459";"9441";"6367";"6885";"-6";"18536";"9664";"6181";"7127";"4847";"3782";"6234";"12949";"6150";"7344";"4535";"7154";"5315";"8421";"8050";"8349";"8446";"5303";"10938";"9778";"3900";"6355";"8341";"10529";"6375";"12804";"10142";"3845";"10608";"4057";"4993";"8814";"4936";"4718";"4954";"18458";"7424";"5900";"7357";"6225";"9231";"10955";"5820";"5703";"8206";"13";"13";"17";"71";"103";"87";"71";"80";"72";"86";"27";"17";"12"
"5337";"722";"217";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";63;"1";"3";"1";"4";"1";"5";"3";"3";"5";"3";"2";"4";"3";"3";"5";"3";"2";"3";"3";"2";"1";"1";"4";"2";"4";"4";"5";"4";"1";"4";"4";"3";"2";"3";"3";"3";"4";"3";"5";"2";"2";"2";"3";"2";"4";"2";"2";"4";"4";"2";"1";"4";"3";"1";"4";"3";"2";"1";"2";"4";"2";"2";"14641";"3212";"3800";"3841";"5784";"7705";"3873";"6041";"4455";"2487";"10264";"4732";"2446";"3164";"7986";"2340";"3402";"3718";"3886";"4309";"6940";"2344";"3993";"2859";"4128";"4109";"5151";"3620";"3364";"-6";"5807";"1545";"4270";"4079";"4987";"4438";"6426";"4522";"6313";"4345";"5779";"3271";"3320";"3079";"2717";"3822";"4465";"5216";"5673";"-6";"5392";"3350";"5131";"3911";"2345";"4793";"4915";"3122";"4787";"4235";"2";"8";"11";"16";"57";"49";"45";"50";"44";"44";"19";"17";"12"
"5360";"267";"78";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";34;"1";"2";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"26552";"923";"773";"731";"691";"1388";"654";"814";"1737";"585";"18675";"694";"1280";"1101";"1594";"1301";"2028";"954";"1178";"1670";"1517";"599";"1243";"81752";"804";"1526";"661";"638";"1120";"642";"21313";"773";"532";"571";"754";"849";"1142";"673";"899";"1353";"1607";"853";"665";"684";"710";"934";"1350";"842";"1299";"1571";"35087";"683";"783";"892";"667";"888";"1993";"581";"802";"2145";"11";"3";"65";"4";"37";"32";"92";"32";"11";"47";"9";"6";"12"
"5374";"87";"21";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";25;"1";"1";"4";"2";"5";"2";"1";"2";"3";"3";"2";"3";"4";"3";"5";"2";"2";"5";"4";"4";"1";"1";"1";"3";"4";"3";"2";"2";"2";"4";"3";"3";"4";"3";"3";"2";"2";"4";"3";"4";"4";"3";"2";"2";"3";"2";"4";"4";"2";"2";"3";"4";"3";"4";"3";"3";"3";"2";"2";"3";"4";"4";"5982";"-6";"4580";"-6";"5681";"7059";"-6";"5142";"3970";"2233";"3959";"9419";"7652";"9297";"2200";"4675";"7313";"3600";"-6";"3030";"4071";"1343";"5292";"4913";"7061";"5242";"3656";"6431";"3861";"8033";"4099";"-6";"6073";"2671";"2534";"5768";"4401";"4112";"9887";"7333";"4242";"6467";"3432";"3752";"-6";"3776";"-6";"3507";"4186";"-6";"7322";"3705";"7170";"5652";"2784";"4399";"1663";"12194";"11612";"7106";"8";"4";"8";"67";"55";"62";"51";"57";"51";"68";"34";"5";"12"
