"nFactors","total_items","rep_id","z_threshold","mcc","sensitivity","specificity","tp","tn","fp","fn"
21,133,10,2.1,0.628767713237013,0.85,0.858333333333333,51,206,34,9
21,133,10,2.3,0.593468609875244,0.883333333333333,0.8125,53,195,45,7
21,133,10,2.5,0.57182093956816,0.9,0.783333333333333,54,188,52,6
21,133,10,2.7,0.544163267704685,0.916666666666667,0.745833333333333,55,179,61,5
21,133,10,2.9,0.516103165860917,0.933333333333333,0.704166666666667,56,169,71,4
22,143,1,0.1,0.466899527823841,0.333333333333333,0.983333333333333,20,236,4,40
22,143,1,0.3,0.5,0.4,0.975,24,234,6,36
22,143,1,0.5,0.430820218427665,0.4,0.95,24,228,12,36
22,143,1,0.7,0.465775820953187,0.45,0.945833333333333,27,227,13,33
22,143,1,0.9,0.481069218813643,0.5,0.933333333333333,30,224,16,30
22,143,1,1.1,0.503226566085508,0.566666666666667,0.916666666666667,34,220,20,26
22,143,1,1.3,0.528330913060895,0.616666666666667,0.908333333333333,37,218,22,23
22,143,1,1.5,0.498898034571443,0.633333333333333,0.883333333333333,38,212,28,22
22,143,1,1.7,0.525822097537551,0.7,0.866666666666667,42,208,32,18
22,143,1,1.9,0.504826790279024,0.733333333333333,0.833333333333333,44,200,40,16
22,143,1,2.1,0.496218191668757,0.75,0.816666666666667,45,196,44,15
22,143,1,2.3,0.504626003606494,0.8,0.791666666666667,48,190,50,12
22,143,1,2.5,0.4669072631096,0.816666666666667,0.745833333333333,49,179,61,11
22,143,1,2.7,0.449813413705721,0.816666666666667,0.729166666666667,49,175,65,11
22,143,1,2.9,0.441009951605532,0.866666666666667,0.679166666666667,52,163,77,8
22,143,2,0.1,0.482418151324422,0.35,0.983333333333333,21,236,4,39
22,143,2,0.3,0.497607978401115,0.366666666666667,0.983333333333333,22,236,4,38
22,143,2,0.5,0.542061062489349,0.433333333333333,0.979166666666667,26,235,5,34
22,143,2,0.7,0.583596537153706,0.483333333333333,0.979166666666667,29,235,5,31
22,143,2,0.9,0.611346444900966,0.533333333333333,0.975,32,234,6,28
22,143,2,1.1,0.664267181022886,0.616666666666667,0.970833333333333,37,233,7,23
22,143,2,1.3,0.666095841434276,0.633333333333333,0.966666666666667,38,232,8,22
22,143,2,1.5,0.655687421298887,0.633333333333333,0.9625,38,231,9,22
22,143,2,1.7,0.670820393249937,0.666666666666667,0.958333333333333,40,230,10,20
22,143,2,1.9,0.698443768446266,0.716666666666667,0.954166666666667,43,229,11,17
22,143,2,2.1,0.679125416522629,0.75,0.933333333333333,45,224,16,15
22,143,2,2.3,0.684699486945868,0.8,0.916666666666667,48,220,20,12
22,143,2,2.5,0.692820323027551,0.85,0.9,51,216,24,9
22,143,2,2.7,0.684918499735656,0.866666666666667,0.8875,52,213,27,8
22,143,2,2.9,0.684247217346161,0.9,0.870833333333333,54,209,31,6
22,143,3,0.1,0.482418151324422,0.35,0.983333333333333,21,236,4,39
22,143,3,0.3,0.472222222222222,0.383333333333333,0.970833333333333,23,233,7,37
22,143,3,0.5,0.486070534060604,0.45,0.954166666666667,27,229,11,33
22,143,3,0.7,0.456095773237176,0.45,0.941666666666667,27,226,14,33
22,143,3,0.9,0.48514257238162,0.483333333333333,0.941666666666667,29,226,14,31
22,143,3,1.1,0.481069218813643,0.5,0.933333333333333,30,224,16,30
22,143,3,1.3,0.483628338492377,0.533333333333333,0.920833333333333,32,221,19,28
22,143,3,1.5,0.458333333333333,0.566666666666667,0.891666666666667,34,214,26,26
22,143,3,1.7,0.432193666153377,0.583333333333333,0.866666666666667,35,208,32,25
22,143,3,1.9,0.507485749128674,0.7,0.854166666666667,42,205,35,18
22,143,3,2.1,0.504826790279024,0.733333333333333,0.833333333333333,44,200,40,16
22,143,3,2.3,0.498796628820882,0.766666666666667,0.808333333333333,46,194,46,14
22,143,3,2.5,0.489199590470229,0.816666666666667,0.766666666666667,49,184,56,11
22,143,3,2.7,0.458282959836601,0.816666666666667,0.7375,49,177,63,11
22,143,3,2.9,0.510310363079829,0.9,0.725,54,174,66,6
22,143,4,0.1,0.557308404849485,0.466666666666667,0.975,28,234,6,32
22,143,4,0.3,0.539319371630006,0.5,0.958333333333333,30,230,10,30
22,143,4,0.5,0.603738353924943,0.616666666666667,0.945833333333333,37,227,13,23
22,143,4,0.7,0.628769048385984,0.683333333333333,0.933333333333333,41,224,16,19
22,143,4,0.9,0.645833333333333,0.716666666666667,0.929166666666667,43,223,17,17
22,143,4,1.1,0.664795432092791,0.783333333333333,0.9125,47,219,21,13
22,143,4,1.3,0.655610068107186,0.8,0.9,48,216,24,12
22,143,4,1.5,0.685949636048806,0.85,0.895833333333333,51,215,25,9
22,143,4,1.7,0.671865066474289,0.883333333333333,0.870833333333333,53,209,31,7
22,143,4,1.9,0.644916927510017,0.916666666666667,0.833333333333333,55,200,40,5
22,143,4,2.1,0.603735517288932,0.916666666666667,0.8,55,192,48,5
22,143,4,2.3,0.566136897912205,0.916666666666667,0.766666666666667,55,184,56,5
22,143,4,2.5,0.578387372591772,0.95,0.754166666666667,57,181,59,3
22,143,4,2.7,0.544914925830594,0.95,0.720833333333333,57,173,67,3
22,143,4,2.9,0.484411000966269,0.95,0.654166666666667,57,157,83,3
22,143,5,0.1,0.450720535960032,0.3,0.9875,18,237,3,42
22,143,5,0.3,0.482344051504055,0.333333333333333,0.9875,20,237,3,40
22,143,5,0.5,0.512494809064049,0.383333333333333,0.983333333333333,23,236,4,37
22,143,5,0.7,0.557308404849485,0.466666666666667,0.975,28,234,6,32
22,143,5,0.9,0.563833888522279,0.516666666666667,0.9625,31,231,9,29
22,143,5,1.1,0.61715603343261,0.583333333333333,0.9625,35,231,9,25
22,143,5,1.3,0.661106627847378,0.666666666666667,0.954166666666667,40,229,11,20
22,143,5,1.5,0.671253443547199,0.716666666666667,0.941666666666667,43,226,14,17
22,143,5,1.7,0.664795432092791,0.783333333333333,0.9125,47,219,21,13
22,143,5,1.9,0.648652530717471,0.8,0.895833333333333,48,215,25,12
22,143,5,2.1,0.665663637184554,0.866666666666667,0.875,52,210,30,8
22,143,5,2.3,0.702848895188907,0.933333333333333,0.866666666666667,56,208,32,4
22,143,5,2.5,0.675275678998629,0.95,0.8375,57,201,39,3
22,143,5,2.7,0.661447185109174,0.966666666666667,0.816666666666667,58,196,44,2
22,143,5,2.9,0.636723018749284,0.966666666666667,0.795833333333333,58,191,49,2
22,143,6,0.1,0.597849988482768,0.45,0.991666666666667,27,238,2,33
22,143,6,0.3,0.569437883827195,0.45,0.983333333333333,27,236,4,33
22,143,6,0.5,0.598099274162041,0.516666666666667,0.975,31,234,6,29
22,143,6,0.7,0.637377439199098,0.566666666666667,0.975,34,234,6,26
22,143,6,0.9,0.638832712955527,0.583333333333333,0.970833333333333,35,233,7,25
22,143,6,1.1,0.653464039213071,0.616666666666667,0.966666666666667,37,232,8,23
22,143,6,1.3,0.626099033699941,0.633333333333333,0.95,38,228,12,22
22,143,6,1.5,0.655062167921653,0.683333333333333,0.945833333333333,41,227,13,19
22,143,6,1.7,0.695696993053778,0.783333333333333,0.929166666666667,47,223,17,13
22,143,6,1.9,0.677229050543504,0.8,0.9125,48,219,21,12
22,143,6,2.1,0.692820323027551,0.85,0.9,51,216,24,9
22,143,6,2.3,0.684918499735656,0.866666666666667,0.8875,52,213,27,8
22,143,6,2.5,0.665663637184554,0.866666666666667,0.875,52,210,30,8
22,143,6,2.7,0.655865437597689,0.916666666666667,0.841666666666667,55,202,38,5
22,143,6,2.9,0.621285968372913,0.933333333333333,0.804166666666667,56,193,47,4
22,143,7,0.1,0.555748463823353,0.416666666666667,0.9875,25,237,3,35
22,143,7,0.3,0.609884669457927,0.5,0.983333333333333,30,236,4,30
22,143,7,0.5,0.588348405414552,0.533333333333333,0.966666666666667,32,232,8,28
22,143,7,0.7,0.593600459637472,0.566666666666667,0.958333333333333,34,230,10,26
22,143,7,0.9,0.554637137683147,0.566666666666667,0.941666666666667,34,226,14,26
22,143,7,1.1,0.559949639930132,0.616666666666667,0.925,37,222,18,23
22,143,7,1.3,0.525923706140778,0.65,0.891666666666667,39,214,26,21
22,143,7,1.5,0.512271764055415,0.666666666666667,0.875,40,210,30,20
22,143,7,1.7,0.495714494283817,0.7,0.845833333333333,42,203,37,18
22,143,7,1.9,0.543603559356221,0.783333333333333,0.833333333333333,47,200,40,13
22,143,7,2.1,0.522081924344667,0.783333333333333,0.816666666666667,47,196,44,13
22,143,7,2.3,0.515983261869029,0.833333333333333,0.779166666666667,50,187,53,10
22,143,7,2.5,0.535655668229714,0.9,0.75,54,180,60,6
22,143,7,2.7,0.502159638778545,0.9,0.716666666666667,54,172,68,6
22,143,7,2.9,0.478507931090258,0.9,0.691666666666667,54,166,74,6
22,143,8,0.1,0.556115298968001,0.45,0.979166666666667,27,235,5,33
22,143,8,0.3,0.571091544816282,0.483333333333333,0.975,29,234,6,31
22,143,8,0.5,0.604050065612409,0.566666666666667,0.9625,34,231,9,26
22,143,8,0.7,0.583450035011671,0.566666666666667,0.954166666666667,34,229,11,26
22,143,8,0.9,0.603738353924943,0.616666666666667,0.945833333333333,37,227,13,23
22,143,8,1.1,0.633371367659347,0.666666666666667,0.941666666666667,40,226,14,20
22,143,8,1.3,0.625,0.7,0.925,42,222,18,18
22,143,8,1.5,0.664795432092791,0.783333333333333,0.9125,47,219,21,13
22,143,8,1.7,0.661143960874421,0.816666666666667,0.895833333333333,49,215,25,11
22,143,8,1.9,0.640711607227748,0.833333333333333,0.875,50,210,30,10
22,143,8,2.1,0.647260881273396,0.866666666666667,0.8625,52,207,33,8
22,143,8,2.3,0.619828875092322,0.883333333333333,0.833333333333333,53,200,40,7
22,143,8,2.5,0.578397793187816,0.883333333333333,0.8,53,192,48,7
22,143,8,2.7,0.575238784302109,0.916666666666667,0.775,55,186,54,5
22,143,8,2.9,0.561275320148228,0.933333333333333,0.75,56,180,60,4
22,143,9,0.1,0.294417797671306,0.233333333333333,0.9625,14,231,9,46
22,143,9,0.3,0.30866164636812,0.266666666666667,0.954166666666667,16,229,11,44
22,143,9,0.5,0.415339305320932,0.383333333333333,0.95,23,228,12,37
22,143,9,0.7,0.426202407305871,0.416666666666667,0.941666666666667,25,226,14,35
22,143,9,0.9,0.475822590661783,0.483333333333333,0.9375,29,225,15,31
22,143,9,1.1,0.455361676520558,0.5,0.920833333333333,30,221,19,30
22,143,9,1.3,0.459844965560896,0.533333333333333,0.908333333333333,32,218,22,28
22,143,9,1.5,0.458333333333333,0.566666666666667,0.891666666666667,34,214,26,26
22,143,9,1.7,0.512229530255854,0.65,0.883333333333333,39,212,28,21
22,143,9,1.9,0.527644853011086,0.733333333333333,0.85,44,204,36,16
22,143,9,2.1,0.529041127908407,0.75,0.841666666666667,45,202,38,15
22,143,9,2.3,0.571085995316662,0.833333333333333,0.825,50,198,42,10
22,143,9,2.5,0.591080463289049,0.9,0.8,54,192,48,6
22,143,9,2.7,0.59402807414242,0.916666666666667,0.791666666666667,55,190,50,5
22,143,9,2.9,0.58684276354931,0.966666666666667,0.75,58,180,60,2
22,143,10,0.1,0.485845732763192,0.3,0.995833333333333,18,239,1,42
22,143,10,0.3,0.483375785821773,0.366666666666667,0.979166666666667,22,235,5,38
22,143,10,0.5,0.507752400289747,0.45,0.9625,27,231,9,33
22,143,10,0.7,0.480356186707239,0.466666666666667,0.945833333333333,28,227,13,32
22,143,10,0.9,0.4864440469844,0.516666666666667,0.929166666666667,31,223,17,29
22,143,10,1.1,0.516876590704738,0.583333333333333,0.916666666666667,35,220,20,25
22,143,10,1.3,0.54013147775426,0.65,0.9,39,216,24,21
22,143,10,1.5,0.519024637251522,0.683333333333333,0.870833333333333,41,209,31,19
22,143,10,1.7,0.538860251243651,0.716666666666667,0.866666666666667,43,208,32,17
22,143,10,1.9,0.516076302985778,0.733333333333333,0.841666666666667,44,202,38,16
22,143,10,2.1,0.499315536982334,0.733333333333333,0.829166666666667,44,199,41,16
22,143,10,2.3,0.511719187576219,0.783333333333333,0.808333333333333,47,194,46,13
22,143,10,2.5,0.480882359701068,0.8,0.770833333333333,48,185,55,12
22,143,10,2.7,0.454029331700903,0.816666666666667,0.733333333333333,49,176,64,11
22,143,10,2.9,0.456383297553399,0.866666666666667,0.695833333333333,52,167,73,8
23,149,1,0.1,0.467707173346743,0.3,0.991666666666667,18,238,2,42
23,149,1,0.3,0.497616602022778,0.35,0.9875,21,237,3,39
23,149,1,0.5,0.555555555555556,0.433333333333333,0.983333333333333,26,236,4,34
23,149,1,0.7,0.596589253960554,0.483333333333333,0.983333333333333,29,236,4,31
23,149,1,0.9,0.661891956091371,0.583333333333333,0.979166666666667,35,235,5,25
23,149,1,1.1,0.640711607227748,0.6,0.966666666666667,36,232,8,24
23,149,1,1.3,0.635702934548502,0.633333333333333,0.954166666666667,38,229,11,22
23,149,1,1.5,0.655062167921653,0.683333333333333,0.945833333333333,41,227,13,19
23,149,1,1.7,0.66259472940448,0.716666666666667,0.9375,43,225,15,17
23,149,1,1.9,0.63971602820048,0.75,0.9125,45,219,21,15
23,149,1,2.1,0.609307218613185,0.783333333333333,0.879166666666667,47,211,29,13
23,149,1,2.3,0.609568386860013,0.816666666666667,0.8625,49,207,33,11
23,149,1,2.5,0.589158336940607,0.85,0.829166666666667,51,199,41,9
23,149,1,2.7,0.555897102378986,0.866666666666667,0.791666666666667,52,190,50,8
23,149,1,2.9,0.575238784302109,0.916666666666667,0.775,55,186,54,5
23,149,2,0.1,0.497607978401115,0.366666666666667,0.983333333333333,22,236,4,38
23,149,2,0.3,0.469807979726958,0.366666666666667,0.975,22,234,6,38
23,149,2,0.5,0.511125716228676,0.466666666666667,0.958333333333333,28,230,10,32
23,149,2,0.7,0.514804854737733,0.483333333333333,0.954166666666667,29,229,11,31
23,149,2,0.9,0.518130619627792,0.533333333333333,0.9375,32,225,15,28
23,149,2,1.1,0.527997910831127,0.566666666666667,0.929166666666667,34,223,17,26
23,149,2,1.3,0.543800258063554,0.616666666666667,0.916666666666667,37,220,20,23
23,149,2,1.5,0.485658938415093,0.633333333333333,0.875,38,210,30,22
23,149,2,1.7,0.481125224324688,0.666666666666667,0.854166666666667,40,205,35,20
23,149,2,1.9,0.478679469436084,0.7,0.833333333333333,42,200,40,18
23,149,2,2.1,0.47069952821125,0.75,0.795833333333333,45,191,49,15
23,149,2,2.3,0.458333333333333,0.8,0.75,48,180,60,12
23,149,2,2.5,0.450367702258773,0.833333333333333,0.716666666666667,50,172,68,10
23,149,2,2.7,0.441009951605532,0.866666666666667,0.679166666666667,52,163,77,8
23,149,2,2.9,0.437845571869121,0.9,0.645833333333333,54,155,85,6
23,149,3,0.1,0.512494809064049,0.383333333333333,0.983333333333333,23,236,4,37
23,149,3,0.3,0.527777777777778,0.416666666666667,0.979166666666667,25,235,5,35
23,149,3,0.5,0.583596537153706,0.483333333333333,0.979166666666667,29,235,5,31
23,149,3,0.7,0.630126037812604,0.6,0.9625,36,231,9,24
23,149,3,0.9,0.594552269339252,0.616666666666667,0.941666666666667,37,226,14,23
23,149,3,1.1,0.628769048385984,0.683333333333333,0.933333333333333,41,224,16,19
23,149,3,1.3,0.604166666666667,0.683333333333333,0.920833333333333,41,221,19,19
23,149,3,1.5,0.652292292435189,0.766666666666667,0.9125,46,219,21,14
23,149,3,1.7,0.647628427330995,0.816666666666667,0.8875,49,213,27,11
23,149,3,1.9,0.653212799119503,0.85,0.875,51,210,30,9
23,149,3,2.1,0.617063499809764,0.85,0.85,51,204,36,9
23,149,3,2.3,0.589158336940607,0.85,0.829166666666667,51,199,41,9
23,149,3,2.5,0.598611974295237,0.883333333333333,0.816666666666667,53,196,44,7
23,149,3,2.7,0.573488782834017,0.883333333333333,0.795833333333333,53,191,49,7
23,149,3,2.9,0.536078709496208,0.883333333333333,0.7625,53,183,57,7
23,149,4,0.1,0.352737810751329,0.25,0.975,15,234,6,45
23,149,4,0.3,0.37474830522703,0.283333333333333,0.970833333333333,17,233,7,43
23,149,4,0.5,0.478444007936822,0.416666666666667,0.9625,25,231,9,35
23,149,4,0.7,0.496726515829491,0.45,0.958333333333333,27,230,10,33
23,149,4,0.9,0.536774032210737,0.533333333333333,0.945833333333333,32,227,13,28
23,149,4,1.1,0.554992755101873,0.6,0.929166666666667,36,223,17,24
23,149,4,1.3,0.586607210695483,0.7,0.904166666666667,42,217,23,18
23,149,4,1.5,0.63048832499128,0.766666666666667,0.9,46,216,24,14
23,149,4,1.7,0.621956218856946,0.8,0.879166666666667,48,211,29,12
23,149,4,1.9,0.634745449542008,0.85,0.8625,51,207,33,9
23,149,4,2.1,0.591173850217515,0.866666666666667,0.820833333333333,52,197,43,8
23,149,4,2.3,0.560763714127212,0.866666666666667,0.795833333333333,52,191,49,8
23,149,4,2.5,0.5625,0.9,0.775,54,186,54,6
23,149,4,2.7,0.552824119134512,0.916666666666667,0.754166666666667,55,181,59,5
23,149,4,2.9,0.50709255283711,0.916666666666667,0.708333333333333,55,170,70,5
23,149,5,0.1,0.569437883827195,0.45,0.983333333333333,27,236,4,33
23,149,5,0.3,0.623008957981398,0.516666666666667,0.983333333333333,31,236,4,29
23,149,5,0.5,0.674439494467739,0.6,0.979166666666667,36,235,5,24
23,149,5,0.7,0.687822754818023,0.633333333333333,0.975,38,234,6,22
23,149,5,0.9,0.724465822134434,0.683333333333333,0.975,41,234,6,19
23,149,5,1.1,0.717678765307778,0.716666666666667,0.9625,43,231,9,17
23,149,5,1.3,0.732241836831712,0.75,0.958333333333333,45,230,10,15
23,149,5,1.5,0.696055012445306,0.75,0.941666666666667,45,226,14,15
23,149,5,1.7,0.679949740665919,0.783333333333333,0.920833333333333,47,221,19,13
23,149,5,1.9,0.643082863419015,0.783333333333333,0.9,47,216,24,13
23,149,5,2.1,0.647628427330995,0.816666666666667,0.8875,49,213,27,11
23,149,5,2.3,0.616185641075867,0.833333333333333,0.858333333333333,50,206,34,10
23,149,5,2.5,0.589158336940607,0.85,0.829166666666667,51,199,41,9
23,149,5,2.7,0.593468609875244,0.883333333333333,0.8125,53,195,45,7
23,149,5,2.9,0.5625,0.9,0.775,54,186,54,6
23,149,6,0.1,0.43475559389443,0.3,0.983333333333333,18,236,4,42
23,149,6,0.3,0.49845480775909,0.383333333333333,0.979166666666667,23,235,5,37
23,149,6,0.5,0.513248575018225,0.4,0.979166666666667,24,235,5,36
23,149,6,0.7,0.516688907447979,0.433333333333333,0.970833333333333,26,233,7,34
23,149,6,0.9,0.563833888522279,0.516666666666667,0.9625,31,231,9,29
23,149,6,1.1,0.56398288685149,0.566666666666667,0.945833333333333,34,227,13,26
23,149,6,1.3,0.563575962941077,0.6,0.933333333333333,36,224,16,24
23,149,6,1.5,0.5625,0.65,0.9125,39,219,21,21
23,149,6,1.7,0.566379375843914,0.683333333333333,0.9,41,216,24,19
23,149,6,1.9,0.565275157827403,0.7,0.891666666666667,42,214,26,18
23,149,6,2.1,0.565333771083307,0.766666666666667,0.858333333333333,46,206,34,14
23,149,6,2.3,0.567589840001128,0.8,0.841666666666667,48,202,38,12
23,149,6,2.5,0.537430772925014,0.816666666666667,0.808333333333333,49,194,46,11
23,149,6,2.7,0.497548588421571,0.833333333333333,0.7625,50,183,57,10
23,149,6,2.9,0.506217403727447,0.9,0.720833333333333,54,173,67,6
23,149,7,0.1,0.467988455877239,0.35,0.979166666666667,21,235,5,39
23,149,7,0.3,0.5,0.4,0.975,24,234,6,36
23,149,7,0.5,0.467256718486049,0.416666666666667,0.958333333333333,25,230,10,35
23,149,7,0.7,0.539319371630006,0.5,0.958333333333333,30,230,10,30
23,149,7,0.9,0.528877013647364,0.5,0.954166666666667,30,229,11,30
23,149,7,1.1,0.495204486015942,0.516666666666667,0.933333333333333,31,224,16,29
23,149,7,1.3,0.519546590836306,0.566666666666667,0.925,34,222,18,26
23,149,7,1.5,0.5625,0.65,0.9125,39,219,21,21
23,149,7,1.7,0.532238496281473,0.666666666666667,0.8875,40,213,27,20
23,149,7,1.9,0.559360385452908,0.766666666666667,0.854166666666667,46,205,35,14
23,149,7,2.1,0.578493313297796,0.85,0.820833333333333,51,197,43,9
23,149,7,2.3,0.552941233076848,0.85,0.8,51,192,48,9
23,149,7,2.5,0.518785847899556,0.866666666666667,0.758333333333333,52,182,58,8
23,149,7,2.7,0.527051215261141,0.9,0.741666666666667,54,178,62,6
23,149,7,2.9,0.486264539083865,0.9,0.7,54,168,72,6
23,149,8,0.1,0.483381444362933,0.316666666666667,0.991666666666667,19,238,2,41
23,149,8,0.3,0.512569285782198,0.366666666666667,0.9875,22,237,3,38
23,149,8,0.5,0.5,0.4,0.975,24,234,6,36
23,149,8,0.7,0.545132838233723,0.466666666666667,0.970833333333333,28,233,7,32
23,149,8,0.9,0.563833888522279,0.516666666666667,0.9625,31,231,9,29
23,149,8,1.1,0.586909020463339,0.583333333333333,0.95,35,228,12,25
23,149,8,1.3,0.568298966872428,0.616666666666667,0.929166666666667,37,223,17,23
23,149,8,1.5,0.633158475176152,0.7,0.929166666666667,42,223,17,18
23,149,8,1.7,0.598020974456545,0.733333333333333,0.895833333333333,44,215,25,16
23,149,8,1.9,0.647077698645288,0.833333333333333,0.879166666666667,50,211,29,10
23,149,8,2.1,0.622874564676562,0.85,0.854166666666667,51,205,35,9
23,149,8,2.3,0.607230678564552,0.866666666666667,0.833333333333333,52,200,40,8
23,149,8,2.5,0.591080463289049,0.9,0.8,54,192,48,6
23,149,8,2.7,0.557912314895419,0.9,0.770833333333333,54,185,55,6
23,149,8,2.9,0.548472936152849,0.916666666666667,0.75,55,180,60,5
23,149,9,0.1,0.559050750420652,0.383333333333333,0.995833333333333,23,239,1,37
23,149,9,0.3,0.5707328555486,0.416666666666667,0.991666666666667,25,238,2,35
23,149,9,0.5,0.596814705165041,0.466666666666667,0.9875,28,237,3,32
23,149,9,0.7,0.610328642772525,0.516666666666667,0.979166666666667,31,235,5,29
23,149,9,0.9,0.638832712955527,0.583333333333333,0.970833333333333,35,233,7,25
23,149,9,1.1,0.653464039213071,0.616666666666667,0.966666666666667,37,232,8,23
23,149,9,1.3,0.655687421298887,0.633333333333333,0.9625,38,231,9,22
23,149,9,1.5,0.641492986429815,0.7,0.933333333333333,42,224,16,18
23,149,9,1.7,0.687746384953325,0.783333333333333,0.925,47,222,18,13
23,149,9,1.9,0.699807350399241,0.85,0.904166666666667,51,217,23,9
23,149,9,2.1,0.653212799119503,0.85,0.875,51,210,30,9
23,149,9,2.3,0.636468846521644,0.883333333333333,0.845833333333333,53,203,37,7
23,149,9,2.5,0.60381793518925,0.883333333333333,0.820833333333333,53,197,43,7
23,149,9,2.7,0.591080463289049,0.9,0.8,54,192,48,6
23,149,9,2.9,0.574415896924627,0.933333333333333,0.7625,56,183,57,4
23,149,10,0.1,0.450720535960032,0.3,0.9875,18,237,3,42
23,149,10,0.3,0.438368933353363,0.333333333333333,0.975,20,234,6,40
23,149,10,0.5,0.454256762579498,0.35,0.975,21,234,6,39
23,149,10,0.7,0.485048103863378,0.383333333333333,0.975,23,234,6,37
23,149,10,0.9,0.502123522369166,0.416666666666667,0.970833333333333,25,233,7,35
23,149,10,1.1,0.496726515829491,0.45,0.958333333333333,27,230,10,33
23,149,10,1.3,0.546489312047197,0.533333333333333,0.95,32,228,12,28
23,149,10,1.5,0.541561276888692,0.583333333333333,0.929166666666667,35,223,17,25
23,149,10,1.7,0.573173200319417,0.633333333333333,0.925,38,222,18,22
23,149,10,1.9,0.565275157827403,0.7,0.891666666666667,42,214,26,18
23,149,10,2.1,0.59014661425428,0.766666666666667,0.875,46,210,30,14
23,149,10,2.3,0.556422042024552,0.8,0.833333333333333,48,200,40,12
23,149,10,2.5,0.547755750081587,0.816666666666667,0.816666666666667,49,196,44,11
23,149,10,2.7,0.543129635066608,0.85,0.791666666666667,51,190,50,9
23,149,10,2.9,0.518785847899556,0.866666666666667,0.758333333333333,52,182,58,8
24,152,1,0.1,0.365722426873877,0.183333333333333,0.995833333333333,11,239,1,49
24,152,1,0.3,0.382359556450936,0.216666666666667,0.991666666666667,13,238,2,47
24,152,1,0.5,0.418100146233162,0.25,0.991666666666667,15,238,2,45
24,152,1,0.7,0.418059627557131,0.283333333333333,0.983333333333333,17,236,4,43
24,152,1,0.9,0.452267016866645,0.333333333333333,0.979166666666667,20,235,5,40
24,152,1,1.1,0.502123522369166,0.416666666666667,0.970833333333333,25,233,7,35
24,152,1,1.3,0.475760826760042,0.45,0.95,27,228,12,33
24,152,1,1.5,0.418250956285652,0.466666666666667,0.916666666666667,28,220,20,32
24,152,1,1.7,0.501315862902339,0.583333333333333,0.908333333333333,35,218,22,25
24,152,1,1.9,0.512618836986994,0.633333333333333,0.891666666666667,38,214,26,22
24,152,1,2.1,0.500370233297676,0.683333333333333,0.858333333333333,41,206,34,19
24,152,1,2.3,0.478679469436084,0.7,0.833333333333333,42,200,40,18
24,152,1,2.5,0.488665159059008,0.766666666666667,0.8,46,192,48,14
24,152,1,2.7,0.484653113414477,0.816666666666667,0.7625,49,183,57,11
24,152,1,2.9,0.462774039878966,0.833333333333333,0.729166666666667,50,175,65,10
24,152,2,0.1,0.419701966893139,0.3,0.979166666666667,18,235,5,42
24,152,2,0.3,0.422115882408869,0.316666666666667,0.975,19,234,6,41
24,152,2,0.5,0.45684763270853,0.366666666666667,0.970833333333333,22,233,7,38
24,152,2,0.7,0.448131745770331,0.383333333333333,0.9625,23,231,9,37
24,152,2,0.9,0.482108339669053,0.433333333333333,0.958333333333333,26,230,10,34
24,152,2,1.1,0.550182697000502,0.583333333333333,0.933333333333333,35,224,16,25
24,152,2,1.3,0.535984271556491,0.616666666666667,0.9125,37,219,21,23
24,152,2,1.5,0.547441002167256,0.65,0.904166666666667,39,217,23,21
24,152,2,1.7,0.525467048121248,0.666666666666667,0.883333333333333,40,212,28,20
24,152,2,1.9,0.513504196818659,0.7,0.858333333333333,42,206,34,18
24,152,2,2.1,0.491784710450069,0.716666666666667,0.833333333333333,43,200,40,17
24,152,2,2.3,0.483208615442374,0.733333333333333,0.816666666666667,44,196,44,16
24,152,2,2.5,0.47729707730092,0.783333333333333,0.779166666666667,47,187,53,13
24,152,2,2.7,0.471279967861969,0.816666666666667,0.75,49,180,60,11
24,152,2,2.9,0.442268981335852,0.833333333333333,0.708333333333333,50,170,70,10
24,152,3,0.1,0.541613832306324,0.4,0.9875,24,237,3,36
24,152,3,0.3,0.557308404849485,0.466666666666667,0.975,28,234,6,32
24,152,3,0.5,0.59965687539547,0.533333333333333,0.970833333333333,32,233,7,28
24,152,3,0.7,0.614816445551184,0.566666666666667,0.966666666666667,34,232,8,26
24,152,3,0.9,0.642967513606697,0.616666666666667,0.9625,37,231,9,23
24,152,3,1.1,0.658245591801995,0.65,0.958333333333333,39,230,10,21
24,152,3,1.3,0.686093405913339,0.7,0.954166666666667,42,229,11,18
24,152,3,1.5,0.667632262993619,0.7,0.945833333333333,42,227,13,18
24,152,3,1.7,0.666666666666667,0.733333333333333,0.933333333333333,44,224,16,16
24,152,3,1.9,0.634670941031516,0.733333333333333,0.916666666666667,44,220,20,16
24,152,3,2.1,0.644891377239713,0.766666666666667,0.908333333333333,46,218,22,14
24,152,3,2.3,0.62846782297209,0.8,0.883333333333333,48,212,28,12
24,152,3,2.5,0.597625832609727,0.816666666666667,0.854166666666667,49,205,35,11
24,152,3,2.7,0.598698514696378,0.833333333333333,0.845833333333333,50,203,37,10
24,152,3,2.9,0.594593302725871,0.85,0.833333333333333,51,200,40,9
24,152,4,0.1,0.32636495600331,0.2,0.983333333333333,12,236,4,48
24,152,4,0.3,0.367484207629584,0.25,0.979166666666667,15,235,5,45
24,152,4,0.5,0.438368933353363,0.333333333333333,0.975,20,234,6,40
24,152,4,0.7,0.472222222222222,0.383333333333333,0.970833333333333,23,233,7,37
