"nFactors","total_items","z_threshold","mean_mcc","sd_mcc","mean_sens","mean_spec","n_reps"
18,114,0.5,0.518132650676063,0.0667445244794917,0.548333333333333,0.930833333333333,10
18,114,0.7,0.541586671637394,0.0661627905353684,0.601666666666667,0.920416666666667,10
18,114,0.9,0.549105041791761,0.0756707049391978,0.646666666666667,0.905416666666667,10
18,114,1.1,0.542799940336553,0.0768374717929279,0.688333333333333,0.881666666666667,10
18,114,1.3,0.547110571265416,0.0729153332500928,0.736666666666667,0.859166666666667,10
18,114,1.5,0.538422936400179,0.0718589254144236,0.763333333333333,0.8375,10
18,114,1.7,0.54073374090713,0.0643907756983374,0.795,0.820416666666667,10
18,114,1.9,0.530987899628186,0.0706673130581373,0.828333333333333,0.79125,10
18,114,2.1,0.520994518395777,0.0824859428540026,0.86,0.759166666666667,10
18,114,2.3,0.502424573391238,0.0769718329384925,0.876666666666667,0.73,10
18,114,2.5,0.5011602520826,0.0818735510630711,0.9,0.710416666666667,10
18,114,2.7,0.493070366418267,0.0828948021506443,0.923333333333333,0.681666666666667,10
18,114,2.9,0.467940496498528,0.0808098991635846,0.935,0.643333333333333,10
19,124,0.1,0.538622010409902,0.0617492666920268,0.476666666666667,0.964583333333333,10
19,124,0.3,0.569564204188076,0.0547500888290453,0.535,0.957916666666667,10
19,124,0.5,0.592150436973582,0.0555201131196617,0.59,0.949166666666667,10
19,124,0.7,0.60403067698197,0.0541283712127163,0.635,0.93875,10
19,124,0.9,0.603718894533656,0.0380804302699088,0.676666666666667,0.922916666666667,10
19,124,1.1,0.607302446278931,0.0437632454733051,0.715,0.90875,10
19,124,1.3,0.610028520201899,0.0550423054700587,0.75,0.894583333333333,10
19,124,1.5,0.604758497872741,0.0612723101202762,0.783333333333333,0.875416666666667,10
19,124,1.7,0.590869395852759,0.0614392279999555,0.811666666666667,0.850833333333333,10
19,124,1.9,0.58911831701592,0.0558061576886468,0.836666666666667,0.835416666666667,10
19,124,2.1,0.578675918981366,0.0521941086311335,0.865,0.810416666666667,10
19,124,2.3,0.564909136136813,0.0417816947279911,0.89,0.7825,10
19,124,2.5,0.548574377424513,0.0493934663815101,0.908333333333333,0.754583333333333,10
19,124,2.7,0.537818477360307,0.0421274073805878,0.926666666666667,0.730416666666667,10
19,124,2.9,0.517825262528904,0.0395584358959889,0.935,0.703333333333333,10
20,130,0.1,0.483663844015935,0.0682008219984874,0.396666666666667,0.970416666666667,10
20,130,0.3,0.50339746018058,0.0747328114921971,0.448333333333333,0.960833333333333,10
20,130,0.5,0.523629286864602,0.0617610264693036,0.498333333333333,0.951666666666667,10
20,130,0.7,0.531624290559479,0.0593544823456681,0.546666666666667,0.937916666666667,10
20,130,0.9,0.529972504738938,0.0744533791851069,0.581666666666667,0.923333333333333,10
20,130,1.1,0.548358436745236,0.0667143706428233,0.631666666666667,0.911666666666667,10
20,130,1.3,0.55372858307319,0.0718586582599542,0.681666666666667,0.892083333333333,10
20,130,1.5,0.556120519932764,0.0656473729501302,0.723333333333333,0.873333333333333,10
20,130,1.7,0.558316847822121,0.0726199718155118,0.756666666666667,0.857083333333333,10
20,130,1.9,0.548692509596654,0.0815786330450417,0.788333333333333,0.832083333333333,10
20,130,2.1,0.536760886571656,0.0704160440145144,0.82,0.80375,10
20,130,2.3,0.527640433230254,0.0718089507077862,0.851666666666667,0.774166666666667,10
20,130,2.5,0.517615916345916,0.058156339605622,0.876666666666667,0.7475,10
20,130,2.7,0.498436550029854,0.064030930930075,0.893333333333333,0.715833333333333,10
20,130,2.9,0.495154237979066,0.065420658242828,0.921666666666667,0.688333333333333,10
21,133,0.1,0.446816584904536,0.06980704332407,0.356666666666667,0.970833333333333,10
21,133,0.3,0.471401752084344,0.0568871945605738,0.401666666666667,0.965,10
21,133,0.5,0.503460194296027,0.0558691414374238,0.465,0.955416666666667,10
21,133,0.7,0.531026316470078,0.057842129957597,0.525,0.945416666666667,10
