component,eigenvalue,prop_var,cum_var,pa_mean,pa_p95
1,2.892498011557067,0.32138866795078525,0.32138866795078525,1.0248790162263046,1.0304171099921062
2,1.622201693425434,0.180244632602826,0.5016333005536112,1.016974803177627,1.0220108520257607
3,1.3864237320473158,0.15404708133859066,0.6556803818922019,1.0109589248640594,1.0156790238870952
4,1.0263785211385958,0.11404205790428842,0.7697224397964902,1.0048986195440148,1.0082177994514865
5,0.8676038408209479,0.0964004267578831,0.8661228665543734,0.9998679083656339,1.0041581679340885
6,0.5445516693383999,0.060505741037599994,0.9266286075919733,0.9946857180942972,0.9983959895841217
7,0.3126556416530594,0.03473951573922882,0.961368123331202,0.9892489067970257,0.992858549877674
8,0.26642160805396126,0.029602400894884584,0.9909705242260868,0.983174843170757,0.9877431005275595
9,0.08126528196521716,0.009029475773913019,0.9999999999999998,0.9753112597602807,0.980528070448865
