dataset,k,target,true_prev,rep,n,piHat,piRaw,estimable,flagged,heavy
smarvus,4,0.02,0.0200,9,1200,0.2185,0.2185,1,0.1017,0
smarvus,4,0.05,0.0500,0,1200,0.2710,0.2710,1,0.1567,0
smarvus,4,0.05,0.0500,1,1200,0.2037,0.2037,1,0.1317,0
smarvus,4,0.05,0.0500,2,1200,0.2670,0.2670,1,0.1717,0
smarvus,4,0.05,0.0500,3,1200,0.2680,0.2680,1,0.1683,0
smarvus,4,0.05,0.0500,4,1200,0.1789,0.1789,1,0.1192,0
smarvus,4,0.05,0.0500,5,1200,0.2571,0.2571,1,0.1592,0
smarvus,4,0.05,0.0500,6,1200,0.1838,0.1838,1,0.1142,0
smarvus,4,0.05,0.0500,7,1200,0.3403,0.3403,1,0.2142,0
smarvus,4,0.05,0.0500,8,1200,0.3077,0.3077,1,0.1792,0
smarvus,4,0.05,0.0500,9,1200,0.1581,0.1581,1,0.1092,0
smarvus,4,0.08,0.0800,0,1200,0.3403,0.3403,1,0.2133,0
smarvus,4,0.08,0.0800,1,1200,0.1938,0.1938,1,0.1292,0
smarvus,4,0.08,0.0800,2,1200,0.1829,0.1829,1,0.1333,0
smarvus,4,0.08,0.0800,3,1200,0.2542,0.2542,1,0.1642,0
smarvus,4,0.08,0.0800,4,1200,0.2254,0.2254,1,0.1583,0
smarvus,4,0.08,0.0800,5,1200,0.2274,0.2274,1,0.1700,0
smarvus,4,0.08,0.0800,6,1200,0.3542,0.3542,1,0.2225,0
smarvus,4,0.08,0.0800,7,1200,0.2898,0.2898,1,0.1875,0
smarvus,4,0.08,0.0800,8,1200,0.2324,0.2324,1,0.1558,0
smarvus,4,0.08,0.0800,9,1200,0.2373,0.2373,1,0.1442,0
smarvus,4,0.12,0.1200,0,1200,0.2730,0.2730,1,0.1867,0
smarvus,4,0.12,0.1200,1,1200,0.3106,0.3106,1,0.2025,0
smarvus,4,0.12,0.1200,2,1200,0.2829,0.2829,1,0.1900,0
smarvus,4,0.12,0.1200,3,1200,0.2918,0.2918,1,0.1867,0
smarvus,4,0.12,0.1200,4,1200,0.3671,0.3671,1,0.2400,0
smarvus,4,0.12,0.1200,5,1200,0.2571,0.2571,1,0.1675,0
smarvus,4,0.12,0.1200,6,1200,0.3146,0.3146,1,0.2042,0
smarvus,4,0.12,0.1200,7,1200,0.2898,0.2898,1,0.2192,0
smarvus,4,0.12,0.1200,8,1200,0.2938,0.2938,1,0.1958,0
smarvus,4,0.12,0.1200,9,1200,0.3403,0.3403,1,0.2142,0
smarvus,4,0.16,0.1600,0,1200,0.3463,0.3463,1,0.2458,0
smarvus,4,0.16,0.1600,1,1200,0.3344,0.3344,1,0.2300,0
smarvus,4,0.16,0.1600,2,1200,0.3849,0.3849,1,0.2608,0
smarvus,4,0.16,0.1600,3,1200,0.2720,0.2720,1,0.1800,0
smarvus,4,0.16,0.1600,4,1200,0.2294,0.2294,1,0.1700,0
smarvus,4,0.16,0.1600,5,1200,0.2690,0.2690,1,0.1725,0
smarvus,4,0.16,0.1600,6,1200,0.2462,0.2462,1,0.1808,0
smarvus,4,0.16,0.1600,7,1200,0.3324,0.3324,1,0.2183,0
smarvus,4,0.16,0.1600,8,1200,0.3453,0.3453,1,0.2258,0
smarvus,4,0.16,0.1600,9,1200,0.3542,0.3542,1,0.2408,0
smarvus,4,0.20,0.2000,0,1085,0.3263,0.3263,1,0.2276,0
smarvus,4,0.20,0.2000,1,1085,0.3657,0.3657,1,0.2728,0
smarvus,4,0.20,0.2000,2,1085,0.3613,0.3613,1,0.2498,0
smarvus,4,0.20,0.2000,3,1085,0.3351,0.3351,1,0.2369,0
smarvus,4,0.20,0.2000,4,1085,0.3219,0.3219,1,0.2313,0
smarvus,4,0.20,0.2000,5,1085,0.3559,0.3559,1,0.2618,0
smarvus,4,0.20,0.2000,6,1085,0.1883,0.1883,1,0.1060,0
smarvus,4,0.20,0.2000,7,1085,0.3624,0.3624,1,0.2488,0
smarvus,4,0.20,0.2000,8,1085,0.3252,0.3252,1,0.2221,0
smarvus,4,0.20,0.2000,9,1085,0.3811,0.3811,1,0.2700,0
smarvus,4,0.25,0.2500,0,868,0.3277,0.3277,1,0.2684,0
smarvus,4,0.25,0.2500,1,868,0.4276,0.4276,1,0.3191,1
smarvus,4,0.25,0.2500,2,868,0.3934,0.3934,1,0.3007,0
smarvus,4,0.25,0.2500,3,868,0.3961,0.3961,1,0.3111,0
smarvus,4,0.25,0.2500,4,868,0.3783,0.3783,1,0.2581,0
smarvus,4,0.25,0.2500,5,868,0.3633,0.3633,1,0.2661,0
smarvus,4,0.25,0.2500,6,868,0.3359,0.3359,1,0.2316,0
smarvus,4,0.25,0.2500,7,868,0.4755,0.4755,1,0.3353,1
smarvus,4,0.25,0.2500,8,868,0.2729,0.2729,1,0.1532,0
smarvus,4,0.25,0.2500,9,868,0.4221,0.4221,1,0.3157,1
smarvus,4,0.30,0.3001,0,723,0.3967,0.3967,1,0.2863,0
smarvus,4,0.30,0.3001,1,723,0.4411,0.4411,1,0.3485,1
smarvus,4,0.30,0.3001,2,723,0.4345,0.4345,1,0.3250,1
smarvus,4,0.30,0.3001,3,723,0.4559,0.4559,1,0.3430,1
smarvus,4,0.30,0.3001,4,723,0.4148,0.4148,1,0.3167,1
smarvus,4,0.30,0.3001,5,723,0.4904,0.4904,1,0.3707,1
smarvus,4,0.30,0.3001,6,723,0.3474,0.3474,1,0.2116,0
smarvus,4,0.30,0.3001,7,723,0.3786,0.3786,1,0.2905,0
smarvus,4,0.30,0.3001,8,723,0.4213,0.4213,1,0.3001,1
smarvus,4,0.30,0.3001,9,723,0.4427,0.4427,1,0.3195,1
smarvus,4,0.35,0.3500,0,620,0.3942,0.3942,1,0.3177,0
smarvus,4,0.35,0.3500,1,620,0.4881,0.4881,1,0.3839,1
smarvus,4,0.35,0.3500,2,620,0.4249,0.4249,1,0.3435,1
smarvus,4,0.35,0.3500,3,620,0.4575,0.4575,1,0.3613,1
smarvus,4,0.35,0.3500,4,620,0.3923,0.3923,1,0.2935,0
smarvus,4,0.35,0.3500,5,620,0.3904,0.3904,1,0.3000,0
smarvus,4,0.35,0.3500,6,620,0.4287,0.4287,1,0.3177,1
smarvus,4,0.35,0.3500,7,620,0.4076,0.4076,1,0.3048,1
smarvus,4,0.35,0.3500,8,620,0.4632,0.4632,1,0.3629,1
smarvus,4,0.35,0.3500,9,620,0.4594,0.4594,1,0.3806,1
smarvus,4,0.40,0.4004,0,542,0.3640,0.3640,1,0.1956,0
smarvus,4,0.40,0.4004,1,542,0.4825,0.4825,1,0.4041,1
smarvus,4,0.40,0.4004,2,542,0.4386,0.4386,1,0.3708,1
smarvus,4,0.40,0.4004,3,542,0.4781,0.4781,1,0.3100,1
smarvus,4,0.40,0.4004,4,542,0.4452,0.4452,1,0.3579,1
smarvus,4,0.40,0.4004,5,542,0.4671,0.4671,1,0.3801,1
smarvus,4,0.40,0.4004,6,542,0.4737,0.4737,1,0.3395,1
smarvus,4,0.40,0.4004,7,542,0.4452,0.4452,1,0.2934,1
smarvus,4,0.40,0.4004,8,542,0.4254,0.4254,1,0.2952,1
smarvus,4,0.40,0.4004,9,542,0.4934,0.4934,1,0.4151,1
smarvus,5,0.02,0.0200,0,1200,0.3522,0.3522,1,0.2233,0
smarvus,5,0.02,0.0200,1,1200,0.1066,0.1066,1,0.0667,0
smarvus,5,0.02,0.0200,2,1200,0.2037,0.2037,1,0.1300,0
smarvus,5,0.02,0.0200,3,1200,0.2294,0.2294,1,0.1242,0
smarvus,5,0.02,0.0200,4,1200,0.1967,0.1967,1,0.1183,0
smarvus,5,0.02,0.0200,5,1200,0.3146,0.3146,1,0.1667,0
smarvus,5,0.02,0.0200,6,1200,0.1462,0.1462,1,0.0992,0
smarvus,5,0.02,0.0200,7,1200,0.1730,0.1730,1,0.1083,0
smarvus,5,0.02,0.0200,8,1200,0.2760,0.2760,1,0.1500,0
smarvus,5,0.02,0.0200,9,1200,0.2552,0.2552,1,0.1425,0
smarvus,5,0.05,0.0500,0,1200,0.2799,0.2799,1,0.1808,0
smarvus,5,0.05,0.0500,1,1200,0.2136,0.2136,1,0.1242,0
smarvus,5,0.05,0.0500,2,1200,0.3126,0.3126,1,0.1917,0
smarvus,5,0.05,0.0500,3,1200,0.2482,0.2482,1,0.1517,0
smarvus,5,0.05,0.0500,4,1200,0.3156,0.3156,1,0.1908,0
smarvus,5,0.05,0.0500,5,1200,0.2215,0.2215,1,0.1617,0
smarvus,5,0.05,0.0500,6,1200,0.1115,0.1115,1,0.0775,0
smarvus,5,0.05,0.0500,7,1200,0.3849,0.3849,1,0.2367,0
smarvus,5,0.05,0.0500,8,1200,0.2334,0.2334,1,0.1367,0
smarvus,5,0.05,0.0500,9,1200,0.1403,0.1403,1,0.0992,0
smarvus,5,0.08,0.0800,0,1200,0.3661,0.3661,1,0.2517,0
smarvus,5,0.08,0.0800,1,1200,0.3126,0.3126,1,0.1925,0
smarvus,5,0.08,0.0800,2,1200,0.3661,0.3661,1,0.2392,0
smarvus,5,0.08,0.0800,3,1200,0.2770,0.2770,1,0.1642,0
smarvus,5,0.08,0.0800,4,1200,0.2750,0.2750,1,0.1750,0
smarvus,5,0.08,0.0800,5,1200,0.3354,0.3354,1,0.2108,0
smarvus,5,0.08,0.0800,6,1200,0.3522,0.3522,1,0.2167,0
smarvus,5,0.08,0.0800,7,1200,0.3136,0.3136,1,0.1983,0
smarvus,5,0.08,0.0800,8,1200,0.3195,0.3195,1,0.1942,0
smarvus,5,0.08,0.0800,9,1200,0.2066,0.2066,1,0.1525,0
smarvus,5,0.12,0.1200,0,1108,0.2974,0.2974,1,0.2022,0
smarvus,5,0.12,0.1200,1,1108,0.3435,0.3435,1,0.2247,0
smarvus,5,0.12,0.1200,2,1108,0.3263,0.3263,1,0.2274,0
smarvus,5,0.12,0.1200,3,1108,0.4186,0.4186,1,0.2662,1
smarvus,5,0.12,0.1200,4,1108,0.3124,0.3124,1,0.2085,0
smarvus,5,0.12,0.1200,5,1108,0.2963,0.2963,1,0.2013,0
smarvus,5,0.12,0.1200,6,1108,0.4003,0.4003,1,0.2473,1
smarvus,5,0.12,0.1200,7,1108,0.2824,0.2824,1,0.1787,0
smarvus,5,0.12,0.1200,8,1108,0.3242,0.3242,1,0.2040,0
smarvus,5,0.12,0.1200,9,1108,0.2856,0.2856,1,0.1922,0
smarvus,5,0.16,0.1600,0,831,0.3392,0.3392,1,0.2587,0
smarvus,5,0.16,0.1600,1,831,0.2748,0.2748,1,0.1841,0
smarvus,5,0.16,0.1600,2,831,0.3535,0.3535,1,0.2359,0
smarvus,5,0.16,0.1600,3,831,0.3649,0.3649,1,0.2503,0
smarvus,5,0.16,0.1600,4,831,0.3707,0.3707,1,0.2575,0
smarvus,5,0.16,0.1600,5,831,0.2491,0.2491,1,0.1805,0
smarvus,5,0.16,0.1600,6,831,0.2691,0.2691,1,0.1829,0
smarvus,5,0.16,0.1600,7,831,0.3406,0.3406,1,0.2479,0
smarvus,5,0.16,0.1600,8,831,0.1862,0.1862,1,0.1071,0
smarvus,5,0.16,0.1600,9,831,0.2763,0.2763,1,0.1793,0
smarvus,5,0.20,0.2000,0,665,0.4281,0.4281,1,0.3038,1
smarvus,5,0.20,0.2000,1,665,0.3726,0.3726,1,0.2827,0
smarvus,5,0.20,0.2000,2,665,0.3315,0.3315,1,0.2331,0
smarvus,5,0.20,0.2000,3,665,0.3155,0.3155,1,0.2195,0
smarvus,5,0.20,0.2000,4,665,0.4120,0.4120,1,0.3188,1
smarvus,5,0.20,0.2000,5,665,0.3476,0.3476,1,0.2586,0
smarvus,5,0.20,0.2000,6,665,0.3726,0.3726,1,0.2526,0
smarvus,5,0.20,0.2000,7,665,0.3548,0.3548,1,0.2361,0
smarvus,5,0.20,0.2000,8,665,0.2904,0.2904,1,0.1835,0
smarvus,5,0.20,0.2000,9,665,0.3387,0.3387,1,0.2541,0
smarvus,5,0.25,0.2500,0,532,0.3990,0.3990,1,0.2293,0
smarvus,5,0.25,0.2500,1,532,0.2761,0.2761,1,0.2237,0
smarvus,5,0.25,0.2500,2,532,0.2471,0.2471,1,0.1523,0
smarvus,5,0.25,0.2500,3,532,0.3476,0.3476,1,0.2744,0
smarvus,5,0.25,0.2500,4,532,0.3878,0.3878,1,0.2895,0
smarvus,5,0.25,0.2500,5,532,0.1533,0.1533,1,0.0583,0
smarvus,5,0.25,0.2500,6,532,0.4839,0.4839,1,0.3647,1
smarvus,5,0.25,0.2500,7,532,0.3566,0.3566,1,0.2688,0
smarvus,5,0.25,0.2500,8,532,0.3499,0.3499,1,0.2500,0
smarvus,5,0.25,0.2500,9,532,0.3633,0.3633,1,0.2688,0
smarvus,5,0.30,0.3002,0,443,0.2890,0.2890,1,0.1106,0
smarvus,5,0.30,0.3002,1,443,0.3561,0.3561,1,0.2799,0
smarvus,5,0.30,0.3002,2,443,0.3507,0.3507,1,0.2799,0
smarvus,5,0.30,0.3002,3,443,0.4205,0.4205,1,0.2867,1
smarvus,5,0.30,0.3002,4,443,0.4258,0.4258,1,0.3612,1
smarvus,5,0.30,0.3002,5,443,0.4553,0.4553,1,0.3770,1
smarvus,5,0.30,0.3002,6,443,0.2622,0.2622,1,0.0745,0
smarvus,5,0.30,0.3002,7,443,0.4097,0.4097,1,0.2777,1
smarvus,5,0.30,0.3002,8,443,0.4124,0.4124,1,0.3047,1
smarvus,5,0.30,0.3002,9,443,0.2810,0.2810,1,0.1693,0
smarvus,5,0.35,0.3500,0,380,0.4339,0.4339,1,0.3789,1
smarvus,5,0.35,0.3500,1,380,0.4808,0.4808,1,0.3658,1
smarvus,5,0.35,0.3500,2,380,0.4432,0.4432,1,0.3368,1
smarvus,5,0.35,0.3500,3,380,0.3619,0.3619,1,0.2368,0
smarvus,5,0.35,0.3500,4,380,0.4370,0.4370,1,0.2395,1
smarvus,5,0.35,0.3500,5,380,0.4651,0.4651,1,0.3816,1
smarvus,5,0.35,0.3500,6,380,0.4432,0.4432,1,0.3342,1
smarvus,5,0.35,0.3500,7,380,0.4714,0.4714,1,0.3763,1
smarvus,5,0.35,0.3500,8,380,0.3369,0.3369,1,0.2132,0
smarvus,5,0.35,0.3500,9,380,0.3619,0.3619,1,0.2974,0
smarvus,5,0.40,0.4006,0,332,0.3950,0.3950,1,0.1807,0
smarvus,5,0.40,0.4006,1,332,0.4845,0.4845,1,0.3886,1
smarvus,5,0.40,0.4006,2,332,0.3914,0.3914,1,0.2410,0
smarvus,5,0.40,0.4006,3,332,0.4845,0.4845,1,0.3584,1
smarvus,5,0.40,0.4006,4,332,0.4916,0.4916,1,0.4096,1
smarvus,5,0.40,0.4006,5,332,0.4773,0.4773,1,0.3855,1
smarvus,5,0.40,0.4006,6,332,0.4630,0.4630,1,0.3223,1
smarvus,5,0.40,0.4006,7,332,0.4594,0.4594,1,0.3313,1
smarvus,5,0.40,0.4006,8,332,0.3663,0.3663,1,0.2440,0
smarvus,5,0.40,0.4006,9,332,0.4451,0.4451,1,0.3133,1
Kay S1,1,0.02,0.0200,0,250,0.0000,-0.0222,0,0.0520,0
Kay S1,1,0.02,0.0200,1,250,0.0000,-0.0222,0,0.0560,0
Kay S1,1,0.02,0.0200,2,250,0.0777,0.0777,1,0.0640,0
Kay S1,1,0.02,0.0200,3,250,0.0000,-0.0269,0,0.0520,0
Kay S1,1,0.02,0.0200,4,250,0.0159,0.0159,1,0.0640,0
Kay S1,1,0.02,0.0200,5,250,0.0301,0.0301,1,0.0760,0
Kay S1,1,0.02,0.0200,6,250,0.0000,-0.0269,0,0.0600,0
Kay S1,1,0.02,0.0200,7,250,0.1870,0.1870,1,0.1040,0
Kay S1,1,0.02,0.0200,8,250,0.0000,-0.0174,1,0.0600,0
Kay S1,1,0.02,0.0200,9,250,0.0206,0.0206,1,0.0600,0
Kay S1,1,0.05,0.0500,0,260,0.0537,0.0537,1,0.0654,0
Kay S1,1,0.05,0.0500,1,260,0.0400,0.0400,1,0.0615,0
Kay S1,1,0.05,0.0500,2,260,0.0000,-0.0057,1,0.0615,0
Kay S1,1,0.05,0.0500,3,260,0.1406,0.1406,1,0.0923,0
Kay S1,1,0.05,0.0500,4,260,0.0217,0.0217,1,0.0538,0
Kay S1,1,0.05,0.0500,5,260,0.0034,0.0034,1,0.0692,0
Kay S1,1,0.05,0.0500,6,260,0.0583,0.0583,1,0.0808,0
Kay S1,1,0.05,0.0500,7,260,0.0949,0.0949,1,0.0885,0
Kay S1,1,0.05,0.0500,8,260,0.0537,0.0537,1,0.0769,0
Kay S1,1,0.05,0.0500,9,260,0.0126,0.0126,1,0.0654,0
Kay S1,1,0.08,0.0800,0,275,0.0362,0.0362,1,0.0800,0
Kay S1,1,0.08,0.0800,1,275,0.0000,-0.0200,0,0.0545,0
Kay S1,1,0.08,0.0800,2,275,0.0362,0.0362,1,0.0691,0
Kay S1,1,0.08,0.0800,3,275,0.0708,0.0708,1,0.0618,0
Kay S1,1,0.08,0.0800,4,275,0.0189,0.0189,1,0.0727,0
Kay S1,1,0.08,0.0800,5,275,0.1053,0.1053,1,0.0873,0
Kay S1,1,0.08,0.0800,6,275,0.0448,0.0448,1,0.0764,0
Kay S1,1,0.08,0.0800,7,275,0.0016,0.0016,1,0.0655,0
Kay S1,1,0.08,0.0800,8,275,0.0000,-0.0070,1,0.0618,0
Kay S1,1,0.08,0.0800,9,275,0.0535,0.0535,1,0.0836,0
Kay S1,1,0.12,0.1200,0,300,0.2472,0.2472,1,0.1367,0
Kay S1,1,0.12,0.1200,1,300,0.0769,0.0769,1,0.1033,0
Kay S1,1,0.12,0.1200,2,300,0.1125,0.1125,1,0.0967,0
Kay S1,1,0.12,0.1200,3,300,0.0531,0.0531,1,0.0833,0
Kay S1,1,0.12,0.1200,4,300,0.0690,0.0690,1,0.1067,0
Kay S1,1,0.12,0.1200,5,300,0.0056,0.0056,1,0.0633,0
Kay S1,1,0.12,0.1200,6,300,0.1799,0.1799,1,0.1400,0
Kay S1,1,0.12,0.1200,7,300,0.0927,0.0927,1,0.0733,0
Kay S1,1,0.12,0.1200,8,300,0.0056,0.0056,1,0.0633,0
Kay S1,1,0.12,0.1200,9,300,0.0412,0.0412,1,0.0767,0
Kay S1,1,0.16,0.1597,0,313,0.0886,0.0886,1,0.0895,0
Kay S1,1,0.16,0.1597,1,313,0.2139,0.2139,1,0.1214,0
Kay S1,1,0.16,0.1597,2,313,0.0127,0.0127,1,0.0831,0
Kay S1,1,0.16,0.1597,3,313,0.0393,0.0393,1,0.0735,0
Kay S1,1,0.16,0.1597,4,313,0.0734,0.0734,1,0.0895,0
Kay S1,1,0.16,0.1597,5,313,0.0658,0.0658,1,0.0703,0
Kay S1,1,0.16,0.1597,6,313,0.0696,0.0696,1,0.0895,0
Kay S1,1,0.16,0.1597,7,313,0.0279,0.0279,1,0.0799,0
Kay S1,1,0.16,0.1597,8,313,0.0431,0.0431,1,0.0799,0
Kay S1,1,0.16,0.1597,9,313,0.0962,0.0962,1,0.0895,0
Kay S1,1,0.20,0.2000,0,330,0.1392,0.1392,1,0.1030,0
Kay S1,1,0.20,0.2000,1,330,0.0419,0.0419,1,0.0727,0
Kay S1,1,0.20,0.2000,2,330,0.0996,0.0996,1,0.0909,0
Kay S1,1,0.20,0.2000,3,330,0.1788,0.1788,1,0.1212,0
Kay S1,1,0.20,0.2000,4,330,0.1608,0.1608,1,0.1273,0
Kay S1,1,0.20,0.2000,5,330,0.0708,0.0708,1,0.0909,0
Kay S1,1,0.20,0.2000,6,330,0.0852,0.0852,1,0.0909,0
Kay S1,1,0.20,0.2000,7,330,0.0671,0.0671,1,0.0879,0
Kay S1,1,0.20,0.2000,8,330,0.1788,0.1788,1,0.1303,0
Kay S1,1,0.20,0.2000,9,330,0.1248,0.1248,1,0.0909,0
Kay S1,1,0.25,0.2500,0,352,0.1592,0.1592,1,0.1193,0
Kay S1,1,0.25,0.2500,1,352,0.1829,0.1829,1,0.1250,0
Kay S1,1,0.25,0.2500,2,352,0.1288,0.1288,1,0.1193,0
Kay S1,1,0.25,0.2500,3,352,0.1356,0.1356,1,0.1136,0
Kay S1,1,0.25,0.2500,4,352,0.1322,0.1322,1,0.1278,0
Kay S1,1,0.25,0.2500,5,352,0.0410,0.0410,1,0.0852,0
Kay S1,1,0.25,0.2500,6,352,0.0984,0.0984,1,0.1023,0
Kay S1,1,0.25,0.2500,7,352,0.2200,0.2200,1,0.1335,0
Kay S1,1,0.25,0.2500,8,352,0.1018,0.1018,1,0.1023,0
Kay S1,1,0.25,0.2500,9,352,0.1255,0.1255,1,0.1108,0
Kay S1,1,0.30,0.2997,0,377,0.0920,0.0920,1,0.0981,0
Kay S1,1,0.30,0.2997,1,377,0.1771,0.1771,1,0.1432,0
Kay S1,1,0.30,0.2997,2,377,0.1015,0.1015,1,0.0981,0
Kay S1,1,0.30,0.2997,3,377,0.1708,0.1708,1,0.1379,0
Kay S1,1,0.30,0.2997,4,377,0.1866,0.1866,1,0.1406,0
Kay S1,1,0.30,0.2997,5,377,0.1740,0.1740,1,0.1459,0
Kay S1,1,0.30,0.2997,6,377,0.1330,0.1330,1,0.1141,0
Kay S1,1,0.30,0.2997,7,377,0.0447,0.0447,1,0.0928,0
Kay S1,1,0.30,0.2997,8,377,0.1834,0.1834,1,0.1485,0
Kay S1,1,0.30,0.2997,9,377,0.2307,0.2307,1,0.1698,0
Kay S1,1,0.35,0.3498,0,406,0.1569,0.1569,1,0.1182,0
Kay S1,1,0.35,0.3498,1,406,0.1159,0.1159,1,0.1108,0
Kay S1,1,0.35,0.3498,2,406,0.1422,0.1422,1,0.1232,0
Kay S1,1,0.35,0.3498,3,406,0.1891,0.1891,1,0.1379,0
Kay S1,1,0.35,0.3498,4,406,0.1452,0.1452,1,0.1182,0
Kay S1,1,0.35,0.3498,5,406,0.1335,0.1335,1,0.1256,0
Kay S1,1,0.35,0.3498,6,406,0.1393,0.1393,1,0.1330,0
Kay S1,1,0.35,0.3498,7,406,0.1481,0.1481,1,0.1305,0
Kay S1,1,0.35,0.3498,8,406,0.1305,0.1305,1,0.1108,0
Kay S1,1,0.35,0.3498,9,406,0.2945,0.2945,1,0.1823,0
Kay S1,1,0.40,0.4000,0,440,0.1518,0.1518,1,0.1568,0
Kay S1,1,0.40,0.4000,1,440,0.1140,0.1140,1,0.1159,0
Kay S1,1,0.40,0.4000,2,440,0.1032,0.1032,1,0.1068,0
Kay S1,1,0.40,0.4000,3,440,0.2761,0.2761,1,0.1841,0
Kay S1,1,0.40,0.4000,4,440,0.1194,0.1194,1,0.1205,0
Kay S1,1,0.40,0.4000,5,440,0.1275,0.1275,1,0.1364,0
Kay S1,1,0.40,0.4000,6,440,0.1194,0.1194,1,0.1205,0
Kay S1,1,0.40,0.4000,7,440,0.1977,0.1977,1,0.1432,0
Kay S1,1,0.40,0.4000,8,440,0.1869,0.1869,1,0.1477,0
Kay S1,1,0.40,0.4000,9,440,0.1761,0.1761,1,0.1341,0
Kay S1,2,0.02,0.0200,0,400,0.1026,0.1026,1,0.0875,0
Kay S1,2,0.02,0.0200,1,400,0.0670,0.0670,1,0.0825,0
Kay S1,2,0.02,0.0200,2,400,0.0848,0.0848,1,0.0775,0
Kay S1,2,0.02,0.0200,3,400,0.1472,0.1472,1,0.1050,0
Kay S1,2,0.02,0.0200,4,400,0.1294,0.1294,1,0.0875,0
Kay S1,2,0.02,0.0200,5,400,0.1115,0.1115,1,0.0925,0
Kay S1,2,0.02,0.0200,6,400,0.1205,0.1205,1,0.0900,0
Kay S1,2,0.02,0.0200,7,400,0.1650,0.1650,1,0.1050,0
Kay S1,2,0.02,0.0200,8,400,0.0610,0.0610,1,0.0775,0
Kay S1,2,0.02,0.0200,9,400,0.1769,0.1769,1,0.1075,0
Kay S1,2,0.05,0.0500,0,420,0.1114,0.1114,1,0.1024,0
Kay S1,2,0.05,0.0500,1,420,0.0520,0.0520,1,0.0857,0
Kay S1,2,0.05,0.0500,2,420,0.0803,0.0803,1,0.0810,0
Kay S1,2,0.05,0.0500,3,420,0.1652,0.1652,1,0.1190,0
Kay S1,2,0.05,0.0500,4,420,0.1114,0.1114,1,0.0952,0
Kay S1,2,0.05,0.0500,5,420,0.1029,0.1029,1,0.1024,0
Kay S1,2,0.05,0.0500,6,420,0.0774,0.0774,1,0.0929,0
Kay S1,2,0.05,0.0500,7,420,0.0690,0.0690,1,0.0881,0
Kay S1,2,0.05,0.0500,8,420,0.1369,0.1369,1,0.1048,0
Kay S1,2,0.05,0.0500,9,420,0.0718,0.0718,1,0.0833,0
Kay S1,2,0.08,0.0799,0,438,0.1615,0.1615,1,0.1187,0
Kay S1,2,0.08,0.0799,1,438,0.0909,0.0909,1,0.0959,0
Kay S1,2,0.08,0.0799,2,438,0.1154,0.1154,1,0.0982,0
Kay S1,2,0.08,0.0799,3,438,0.1289,0.1289,1,0.1050,0
Kay S1,2,0.08,0.0799,4,438,0.1452,0.1452,1,0.1142,0
Kay S1,2,0.08,0.0799,5,438,0.0801,0.0801,1,0.0982,0
Kay S1,2,0.08,0.0799,6,438,0.0557,0.0557,1,0.0936,0
Kay S1,2,0.08,0.0799,7,438,0.1235,0.1235,1,0.1005,0
Kay S1,2,0.08,0.0799,8,438,0.1045,0.1045,1,0.1027,0
Kay S1,2,0.08,0.0799,9,438,0.0719,0.0719,1,0.0982,0
Kay S1,2,0.12,0.1201,0,458,0.0969,0.0969,1,0.1135,0
Kay S1,2,0.12,0.1201,1,458,0.0891,0.0891,1,0.1048,0
Kay S1,2,0.12,0.1201,2,458,0.0606,0.0606,1,0.1070,0
Kay S1,2,0.12,0.1201,3,458,0.1722,0.1722,1,0.1397,0
Kay S1,2,0.12,0.1201,4,458,0.1125,0.1125,1,0.1114,0
Kay S1,2,0.12,0.1201,5,458,0.1332,0.1332,1,0.1201,0
Kay S1,2,0.12,0.1201,6,458,0.1254,0.1254,1,0.1201,0
Kay S1,2,0.12,0.1201,7,458,0.1228,0.1228,1,0.1114,0
Kay S1,2,0.12,0.1201,8,458,0.1306,0.1306,1,0.1245,0
Kay S1,2,0.12,0.1201,9,458,0.1099,0.1099,1,0.1092,0
Kay S1,2,0.16,0.1601,0,481,0.1277,0.1277,1,0.1247,0
Kay S1,2,0.16,0.1601,1,481,0.1005,0.1005,1,0.1123,0
Kay S1,2,0.16,0.1601,2,481,0.1228,0.1228,1,0.1206,0
Kay S1,2,0.16,0.1601,3,481,0.2389,0.2389,1,0.1601,0
Kay S1,2,0.16,0.1601,4,481,0.1376,0.1376,1,0.1227,0
Kay S1,2,0.16,0.1601,5,481,0.1969,0.1969,1,0.1497,0
Kay S1,2,0.16,0.1601,6,481,0.1425,0.1425,1,0.1268,0
Kay S1,2,0.16,0.1601,7,481,0.1129,0.1129,1,0.1206,0
Kay S1,2,0.16,0.1601,8,481,0.1425,0.1425,1,0.1227,0
Kay S1,2,0.16,0.1601,9,481,0.2117,0.2117,1,0.1455,0
Kay S1,2,0.20,0.2000,0,475,0.1067,0.1067,1,0.1347,0
Kay S1,2,0.20,0.2000,1,475,0.1642,0.1642,1,0.1368,0
Kay S1,2,0.20,0.2000,2,475,0.1417,0.1417,1,0.1326,0
Kay S1,2,0.20,0.2000,3,475,0.2568,0.2568,1,0.1811,0
Kay S1,2,0.20,0.2000,4,475,0.1242,0.1242,1,0.1263,0
Kay S1,2,0.20,0.2000,5,475,0.1367,0.1367,1,0.1368,0
Kay S1,2,0.20,0.2000,6,475,0.1142,0.1142,1,0.1221,0
Kay S1,2,0.20,0.2000,7,475,0.2118,0.2118,1,0.1558,0
Kay S1,2,0.20,0.2000,8,475,0.1392,0.1392,1,0.1305,0
Kay S1,2,0.20,0.2000,9,475,0.1517,0.1517,1,0.1305,0
