scale
15
15
15
15
15
15
15
15
15
15
12
12
12
12
12
12
12
12
12
12
13
13
13
13
13
13
13
13
13
13
14
14
14
14
14
14
14
14
14
14
10
10
10
10
10
10
10
10
10
10
8
8
8
8
8
8
8
8
8
8
9
9
9
9
9
9
9
9
9
9
11
11
11
11
11
11
11
11
11
11
20
20
20
20
20
20
20
20
20
20
22
22
22
22
22
22
22
22
22
22
23
23
23
23
23
23
23
23
23
23
21
21
21
21
21
21
21
21
21
21
1
1
1
1
1
1
1
1
1
1
2
2
2
2
2
2
2
2
2
2
0
0
0
0
0
0
0
0
0
0
3
3
3
3
3
3
3
3
3
3
5
5
5
5
5
5
5
5
5
5
4
4
4
4
4
4
4
4
4
4
6
6
6
6
6
6
6
6
6
6
7
7
7
7
7
7
7
7
7
7
16
16
16
16
16
16
16
16
16
16
18
18
18
18
18
18
18
18
18
18
17
17
17
17
17
17
17
17
17
17
19
19
19
19
19
19
19
19
19
19
