rt
1667
1216
597
742
956
1570
903
997
1114
703
1370
1898
2205
1703
2291
884
1188
1519
1703
1184
665
1332
1760
758
854
2220
585
1194
1773
1015
5495
2744
904
657
702
1180
832
409
1054
424
985
2128
892
890
1402
758
1407
542
764
1210
1052
744
2120
673
637
762
932
1520
1248
1144
2218
1256
1474
640
1834
830
1320
3225
349
181
895
860
1287
594
414
1610
873
1613
774
1192
1167
902
1126
-1
1136
340
630
555
483
378
1014
1015
1752
826
930
733
751
947
951
1636
612
1362
1048
972
1203
427
798
1830
830
612
439
730
279
1231
892
1162
1152
1275
304
730
798
992
1692
1108
777
378
817
662
2045
1304
274
1867
273
663
1323
1509
1409
627
557
800
1284
368
1665
709
257
1123
485
905
296
1257
299
1056
1111
320
1095
456
740
832
385
883
957
689
1186
1260
468
1023
940
501
1006
694
641
886
862
634
1907
247
676
757
1152
2512
331
2324
1940
890
2553
1403
1338
732
961
632
2251
1911
1509
3210
734
885
528
1310
1105
1595
994
1182
952
2959
478
1320
1000
1175
235
1345
1692
876
914
665
811
882
1168
1419
865
997
623
768
690
1659
1647
569
3677
1054
544
814
1129
1522
743
923
1058
2488
1225
575
535
311
343
269
1459
386
967
631
1425
1164
1253
1616
3653
977
563
750
1319
1396
670
669
459
658
720
984
382
549
302
429
959
794
995
978
381
375
1081
705
389
552
803
372
1537
763
1922
1383
1012
1740
1206
444
401
396
580
408
907
2830
-1
1196
1577
-1
1103
2169
552
1255
625
1791
700
1271
861
748
1240
821
577
723
1154
690
1929
901
431
380
542
440
499
609
496
406
1937
360
2163
791
401
1148
1349
1847
539
501
1297
597
1555
1112
414
842
718
1257
930
375
489
904
2536
380
783
1707
771
744
1756
375
447
453
235
762
2075
1433
423
238
624
965
746
1326
558
524
700
443
1456
795
870
775
520
1167
1253
678
652
408
535
503
382
729
414
640
1128
688
628
461
2082
613
250
1676
973
322
334
808
1233
661
377
378
602
704
582
380
566
301
705
208
752
459
2103
543
531
783
370
513
336
549
1376
299
241
1186
386
855
429
611
579
430
241
331
239
341
440
851
978
876
640
517
378
198
573
653
307
765
381
269
-1
521
1006
2754
1156
813
944
828
866
1185
1862
1244
2199
878
547
1067
2138
811
482
564
390
717
480
598
465
1712
362
1514
747
469
306
300
350
547
248
1393
888
647
901
1162
475
625
1943
690
285
564
1270
660
691
2003
345
423
677
636
648
1167
1017
2697
690
1287
657
2244
830
623
629
1206
1351
316
1099
2519
2134
1161
1181
826
1090
737
398
584
716
781
1383
1726
1033
1016
967
1637
876
2715
592
698
1102
631
870
608
1213
749
556
714
1555
-1
599
2291
382
1811
824
1907
927
415
1460
637
612
1603
2179
972
783
879
-1
672
1052
2149
785
2318
2672
1490
1202
1405
3082
1700
890
1257
1164
417
652
3271
361
2340
485
448
1384
719
1997
802
677
1332
690
1262
572
-1
1476
625
1195
1405
793
968
754
574
1350
870
2073
555
1268
1965
432
1791
1076
1186
768
-1
553
829
762
2849
687
709
533
732
798
1067
891
600
1542
2059
946
887
621
1310
1195
1114
959
920
1611
640
585
2151
1624
568
623
1138
798
617
1003
559
449
955
922
792
1245
939
1447
651
1052
1747
854
661
968
293
1575
634
1021
1219
962
680
837
869
496
1248
1383
821
1153
1490
1448
2329
1146
755
1452
761
1968
999
1852
887
605
2169
1317
505
763
1852
951
1697
1713
474
540
1188
1046
742
965
3059
687
1283
1601
1118
702
2153
1092
709
606
795
1536
1261
846
589
1167
1042
1540
439
1953
464
1222
1049
790
938
795
630
1493
612
1160
792
1034
1299
1422
565
1570
756
774
1730
707
805
1154
865
437
2030
1005
2046
559
501
1517
1249
1393
765
1168
921
673
850
458
1606
1795
1234
880
1954
884
866
299
494
1041
917
394
1093
715
387
926
737
755
1541
831
689
449
518
1341
824
1051
2047
709
629
244
1283
473
684
297
1723
1093
1289
788
396
1668
1460
3421
715
812
503
675
590
368
853
1490
947
470
1270
